name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992
TotalAssets,"6,031,656,000","5,827,460,000","5,731,095,000","5,254,063,000","5,528,306,000","5,478,490,000","5,474,981,000","5,337,845,000","5,392,429,000","5,564,346,000","5,708,456,000","5,653,740,000","5,589,854,000","1,110,375,000","1,081,694,000","1,006,607,000","945,994,000","1,051,173,000","1,044,862,000","1,023,813,000","979,410,000","1,058,296,000","1,051,819,000","1,016,742,000","1,016,842,000","1,079,729,000","1,045,195,000","1,013,724,000","1,046,255,000","758,683,000","737,530,000","703,680,000","709,646,000","780,263,000","730,316,000","724,568,000","706,723,000","751,484,000","720,930,000","562,661,000","544,615,000","561,154,000","559,945,000","533,328,000","524,484,000","560,524,000","568,580,000","582,079,000","584,913,000","613,848,000","627,635,000","621,177,000","775,005,000","1,380,701,000","1,396,696,000","1,321,296,000","1,276,246,000","1,343,058,000","1,300,490,000","1,308,355,000","1,271,915,000","1,304,243,000","1,338,820,000","1,279,540,000","992,610,000","990,219,000","964,654,000","952,613,000","938,161,000","782,857,000","762,980,000","722,898,000","684,983,000","713,160,000","706,788,000","705,925,000","708,358,000","721,265,000","734,152,000","725,683,000","803,375,000","838,812,000","849,168,000","840,903,000","874,987,000","879,920,000","898,944,000","870,962,000","848,300,000","855,500,000","838,200,000","826,700,000","825,900,000","823,500,000","809,600,000","196,700,000","193,400,000","196,300,000","185,900,000","165,500,000","156,700,000","158,300,000","147,900,000","131,900,000","119,700,000","83,100,000","74,000,000","69,100,000","65,500,000","63,400,000","54,900,000","48,200,000","46,300,000","46,700,000","42,500,000","38,500,000","34,200,000","34,200,000"
	CurrentAssets,"2,179,281,000","1,987,080,000","2,076,590,000","1,786,151,000","1,890,474,000","1,791,171,000","1,735,817,000","1,526,177,000","1,538,136,000","1,165,749,000","1,282,823,000","1,282,226,000","1,223,539,000","590,735,000","565,566,000","496,698,000","434,600,000","533,631,000","519,056,000","490,909,000","440,153,000","504,856,000","490,054,000","440,454,000","433,459,000","496,347,000","447,019,000","402,360,000","427,931,000","390,530,000","363,322,000","324,740,000","324,518,000","390,828,000","338,445,000","321,037,000","300,535,000","341,835,000","309,651,000","312,904,000","296,630,000","311,611,000","308,508,000","280,114,000","268,521,000","298,335,000","299,931,000","309,642,000","306,059,000","319,224,000","348,297,000","336,856,000","379,945,000","465,850,000","478,227,000","395,908,000","347,576,000","411,413,000","359,211,000","370,146,000","347,735,000","382,978,000","420,748,000","364,183,000","447,659,000","442,664,000","418,996,000","407,599,000","392,021,000","274,818,000","250,713,000","204,287,000","161,717,000","185,305,000","174,836,000","174,628,000","175,570,000","186,508,000","195,528,000","174,878,000","182,094,000","213,007,000","212,993,000","199,600,000","228,196,000","233,447,000","251,522,000","222,380,000","214,600,000","217,700,000","201,300,000","193,600,000","195,300,000","192,600,000","181,900,000","119,300,000","117,400,000","121,000,000","113,000,000","93,800,000","89,000,000","90,600,000","80,100,000","68,000,000","78,500,000","55,500,000","47,300,000","43,200,000","40,500,000","39,000,000","35,200,000","29,400,000","28,900,000","30,300,000","27,000,000","23,300,000","24,400,000","24,200,000"
		CashCashEquivalentsAndShortTermInvestments,"544,336,000","397,206,000","679,754,000","91,673,000","669,244,000","676,588,000","629,520,000","487,028,000","478,592,000","102,162,000","108,813,000","91,205,000","103,310,000","59,557,000","49,107,000","41,667,000","19,222,000","72,139,000","52,346,000","56,151,000","21,705,000","71,151,000","56,595,000","83,642,000","79,303,000","105,552,000","54,098,000","31,062,000","56,108,000","72,200,000","33,072,000","17,717,000","21,523,000","82,328,000","20,750,000","31,853,000","29,945,000","59,234,000","36,700,000","78,350,000","70,934,000","83,465,000","53,745,000","61,599,000","69,222,000","81,157,000","57,143,000","54,812,000","81,195,000","93,778,000","110,959,000","96,604,000","94,948,000","68,201,000","39,880,000","39,107,000","26,402,000","75,054,000","7,454,000","4,947,000","10,695,000","25,038,000","57,744,000","39,769,000","216,865,000","200,716,000","195,085,000","177,678,000","151,834,000","8,222,000","8,428,000","10,250,000","6,505,000","14,204,000","4,272,000","8,455,000","6,563,000","9,530,000","5,797,000","8,239,000","4,376,000","21,125,000","5,641,000","3,980,000","7,897,000","2,999,000","9,090,000","2,498,000","6,600,000","16,100,000","5,300,000","3,300,000","4,700,000","4,600,000","4,500,000","38,000,000","30,700,000","32,200,000","30,200,000","17,200,000","22,100,000","20,900,000","16,300,000","11,200,000","31,600,000","17,600,000","10,200,000","6,000,000","8,100,000","6,300,000","7,400,000","1,900,000","5,000,000","3,900,000","1,600,000","600,000","3,900,000","5,200,000"
			CashAndCashEquivalents,"542,035,000","394,447,000","677,187,000","88,978,000","666,717,000","674,255,000","627,603,000","483,497,000","475,701,000","98,386,000","105,244,000","87,496,000","99,588,000","54,272,000","43,322,000","35,335,000","12,420,000","65,658,000","45,923,000","49,682,000","15,789,000","65,403,000","50,710,000","77,916,000","73,849,000","99,662,000","48,277,000","25,276,000","50,716,000","66,651,000","27,664,000","12,468,000","16,599,000","77,436,000","16,149,000","27,538,000","25,827,000","55,158,000","32,318,000","73,856,000","66,706,000","78,982,000","49,675,000","57,409,000","65,216,000","77,419,000","53,643,000","51,273,000","77,666,000","90,419,000","105,376,000","91,721,000","90,842,000","68,201,000","39,880,000","35,747,000","26,402,000","75,054,000","7,454,000","4,947,000","10,695,000","25,038,000","57,744,000","39,769,000","216,865,000","200,716,000","195,085,000","177,678,000","151,834,000","8,222,000","8,428,000","10,250,000","6,505,000","14,204,000","4,272,000","8,455,000","6,563,000","9,530,000","5,797,000","8,239,000","4,376,000","21,125,000","5,641,000","3,980,000","7,897,000","2,999,000","9,090,000","2,498,000","6,600,000","16,100,000","5,300,000","3,300,000","4,700,000","4,600,000","4,500,000","38,000,000","30,700,000","32,200,000","30,200,000","17,200,000","22,100,000","20,900,000","16,300,000","11,200,000","31,600,000","17,600,000","10,200,000","6,000,000","8,100,000","6,300,000","7,400,000","1,900,000","5,000,000","3,900,000","1,600,000","600,000","3,900,000","5,200,000"
			OtherShortTermInvestments,"2,301,000","2,759,000","2,567,000","2,695,000","2,527,000","2,333,000","1,917,000","3,531,000","2,891,000","3,776,000","3,569,000","3,709,000","3,722,000","5,285,000","5,785,000","6,332,000","6,802,000","6,481,000","6,423,000","6,469,000","5,916,000","5,748,000","5,885,000","5,726,000","5,454,000","5,890,000","5,821,000","5,786,000","5,392,000","5,549,000","5,408,000","5,249,000","4,924,000","4,892,000","4,601,000","4,315,000","4,118,000","4,076,000","4,382,000","4,494,000","4,228,000","4,483,000","4,070,000","4,190,000","4,006,000","3,738,000","3,500,000","3,539,000","3,529,000","3,359,000","5,583,000","4,883,000","4,106,000",,,"3,360,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"711,842,000","699,830,000","656,909,000","659,551,000","632,879,000","594,028,000","612,994,000","559,353,000","512,553,000","540,206,000","622,322,000","609,843,000","513,035,000","234,309,000","212,269,000","186,832,000","170,303,000","203,514,000","191,943,000","168,625,000","169,250,000","183,240,000","175,387,000","143,743,000","141,664,000","166,800,000","165,244,000","149,333,000","148,599,000","136,923,000","135,133,000","110,765,000","112,711,000","136,480,000","120,973,000","113,904,000","109,917,000","134,024,000","113,819,000","84,642,000","80,845,000","96,653,000","93,329,000","70,673,000","77,469,000","97,815,000","95,357,000","112,473,000","94,677,000","110,511,000","104,432,000","98,972,000","103,261,000","163,005,000","166,073,000","152,782,000","127,553,000","158,435,000","145,473,000","134,975,000","116,072,000","163,814,000","160,223,000","139,752,000","90,302,000","110,094,000","96,062,000","81,732,000","71,469,000","108,869,000","95,260,000","85,424,000","75,553,000","96,620,000","90,807,000","81,717,000","80,174,000","94,956,000","101,395,000","91,506,000","91,264,000","107,981,000","124,306,000","102,359,000","98,378,000","119,368,000","122,584,000","118,861,000","104,600,000","105,600,000","103,000,000","96,400,000","89,800,000","99,300,000","92,100,000","36,000,000","38,500,000","47,000,000","40,900,000","36,500,000","31,100,000","37,700,000","33,100,000","27,200,000","22,700,000","19,100,000","17,900,000",,"14,300,000","17,100,000",,"14,600,000","12,600,000","16,600,000","14,600,000",,"12,100,000","12,200,000"
			AccountsReceivable,"708,340,000","685,316,000","645,298,000","613,193,000","601,476,000","554,649,000","578,684,000","522,612,000","476,779,000","491,740,000","594,681,000","589,610,000","499,438,000","233,297,000","211,098,000","180,393,000","169,059,000","199,897,000","189,677,000","168,625,000","161,492,000","182,258,000","175,387,000","139,603,000","141,664,000","166,800,000","161,546,000","141,895,000","146,160,000","136,923,000","133,532,000","109,651,000","111,646,000","135,368,000","118,905,000","112,563,000","108,953,000","133,475,000","111,913,000","83,051,000","79,722,000","95,381,000","91,884,000","70,395,000","61,916,000","81,896,000","81,834,000","73,166,000","61,085,000","82,889,000","80,701,000","72,347,000","85,165,000","163,005,000","166,073,000","152,782,000","127,553,000","158,435,000","145,473,000","134,975,000","116,072,000","163,814,000","160,223,000","139,752,000","90,302,000","110,094,000","96,062,000","81,732,000","71,469,000","108,869,000","95,260,000","85,424,000","75,553,000","96,620,000","90,807,000","81,717,000","80,174,000","94,956,000","101,395,000","91,506,000","91,264,000","107,981,000","124,306,000","102,359,000","98,378,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"720,493,000",,"656,474,000","623,533,000","615,903,000",,"592,095,000","532,238,000","488,600,000",,"604,629,000","599,435,000","509,887,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-12,153,000",,"-11,176,000","-10,340,000","-14,427,000",,"-13,411,000","-9,626,000","-11,821,000",,"-9,948,000","-9,825,000","-10,449,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"3,502,000","14,514,000","11,611,000","46,358,000","31,403,000","39,379,000","34,310,000","36,741,000","35,774,000","48,466,000","27,641,000","20,233,000","13,597,000","1,012,000","1,171,000","6,439,000","1,244,000","3,617,000","2,266,000","0","7,758,000","982,000",,"4,140,000",,"3,698,000","3,698,000","7,438,000","2,439,000","0","1,601,000","1,114,000","1,065,000","1,112,000","2,068,000","1,341,000","964,000","549,000","1,906,000","1,591,000","1,123,000","1,272,000","1,445,000","278,000","15,553,000","15,919,000","13,523,000","39,307,000","33,592,000","27,622,000","23,731,000","26,625,000","18,096,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
