name,ttm,03/31/2022,12/31/2021,09/30/2021
MarketCap,"1,288,849,074","1,641,284,563","1,504,315,250","1,408,838,079"
EnterpriseValue,"1,887,371,074","2,250,507,563","2,026,310,250","1,408,838,079"
PsRatio,"1.743","1.806","2.309",
PbRatio,"3.797","5.39","4.704",
EnterprisesValueRevenueRatio,"2.576","11.249","11.27","8.823"
EnterprisesValueEBITDARatio,"27.69","58.324","1,963.479","-70.102"
