name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
TotalRevenue,"0","0","0","0","0","0","0"
	OperatingRevenue,"0","0","0","0","0","0","0"
OperatingExpense,"3,037,127","2,305,424","327,665","249,132","154,906","102,055","4,891"
	SellingGeneralAndAdministration,"3,037,127","2,305,424","327,665","249,132","154,906","102,055","4,891"
		GeneralAndAdministrativeExpense,"3,037,127","2,305,424","327,665","249,132","154,906","102,055","4,891"
			OtherGandA,"3,037,127","2,305,424","327,665","249,132","154,906","102,055","4,891"
OperatingIncome,"-3,037,127","-2,305,424","-327,665","-249,132","-154,906","-102,055","-4,891"
NetNonOperatingInterestIncomeExpense,"85,855","7,540","23,017","25,100","30,198","18,916",
	InterestIncomeNonOperating,"85,855","7,540","23,017","25,100","30,198","18,916",
OtherIncomeExpense,"6,564,383","2,730,750","1,381,033","362,535","2,090,065","214,533",
	GainOnSaleOfSecurity,"6,564,383","2,730,750","1,381,033","362,535","2,090,065","214,533",
PretaxIncome,"3,613,111","432,866","1,076,385","138,503","1,965,357","131,394","-4,891"
NetIncomeCommonStockholders,"3,613,111","432,866","1,076,385","138,503","1,965,357","131,394","-4,891"
	NetIncome,"3,613,111","432,866","1,076,385","138,503","1,965,357","131,394","-4,891"
		NetIncomeIncludingNoncontrollingInterests,"3,613,111","432,866","1,076,385","138,503","1,965,357","131,394","-4,891"
			NetIncomeContinuousOperations,"3,613,111","432,866","1,076,385","138,503","1,965,357","131,394","-4,891"
DilutedNIAvailtoComStockholders,"3,613,111","432,866","1,076,385","138,503","1,965,357","131,394","-4,891"
BasicEPS,,"0.064",,"0.021","0.064","0.004","-0"
DilutedEPS,,"0.014",,"0.004","0.064","0.004","-0"
BasicAverageShares,,"6,712,500",,"6,712,500","30,862,500","29,477,403","30,862,500"
DilutedAverageShares,,"30,862,500",,"30,862,500","30,862,500","29,477,403","30,862,500"
TotalOperatingIncomeAsReported,"-3,037,127","-2,305,424","-327,665","-249,132","-154,906","-102,055",
TotalExpenses,"3,037,127","2,305,424","327,665","249,132","154,906","102,055","4,891"
NetIncomeFromContinuingAndDiscontinuedOperation,"3,613,111","432,866","1,076,385","138,503","1,965,357","131,394","-4,891"
NormalizedIncome,"-325,518.8","-1,205,584","68,230.91","-126,147.55","439,609.55","-25,215.09","-4,891"
InterestIncome,"85,855","7,540","23,017","25,100","30,198","18,916",
NetInterestIncome,"85,855","7,540","23,017","25,100","30,198","18,916",
EBIT,"-3,037,127","-2,305,424","-327,665","-249,132","-154,906","-102,055","-4,891"
EBITDA,"-3,037,127"
NetIncomeFromContinuingOperationNetMinorityInterest,"3,613,111","432,866","1,076,385","138,503","1,965,357","131,394","-4,891"
TotalUnusualItemsExcludingGoodwill,"6,564,383","2,730,750","1,381,033","362,535","2,090,065","214,533",
TotalUnusualItems,"6,564,383","2,730,750","1,381,033","362,535","2,090,065","214,533",
NormalizedEBITDA,"-9,601,510","-5,036,174","-1,708,698","-611,667","-2,244,971","-316,588","-4,891"
TaxRateForCalcs,"0.4","0.4","0.27","0.27","0.27","0.27","0"
TaxEffectOfUnusualItems,"2,625,753.2","1,092,300","372,878.91","97,884.45","564,317.55","57,923.91","0"
