name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999
OperatingCashFlow,"-52,344,000","62,730,000","-61,347,000","-24,117,000","-29,610,000","263,873,000","-38,922,000","-10,850,025","-33,427,150","-27,583,937","-23,530,458","13,809,906","10,526,762","-19,586,508","168,284,763","-2,680,318","-14,409,165","-15,443,454","-14,690,480","-9,203,474","-10,409,632","-14,326,057","10,000,191","-10,181,379","-18,350,203","-14,747,835","-21,148,069","-12,020,234","-13,117,797","-16,369,578","-24,200,006","-10,919,806","-9,776,513","-7,697,722","-7,022,332","-5,393,466","-5,335,010","-4,467,100","-3,837,604","-4,587,855","-3,889,171","-4,157,568","-2,705,776","-1,663,299","-1,023,993","-1,279,780","-1,423,637","-2,512,932","-1,778,121","-1,774,614","-1,633,610","-2,415,606","-1,483,874","-3,929,501","-7,448,514","-8,383,697","-7,654,940","-5,714,090","-5,831,950","-6,497,750","-5,637,371","-6,641,564","-5,090,439","-4,554,561","-3,616,340","-3,431,813","-3,188,513","-2,585,691","-2,934,146","-1,633,463","-1,946,017","-699,991","-1,008,470","-285,717","-320,238","-96,303","-7,539","-37,896","-15,858","-14,075","-49,015","-15,879","-26,862","-14,684","-15,379","-32,866","-18,885","-21,099","-61,366","1,134","1,244"
	CashFlowFromContinuingOperatingActivities,"-52,344,000","62,730,000","-61,347,000","-24,117,000","-29,610,000","263,873,000","-38,922,000","-10,850,025","-33,427,150","-27,583,937","-23,530,458","13,809,906","10,526,762","-19,586,508","168,284,763","-2,680,318","-14,409,165","-15,443,454","-14,690,480","-9,203,474","-10,409,632","-14,326,057","10,000,191","-10,181,379","-18,350,203","-14,747,835","-21,148,069","-12,020,234","-13,117,797","-16,369,578","-24,200,006","-10,919,806","-9,776,513","-7,697,722","-7,022,332","-5,393,466","-5,335,010","-4,466,764","-3,837,586","-4,587,800","-3,889,848","-4,157,086","-2,705,356","-1,662,944","-967,034","-3,602,378","-1,423,637","-2,531,027","-1,772,572","-1,775,177","-1,617,843","-2,415,606","-1,483,874","-3,929,501","-7,448,514","-8,383,697","-7,654,940","-5,714,090","-5,831,950","-6,497,750","-5,637,371","-6,641,564","-5,090,439","-4,554,561","-3,616,340","-3,431,813","-3,188,513","-2,585,691","-2,934,146","-1,633,463","-1,946,017","-699,991","-1,008,470","-285,717","-320,238","-96,303","-7,539","-37,896","-15,858","-14,075","-49,015","-15,879","-26,862","-14,684","-15,379","-32,866","-18,885","-21,099","-61,366","1,134","1,244"
		NetIncomeFromContinuingOperations,"-111,804,000","44,366,000","-62,872,000","-63,374,000","-29,924,000","-26,818,000","-20,732,000","-48,432,715","-13,611,213","-19,835,570","-2,673,728","11,704,905","20,335,709","23,896,982","12,037,253","-10,761,271","-15,606,018","-14,884,311","-13,198,878","-10,731,886","-5,519,742","-6,042,559","-12,086,108","-22,221,986","-19,420,742","-20,815,860","-19,264,414","-24,743,136","-15,936,052","-28,686,412","-22,575,282","-22,430,442","-11,628,917","-13,942,519","-10,628,312","-13,692,184","-6,079,010","-6,757,936","-4,614,159","55","-677","2,687,281","-2,686,579","-3,492,037","-1,398,813","-2,453,523","-1,440,635","-2,022,201","-780,302","-1,439,727","-1,959,160","-3,460,028","-2,528,617","-5,289,279","-8,030,468","-8,658,278","-7,502,163","-5,694,815","-5,233,774","-7,572,591","-12,477,548","-6,173,809","-3,707,170","-8,779,523","-3,974,148","-3,106,585","-3,136,953","-2,694,800","-3,036,326","642,761","-1,536,459","-1,476,938","-844,121","30,049","-205,932","108,133","-53,510","-104,763","-45,098","-84,721","-88,083","-10,153","-63,250","-60,946","-32,648","-51,389","-40,838","34,803","-57,551","-54,092","-60,713"
		OperatingGainsLosses,,,,,,,,,,,,,,,,"0","0","18,598","-450,739","629,151","-63,065","27,383","-1,483,831","-5,328,390","113,359","-369,935","23,524","1,449,474","123,908","9,928,236","-2,355,761","2,612,261","-845,665","2,956,540","3,573,141","6,937,661","-381,967","241,946","789","204,409","910,850","97,745","-1,411,489","189,545","568,773","-285,094","-48,826","861,999","-312,741","-288,637","-271,502","-729,875","80,749","-69,382","-630,618","-2,970,483","-2,300,432","-1,144,995","-1,335,976","-10,043,836","5,678,688","-1,934,532","-453,352","231,038","-977,610","-364,708","-520,926","-422,069","-259,515","-2,520,441","-360,087","239,795","46,155","-282,848","62,610",,,,,"73","-2,770",,,,,,,,,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","-1,576,107",,,,,,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","-19,195","19,195","-45,576","26,381","0","0","5,316","53,562","0","39,949","54,932","-18,493","169,616","876,277",,,,,,,"-10,881",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,"0","0","18,598","-450,739","629,151","-63,065","27,383","-1,483,831","534,074","113,359","-369,935","23,524","-422,864","104,713","-168,974","-2,382,142","321,324","-758,468","2,951,224","3,519,579","5,516,009","-200,747","29,402","-44,275","0","0","0","58,091","122,732","498,406",,,,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-87,197","0","0","0","-221,169","157,612","63,557","34,793","34,573","64,261","106,527","66,813","70,367","74,826","-48,826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"9,668,000","2,594,000","2,573,000","2,504,000","1,997,000","1,918,000","1,848,000","1,774,391","1,536,401","1,371,588","1,259,884","1,082,375","1,003,450","1,175,967","1,177,352","1,228,395","1,176,241","1,153,466","1,141,173","1,154,525","1,162,660","1,187,644","1,185,611","843,584","818,200","803,912","794,349","855,551","741,058","449,559","290,039","270,417","276,054","395,779","403,405","398,964","454,086","448,765","449,597","447,169","423,415","423,947","454,444","64,936","51,003","29,668","122,370","146,904","161,059","172,422","174,304","202,080","265,672","239,487","287,365","283,645","267,048","297,510","285,178","286,179","252,591","234,520","230,578","252,087","229,469","176,926","228,474","238,099","187,130","129,534","89,243","72,496","1,898","166","180","-5,018","1,703","1,702","1,703","3,966","5,010","65","37","-589","0","1,774","2,341","1,432","2,067","2,067","2,056"
			DepreciationAndAmortization,"9,668,000","2,594,000","2,573,000","2,504,000","1,997,000","1,918,000","1,848,000","1,774,391","1,536,401","1,371,588","1,259,884","1,082,375","1,003,450","1,175,967","1,177,352","1,228,395","1,176,241","1,153,466","1,141,173","1,154,525","1,162,660","1,187,644","1,185,611","843,584","818,200","803,912","794,349","855,551","741,058","449,559","290,039","270,417","276,054","395,779","403,405","398,964","454,086","448,765","449,597","447,169","423,415","423,947","454,444","64,936","51,003","29,668","122,370","146,904","161,059","172,422","174,304","202,080","265,672","239,487","287,365","283,645","267,048","297,510","285,178","286,179","252,591","234,520","230,578","252,087","229,469","176,926","228,474","238,099","187,130","129,534","89,243","72,496","1,898","166","180","-5,018","1,703","1,702","1,703","3,966","5,010","65","37","-589","0","1,774","2,341","1,432","2,067","2,067","2,056"
