name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,12/31/2016,09/30/2016
OperatingCashFlow,"302,006,000","-35,152,000","219,038,000","136,837,000","119,460,000","293,069,000","748,459,000","791,240,000","1,250,622,000","-583,412,000","-2,824,587,000","1,515,746,000","618,444,000","474,869,000","518,273,000","1,126,389,000","152,204,000","88,090,000","410,389,000","575,760,000","775,790,000","228,503,000","176,236,000"
InvestingCashFlow,"-304,991,000","-1,743,175,000","256,190,000","63,027,000","980,789,000","556,661,000","1,431,236,000","-175,887,000","46,622,000","-260,475,000","266,276,000","28,870,000","-853,418,000","-269,947,000","-819,178,000","-1,117,253,000","716,167,000","-226,749,000","-920,951,000","-1,496,161,000","286,690,000","-178,014,000","-141,542,000"
FinancingCashFlow,"1,030,865,000","401,228,000","756,313,000","328,444,000","-455,120,000","-869,437,000","-1,055,576,000","-602,873,000","-1,002,044,000","-430,786,000","812,410,000","285,077,000","67,432,000","584,593,000","440,841,000","263,482,000","-110,254,000","-63,972,000","1,701,581,000","463,352,000","-31,250,000","29,433,000","90,576,000"
OtherCashAdjustmentInsideChangeinCash,,,,,,,,,,,,,,,,,,,"-14,888,000",,,,
EndCashPosition,"7,134,197,000","7,112,346,000","8,491,541,000","7,265,629,000","6,733,160,000","6,106,317,000","6,116,401,000","5,022,485,000","5,038,136,000","4,739,144,000","6,010,745,000","7,763,050,000","5,916,852,000","6,068,056,000","5,293,721,000","5,156,661,000","4,847,050,000","4,039,945,000","1,891,131,000","715,000,000","2,986,816,000","404,678,000","322,135,000"
	ChangesInCash,"1,027,880,000","-1,377,099,000","1,231,541,000","528,308,000","645,129,000","-19,707,000","1,124,119,000","12,480,000","295,200,000","-1,274,673,000","-1,745,901,000","1,829,693,000","-167,542,000","789,515,000","139,936,000","272,618,000","758,117,000","-202,631,000","1,191,019,000","-457,049,000","1,031,230,000","79,922,000","125,270,000"
	EffectOfExchangeRateChanges,"-21,851,000","-2,096,000","-5,629,000","4,161,000","-18,286,000","9,623,000","-30,203,000","-28,131,000","3,792,000","3,072,000","-6,404,000","16,505,000","16,338,000","-15,180,000","-2,876,000","36,993,000","48,988,000","-41,128,000","-14,888,000","-269,000","-148,000","2,621,000","-554,000"
	BeginningCashPosition,"6,106,317,000","8,491,541,000","7,265,629,000","6,733,160,000","6,106,317,000","6,116,401,000","5,022,485,000","5,038,136,000","4,739,144,000","6,010,745,000","7,763,050,000","5,916,852,000","6,068,056,000","5,293,721,000","5,156,661,000","4,847,050,000","4,039,945,000","4,283,704,000","715,000,000","1,172,318,000","1,955,734,000","322,135,000","197,419,000"
	OtherCashAdjustmentOutsideChangeinCash,,,,,,,,,,,,,,,,,,,"14,888,000",,,,
FreeCashFlow,"246,735,000","-35,152,000","163,767,000","136,837,000","119,460,000","293,069,000","716,442,000","791,240,000","1,250,622,000","-583,412,000","-2,873,246,000","1,515,746,000","618,444,000","474,869,000","429,569,000","1,126,389,000","152,204,000","88,090,000","319,518,000","575,760,000","775,790,000","198,699,000","176,236,000"
