name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
TotalAssets,"6,225,787,000","6,038,554,000","5,770,448,000","5,567,779,000","5,053,465,000","5,022,311,000","5,136,620,000","5,115,388,000","4,811,637,000","4,695,615,000","4,405,930,000","4,309,284,000","4,847,186,000","4,495,447,000","4,495,469,000","4,381,681,000","4,391,710,000","4,521,509,000","4,412,269,000","4,384,131,000","4,178,321,000","4,092,086,000","4,241,114,000","4,120,848,000","3,959,154,000","4,031,300,000","3,647,488,000","3,644,228,000","3,633,876,000","3,635,405,000","3,759,941,000","3,609,373,000","3,503,339,000","3,427,298,000","3,476,918,000","3,416,333,000","3,074,731,000","3,025,215,000","3,143,557,000","2,845,184,000","2,804,212,000","2,773,047,000","2,889,387,000","2,817,695,000","2,701,573,000","2,736,822,000","2,821,904,000","2,693,058,000","2,515,698,000","2,432,909,000","2,429,509,000","2,307,739,000","2,136,053,000","2,383,993,000","3,290,872,000","3,270,479,000","3,221,877,000","3,192,606,000","3,092,980,000","2,953,315,000","2,940,980,000","3,041,264,000","3,047,581,000","3,000,416,000","3,009,903,000","2,955,091,000","2,836,060,000","2,888,681,000","2,866,337,000","2,965,368,000","2,833,888,000","2,817,526,000","2,715,001,000","2,571,874,000","2,535,919,000","2,523,280,000","2,478,674,000","2,557,984,000","2,744,943,000","2,794,860,000","3,087,330,000","3,223,318,000","3,520,585,000","3,456,762,000","3,482,822,000","3,393,284,000","3,434,335,000","3,381,688,000","2,066,194,000","1,755,089,000","1,748,128,000","1,725,510,000","991,682,000","1,003,597,000","990,826,000","947,419,000","786,888,000"
	CurrentAssets,"2,939,555,000","2,856,563,000","2,575,124,000","2,371,042,000","2,114,054,000","2,132,932,000","2,268,571,000","2,341,795,000","2,153,703,000","2,001,533,000","1,663,001,000","1,513,120,000","2,002,929,000","1,671,208,000","1,611,236,000","1,458,179,000","1,491,584,000","1,650,870,000","1,566,472,000","1,596,632,000","1,494,665,000","1,409,696,000","1,487,046,000","1,362,527,000","1,219,573,000","1,317,480,000","1,104,771,000","1,152,378,000","1,205,950,000","1,197,948,000","1,270,385,000","1,247,925,000","1,280,759,000","1,232,416,000","1,288,783,000","1,337,155,000","1,132,713,000","1,091,408,000","1,182,941,000","972,299,000","992,405,000","996,830,000","1,136,449,000","1,110,915,000","1,010,783,000","1,062,067,000","1,136,065,000","1,096,925,000","1,015,453,000","932,925,000","980,823,000","882,891,000","667,226,000","860,916,000","1,033,460,000","994,257,000","970,785,000","987,414,000","916,598,000","783,533,000","754,344,000","837,857,000","828,128,000","753,018,000","795,521,000","766,490,000","658,226,000","675,421,000","702,795,000","785,986,000","660,537,000","728,444,000","786,808,000","777,768,000","764,265,000","731,213,000","709,969,000","697,644,000","653,447,000","547,682,000","511,164,000","532,190,000","709,088,000","708,967,000","636,528,000","549,017,000","563,105,000","527,848,000","755,493,000","507,250,000","553,115,000","546,220,000","450,503,000","472,035,000","476,256,000","433,682,000","299,223,000"
		CashCashEquivalentsAndShortTermInvestments,"1,161,818,000","1,078,274,000","790,062,000","885,726,000","813,967,000","831,771,000","922,895,000","1,093,862,000","999,710,000","894,948,000","598,753,000","551,438,000","1,055,402,000","681,569,000","547,665,000","380,262,000","495,183,000","596,364,000","519,449,000","657,627,000","613,974,000","549,518,000","549,836,000","499,320,000","413,465,000","523,172,000","430,444,000","442,297,000","494,189,000","449,946,000","485,592,000","525,935,000","628,585,000","610,442,000","591,310,000","636,007,000","466,702,000","413,048,000","549,085,000","351,183,000","381,132,000","434,631,000","483,390,000","475,471,000","392,951,000","404,998,000","417,498,000","437,803,000","425,473,000","395,406,000","446,716,000","455,294,000","291,479,000","424,316,000","443,838,000","409,112,000","411,713,000","410,070,000","334,955,000","238,407,000","177,138,000","244,694,000","190,567,000","143,507,000","226,243,000","206,575,000","159,518,000","228,204,000","286,760,000","372,284,000","231,311,000","294,595,000","345,496,000","313,259,000","340,503,000","346,304,000","351,485,000","311,249,000","235,038,000","161,938,000","175,281,000","200,057,000","328,224,000","339,135,000","207,601,000","93,517,000","108,865,000","136,274,000","452,368,000","234,640,000","287,792,000","227,017,000","217,856,000","228,587,000","173,328,000","173,285,000","44,941,000"
			CashAndCashEquivalents,"854,802,000","826,744,000","545,592,000","724,785,000","650,274,000","698,002,000","566,745,000","783,228,000","941,447,000","894,948,000","598,753,000","551,438,000","1,055,402,000","681,569,000","547,665,000","380,262,000","495,183,000","596,364,000","519,449,000","657,627,000","613,974,000","549,518,000","549,836,000","499,320,000","413,465,000","523,172,000","430,444,000","442,297,000","494,189,000","449,946,000","485,592,000","525,935,000","628,585,000","610,442,000","591,310,000","636,007,000","466,702,000","413,048,000","549,085,000","351,183,000","381,132,000","434,631,000","483,390,000","475,471,000","392,951,000","404,998,000","417,498,000","437,803,000","425,473,000","395,406,000","446,716,000","455,294,000","291,479,000","424,316,000","443,838,000","409,112,000","411,713,000","410,070,000","334,955,000","238,407,000","177,138,000","244,694,000","190,567,000","143,507,000","226,243,000","206,575,000","159,518,000","228,204,000","286,760,000","372,284,000","231,311,000","294,595,000","345,496,000","313,259,000","340,503,000","346,304,000","351,485,000","311,249,000","235,038,000","161,938,000","175,281,000","200,057,000","328,224,000","339,135,000","207,601,000","93,517,000","108,865,000","136,274,000","318,264,000","98,045,000","81,921,000","107,553,000","164,381,000","227,587,000","172,328,000","170,461,000","41,989,000"
			OtherShortTermInvestments,"307,016,000","251,530,000","244,470,000","160,941,000","163,693,000","133,769,000","356,150,000","310,634,000","58,263,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"134,104,000","136,595,000","205,871,000","119,464,000","53,475,000","1,000,000","1,000,000","2,824,000","2,952,000"
		Receivables,"1,201,007,000","1,258,767,000","1,289,617,000","1,064,586,000","950,015,000","962,643,000","990,637,000","898,717,000","880,629,000","850,753,000","803,104,000","702,466,000","684,914,000","724,456,000","797,678,000","795,750,000","734,953,000","692,287,000","691,700,000","604,366,000","545,794,000","563,107,000","630,984,000","579,794,000","537,745,000","526,143,000","410,256,000","438,494,000","433,092,000","469,683,000","483,330,000","455,838,000","406,797,000","385,542,000","433,998,000","416,162,000","382,223,000","402,797,000","373,868,000","371,085,000","365,510,000","325,740,000","373,962,000","365,077,000","368,550,000","410,297,000","450,146,000","426,583,000","382,056,000","346,918,000","346,848,000","281,364,000","232,230,000","273,813,000","394,275,000","389,729,000","368,692,000","398,431,000","390,964,000","366,503,000","386,914,000","386,857,000","431,908,000","410,811,000","390,611,000","386,584,000","331,453,000","300,222,000","271,049,000","269,495,000","277,110,000","276,761,000","290,461,000","322,464,000","287,411,000","245,926,000","220,857,000","265,613,000","265,014,000","263,572,000","228,749,000","221,243,000","252,741,000","239,594,000","281,638,000","310,014,000","321,360,000","274,563,000","205,666,000","170,028,000","170,030,000","229,035,000","128,546,000","141,133,000","211,196,000","151,120,000","128,535,000"
			AccountsReceivable,"1,201,007,000","1,258,767,000","1,289,617,000","1,064,586,000","950,015,000","962,643,000","990,637,000","898,717,000","880,629,000","850,753,000","803,104,000","702,466,000","684,914,000","724,456,000","797,678,000","795,750,000","734,953,000","692,287,000","691,700,000","604,366,000","545,794,000","563,107,000","630,984,000","579,794,000","537,745,000","526,143,000","410,256,000","438,494,000","433,092,000","469,683,000","483,330,000","455,838,000","406,797,000","382,037,000","429,788,000","411,699,000","379,370,000","389,699,000","373,868,000","371,085,000","365,510,000","325,740,000","373,962,000","365,077,000","368,550,000","410,297,000","450,146,000","426,583,000","382,056,000","346,918,000","341,677,000","281,364,000","232,230,000","273,813,000","390,383,000","384,126,000","362,879,000","393,493,000","385,396,000","362,621,000","381,394,000","380,888,000","431,908,000","410,811,000","390,611,000","381,495,000","325,117,000","294,918,000","265,137,000","265,547,000","272,325,000","270,769,000","284,825,000","318,051,000","280,959,000","240,557,000","213,573,000","257,081,000","255,860,000","263,572,000","218,079,000","221,243,000","242,390,000","229,192,000","270,335,000","310,014,000","321,360,000","274,563,000","205,666,000","170,028,000","170,030,000","229,035,000","128,546,000","141,133,000","211,196,000","151,120,000","128,535,000"
				GrossAccountsReceivable,,"1,259,207,000",,,,"963,506,000",,,,"852,067,000",,,,"725,133,000",,,,"699,233,000",,,,"573,009,000",,,,"529,301,000",,,,"471,060,000",,,,"389,157,000",,,,"391,969,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-440,000",,,,"-863,000",,,,"-1,314,000",,,,"-677,000",,,,"-6,946,000",,,,"-9,902,000",,,,"-3,158,000",,,,"-1,377,000",,,,"-7,120,000",,,,"-2,270,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,505,000","4,210,000","4,463,000","2,853,000","13,098,000","14,550,000",,,,"22,326,000",,,,,,,,"5,171,000",,,,"3,892,000","5,603,000","5,813,000","4,938,000","5,568,000","3,882,000","5,520,000","5,969,000",,,,"5,089,000","6,336,000","5,304,000","5,912,000","3,948,000","4,785,000","5,992,000","5,636,000","4,413,000","6,452,000","5,369,000","7,284,000","8,532,000","9,154,000",,"10,670,000",,"10,351,000","10,402,000","11,303,000",,,,,,,,,,,,
