name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995
		GainsLossesNotAffectingRetainedEarnings,"-102,544,000","-37,629,000","-52,383,000","-46,192,000","-50,712,000","-33,549,000","-22,569,000","-24,440,000","-28,907,000","-36,941,000","-27,697,000","-29,219,000","-35,035,000","-39,696,000","-44,689,000","-43,093,000","-42,221,000","-32,080,000","-25,607,000","-25,148,000","-26,821,000","-27,991,000","-19,643,000","-19,517,000","-20,958,000","-24,535,000","-20,060,000","-22,583,000","-21,223,000","-24,370,000","-6,663,000","-5,216,000","-8,095,000","-11,900,000","-19,041,000","-19,587,000","-9,975,000","-11,488,000","-19,626,000","-21,106,000","-21,218,000","-23,226,000","-6,255,000","-6,689,000","-10,518,000","-13,497,000","-7,383,000","-7,225,000","-9,731,000","-9,977,000","-14,407,000","-26,195,000","-28,804,000","-30,575,000","-12,771,000","-6,199,000","2,987,000","816,000","-9,396,000","-15,405,000","-10,076,000","-11,609,000","-2,217,000","-9,800,000","-4,733,000","-3,293,000","-953,000","-3,217,000","7,449,000","6,616,000","-4,408,000","7,647,000","6,433,000","3,539,000","7,777,000","6,677,000","6,457,000","8,312,000","6,216,000","3,281,000","4,020,000","5,325,000","3,121,000","3,282,000","291,000","-3,725,000","-5,168,000","-4,922,000","-3,700,000","-2,100,000","2,000,000","4,000,000","5,400,000","4,100,000","3,400,000","3,200,000","3,900,000","2,000,000","1,000,000","-200,000","800,000","400,000","1,300,000","2,200,000","2,600,000","1,700,000","1,500,000"
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,"-19,370,000","-19,815,000","-20,216,000","-21,398,000","-21,485,000","-21,565,000","-21,641,000","-21,798,000","-22,200,000","-22,632,000","-23,083,000","-23,305,000","-23,743,000","-24,137,000","-24,525,000","-24,817,000","-25,192,000","-25,568,000","-25,966,000","-26,258,000","-26,639,000","-27,025,000","-27,409,000","-28,851,000","-28,851,000","-28,851,000","-11,651,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000","74,000,000","73,600,000","70,600,000","69,400,000","69,200,000","68,800,000","66,300,000","66,000,000","66,100,000","66,000,000","64,800,000","64,300,000","64,200,000","63,900,000","62,900,000","62,400,000","62,500,000"
	MinorityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,900,000","2,100,000",,,,,,,,,,,
TotalCapitalization,"1,897,737,000","1,836,200,000","1,814,243,000","1,827,786,000","1,795,278,000","1,812,880,000","1,824,067,000","1,959,960,000","1,563,605,000","1,475,085,000","1,728,814,000","1,627,022,000","1,552,114,000","1,368,851,000","1,531,006,000","1,439,982,000","1,431,025,000","1,318,937,000","1,432,448,000","1,418,584,000","1,425,967,000","1,281,876,000","1,409,907,000","2,226,637,000","2,139,555,000","2,130,719,000","2,207,888,000","2,070,500,000","2,114,452,000","1,891,136,000","2,058,263,000","2,044,901,000","2,126,271,000","2,141,541,000","2,106,724,000","2,088,671,000","2,110,534,000","1,927,079,000","2,133,272,000","2,125,350,000","2,101,979,000","2,085,923,000","2,098,545,000","2,177,685,000","2,221,785,000","2,301,837,000","2,294,384,000","2,311,374,000","2,309,079,000","2,316,935,000","1,652,658,000","1,637,847,000","1,727,456,000","1,789,983,000",,"1,455,343,000","1,225,752,000","1,060,313,000","1,072,663,000","1,082,255,000","1,114,621,000","1,100,469,000","1,204,694,000","1,215,578,000","1,219,152,000","1,103,350,000","1,068,017,000","1,104,986,000","1,105,411,000","1,100,953,000","980,316,000","1,052,482,000","1,044,160,000","1,130,327,000","455,932,000","928,847,000","924,583,000","918,962,000","670,611,000","655,465,000","645,662,000","554,084,000","551,925,000","548,577,000","396,513,000","404,836,000","398,366,000","488,612,000","579,400,000","522,600,000","580,600,000","512,100,000","386,300,000","382,000,000","464,600,000","395,700,000","321,500,000","386,300,000","411,000,000","348,300,000","344,700,000","335,800,000","402,500,000","349,800,000","283,900,000","281,600,000","282,100,000"
CommonStockEquity,"1,523,512,000","1,583,571,000","1,561,768,000","1,575,361,000","1,540,994,000","1,538,703,000","1,547,231,000","1,530,849,000","1,341,792,000","1,353,285,000","1,351,770,000","1,333,588,000","1,316,276,000","1,257,638,000","1,240,676,000","1,228,880,000","1,215,254,000","1,207,724,000","1,205,847,000","1,196,930,000","1,177,563,000","1,170,663,000","1,162,803,000","1,155,455,000","1,170,588,000","1,163,163,000","1,161,337,000","1,068,350,000","1,067,516,000","1,062,647,000","1,076,721,000","1,072,472,000","1,157,556,000","1,156,802,000","1,138,534,000","1,128,233,000","1,147,580,000","1,128,469,000","1,174,626,000","1,169,142,000","1,162,475,000","1,154,904,000","1,166,777,000","1,227,141,000","1,287,116,000","1,307,450,000","1,315,222,000","1,310,723,000","1,302,080,000","1,316,515,000","652,920,000","632,535,000","624,405,000","613,784,000","622,786,000","622,751,000","620,825,000","612,878,000","592,969,000","593,332,000","608,479,000","604,561,000","612,359,000","594,730,000","589,229,000","591,063,000","582,190,000","567,891,000","564,113,000","546,154,000","499,979,000","503,944,000","490,065,000","476,890,000","356,932,000","346,685,000","337,148,000","323,936,000","312,351,000","300,113,000","292,521,000","287,669,000","275,713,000","270,745,000","262,942,000","254,298,000","247,888,000","241,990,000","237,500,000","234,900,000","233,700,000","231,400,000","226,800,000","221,900,000","217,900,000","213,300,000","207,700,000","202,400,000","198,500,000","194,100,000","191,100,000","187,200,000","190,700,000","188,600,000","185,200,000","181,600,000","178,700,000"
NetTangibleAssets,"1,130,861,000","1,189,738,000","1,166,730,000","1,179,002,000","1,140,296,000","1,136,488,000","1,139,586,000","1,121,424,000","974,264,000","984,106,000","984,640,000","964,756,000","945,684,000","930,397,000","912,089,000","898,831,000","883,685,000","874,635,000","871,183,000","860,575,000","839,459,000","830,810,000","821,191,000","885,220,000","900,454,000","892,445,000","890,306,000","890,093,000","888,991,000","884,291,000","897,188,000","892,790,000","977,543,000","980,020,000","961,530,000","950,938,000","969,936,000","950,479,000","1,001,414,000","995,711,000","988,765,000","980,899,000","992,398,000","1,052,287,000","1,111,783,000","1,131,626,000","1,139,121,000","1,133,903,000","1,124,498,000","1,140,474,000","476,533,000","455,447,000","446,491,000","428,746,000","434,492,000","433,371,000","438,982,000","420,527,000","399,262,000","399,672,000","436,347,000","439,210,000","438,461,000","420,047,000","428,199,000","438,040,000","428,192,000","412,871,000","408,064,000","393,704,000","357,980,000","360,725,000","363,360,000","347,309,000","280,726,000","270,479,000","260,942,000","252,220,000","245,659,000","231,477,000","221,941,000","222,130,000","210,660,000","208,170,000","198,546,000","203,534,000","195,588,000","188,041,000","181,700,000","176,500,000","194,400,000","193,800,000","188,200,000","197,400,000","195,800,000","190,600,000","184,300,000","191,100,000","186,900,000","182,300,000","182,200,000","178,100,000","181,100,000","182,600,000","181,600,000","181,600,000","178,700,000"
InvestedCapital,"1,897,737,000","1,975,293,000","1,940,739,000","1,961,662,000","1,923,470,000","1,950,541,000","1,950,899,000","2,099,558,000","1,655,204,000","1,721,421,000","1,728,814,000","1,627,022,000","1,552,114,000","1,603,240,000","1,531,006,000","1,439,982,000","1,431,025,000","1,427,175,000","1,432,448,000","1,418,584,000","1,425,967,000","1,424,775,000","1,409,907,000","2,226,637,000","2,139,555,000","2,249,383,000","2,207,888,000","2,070,500,000","2,114,452,000","2,053,850,000","2,058,263,000","2,044,901,000","2,126,271,000","2,141,541,000","2,106,724,000","2,088,671,000","2,110,534,000","1,927,079,000","2,133,272,000","2,125,350,000","2,101,979,000","2,085,923,000","2,098,545,000","2,177,685,000","2,221,785,000","2,301,837,000","2,294,384,000","2,311,374,000","2,309,079,000","2,316,935,000","1,652,658,000","1,637,847,000","1,727,456,000","1,789,983,000",,"1,455,343,000","1,225,752,000","1,060,313,000","1,072,663,000","1,082,255,000","1,114,621,000","1,100,469,000","1,204,694,000","1,215,578,000","1,219,152,000","1,103,350,000","1,094,596,000","1,104,986,000","1,105,411,000","1,100,953,000","1,051,188,000","1,052,482,000","1,044,160,000","1,130,327,000","921,682,000","946,448,000","942,253,000","918,962,000","691,676,000","672,920,000","663,346,000","563,887,000","573,757,000","548,577,000","577,198,000","569,212,000","487,829,000","488,612,000","579,400,000","522,600,000","582,600,000","512,100,000","516,100,000","560,700,000","507,600,000","395,700,000","321,500,000","386,300,000","422,000,000","348,300,000","344,700,000","335,800,000","402,500,000","349,800,000","283,900,000","281,600,000","282,100,000"
TangibleBookValue,"1,130,861,000","1,189,738,000","1,166,730,000","1,179,002,000","1,140,296,000","1,136,488,000","1,139,586,000","1,121,424,000","974,264,000","984,106,000","984,640,000","964,756,000","945,684,000","930,397,000","912,089,000","898,831,000","883,685,000","874,635,000","871,183,000","860,575,000","839,459,000","830,810,000","821,191,000","885,220,000","900,454,000","892,445,000","890,306,000","890,093,000","888,991,000","884,291,000","897,188,000","892,790,000","977,543,000","980,020,000","961,530,000","950,938,000","969,936,000","950,479,000","1,001,414,000","995,711,000","988,765,000","980,899,000","992,398,000","1,052,287,000","1,111,783,000","1,131,626,000","1,139,121,000","1,133,903,000","1,124,498,000","1,140,474,000","476,533,000","455,447,000","446,491,000","428,746,000","434,492,000","433,371,000","438,982,000","420,527,000","399,262,000","399,672,000","436,347,000","439,210,000","438,461,000","420,047,000","428,199,000","438,040,000","428,192,000","412,871,000","408,064,000","393,704,000","357,980,000","360,725,000","363,360,000","347,309,000","280,726,000","270,479,000","260,942,000","252,220,000","245,659,000","231,477,000","221,941,000","222,130,000","210,660,000","208,170,000","198,546,000","203,534,000","195,588,000","188,041,000","181,700,000","176,500,000","194,400,000","193,800,000","188,200,000","197,400,000","195,800,000","190,600,000","184,300,000","191,100,000","186,900,000","182,300,000","182,200,000","178,100,000","181,100,000","182,600,000","181,600,000","181,600,000","178,700,000"
TotalDebt,"374,225,000","391,722,000","378,971,000","386,301,000","382,476,000","411,838,000","403,668,000","568,709,000","313,412,000","368,136,000","377,044,000","293,434,000","235,838,000","345,602,000","290,330,000","211,102,000","215,771,000","219,451,000","226,601,000","221,654,000","248,404,000","254,112,000","247,104,000","1,071,182,000","968,967,000","1,086,220,000","1,046,551,000","1,002,150,000","1,046,936,000","991,203,000","981,542,000","972,429,000","968,715,000","984,739,000","968,190,000","960,438,000","962,954,000","798,610,000","958,646,000","956,208,000","939,504,000","931,019,000","931,768,000","950,544,000","934,669,000","994,387,000","979,162,000","1,000,651,000","1,006,999,000","1,000,420,000","999,738,000","1,005,312,000","1,103,051,000","1,176,199,000",,"832,592,000","604,927,000","447,435,000","479,694,000","488,923,000","506,142,000","495,908,000","592,335,000","620,848,000","629,923,000","512,287,000","512,406,000","537,095,000","541,298,000","554,799,000","551,209,000","548,538,000","554,095,000","653,437,000","564,750,000","599,763,000","605,105,000","595,026,000","379,325,000","372,807,000","370,825,000","276,218,000","298,044,000","277,832,000","314,256,000","314,914,000","239,941,000","246,622,000","341,900,000","287,700,000","348,900,000","280,700,000","289,300,000","338,800,000","289,700,000","182,400,000","113,800,000","183,900,000","223,500,000","154,200,000","153,600,000","148,600,000","211,800,000","161,200,000","98,700,000","100,000,000","103,400,000"
NetDebt,,,,,,,,,"36,958,000","307,290,000","269,442,000","186,446,000","142,915,000","276,813,000","216,384,000","78,057,000","23,613,000","141,741,000","61,567,000","65,527,000",,,,"760,387,000","807,966,000","919,447,000","951,939,000","709,839,000","750,470,000","751,131,000","688,387,000","587,095,000","507,023,000","593,468,000","553,511,000","512,917,000","378,398,000","347,539,000","321,211,000","234,973,000","181,567,000","243,355,000","261,360,000","237,698,000","165,642,000","275,908,000","304,051,000","194,223,000","72,287,000",,"720,203,000","591,631,000","838,374,000","1,103,589,000",,"734,044,000","395,101,000","218,370,000","368,560,000","250,797,000","140,803,000","355,508,000","475,788,000","455,013,000","236,421,000","395,000,000","376,518,000","359,148,000","377,063,000","401,179,000","380,130,000","277,016,000","379,221,000","292,564,000","244,750,000","267,811,000","147,725,000","211,178,000","161,571,000","153,513,000","195,594,000","123,020,000","202,078,000","203,068,000","222,685,000","248,460,000","149,175,000","140,477,000","236,200,000","166,800,000","264,600,000","179,800,000","189,100,000","262,700,000","230,300,000","144,300,000","45,500,000","157,400,000","152,000,000","113,400,000","115,100,000","112,300,000","167,500,000","126,600,000","61,400,000","77,500,000","33,300,000"
