name,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018
TotalAssets,"566,122,248","509,282,683","451,445,264","368,543,056","387,810,611","361,431,814","320,704,596","348,344,500"
TotalLiabilitiesNetMinorityInterest,"6,317,555","3,984,153","6,919,291","13,682,623","4,473,501","3,701,870","1,771,334","4,929,269"
TotalEquityGrossMinorityInterest,"559,804,693","505,298,530","444,525,973","354,860,433","383,337,110","357,729,944","318,933,262","343,415,231"
	StockholdersEquity,"559,804,693","505,298,530","444,525,973","354,860,433","383,337,110","357,729,944","318,933,262","343,415,231"
		CapitalStock,"381,410,703","356,412,606","314,870,698","296,478,491","289,145,613","283,286,563","282,463,770","281,896,948"
			CommonStock,"381,410,703","356,412,606","314,870,698","296,478,491","289,145,613","283,286,563","282,463,770","281,896,948"
		RetainedEarnings,"178,393,990","148,885,924","129,655,275","58,381,942","94,191,497","74,443,381","36,469,492","-4,028,661"
TotalCapitalization,,"505,319,138",,,,,"319,060,037","343,461,832"
CommonStockEquity,"559,804,693","505,298,530","444,525,973","354,860,433","383,337,110","357,729,944","318,933,262","343,415,231"
NetTangibleAssets,"559,804,693","505,298,530","444,525,973","354,860,433","383,337,110","357,729,944","318,933,262","343,415,231"
InvestedCapital,,"505,319,138",,,,,"319,060,037","343,461,832"
TangibleBookValue,"559,804,693","505,298,530","444,525,973","354,860,433","383,337,110","357,729,944","318,933,262","343,415,231"
TotalDebt,,"20,608",,,,,"126,775","46,601"
NetDebt,,,,,,,"126,775","46,601"
ShareIssued,"21,651,663","20,319,397","18,677,765","17,741,194","17,412,428","17,027,628","16,987,292","16,953,526"
OrdinarySharesNumber,"21,651,663","20,319,397","18,677,765","17,741,194","17,412,428","17,027,628","16,987,292","16,953,526"
