name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
TotalAssets,"5,816,000,000","5,966,000,000","6,419,000,000","5,649,000,000","5,550,000,000","5,852,000,000","6,061,000,000","6,421,000,000","6,085,000,000","5,231,000,000","5,003,000,000","4,674,000,000","4,744,000,000","4,130,000,000","4,155,000,000","4,326,000,000","4,836,000,000","5,311,000,000","5,454,000,000","5,596,000,000","5,151,000,000","5,478,000,000","10,432,000,000","8,184,000,000","8,221,000,000","8,075,000,000","8,306,000,000","8,294,000,000","8,305,000,000","8,345,000,000","9,177,000,000","8,810,000,000","8,705,000,000","8,695,000,000","8,730,000,000","8,764,000,000","8,945,000,000","9,011,000,000","8,974,000,000","9,177,000,000","9,343,000,000","8,834,000,000","8,549,000,000","8,207,000,000","8,426,000,000","8,316,000,000","8,088,000,000","7,145,000,000","7,141,000,000","7,148,000,000","7,121,000,000","6,924,000,000","6,570,000,000","6,527,000,000","6,820,000,000","6,826,000,000","6,913,000,000","7,242,000,000","6,598,000,000","6,430,000,000","6,379,000,000","6,353,000,000","5,901,000,000","5,864,000,000","5,717,000,000","5,698,000,000","5,874,000,000","5,675,000,000","5,798,000,000","5,696,000,000","5,984,000,000","5,683,000,000","5,694,000,000","5,620,000,000","5,655,000,000","5,609,000,000","5,538,000,000","5,400,000,000","5,158,000,000","5,073,000,000","4,402,000,000","4,388,000,000","4,369,000,000","4,357,000,000","4,302,000,000","4,149,000,000","4,296,000,000","4,311,000,000","4,372,000,000","3,961,000,000","4,253,000,000","4,419,000,000","4,463,000,000","4,531,000,000","4,616,000,000","4,829,000,000","4,906,000,000"
	CurrentAssets,"1,356,000,000","1,532,000,000","2,062,000,000","1,514,000,000","1,454,000,000","1,689,000,000","2,030,000,000","2,398,000,000","1,991,000,000","1,527,000,000","1,548,000,000","1,122,000,000","1,186,000,000","1,207,000,000","1,169,000,000","1,203,000,000","1,889,000,000","2,507,000,000","1,999,000,000","1,785,000,000","1,277,000,000","1,482,000,000","4,003,000,000","1,879,000,000","1,963,000,000","1,688,000,000","1,919,000,000","1,729,000,000","1,783,000,000","1,646,000,000","2,070,000,000","1,882,000,000","1,809,000,000","1,691,000,000","1,830,000,000","1,605,000,000","1,898,000,000","1,909,000,000","2,079,000,000","2,231,000,000","2,425,000,000","2,321,000,000","2,351,000,000","1,841,000,000","2,436,000,000","2,313,000,000","2,175,000,000","1,464,000,000","1,404,000,000","1,208,000,000","1,206,000,000","1,071,000,000","1,065,000,000","951,000,000","1,138,000,000","1,156,000,000","1,300,000,000","1,481,000,000","1,165,000,000","1,104,000,000","1,041,000,000","899,000,000","1,036,000,000","1,003,000,000","893,000,000","837,000,000","967,000,000","801,000,000","845,000,000","747,000,000","1,106,000,000","921,000,000","816,000,000","806,000,000","900,000,000","803,000,000","808,000,000","730,000,000","619,000,000","630,000,000","581,000,000","547,000,000","678,000,000","728,000,000","724,000,000","688,000,000","809,000,000","885,000,000","889,000,000","486,000,000","752,000,000","784,000,000","666,000,000","625,000,000","642,000,000","723,000,000","688,000,000"
		CashCashEquivalentsAndShortTermInvestments,"365,000,000","486,000,000","1,001,000,000","552,000,000","561,000,000","730,000,000","1,110,000,000","1,243,000,000","1,154,000,000","605,000,000","691,000,000","252,000,000","278,000,000","292,000,000","198,000,000","313,000,000","982,000,000","1,522,000,000","980,000,000","970,000,000","525,000,000","704,000,000","2,885,000,000","795,000,000","934,000,000","737,000,000","861,000,000","636,000,000","675,000,000","578,000,000","1,011,000,000","831,000,000","734,000,000","573,000,000","753,000,000","500,000,000","762,000,000","776,000,000","942,000,000","984,000,000","1,099,000,000","1,198,000,000","1,236,000,000","955,000,000","1,529,000,000","1,426,000,000","1,274,000,000","530,000,000","444,000,000","353,000,000","424,000,000","284,000,000","289,000,000","216,000,000","294,000,000","325,000,000","481,000,000","789,000,000","507,000,000","436,000,000","341,000,000","325,000,000","394,000,000","341,000,000","195,000,000","201,000,000","352,000,000","200,000,000","192,000,000","116,000,000","448,000,000","225,000,000","154,000,000","207,000,000","324,000,000","190,000,000","214,000,000","157,000,000","225,000,000","200,000,000","178,000,000","145,000,000","249,000,000","258,000,000","235,000,000","196,000,000","176,000,000","215,000,000","224,000,000","137,000,000","316,000,000","166,000,000","110,000,000","121,000,000","145,000,000","202,000,000","239,000,000"
			CashAndCashEquivalents,"365,000,000","486,000,000","1,001,000,000","552,000,000","561,000,000","730,000,000","1,110,000,000","1,243,000,000","1,154,000,000","605,000,000","691,000,000","252,000,000","278,000,000","292,000,000","198,000,000","313,000,000","982,000,000","1,522,000,000","980,000,000","970,000,000","525,000,000","704,000,000","2,885,000,000","795,000,000","934,000,000","737,000,000","861,000,000","636,000,000","675,000,000","578,000,000","685,000,000","597,000,000","734,000,000","573,000,000","753,000,000","500,000,000","762,000,000","776,000,000","942,000,000","984,000,000","1,099,000,000","1,198,000,000","1,236,000,000","955,000,000","1,529,000,000","1,426,000,000","1,274,000,000","530,000,000","444,000,000","353,000,000","424,000,000","284,000,000","289,000,000","216,000,000","294,000,000","325,000,000","481,000,000","789,000,000","507,000,000","436,000,000","341,000,000","319,000,000","271,000,000","267,000,000","134,000,000","158,000,000","263,000,000","113,000,000","118,000,000","62,000,000","387,000,000","183,000,000","129,000,000","192,000,000","298,000,000","164,000,000","175,000,000","130,000,000","186,000,000","169,000,000","136,000,000","110,000,000","184,000,000","183,000,000","158,000,000","133,000,000","115,000,000","157,000,000","102,000,000","89,000,000","151,000,000","166,000,000","110,000,000","121,000,000","145,000,000","202,000,000","239,000,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"326,000,000","234,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,000,000","123,000,000","74,000,000","61,000,000","43,000,000","89,000,000","87,000,000","74,000,000","54,000,000","61,000,000","42,000,000","25,000,000","15,000,000","26,000,000","26,000,000","39,000,000","27,000,000","39,000,000","31,000,000","42,000,000","35,000,000","65,000,000","75,000,000","77,000,000","63,000,000","61,000,000","58,000,000","122,000,000","48,000,000","165,000,000",,,,,,
		Receivables,"565,000,000","646,000,000","548,000,000","525,000,000","508,000,000","569,000,000","522,000,000","530,000,000","511,000,000","623,000,000","527,000,000","535,000,000","543,000,000","597,000,000","528,000,000","527,000,000","501,000,000","575,000,000","358,000,000","356,000,000","355,000,000","431,000,000","440,000,000","395,000,000","418,000,000","418,000,000","355,000,000","350,000,000","373,000,000","380,000,000","373,000,000","352,000,000","354,000,000","408,000,000","348,000,000","352,000,000","368,000,000","356,000,000","302,000,000","323,000,000","341,000,000","286,000,000","281,000,000","295,000,000","311,000,000","256,000,000","249,000,000","260,000,000","303,000,000","239,000,000","241,000,000","278,000,000","283,000,000","229,000,000","251,000,000","237,000,000","268,000,000","225,000,000","250,000,000","252,000,000","278,000,000","220,000,000","223,000,000","223,000,000","258,000,000","236,000,000","227,000,000","212,000,000","200,000,000","192,000,000","168,000,000","178,000,000","204,000,000","169,000,000","186,000,000","204,000,000","175,000,000","168,000,000","163,000,000","188,000,000","170,000,000","175,000,000","207,000,000","239,000,000","256,000,000","302,000,000","389,000,000","422,000,000","386,000,000","161,000,000","170,000,000","214,000,000","181,000,000","155,000,000","148,000,000","190,000,000","151,000,000"
			AccountsReceivable,"565,000,000","596,000,000","548,000,000","525,000,000","508,000,000","534,000,000","522,000,000","530,000,000","511,000,000","584,000,000","527,000,000","535,000,000","543,000,000","561,000,000","528,000,000","527,000,000","501,000,000","400,000,000","358,000,000","356,000,000","355,000,000","370,000,000","440,000,000","395,000,000","418,000,000","377,000,000","355,000,000","350,000,000","373,000,000","325,000,000","373,000,000","352,000,000","354,000,000","319,000,000","348,000,000","352,000,000","368,000,000","301,000,000","302,000,000","323,000,000","364,000,000",,"281,000,000","295,000,000","311,000,000",,"249,000,000","260,000,000",,,,,,,"251,000,000","237,000,000","268,000,000","225,000,000","250,000,000","252,000,000","278,000,000","220,000,000","223,000,000","223,000,000","258,000,000","236,000,000","227,000,000","212,000,000","200,000,000","192,000,000","168,000,000","178,000,000","204,000,000","169,000,000","186,000,000","204,000,000","175,000,000","168,000,000","163,000,000","188,000,000","170,000,000","175,000,000","207,000,000","239,000,000","256,000,000",,,,,,,,,,,,
				GrossAccountsReceivable,"606,000,000","632,000,000","584,000,000","559,000,000","545,000,000","579,000,000","594,000,000","631,000,000","612,000,000","656,000,000","584,000,000","580,000,000","584,000,000","592,000,000","560,000,000","557,000,000","527,000,000","419,000,000","378,000,000","375,000,000","374,000,000","383,000,000","460,000,000","413,000,000","438,000,000","393,000,000","375,000,000","366,000,000","388,000,000","337,000,000","387,000,000","367,000,000","368,000,000","330,000,000","361,000,000","365,000,000","380,000,000","313,000,000","321,000,000","343,000,000",,,"308,000,000","331,000,000",,,"283,000,000","294,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-41,000,000","-36,000,000","-36,000,000","-34,000,000","-37,000,000","-45,000,000","-72,000,000","-101,000,000","-101,000,000","-72,000,000","-57,000,000","-45,000,000","-41,000,000","-31,000,000","-32,000,000","-30,000,000","-26,000,000","-19,000,000","-20,000,000","-19,000,000","-19,000,000","-13,000,000","-20,000,000","-18,000,000","-20,000,000","-16,000,000","-20,000,000","-16,000,000","-15,000,000","-12,000,000","-14,000,000","-15,000,000","-14,000,000","-11,000,000","-13,000,000","-13,000,000","-12,000,000","-12,000,000","-19,000,000","-20,000,000",,,"-27,000,000","-36,000,000",,,"-34,000,000","-34,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,"50,000,000",,,,"35,000,000",,,,"39,000,000",,,,"36,000,000",,,,"175,000,000",,,,"61,000,000",,,,"41,000,000",,,,"55,000,000",,,,"89,000,000",,,,"55,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
