name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,01/31/2011
TotalAssets,"5,209,977,000","5,790,875,000","5,088,942,000","6,046,324,000","5,297,865,000","5,868,486,000","5,594,695,000","5,646,492,000","5,224,268,000","5,439,471,000","5,069,797,000","4,487,570,000","4,406,744,000","4,500,243,000","4,139,674,000","2,151,517,000","2,050,282,000","2,044,460,000","1,775,780,000","1,704,154,000","1,658,586,000","1,718,546,000","1,574,964,000","1,517,591,000","1,483,864,000","1,536,839,000","1,379,112,000","1,313,140,000","1,239,995,000","1,247,791,000","1,129,208,000","1,081,616,000","1,031,629,000","1,040,331,000","439,826,000","412,665,000","389,514,000","390,445,000","330,235,000","318,656,000","304,454,000","82,223,000","56,451,000","38,791,000"
	CurrentAssets,"2,453,442,000","3,276,887,000","2,717,744,000","3,652,671,000","3,018,197,000","3,272,380,000","3,055,247,000","3,080,394,000","2,629,181,000","2,822,815,000","2,647,640,000","3,145,426,000","3,114,822,000","3,378,463,000","3,108,068,000","1,262,666,000","1,300,677,000","1,626,970,000","1,367,431,000","1,341,041,000","1,303,356,000","1,360,373,000","1,229,231,000","1,178,753,000","1,151,697,000","1,217,269,000","1,094,909,000","977,380,000","966,445,000","999,833,000","892,433,000","916,918,000","890,402,000","992,820,000","414,559,000","398,407,000","376,359,000","376,748,000","319,196,000","306,766,000","293,910,000","70,355,000","48,202,000","35,192,000"
		CashCashEquivalentsAndShortTermInvestments,"1,447,898,000","1,715,028,000","1,609,609,000","2,498,200,000","1,865,394,000","1,858,911,000","1,993,672,000","2,056,668,000","1,756,574,000","1,755,161,000","1,821,822,000","2,575,869,000","2,675,444,000","2,757,385,000","2,671,498,000","891,583,000","950,147,000","1,165,150,000","1,058,389,000","1,083,547,000","1,087,232,000","1,083,442,000","1,026,999,000","1,020,609,000","1,022,491,000","1,009,039,000","948,531,000","855,374,000","865,143,000","850,164,000","796,388,000","837,615,000","826,992,000","897,453,000","351,895,000","347,114,000","331,252,000","305,939,000","273,324,000","268,278,000","266,077,000","31,599,000","22,997,000","19,737,000"
			CashAndCashEquivalents,"814,010,000","1,428,691,000","1,304,381,000","2,231,165,000","1,845,198,000","1,771,064,000","1,652,263,000","1,467,895,000","922,507,000","778,653,000","873,470,000","1,672,005,000","1,835,229,000","1,876,165,000","1,868,116,000","419,681,000","481,826,000","545,947,000","393,314,000","419,810,000","466,427,000","421,346,000","365,593,000","409,949,000","428,245,000","424,541,000","501,691,000","326,200,000","413,507,000","387,315,000","329,553,000","645,398,000","667,747,000","897,453,000","351,895,000","347,114,000","331,252,000","305,939,000","273,324,000","268,278,000","266,077,000","31,599,000","22,997,000","19,737,000"
			OtherShortTermInvestments,"633,888,000","286,337,000","305,228,000","267,035,000","20,196,000","87,847,000","341,409,000","588,773,000","834,067,000","976,508,000","948,352,000","903,864,000","840,215,000","881,220,000","803,382,000","471,902,000","468,321,000","619,203,000","665,075,000","663,737,000","620,805,000","662,096,000","661,406,000","610,660,000","594,246,000","584,498,000","446,840,000","529,174,000","451,636,000","462,849,000","466,835,000","192,217,000","159,245,000",,,,,,,,,,,
		Receivables,"725,652,000","1,306,666,000","866,914,000","882,436,000","775,942,000","1,114,199,000","799,960,000","793,081,000","645,151,000","838,743,000","638,050,000","408,908,000","285,300,000","469,658,000","303,316,000","247,827,000","207,913,000","391,799,000","264,497,000","208,082,000","171,260,000","238,281,000","172,489,000","131,262,000","98,607,000","181,665,000","125,657,000","99,694,000","81,341,000","128,413,000","82,550,000","69,838,000","52,113,000","83,348,000","53,995,000","40,746,000","37,916,000","63,948,000","40,178,000","33,681,000","23,480,000","34,495,000","21,527,000","14,148,000"
			AccountsReceivable,"725,652,000","1,306,666,000","866,914,000","882,436,000","775,942,000","1,114,199,000","799,960,000","793,081,000","645,151,000","838,743,000","638,050,000","408,908,000","285,300,000","469,658,000","303,316,000","247,827,000","207,913,000","391,799,000","264,497,000","208,082,000","171,260,000","238,281,000","172,489,000","131,262,000","98,607,000","181,665,000","125,657,000","99,694,000","81,341,000","128,413,000","82,550,000","69,838,000","52,113,000","83,348,000","53,995,000","40,746,000","37,916,000","63,948,000","40,178,000","33,681,000","23,480,000","34,495,000","21,527,000","14,148,000"
				GrossAccountsReceivable,,"1,310,183,000",,,,"1,118,629,000",,,,"839,746,000",,,,"470,103,000",,,,"392,266,000",,,,"238,756,000",,,,"182,196,000",,,,"128,886,000",,,,"84,106,000",,,,"64,769,000",,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-3,517,000",,,,"-4,430,000",,,,"-1,003,000",,,,"-445,000",,,,"-467,000",,,,"-475,000",,,,"-531,000",,,,"-473,000",,,,"-758,000",,,,"-821,000",,,,,,
		PrepaidAssets,"176,364,000","152,871,000","145,111,000","171,261,000","262,146,000","162,939,000","140,853,000","118,047,000","127,443,000","129,839,000","103,238,000","83,033,000","79,102,000","73,197,000","69,762,000","65,837,000","90,072,000","70,021,000","44,545,000","49,412,000","44,864,000","38,650,000","29,743,000","26,882,000","30,599,000","26,565,000","20,721,000","22,312,000","19,961,000","21,256,000","13,495,000","9,465,000","11,297,000","12,019,000","8,669,000","10,547,000","7,191,000","6,861,000","5,694,000","4,807,000","4,353,000","4,261,000","3,678,000","1,307,000"
