name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
TotalAssets,"1,339,149,000","1,419,458,000","1,253,525,000","1,293,367,000","1,305,584,000","1,370,185,000","1,391,789,000","1,270,134,000","1,450,754,000","1,498,015,000","1,713,901,000","1,652,256,000","1,629,374,000","1,722,281,000","1,322,676,000","1,321,620,000","1,306,310,000","1,312,697,000","1,299,030,000","1,138,352,000","1,154,446,000","1,199,839,000","851,280,000","852,801,000","856,463,000","1,015,514,000","1,056,181,000","1,039,837,000","76,434,000","38,277,000"
	CurrentAssets,"463,388,000","523,960,000","478,196,000","505,552,000","508,310,000","546,134,000","548,545,000","274,658,000","258,473,000","228,801,000","308,012,000","240,864,000","321,186,000","487,966,000","348,591,000","353,254,000","337,279,000","378,182,000","352,329,000","192,620,000","217,538,000","264,966,000","191,429,000","170,557,000","167,566,000","184,463,000","246,221,000","251,640,000","46,692,000","1,074,000"
		CashCashEquivalentsAndShortTermInvestments,"210,158,000","266,280,000","252,496,000","207,273,000","236,032,000","344,348,000","375,191,000","99,106,000","69,357,000","102,815,000","100,549,000","96,869,000","172,863,000","228,320,000","221,837,000","197,983,000","200,316,000","238,433,000","287,143,000","124,002,000","137,979,000","178,904,000","159,470,000","132,715,000","131,388,000","155,171,000","210,180,000","219,367,000","24,594,000","0"
			CashAndCashEquivalents,"210,158,000","266,280,000","252,496,000","207,273,000","236,032,000","340,490,000","370,514,000","98,272,000","67,944,000","101,008,000","96,734,000","92,821,000","170,817,000","228,320,000","221,837,000","197,983,000","200,316,000","238,433,000","287,143,000","99,975,000","104,295,000","134,563,000","109,777,000","105,138,000","111,292,000","145,726,000","208,157,000","219,367,000","12,591,000","0"
			OtherShortTermInvestments,,,,,,"3,858,000","4,677,000","834,000","1,413,000","1,807,000","3,815,000","4,048,000","2,046,000","818,000","712,000","712,000","711,000","0","0","24,027,000","33,684,000","44,341,000","49,693,000","27,577,000","20,096,000","9,445,000","2,023,000",,"12,003,000","0"
		Receivables,"179,270,000","130,604,000","175,226,000","242,505,000","185,103,000","126,315,000","95,988,000","98,185,000","109,258,000","77,418,000","76,239,000","72,566,000","66,908,000","82,310,000","69,759,000","85,854,000","86,230,000","68,947,000","43,972,000","45,804,000","44,638,000","40,635,000","21,986,000","30,337,000","25,216,000","20,381,000","30,541,000","24,039,000","13,824,000","0"
			AccountsReceivable,"179,270,000","130,604,000","175,226,000","242,505,000","185,103,000","125,986,000","95,317,000","95,839,000","107,506,000","75,667,000","74,874,000","71,379,000","65,626,000","80,208,000","60,054,000","70,846,000","66,138,000","48,947,000","43,972,000","45,804,000","44,638,000","40,635,000","21,986,000","30,337,000","25,216,000","20,381,000","30,541,000","24,039,000","13,824,000","0"
				GrossAccountsReceivable,"181,441,000","133,978,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-2,171,000","-3,374,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,,,,,,,,,,,,,"0","6,000,000","12,000,000","16,000,000","20,000,000",,,,,,,,,,,,
			OtherReceivables,,,,,,"329,000","671,000","2,346,000","1,752,000","1,751,000","1,365,000","1,187,000","1,282,000","2,102,000","3,705,000","3,008,000","4,092,000",,,,,,,,,,,,,
		PrepaidAssets,"34,313,000","51,391,000","33,965,000","38,032,000","33,696,000","61,034,000","55,381,000","30,473,000","25,449,000","28,488,000","29,749,000","32,810,000","30,495,000","22,618,000","14,667,000","15,757,000","17,369,000","8,404,000","16,144,000","12,556,000","11,667,000","11,011,000","4,983,000","5,300,000","4,215,000","4,208,000","3,520,000","3,179,000","2,113,000","0"
