name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009
TotalRevenue,"1,232,775,000","321,363,000","319,621,000","303,053,000","288,738,000","275,105,000","263,819,000","252,559,000","235,313,000","246,539,000","239,936,000","236,080,000","224,445,000","199,666,000","210,080,000","203,156,000","201,116,000","198,011,000","182,862,000","175,614,000","167,417,000","157,786,000","155,480,000","149,155,000","141,708,000","131,821,000","118,435,000","103,367,000","102,663,000","96,454,000","96,803,000","88,577,000","84,829,000","78,539,000","74,398,000","69,880,000","51,632,000","46,625,000","44,379,000","42,283,000","37,962,000","32,642,000","30,542,000","32,040,000","31,334,000","29,262,000","27,603,000","24,570,000","24,247,000","21,632,000","21,795,000","19,728,000","17,720,000","18,681,000"
	OperatingRevenue,"1,232,775,000","321,363,000","319,621,000","303,053,000","288,738,000","275,105,000","263,819,000","252,559,000","235,313,000","246,539,000","239,936,000","236,080,000","224,445,000","199,666,000","210,080,000","203,156,000","201,116,000","198,011,000","182,862,000","175,614,000","167,417,000","157,786,000","155,480,000","149,155,000","141,708,000","131,821,000","118,435,000","103,367,000","102,663,000","96,454,000","96,803,000","88,577,000","84,829,000","78,539,000","74,398,000","69,880,000","51,632,000","46,625,000","44,379,000","42,283,000","37,962,000","32,642,000","105,211,000","6,069,000","5,907,000","29,262,000","27,603,000","24,570,000","24,247,000","21,632,000","21,795,000","19,728,000","17,720,000","18,681,000"
CostOfRevenue,"456,136,000","125,282,000","120,524,000","109,836,000","100,494,000","92,869,000","83,602,000","78,545,000","68,849,000","74,933,000","73,216,000","71,870,000","72,080,000","61,645,000","67,875,000","64,964,000","67,627,000","62,934,000","58,006,000","56,070,000","55,735,000","49,226,000","48,271,000","47,259,000","44,902,000","40,158,000","39,101,000","41,027,000","42,486,000","38,695,000","38,564,000","39,111,000","37,955,000","34,437,000","32,370,000","30,154,000","19,638,000","16,808,000","15,956,000","15,088,000","13,549,000","11,526,000","10,357,000","11,429,000","10,917,000","10,128,000","9,321,000","7,405,000","7,698,000","7,020,000","6,930,000","6,264,000","5,510,000","5,920,000"
GrossProfit,"776,639,000","196,081,000","199,097,000","193,217,000","188,244,000","182,236,000","180,217,000","174,014,000","166,464,000","171,606,000","166,720,000","164,210,000","152,365,000","138,021,000","142,205,000","138,192,000","133,489,000","135,077,000","124,856,000","119,544,000","111,682,000","108,560,000","107,209,000","101,896,000","96,806,000","91,663,000","79,334,000","62,340,000","60,177,000","57,759,000","58,239,000","49,466,000","46,874,000","44,102,000","42,028,000","39,726,000","31,994,000","29,817,000","28,423,000","27,195,000","24,413,000","21,116,000","20,185,000","20,611,000","20,417,000","19,134,000","18,282,000","17,165,000","16,549,000","14,612,000","14,865,000","13,464,000","12,210,000","12,761,000"
OperatingExpense,"759,634,000","202,802,000","200,437,000","179,082,000","177,313,000","165,421,000","168,823,000","162,358,000","162,456,000","179,223,000","153,671,000","164,338,000","172,622,000","146,758,000","130,702,000","134,797,000","133,484,000","135,815,000","112,173,000","115,196,000","108,939,000","111,914,000","110,424,000","103,187,000","102,984,000","104,423,000","81,663,000","54,012,000","53,193,000","51,077,000","51,176,000","43,514,000","42,708,000","40,031,000","40,598,000","37,515,000","30,237,000","29,229,000","26,401,000","26,275,000","25,457,000","19,857,000","17,359,000","17,385,000","17,223,000","16,570,000","16,292,000","15,822,000","15,693,000","16,530,000","13,726,000","12,118,000","11,464,000","11,680,000"
	SellingGeneralAndAdministration,"638,641,000","171,184,000","170,922,000","149,232,000","147,303,000","137,029,000","140,239,000","133,407,000","134,013,000","151,540,000","125,567,000","137,603,000","145,707,000","127,241,000","111,370,000","115,234,000","114,299,000","116,269,000","96,145,000","99,704,000","93,474,000","96,079,000","96,297,000","86,495,000","85,884,000","88,343,000","70,916,000","47,855,000","47,468,000","45,744,000","45,815,000","39,261,000","38,093,000","35,609,000","35,935,000","33,048,000","27,156,000","26,111,000","23,017,000","22,882,000","22,233,000","17,458,000","15,659,000","15,835,000","15,645,000","15,022,000","14,799,000","14,371,000","14,265,000","15,199,000","12,517,000","10,951,000","10,388,000","10,633,000"
		GeneralAndAdministrativeExpense,"638,641,000","171,184,000","170,922,000","149,232,000","147,303,000","137,029,000","140,239,000","133,407,000","134,013,000","151,540,000","125,567,000","137,603,000","145,707,000","127,241,000","111,370,000","115,234,000","114,299,000","116,269,000","96,145,000","99,704,000","93,474,000","96,079,000","96,297,000","86,495,000","85,884,000","88,343,000","70,916,000","47,855,000","47,468,000","45,744,000","45,815,000","39,261,000","38,093,000","35,609,000","35,935,000","33,048,000","27,156,000","26,111,000","23,017,000","22,882,000","22,233,000","17,458,000","15,659,000","15,835,000","15,645,000","15,022,000","14,799,000","14,371,000","14,265,000","15,199,000","12,517,000","10,951,000","10,388,000","10,633,000"
			SalariesAndWages,"458,964,000","126,849,000","116,728,000","109,839,000","105,548,000","100,714,000","98,547,000","94,428,000","95,565,000","110,430,000","97,964,000","95,587,000","103,286,000","86,717,000","73,014,000","80,424,000","80,210,000","83,540,000","65,313,000","68,551,000","64,996,000","65,532,000","60,959,000","60,345,000","57,664,000","62,616,000","43,594,000","32,671,000","31,956,000","31,535,000","30,008,000","25,833,000","25,157,000","23,459,000","21,967,000","21,063,000","17,194,000","17,218,000","14,942,000","15,261,000","14,085,000","10,685,000","9,612,000","10,160,000","10,387,000","10,146,000","9,837,000","9,917,000","9,183,000","8,090,000","7,645,000","7,284,000","6,830,000","7,004,000"
			OtherGandA,"179,677,000","44,335,000","54,194,000","39,393,000","41,755,000","36,315,000","41,692,000","38,979,000","38,448,000","41,110,000","27,603,000","42,016,000","42,421,000","40,524,000","38,356,000","34,810,000","34,089,000","32,729,000","30,832,000","31,153,000","28,478,000","30,547,000","35,338,000","26,150,000","28,220,000","25,727,000","27,322,000","15,184,000","15,512,000","14,209,000","15,807,000","13,428,000","12,936,000","12,150,000","13,968,000","11,985,000","9,962,000","8,893,000","8,075,000","7,621,000","8,148,000","6,773,000","6,047,000","5,675,000","5,258,000","4,876,000","4,962,000","4,454,000","5,082,000","7,109,000","4,872,000","3,667,000","3,558,000","3,629,000"
	DepreciationAmortizationDepletionIncomeStatement,"120,993,000","31,618,000","29,515,000","29,850,000","30,010,000","28,392,000","28,584,000","28,951,000","28,443,000","27,683,000","28,104,000","26,735,000","26,915,000","19,517,000","19,332,000","19,563,000","19,185,000","19,546,000","16,028,000","15,492,000","15,465,000","15,835,000","14,127,000","16,692,000","17,100,000","16,080,000","10,747,000","6,157,000","5,725,000","5,333,000","5,361,000","4,253,000","4,615,000","4,422,000","4,663,000","4,467,000","3,081,000","3,118,000","3,384,000","3,393,000","3,224,000","2,399,000","1,700,000","1,550,000","1,578,000","1,548,000","1,493,000","1,451,000","1,428,000","1,331,000","1,209,000","1,167,000","1,076,000","1,047,000"
