name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,12/31/2005,06/30/2000,03/31/2000
TotalAssets,"5,516,290,000","5,430,542,000","5,398,085,000","5,426,910,000","5,576,924,000","5,514,544,000","5,588,840,000","5,041,575,000","4,996,781,000","5,055,302,000","4,808,311,000","4,768,282,000","4,555,447,000","4,408,432,000","4,286,415,000","4,188,158,000","4,069,209,000","3,991,417,000","4,006,828,000","3,859,636,000","3,843,956,000","3,850,094,000","3,784,628,000","3,741,428,000","3,672,616,000","3,202,584,000","3,181,434,000","3,147,315,000","3,050,504,000","3,020,869,000","2,924,793,000","2,689,842,000","2,691,971,000","2,702,764,000","2,727,219,000","2,690,218,000","2,843,630,000","2,813,201,000","2,491,111,000","2,463,922,000","2,405,850,000","2,376,918,000","2,331,113,000","2,307,571,000","2,355,731,000","2,247,167,000","2,193,849,000","2,208,165,000","2,097,803,000","2,002,274,000","1,988,167,000","1,878,696,000","1,816,552,000","1,757,761,000","1,647,520,000","1,590,973,000","1,522,249,000","1,386,918,000","1,576,787,000","1,287,560,000","1,292,906,000","1,294,747,000","1,408,562,000","54,469,697","54,301,327"
TotalLiabilitiesNetMinorityInterest,"4,800,892,000","4,690,659,000","4,658,879,000","4,673,700,000","4,822,359,000","4,760,563,000","4,831,442,000","4,328,999,000","4,294,465,000","4,359,449,000","4,118,371,000","4,087,189,000","3,876,007,000","3,741,993,000","3,631,995,000","3,538,503,000","3,426,391,000","3,352,540,000","3,361,779,000","3,221,117,000","3,213,575,000","3,228,898,000","3,164,128,000","3,126,067,000","3,063,881,000","2,642,805,000","2,623,336,000","2,589,762,000","2,467,873,000","2,426,941,000","2,306,952,000","2,041,014,000","2,010,248,000","1,986,656,000","2,010,939,000","1,970,643,000","2,099,602,000","2,398,328,000","2,095,317,000","2,075,030,000","2,020,691,000","1,994,268,000","1,940,859,000","1,909,400,000","1,959,969,000","1,850,450,000","1,791,252,000","1,808,426,000","1,701,517,000","1,610,734,000","1,591,897,000","1,488,483,000","1,425,487,000","1,371,183,000","1,269,017,000","1,217,387,000","1,144,293,000","1,019,578,000","1,397,181,000","1,117,472,000","1,121,916,000","1,130,753,000","1,256,803,000","47,427,983","47,175,536"
TotalEquityGrossMinorityInterest,"715,398,000","739,883,000","739,206,000","753,210,000","754,565,000","753,981,000","757,398,000","712,576,000","702,316,000","695,853,000","689,940,000","681,093,000","679,440,000","666,439,000","654,420,000","649,655,000","642,818,000","638,877,000","645,049,000","638,519,000","630,381,000","621,196,000","620,500,000","615,361,000","608,735,000","559,779,000","558,098,000","557,553,000","582,631,000","593,928,000","617,841,000","648,828,000","681,723,000","716,108,000","716,280,000","719,575,000","744,028,000","414,873,000","395,794,000","388,892,000","385,159,000","382,650,000","390,254,000","398,171,000","395,762,000","396,717,000","402,597,000","399,739,000","396,286,000","391,540,000","396,270,000","390,213,000","391,065,000","386,578,000","378,503,000","373,586,000","377,956,000","367,340,000","179,606,000","170,088,000","170,990,000","163,994,000","151,759,000","7,041,714","7,125,791"
	StockholdersEquity,"715,398,000","739,883,000","739,206,000","753,210,000","754,565,000","753,981,000","757,398,000","712,576,000","702,316,000","695,853,000","689,940,000","681,093,000","679,440,000","666,439,000","654,420,000","649,655,000","642,818,000","638,877,000","645,049,000","638,519,000","630,381,000","621,196,000","620,500,000","615,361,000","608,735,000","559,779,000","558,098,000","557,553,000","582,631,000","593,928,000","617,841,000","648,828,000","681,723,000","716,108,000","716,280,000","719,575,000","744,028,000","414,873,000","395,794,000","388,892,000","385,159,000","382,650,000","390,254,000","398,171,000","395,762,000","396,717,000","402,597,000","399,739,000","396,286,000","391,540,000","396,270,000","390,213,000","391,065,000","386,578,000","378,503,000","373,586,000","377,956,000","367,340,000","179,606,000","170,088,000","170,990,000","163,994,000","151,759,000","7,041,714","7,125,791"
		CapitalStock,"648,000","648,000","648,000","648,000","648,000","648,000","648,000","609,000","609,000","609,000","609,000","609,000","609,000","609,000","609,000","609,000","609,000","609,000","609,000","609,000","609,000","609,000","609,000","609,000","609,000","582,000","582,000","582,000","582,000","582,000","582,000","582,000","582,000","582,000","582,000","582,000","582,000","469,000","456,000","456,000","456,000","456,000","456,000","456,000","456,000","456,000","456,000","456,000","456,000","456,000","456,000","456,000","456,000","448,000","448,000","448,000","448,000","448,000",,,,,,"4,754","4,754"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,,,"0","0","0","0",,"0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,
			CommonStock,"648,000","648,000","648,000","648,000","648,000","648,000","648,000","609,000","609,000","609,000","609,000","609,000","609,000","609,000","609,000","609,000","609,000","609,000","609,000","609,000","609,000","609,000","609,000","609,000","609,000","582,000","582,000","582,000","582,000","582,000","582,000","582,000","582,000","582,000","582,000","582,000","582,000","469,000","456,000","456,000","456,000","456,000","456,000","456,000","456,000","456,000","456,000","456,000","456,000","456,000","456,000","456,000","456,000","448,000","448,000","448,000","448,000","448,000",,,,,,"4,754","4,754"
		AdditionalPaidInCapital,"588,131,000","589,972,000","589,280,000","589,664,000","589,188,000","590,506,000","590,316,000","548,495,000","547,712,000","548,486,000","547,835,000","548,197,000","546,861,000","546,219,000","545,739,000","544,404,000","546,844,000","548,864,000","545,955,000","544,462,000","542,852,000","547,910,000","547,999,000","546,452,000","544,354,000","501,540,000","499,206,000","497,118,000","500,576,000","499,606,000","498,359,000","497,088,000","509,396,000","508,609,000","507,464,000","506,550,000","505,658,000","230,253,000","211,997,000","211,122,000","210,121,000","209,302,000","208,481,000","207,686,000","206,857,000","205,863,000","205,069,000","204,326,000","203,541,000","202,479,000","201,681,000","200,815,000","200,005,000","199,453,000","199,427,000","199,408,000","199,399,000","199,395,000","1,010,000","1,010,000","510,000","510,000","510,000","4,354,980","4,353,036"
		RetainedEarnings,"389,387,000","381,361,000","371,408,000","361,638,000","348,236,000","338,093,000","330,602,000","327,606,000","321,981,000","322,581,000","317,592,000","309,594,000","306,588,000","302,544,000","297,289,000","292,900,000","286,942,000","281,138,000","286,574,000","282,134,000","277,406,000","268,226,000","263,659,000","260,005,000","256,655,000","256,170,000","253,587,000","251,903,000","250,693,000","248,908,000","247,265,000","245,634,000","243,767,000","242,180,000","240,512,000","238,707,000","251,404,000","249,892,000","246,657,000","242,956,000","239,006,000","235,776,000","232,862,000","230,125,000","226,776,000","222,655,000","219,722,000","218,156,000","214,779,000","212,196,000","208,800,000","206,414,000","205,046,000","203,085,000","200,437,000","197,162,000","193,597,000","187,992,000","187,756,000","184,691,000","182,424,000","177,731,000","166,889,000","3,485,667","3,523,158"
		TreasuryStock,"222,657,000","217,103,000","211,971,000","191,155,000","177,488,000","169,897,000","159,582,000","159,565,000","159,187,000","160,782,000","161,046,000","160,976,000","150,926,000","152,794,000","154,159,000","154,873,000","159,670,000","164,039,000","162,960,000","163,284,000","163,546,000","167,751,000","170,394,000","170,591,000","169,822,000","170,863,000","170,801,000","165,240,000","145,709,000","128,621,000","97,609,000","66,224,000","41,938,000","3,628,000","3,280,000","0","0","70,007,000","70,007,000","70,128,000","67,500,000","65,784,000","56,215,000","40,811,000","33,300,000","27,979,000","25,113,000","25,113,000","22,520,000","19,929,000","12,981,000","8,107,000","3,801,000",,,,,,,,,,,,
