name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
TotalRevenue,"298,877,000","93,631,000","84,183,000","65,155,000","55,908,000","31,900,000","22,716,000","19,590,000","10,286,000","15,197,000","14,312,000","11,333,000","10,012,000","7,269,000","5,062,000","3,600,000","2,279,000","1,322,000"
	OperatingRevenue,"298,877,000","93,631,000","84,183,000","65,155,000","55,908,000","31,900,000","22,716,000","19,590,000","10,286,000","15,197,000","14,312,000","11,333,000","10,012,000","7,269,000","5,062,000","3,600,000","2,279,000","1,322,000"
CostOfRevenue,"46,436,000","12,890,000","12,663,000","10,949,000","9,934,000","7,892,000","6,471,000","5,277,000","3,592,000","5,651,000","5,553,000","4,401,000","4,133,000","3,072,000","3,304,000","1,973,000","1,179,000","794,000"
GrossProfit,"252,441,000","80,741,000","71,520,000","54,206,000","45,974,000","24,008,000","16,245,000","14,313,000","6,694,000","9,546,000","8,759,000","6,932,000","5,879,000","4,197,000","1,758,000","1,627,000","1,100,000","528,000"
OperatingExpense,"220,453,000","65,369,000","57,537,000","51,393,000","46,154,000","41,495,000","32,111,000","27,120,000","24,705,000","28,525,000","24,122,000","19,997,000","17,132,000","16,356,000","12,886,000","11,703,000","11,294,000","10,330,000"
	SellingGeneralAndAdministration,"163,167,000","48,350,000","42,820,000","37,658,000","34,339,000","31,218,000","23,067,000","19,229,000","16,604,000","16,635,000","14,047,000","11,629,000","10,206,000","8,872,000","6,767,000","6,170,000","5,764,000","4,814,000"
		GeneralAndAdministrativeExpense,"39,910,000","12,389,000","9,630,000","9,265,000","8,626,000","7,226,000","6,631,000","5,610,000","5,398,000","6,224,000","4,450,000","3,437,000","3,245,000","3,001,000","1,842,000","1,369,000","1,392,000","1,376,000"
			OtherGandA,"39,910,000","12,389,000","9,630,000","9,265,000","8,626,000","7,226,000","6,631,000","5,610,000","5,398,000","6,224,000","4,450,000","3,437,000","3,245,000","3,001,000","1,842,000","1,369,000","1,392,000","1,376,000"
		SellingAndMarketingExpense,"123,257,000","35,961,000","33,190,000","28,393,000","25,713,000","23,992,000","16,436,000","13,619,000","11,206,000","10,411,000","9,597,000","8,192,000","6,961,000","5,871,000","4,925,000","4,801,000","4,372,000","3,438,000"
	ResearchAndDevelopment,"57,286,000","17,019,000","14,717,000","13,735,000","11,815,000","10,277,000","9,044,000","7,891,000","8,101,000","11,890,000","10,075,000","8,368,000","6,926,000","7,484,000","6,119,000","5,533,000","5,530,000","5,516,000"
OperatingIncome,"31,988,000","15,372,000","13,983,000","2,813,000","-180,000","-17,487,000","-15,866,000","-12,807,000","-18,011,000","-18,979,000","-15,363,000","-13,065,000","-11,253,000","-12,159,000","-11,128,000","-10,076,000","-10,194,000","-9,802,000"
NetNonOperatingInterestIncomeExpense,"-1,081,000","-297,000","-301,000","-165,000","-318,000","-312,000","-315,000","-314,000","-306,000","-277,000","-198,000","-251,000","-250,000","-245,000","-185,000","-158,000","-40,000","-18,000"
	InterestExpenseNonOperating,"1,081,000","297,000","301,000","165,000","318,000","312,000","315,000","314,000","306,000","277,000","198,000","251,000","250,000","245,000","185,000","158,000","40,000","18,000"
OtherIncomeExpense,"-1,467,000","-357,000","-634,000","-622,000","146,000","-5,758,000","314,000","218,000","220,000","504,000","827,000","385,000","913,000","-388,000","101,000","62,000","148,000","226,000"
	GainOnSaleOfSecurity,,,,,,,,,,,"0",,,"-609,000","1,000","-104,000","10,000","41,000"
	EarningsFromEquityInterest,"-810,000","-47,000","-421,000","-342,000","0","-5,523,000",,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-657,000","-310,000","-213,000","-280,000","146,000","-235,000","314,000","218,000","220,000","504,000","827,000","385,000","913,000","221,000","100,000","166,000","138,000","185,000"
PretaxIncome,"29,440,000","14,718,000","13,048,000","2,026,000","-352,000","-23,557,000","-15,867,000","-12,903,000","-18,097,000","-18,752,000","-14,734,000","-12,931,000","-10,590,000","-12,792,000","-11,212,000","-10,172,000","-10,086,000","-9,594,000"
TaxProvision,"454,000","197,000","106,000","78,000","73,000","44,000","7,000","29,000","21,000","23,000","11,000","26,000","18,000","7,000","11,000","6,000","21,000","0"
NetIncomeCommonStockholders,"28,986,000","14,521,000","12,942,000","1,948,000","-425,000","-23,601,000","-15,874,000","-12,932,000","-18,118,000","-18,775,000","-14,745,000","-12,957,000","-10,608,000","-12,799,000","-11,171,000","-10,178,000","-10,107,000","-9,594,000"
	NetIncome,"28,986,000","14,521,000","12,942,000","1,948,000","-425,000","-23,601,000","-15,874,000","-12,932,000","-18,118,000","-18,775,000","-14,745,000","-12,957,000","-10,608,000","-12,799,000","-11,223,000","-10,178,000","-10,107,000","-9,594,000"
		NetIncomeIncludingNoncontrollingInterests,"28,986,000","14,521,000","12,942,000","1,948,000","-425,000","-23,601,000","-15,874,000","-12,932,000","-18,118,000","-18,775,000","-14,745,000","-12,957,000","-10,608,000","-12,799,000","-11,223,000","-10,178,000","-10,107,000","-9,594,000"
			NetIncomeContinuousOperations,"28,986,000","14,521,000","12,942,000","1,948,000","-425,000","-23,601,000","-15,874,000","-12,932,000","-18,118,000","-18,775,000","-14,745,000","-12,957,000","-10,608,000","-12,799,000","-11,223,000","-10,178,000","-10,107,000","-9,594,000"
DilutedNIAvailtoComStockholders,"28,986,000","14,521,000","12,942,000","1,948,000","-425,000","-23,601,000","-15,874,000","-12,932,000","-18,118,000","-18,775,000","-14,745,000","-12,957,000","-10,608,000","-12,799,000","-11,171,000","-10,178,000","-10,107,000","-9,594,000"
BasicEPS,,"0.41","0.37","0.06","-0.01","-0.68","-0.46","-0.38","-0.56","-0.59","-0.49","-0.46","-0.38","-1.37",,"-0.521","-0.518","-0.491"
DilutedEPS,,"0.39","0.34","0.05","-0.01","-0.68","-0.46","-0.38","-0.56","-0.59","-0.49","-0.46","-0.38","-1.37",,"-0.521","-0.518","-0.491"
BasicAverageShares,,"35,587,337","35,350,529","35,207,276","35,030,036","34,797,400","34,447,314","34,078,726","32,156,476","31,644,041","29,894,306","28,085,821","28,002,887","9,364,755",,"19,528,258","19,528,258","19,528,258"
