name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992
OperatingCashFlow,"-336,956,000","-383,551,000","282,594,000","-310,778,000","74,779,000","-28,741,000","75,706,000","43,544,000","543,482,000","-394,624,000","333,814,000","1,224,000","165,816,000","90,087,000","252,843,000","26,419,000","394,022,000","244,994,000","367,847,000","127,141,000","160,067,000","204,634,000","299,093,000","274,479,000","260,373,000","207,843,000","522,252,000","80,599,000","255,305,000","154,028,000","681,651,000","-50,293,000","367,560,000","186,930,000","781,250,000","106,341,000","223,099,000","272,496,000","585,574,000","135,293,000","199,761,000","272,362,000","656,794,000","82,337,000","227,819,000","258,334,000","539,340,000","43,965,000","231,819,000","172,283,000","513,311,000","-310,000","198,097,000","194,309,000","476,941,000","-61,020,000","102,249,000","65,800,000","374,599,000","-37,969,000","160,289,000","117,617,000","395,917,000","-16,008,000","151,679,000","82,044,000","348,027,000","65,906,000","158,862,000","87,640,000","301,096,000","71,657,000","183,534,000","60,102,000","247,566,000","53,446,000","139,761,000","107,669,000","183,277,000","85,331,000","72,942,000","77,767,000","176,113,000","26,469,000","83,170,000","52,204,000","115,550,000","30,565,000","47,524,000","4,297,000","59,836,000","18,500,000","21,900,000","35,700,000","31,800,000","27,200,000","14,200,000","7,800,000","17,900,000","4,100,000","11,500,000","14,400,000","29,400,000","14,100,000","12,600,000","4,600,000","21,900,000","4,500,000","4,600,000","6,100,000","12,500,000","-3,200,000","3,700,000","10,200,000","-5,000,000","-1,900,000","8,900,000","-3,800,000","5,400,000","-900,000","16,000,000","4,900,000"
	CashFlowFromContinuingOperatingActivities,"-336,956,000","-383,551,000","282,594,000","-310,778,000","74,779,000","-28,741,000","75,706,000","43,544,000","543,482,000","-394,624,000","333,814,000","1,224,000","165,816,000","90,087,000","252,843,000","26,419,000","394,022,000","244,994,000","367,847,000","127,141,000","160,067,000","204,634,000","299,093,000","274,479,000","260,373,000","207,843,000","522,252,000","80,599,000","255,305,000","154,028,000","681,651,000","-50,293,000","367,560,000","186,930,000","781,250,000","106,341,000","223,099,000","272,496,000","585,574,000","135,293,000","199,761,000","272,362,000","656,794,000","82,337,000","227,819,000","258,334,000","539,340,000","43,965,000","231,819,000","172,283,000","513,311,000","-310,000","198,097,000","194,309,000","476,941,000","-61,020,000","102,249,000","65,800,000","374,599,000","-37,969,000","160,289,000","117,617,000","395,917,000","-16,008,000","151,679,000","82,044,000","348,027,000","65,906,000","158,862,000","87,640,000","301,096,000","71,657,000","183,534,000","60,102,000","247,566,000","53,446,000","139,761,000","107,669,000","183,277,000","85,331,000","72,942,000","77,767,000","176,113,000","26,469,000","83,170,000","52,204,000","115,550,000","30,565,000","47,524,000","4,297,000","59,836,000","18,500,000","21,900,000","35,700,000","31,800,000","27,200,000","14,200,000","7,800,000","17,900,000","4,100,000","11,500,000","14,400,000","29,400,000","14,100,000","12,600,000","4,600,000","21,900,000","4,500,000","4,600,000","6,100,000","12,500,000","-3,200,000","3,700,000","10,200,000","-5,000,000","-1,900,000","8,900,000","-3,800,000","5,400,000","-900,000","16,000,000","4,900,000"
		NetIncomeFromContinuingOperations,"-866,415,000","-357,666,000","-159,105,000","-276,429,000","-73,215,000","-50,874,000","9,059,000","-75,441,000","217,900,000","-302,291,000","-65,414,000","-38,552,000","-138,765,000","-371,085,000","-253,793,000","24,354,000","48,639,000","43,576,000","194,044,000","61,301,000","94,230,000","75,283,000","268,730,000","126,424,000","167,335,000","122,619,000","303,544,000","177,816,000","201,678,000","158,451,000","321,061,000","225,408,000","223,953,000","187,052,000","333,299,000","237,197,000","249,304,000","202,490,000","373,872,000",,,,,,,"180,578,000",,"188,574,000","181,755,000","137,553,000",,,,,"141,378,000","87,700,000","119,268,000","76,777,000","172,921,000","138,232,000","147,008,000","104,647,000","205,842,000","142,436,000","145,535,000","100,431,000","197,922,000","134,620,000","141,402,000","98,903,000","180,980,000","121,927,000","120,008,000","82,049,000","144,248,000","100,506,000","97,208,000","57,508,000","105,309,000","75,112,000","75,459,000","46,299,000","82,674,000","52,964,000","53,954,000","30,007,000","64,315,000","40,665,000","43,578,000","23,364,000","48,429,000","31,700,000","33,200,000","17,900,000","34,200,000","24,600,000","25,500,000","13,000,000","24,800,000","18,900,000","19,500,000","9,900,000","18,300,000","13,900,000","15,100,000","7,700,000","12,900,000","10,000,000","10,900,000","5,700,000","9,200,000","7,500,000","8,700,000","4,600,000","6,700,000","5,600,000","6,200,000","3,400,000","5,300,000","4,200,000","4,000,000","2,500,000"
		OperatingGainsLosses,,,"0","14,100,000","243,000","4,254,000","76,681,000","113,909,000",,,,,,,"-412,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"165,000","156,000",,,,,,,,,,,"12,202,000","15,725,000","10,650,000","7,873,000","2,151,000","18,951,000","3,240,000","2,707,000","21,141,000","25,057,000","5,505,000","13,129,000","4,231,000","14,972,000","5,026,000","6,947,000","9,824,000","3,300,000","5,743,000","13,113,000","16,348,000","18,635,000","1,842,000","11,470,000",,,,,,,,,,,,,,,,,"100,000",,,,,,,,,,,,,,,"1,200,000"
			GainLossOnSaleOfBusiness,"14,232,000","0","0","14,100,000","132,000","3,989,000","76,681,000","113,909,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,"0",,,,"27,357,000",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"296,451,000","71,103,000","78,884,000","76,352,000","70,112,000","68,278,000","78,328,000","93,706,000","85,277,000","83,601,000","87,390,000","87,149,000","84,430,000","83,542,000","92,343,000","84,814,000","82,090,000","79,578,000","85,700,000","78,910,000","73,585,000","74,912,000","75,750,000","73,871,000","70,848,000","70,445,000","80,314,000","66,520,000","64,496,000","62,617,000","60,451,000","60,947,000","59,424,000","58,371,000","58,137,000","55,512,000","52,463,000","52,697,000","55,317,000","48,925,000","47,076,000","43,410,000","51,884,000","43,879,000","43,889,000","44,221,000","48,603,000","45,335,000","44,869,000","45,013,000","47,198,000","47,288,000","44,967,000","44,779,000","44,857,000","43,606,000","43,519,000","43,619,000","41,578,000","41,430,000","38,290,000","38,010,000","38,079,000","33,798,000","32,798,000","31,812,000","31,578,000","25,944,000","29,214,000","27,547,000","28,203,000","24,192,000","24,056,000","22,697,000","24,065,000","20,859,000","20,819,000","20,087,000","18,744,000","17,747,000","22,124,000","17,195,000","16,860,000","15,958,000","15,311,000","14,418,000","13,854,000","12,105,000","10,763,000","9,928,000","9,225,000","8,200,000","7,300,000","6,900,000","6,600,000","5,900,000","5,400,000","5,300,000","5,100,000","4,700,000","4,300,000","4,100,000","3,800,000","3,500,000","3,100,000","3,000,000","2,800,000","2,500,000","2,300,000","2,300,000","2,200,000","1,900,000","1,600,000","1,500,000","1,400,000","1,100,000","900,000","800,000","800,000","600,000","700,000","500,000"
			DepreciationAndAmortization,"296,451,000","71,103,000","78,884,000","76,352,000","70,112,000","68,278,000","78,328,000","93,706,000","85,277,000","83,601,000","87,390,000","87,149,000","84,430,000","83,542,000","92,343,000","84,814,000","82,090,000","79,578,000","85,700,000","78,910,000","73,585,000","74,912,000","75,750,000","73,871,000","70,848,000","70,445,000","80,314,000","66,520,000","64,496,000","62,617,000","60,451,000","60,947,000","59,424,000","58,371,000","58,137,000","55,512,000","52,463,000","52,697,000","55,317,000","48,925,000","47,076,000","43,410,000","51,884,000","43,879,000","43,889,000","44,221,000","48,603,000","45,335,000","44,869,000","45,013,000","47,198,000","47,288,000","44,967,000","44,779,000","44,857,000","43,606,000","43,519,000","43,619,000","41,578,000","41,430,000","38,290,000","38,010,000","38,079,000","33,798,000","32,798,000","31,812,000","31,578,000","25,944,000","29,214,000","27,547,000","28,203,000","24,192,000","24,056,000","22,697,000","24,065,000","20,859,000","20,819,000","20,087,000","18,744,000","17,747,000","22,124,000","17,195,000","16,860,000","15,958,000","15,311,000","14,418,000","13,854,000","12,105,000","10,763,000","9,928,000","9,225,000","8,200,000","7,300,000","6,900,000","6,600,000","5,900,000","5,400,000","5,300,000","5,100,000","4,700,000","4,300,000","4,100,000","3,800,000","3,500,000","3,100,000","3,000,000","2,800,000","2,500,000","2,300,000","2,300,000","2,200,000","1,900,000","1,600,000","1,500,000","1,400,000","1,100,000","900,000","800,000","800,000","600,000","700,000","500,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,371,000","58,137,000","55,512,000","52,463,000","52,697,000","55,317,000","48,925,000","47,076,000","43,410,000","51,884,000","43,879,000","43,889,000","44,221,000","48,603,000","45,335,000","44,869,000","45,013,000","47,198,000","47,288,000","44,967,000","44,779,000",,,,,"41,486,000","41,107,000","37,838,000","37,339,000","37,321,000","33,031,000","31,828,000","30,775,000","30,671,000","28,137,000","26,543,000","25,760,000","27,534,000","23,789,000","23,741,000","22,427,000","23,959,000","20,429,000","20,476,000","19,781,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92,000","323,000","452,000","671,000","758,000","767,000","970,000","1,037,000","907,000","-2,193,000","2,671,000","1,787,000","669,000","403,000","315,000","270,000","106,000","430,000","343,000","306,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
