name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006
OperatingCashFlow,"38,400,000","16,800,000","20,100,000","16,000,000","-13,900,000","-11,400,000","-14,300,000","19,500,000","12,600,000","15,500,000","10,500,000","70,300,000","22,200,000","20,100,000","47,100,000","46,900,000","40,000,000","46,200,000","38,500,000","61,200,000","11,900,000","30,700,000","25,800,000","55,600,000","20,600,000","20,800,000","22,800,000","31,200,000","37,600,000","24,800,000","33,001,000","58,285,000","39,541,000","38,570,000","39,681,000","38,852,000","43,605,000","41,587,000","40,889,000","36,521,000","29,921,000","24,440,000","7,238,000","23,265,000","7,397,000","5,315,000","51,380,000","15,362,000","-11,878,000","2,117,000","-5,616,000","5,644,000","9,947,000","30,776,000","12,119,000","12,313,000","16,797,000","26,085,000","37,718,000","29,362,000","35,042,000","18,032,000","-3,253,000","40,906,000","34,567,000","49,591,000"
	CashFlowFromContinuingOperatingActivities,"38,400,000","16,800,000","20,100,000","16,000,000","-13,900,000","-11,400,000","-14,300,000","19,500,000","12,600,000","15,500,000","10,500,000","70,300,000","22,200,000","20,100,000","47,100,000","46,900,000","40,000,000","46,200,000","38,500,000","61,200,000","11,900,000","30,700,000","25,800,000","55,600,000","20,600,000","20,800,000","22,800,000","31,200,000","37,600,000","24,800,000","33,001,000","58,285,000","39,541,000","38,570,000","39,681,000","38,852,000","43,605,000","41,587,000","40,889,000","36,521,000","29,921,000","24,440,000","7,238,000","23,265,000","7,397,000","5,315,000","51,380,000","15,362,000","-11,878,000","2,117,000","-5,616,000","5,644,000","9,947,000","30,776,000","12,119,000","12,313,000","16,797,000","26,085,000","37,718,000","29,362,000","35,042,000","18,032,000","-3,253,000","40,906,000","34,567,000","49,591,000"
		NetIncomeFromContinuingOperations,"93,900,000","-2,300,000","54,800,000","15,000,000","26,400,000","23,100,000","64,000,000","31,100,000","59,600,000","-34,900,000","31,700,000","32,800,000","40,800,000","51,800,000","25,600,000","47,600,000","42,500,000","25,600,000","31,300,000","21,900,000","24,800,000","23,200,000","35,500,000","23,900,000","26,300,000","21,000,000","26,700,000","24,500,000","29,200,000","14,000,000","29,134,000","15,200,000","45,597,000","10,753,000","14,161,000","27,585,000","14,588,000","7,490,000","87,513,000","8,150,000","5,006,000","6,222,000","19,934,000","11,783,000","8,251,000","8,345,000","20,149,000","10,054,000","16,499,000","16,097,000","11,264,000","30,557,000","20,345,000","20,855,000","15,856,000","33,069,000","27,366,000","25,494,000","31,764,000","29,880,000","30,773,000","27,866,000","55,082,000","76,992,000","21,387,000","18,109,000"
		OperatingGainsLosses,"-26,400,000","17,300,000","-25,000,000","-2,700,000","-16,000,000","-10,900,000","-21,300,000","-19,100,000","-39,700,000","61,100,000","-17,800,000","-2,600,000","-7,400,000","-23,300,000","26,300,000","-15,600,000","-5,600,000","8,000,000","0","-4,100,000","-1,100,000","-2,200,000","-2,100,000","-1,600,000","-6,000,000","-1,500,000","15,800,000","-2,000,000","-1,900,000","-1,200,000","-2,136,000","-1,776,000","-9,167,000","-3,259,000","-3,794,000","-1,075,000","-3,866,000","-794,000","-801,000","-1,858,000","-957,000","-1,432,000","-18,461,000","-640,000","-1,049,000","-166,000","-9,069,000","138,000","-309,000","-477,000","274,000","-3,560,000","426,000","2,138,000","8,319,000",,,"1,488,000",,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-20,000","-12,000","346,000","-283,000","7,000","53,000","68,000","168,000","146,000","43,000","63,000","5,000","4,000","34,000","26,000","6,000",,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-26,400,000","17,300,000","-25,000,000","-2,700,000","-16,000,000","-10,900,000","-21,300,000","-19,100,000","-39,700,000","61,100,000","-17,800,000","-2,600,000","-7,400,000","-23,300,000","26,300,000","-15,600,000","-5,600,000","8,000,000","0","-4,100,000","-1,100,000","-2,200,000","-2,100,000","-1,600,000","-6,000,000","-1,500,000","15,800,000","-2,000,000","-1,900,000","-1,200,000","-2,136,000","-1,776,000","-9,167,000","-3,259,000","-3,794,000","-1,075,000","-3,866,000","-794,000","-487,000","-1,838,000","-945,000","-1,778,000","-18,178,000","-647,000","-1,102,000","-234,000","-9,237,000","-8,000","-352,000","-540,000","269,000","-3,564,000","392,000","2,112,000","8,313,000",,,"1,488,000",,,,,,,,
		DeferredTax,"-9,600,000","-6,800,000","5,200,000","0","-8,000,000","9,500,000","-1,000,000","-1,800,000","3,000,000","-13,600,000","900,000","-1,800,000","2,900,000","4,000,000","-8,600,000","6,200,000","5,100,000","11,700,000","16,300,000","1,900,000","3,000,000","3,000,000","4,900,000","2,900,000","3,900,000","1,700,000","-10,100,000","800,000","1,900,000","1,800,000","-1,190,000","295,000","1,333,000","-973,000","-5,279,000","-2,924,000","-1,404,000","-1,154,000","-968,000","-2,356,000","-2,526,000","-5,149,000","3,148,000","-2,570,000","-789,000","-1,397,000","-365,000","697,000","278,000","4,070,000","1,899,000","5,230,000","-493,000","4,355,000","-1,773,000","927,000","826,000","4,531,000","-381,000","788,000","1,143,000","3,229,000","3,535,000","5,143,000","-778,000","-1,920,000"
			DeferredIncomeTax,"-9,600,000","-6,800,000","5,200,000","0","-8,000,000","9,500,000","-1,000,000","-1,800,000","3,000,000","-13,600,000","900,000","-1,800,000","2,900,000","4,000,000","-8,600,000","6,200,000","5,100,000","11,700,000","16,300,000","1,900,000","3,000,000","3,000,000","4,900,000","2,900,000","3,900,000","1,700,000","-10,100,000","800,000","1,900,000","1,800,000","-1,190,000","295,000","1,333,000","-973,000","-5,279,000","-2,924,000","-1,404,000","-1,154,000","-968,000","-2,356,000","-2,526,000","-5,149,000","3,148,000","-2,570,000","-789,000","-1,397,000","-365,000","697,000","278,000","4,070,000","1,899,000","5,230,000","-493,000","4,355,000","-1,773,000","927,000","826,000","4,531,000","-381,000","788,000","1,143,000","3,229,000","3,535,000","5,143,000","-778,000","-1,920,000"
		AmortizationOfSecurities,"8,000,000","1,000,000","1,800,000","2,600,000","2,600,000","1,500,000","2,100,000","2,400,000","2,100,000","3,200,000","1,600,000","2,900,000","2,300,000","1,900,000","2,000,000","2,000,000","2,000,000","2,400,000","3,100,000","3,700,000","3,900,000","3,600,000","3,200,000","4,000,000","3,700,000","3,700,000","3,300,000","3,400,000","2,900,000","3,200,000","2,751,000","2,669,000","2,632,000","2,508,000","2,395,000","2,264,000","2,290,000","2,020,000","1,677,000","1,942,000","1,867,000","1,533,000","1,451,000","1,854,000","1,920,000","2,017,000","1,867,000","1,088,000","1,737,000","1,413,000","1,379,000","1,468,000","982,000","1,218,000","1,412,000",,,"1,687,000","1,582,000","1,547,000","1,655,000","1,646,000",,,"1,326,000","1,395,000"
		AssetImpairmentCharge,,,"0",,,,"100,000",,,,,,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"5,500,000","1,600,000","2,300,000","1,100,000","500,000","5,200,000","2,800,000","2,300,000","2,200,000","2,400,000","3,300,000","2,700,000","1,700,000","2,400,000","3,500,000","2,100,000","1,700,000","2,100,000","2,900,000","800,000","1,200,000","1,900,000","1,500,000","1,100,000","1,400,000","1,800,000","1,400,000","500,000","900,000","1,800,000","1,723,000","825,000","1,889,000","1,596,000","-193,000","1,646,000","2,059,000","2,110,000","2,199,000","1,400,000","1,301,000","1,241,000","1,004,000","982,000","1,116,000","640,000","1,071,000","1,032,000","1,085,000","865,000","1,269,000","2,060,000","1,216,000","821,000","702,000",,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,,,"-500,000","-800,000","-400,000","-100,000","-100,000","-600,000","-2,000","-2,000","-16,000","-1,136,000",,"-37,000","-179,000","-170,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"13,100,000","3,700,000","3,500,000","3,200,000","2,700,000","4,500,000","3,600,000","4,700,000","6,000,000","1,300,000","400,000","800,000","900,000","-1,000,000","-1,200,000","400,000",,,"100,000","0","-1,300,000","-700,000","-700,000","600,000","200,000","-2,500,000","800,000","1,100,000","900,000","1,600,000","144,000","353,000","-189,000","188,000","-766,000","458,000","-13,000","562,000","-178,000","334,000","285,000","215,000","-661,000","-526,000","-271,000","-599,000","-1,847,000","-1,036,000","-1,093,000","365,000","67,000","487,000","719,000","695,000","39,000","-7,558,000","7,699,000","-858,000","-22,784,000","1,910,000","-868,000","-1,292,000","-56,736,000","-80,678,000","45,866,000","931,000"
		ChangeInWorkingCapital,"-54,100,000","800,000","-24,200,000","-6,100,000","-24,000,000","-46,200,000","-66,500,000","-2,700,000","-22,900,000","-6,100,000","-12,100,000","32,700,000","-22,600,000","-17,900,000","-1,700,000","2,900,000","-5,000,000","-5,600,000","-17,200,000","27,500,000","-20,700,000","-200,000","-18,600,000","21,300,000","-10,500,000","-4,800,000","-17,100,000","700,000","1,900,000","2,500,000","822,000","38,989,000","-4,249,000","27,096,000","31,015,000","9,411,000","28,723,000","30,130,000","-49,961,000","27,503,000","23,572,000","20,396,000","-704,000","10,908,000","-3,327,000","-5,366,000","37,953,000","1,776,000","-31,957,000","-22,198,000","-23,833,000","-32,722,000","-15,952,000","-2,312,000","-14,328,000","-26,642,000","-15,931,000","-9,562,000","24,388,000","-8,257,000","-639,000","-16,632,000","-19,140,000","42,510,000","-34,068,000","30,432,000"
			ChangeInReceivables,"7,500,000","-8,000,000","6,300,000","7,100,000","2,100,000","-7,900,000","35,800,000","40,000,000","7,100,000","-600,000","24,600,000","53,200,000","23,800,000","-12,900,000","29,400,000","3,000,000","14,700,000","-17,100,000","21,100,000","8,900,000","3,000,000","-11,000,000","24,400,000","18,800,000","5,700,000","-4,800,000","7,100,000","13,100,000","300,000","7,500,000","40,723,000","27,426,000","-1,068,000","-8,080,000","34,524,000","23,102,000","-38,246,000","-22,406,000","122,224,000","-6,625,000","-31,664,000","-25,112,000","1,199,000","-6,257,000","-21,093,000","-20,193,000","4,489,000","-3,441,000","5,247,000","6,014,000","16,749,000","18,081,000","15,197,000","-14,519,000","10,696,000","-22,101,000","24,766,000","9,842,000","25,813,000","-85,000","4,224,000","1,614,000","-32,305,000","48,670,000","4,527,000","-4,480,000"
				ChangesInAccountReceivables,"8,000,000","-8,000,000","6,800,000","7,100,000","2,100,000","-7,900,000","36,000,000","40,000,000","7,100,000","-600,000","24,600,000","34,400,000","23,800,000","-12,900,000","29,400,000","3,000,000","14,700,000","-17,100,000","21,400,000","8,900,000","3,000,000","-11,000,000","24,400,000","18,800,000","7,600,000","-4,800,000","11,000,000","13,100,000","2,900,000","7,700,000","37,505,000","16,089,000","7,819,000","-7,656,000","41,903,000","23,542,000","-35,969,000","-22,876,000","139,192,000","-8,679,000","-30,643,000","-26,133,000","-5,068,000","-4,389,000","-19,746,000","-19,196,000","-915,000","1,919,000","5,247,000","6,014,000","9,799,000","18,081,000","15,197,000","-14,519,000","10,696,000","-22,101,000","18,330,000","16,278,000","13,712,000","25,135,000","10,748,000","11,591,000","-1,380,000",,,
			ChangeInPayablesAndAccruedExpense,"-7,200,000","-1,000,000","1,500,000","-6,000,000","-1,100,000","3,100,000","-4,300,000","6,100,000","-3,600,000","-1,900,000","4,500,000","900,000","-2,200,000","-10,700,000","15,300,000","-200,000","3,300,000","700,000","2,800,000","4,200,000","-10,900,000","-3,100,000","2,000,000","3,000,000","-5,200,000","-4,000,000","6,600,000","-6,000,000","9,500,000","-1,500,000","1,607,000","-312,000","12,340,000","-3,376,000","-7,281,000","-9,188,000","10,934,000","4,455,000","1,424,000","-7,178,000","3,896,000","4,886,000","-14,244,000","7,602,000","1,910,000","467,000","-9,441,000","6,624,000","157,000","-7,795,000","-3,415,000","-11,077,000","6,318,000","-5,014,000","-10,488,000","-11,060,000","-473,000","-2,178,000","1,368,000","-1,305,000","2,751,000","-13,156,000","40,305,000","-25,597,000","760,000","-4,443,000"
				ChangeInPayable,"-7,200,000","-1,000,000","1,500,000","-6,000,000","-1,100,000","3,100,000","-4,300,000","6,100,000","-3,600,000","-1,900,000","4,500,000","900,000","-2,200,000","-10,700,000","15,300,000","-200,000","3,300,000","700,000","2,800,000","4,200,000","-10,900,000","-3,100,000","2,000,000","3,000,000","-5,200,000","-4,000,000","6,600,000","-6,000,000","9,500,000","-1,500,000","1,607,000","-312,000","12,340,000","-3,376,000","-7,281,000","-9,188,000","10,934,000","4,455,000",,,"2,875,000","5,907,000",,,,,,"6,624,000","157,000","-7,795,000",,"-11,077,000","6,318,000","-5,014,000","-10,488,000","-11,060,000","249,000","-2,900,000","1,972,000","-1,697,000","3,453,000","-13,156,000","40,305,000","-27,416,000","2,579,000","-4,443,000"
					ChangeInTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-145,000","1,021,000",,,,,,"-963,000","1,930,000","-6,327,000",,"-312,000","3,672,000","1,370,000","-8,928,000",,,"-3,017,000","3,867,000","-4,593,000","-2,832,000","-6,820,000",,,"-4,874,000","750,000"
						ChangeInIncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-145,000","1,021,000",,,,,,"-963,000","1,930,000","-6,327,000",,"-312,000","3,672,000","1,370,000","-8,928,000",,,"-3,017,000","3,867,000","-4,593,000","-2,832,000","-6,820,000",,,"-4,874,000","750,000"
					ChangeInAccountPayable,"-7,200,000","-1,000,000","1,500,000","-6,000,000","-1,100,000","3,100,000","-4,300,000","6,100,000","-3,600,000","-1,900,000","4,500,000","900,000","-2,200,000","-10,700,000","15,300,000","-200,000","3,300,000","700,000",,,,,"2,000,000","3,000,000","-5,200,000","-4,000,000","6,600,000","-6,000,000","9,500,000","-1,500,000","1,607,000","-312,000","12,340,000","-3,376,000","-7,281,000","-9,188,000","10,934,000","4,455,000",,,,,,,,,,"2,227,000","-1,773,000","-1,468,000",,"-10,765,000","2,646,000","-6,384,000","-1,560,000","52,531,000","-33,409,000","-21,089,000","-722,000","-34,921,000","-16,067,000","-16,057,000","-17,554,000",,,
				ChangeInAccruedExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"722,000","-604,000","392,000",,,,,,
			ChangeInOtherCurrentAssets,"-1,900,000","1,200,000","-700,000","-600,000","-1,800,000","-1,600,000","-9,300,000","-5,400,000","-9,700,000","-3,500,000","-5,600,000","-1,900,000","-4,400,000","-16,900,000","-4,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,357,000","-2,071,000","28,054,000","8,636,000","10,784,000","-9,586,000",,,
			ChangeInOtherCurrentLiabilities,"-7,900,000","-2,900,000","-2,400,000","-1,500,000","-1,100,000","-700,000","200,000","2,200,000","3,500,000","-2,700,000","3,300,000","-500,000","1,600,000","17,600,000","600,000",,,,,,,,,,,,,,,,,,,,,,,,,"-3,646,000","-3,828,000","-4,156,000",,,,,"-4,719,000","-4,792,000","-4,372,000","-4,350,000",,"-4,668,000","-4,361,000","-4,348,000","-4,513,000",,,"-21,089,000","-722,000","-34,921,000","-16,067,000","-16,057,000","-17,554,000",,,
			ChangeInOtherWorkingCapital,"-3,700,000","-9,600,000","4,700,000","-1,300,000","2,500,000","-18,500,000","9,600,000","-400,000","13,100,000","-13,000,000","-11,200,000","3,600,000","-15,100,000","-9,000,000","2,700,000","4,800,000","-1,100,000","-14,800,000","4,500,000","10,400,000","-9,800,000","-3,800,000","-700,000","12,300,000","-13,800,000","-5,200,000","-2,200,000","4,500,000","-8,900,000","-17,900,000","-15,858,000","239,000","-31,123,000","-5,846,000","-6,396,000","-19,797,000","-5,345,000","-2,846,000","-77,346,000","274,000","9,838,000","-1,945,000","-12,407,000","7,924,000","-681,000","-5,771,000","-2,535,000","-1,002,000","-4,185,000","2,515,000","-12,010,000","-3,405,000","-23,000","7,372,000","7,288,000","7,469,000","-7,048,000","-7,494,000",,,,"183,000",,,,"39,355,000"
InvestingCashFlow,"32,000,000","-6,100,000","-24,200,000","-7,600,000","69,900,000","-39,800,000","-22,700,000","102,600,000","-51,800,000","56,200,000","30,800,000","-24,100,000","32,600,000","9,900,000","-139,500,000","16,700,000","56,900,000","-53,700,000","-32,200,000","-29,200,000","-15,900,000","-32,900,000","-39,500,000","-84,700,000","42,400,000","-6,800,000","37,900,000","-38,700,000","-19,200,000","-81,200,000","23,390,000","-34,468,000","-53,620,000","-20,800,000","-93,887,000","-37,997,000","-75,955,000","-51,051,000","-132,264,000","3,765,000","-2,079,000","-54,368,000","101,322,000","3,583,000","41,816,000","52,438,000","-56,863,000","-34,033,000","35,128,000","4,441,000","57,782,000","14,957,000","37,502,000","-26,974,000","-115,368,000","7,218,000","-33,013,000","6,090,000","29,506,000","-17,092,000","53,197,000","-55,451,000","20,349,000","-27,624,000","-32,612,000","-59,946,000"
