name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990,10/31/1989,07/31/1989
OperatingCashFlow,"1,136,300,000","393,700,000","439,700,000","165,100,000","137,800,000","291,000,000","486,300,000","378,700,000","409,000,000","287,700,000","521,600,000","224,000,000","221,500,000","274,200,000","421,100,000","202,900,000","243,000,000","314,400,000","469,000,000","130,300,000","304,300,000","264,200,000","419,500,000","136,400,000","238,900,000","335,500,000","542,300,000","275,400,000","305,100,000","221,600,000","427,700,000","92,000,000","-8,100,000","266,900,000","421,100,000","85,900,000","82,100,000","172,161,000","324,021,000","182,899,000","176,719,000","261,690,000","409,305,000","118,172,000","-58,238,000","-2,818,000","374,834,000","46,784,000","-27,238,000","204,792,000","322,495,000","212,423,000","-26,232,000","155,818,000","280,288,000","-46,781,000","55,503,000","13,155,000","137,997,000","30,798,000","9,627,000","61,382,000","104,621,000","46,613,000","60,808,000","73,701,000","65,332,000","39,060,000","20,188,000","75,369,000","108,926,000","50,831,000","-40,725,000","26,220,000","68,202,000","12,235,000","19,279,000","53,743,000","70,220,000","39,274,000","2,728,000","29,076,000","31,026,000","-2,896,000","9,794,000","29,226,000","30,022,000","14,258,000","14,690,000","30,302,000","22,497,000","-16,200,000","-3,000,000","34,025,000","26,100,000","-7,500,000","-9,100,000","25,141,000","27,200,000","1,000,000","7,700,000","40,923,000","22,300,000","-3,200,000","-500,000","21,211,000","63,400,000","-27,700,000","-9,100,000","12,876,000","58,300,000","-12,200,000","-19,900,000","40,272,000","24,300,000","4,100,000","-13,500,000","33,000,000","24,300,000","5,600,000","-6,700,000","34,000,000","21,200,000","-7,500,000","-6,300,000","24,700,000","23,600,000","600,000","-15,700,000","28,900,000","15,800,000","-13,100,000","-3,900,000"
	CashFlowFromContinuingOperatingActivities,"1,136,300,000","393,700,000","439,700,000","165,100,000","137,800,000","291,000,000","486,300,000","378,700,000","409,000,000","287,700,000","521,600,000","224,000,000","221,500,000","274,200,000","421,100,000","202,900,000","243,000,000","314,400,000","469,000,000","130,300,000","304,300,000","264,200,000","419,500,000","136,400,000","238,900,000","335,500,000","542,300,000","275,400,000","305,100,000","221,600,000","427,700,000","92,000,000","-8,100,000","266,900,000","421,100,000","85,900,000","82,100,000","172,161,000","324,021,000","182,899,000","176,719,000","261,690,000","409,305,000","118,172,000","-58,238,000","-2,818,000","374,834,000","46,784,000","-27,238,000","204,792,000","322,495,000","212,423,000","-26,232,000","155,818,000","280,288,000","-46,781,000","55,503,000","13,155,000","137,997,000","30,798,000","9,627,000","61,382,000","104,621,000","46,613,000","60,808,000","73,701,000","65,332,000","39,060,000","20,188,000","73,441,000","112,827,000","18,806,000","-10,673,000","26,220,000","68,202,000","12,235,000","19,279,000","53,743,000","70,220,000","39,274,000","2,728,000","29,076,000","31,026,000","-2,896,000","9,794,000","29,226,000","30,022,000","14,258,000","14,690,000","30,302,000","22,497,000","-16,200,000","-3,000,000","34,025,000","26,100,000","-7,500,000","-9,100,000","25,141,000","27,200,000","1,000,000","7,700,000","40,923,000","22,000,000","-3,200,000","-200,000","21,211,000","63,400,000","-27,700,000","-9,100,000","12,876,000","58,300,000","-12,200,000","-19,900,000","40,272,000","24,300,000","4,100,000","-13,500,000","33,000,000","24,300,000","5,600,000","-6,700,000","34,000,000","21,200,000","-7,500,000","-6,300,000","24,700,000","23,600,000","600,000","-15,700,000","28,900,000","15,800,000","-13,100,000","-3,900,000"
		NetIncomeFromContinuingOperations,"631,700,000","202,100,000","69,700,000","206,000,000","153,900,000","147,000,000","261,500,000","230,800,000","237,000,000","226,300,000","187,400,000","211,200,000","154,600,000","71,500,000","121,400,000","188,500,000","133,000,000","185,900,000","831,300,000","194,600,000","126,800,000","110,400,000","134,600,000","177,300,000","170,000,000","191,000,000","185,300,000","176,000,000","136,400,000","-90,300,000","160,900,000","158,300,000","116,000,000","118,500,000","166,700,000","153,400,000","126,600,000","130,322,000","154,168,000","148,847,000","110,863,000","104,130,000","116,844,000","127,247,000","111,523,000","94,880,000","131,995,000","149,726,000","102,881,000","120,606,000","135,479,000","139,990,000","98,063,000","94,268,000","77,941,000","51,453,000","42,291,000","37,051,000","42,401,000","50,166,000","40,761,000","42,499,000","40,427,000","45,569,000","28,724,000","35,701,000","31,312,000","46,444,000","29,897,000","26,786,000","35,524,000","40,676,000","27,474,000","22,180,000","31,318,000","32,067,000","25,785,000","23,245,000","27,993,000","29,087,000","16,017,000","6,653,000","7,947,000","7,864,000","8,387,000","7,731,000","6,893,000","6,178,000","9,865,000","968,000","4,989,000","9,400,000","11,000,000","10,063,000","8,200,000","9,100,000","10,400,000","6,790,000","8,000,000","8,600,000","10,000,000","9,135,000","6,500,000","7,800,000","7,500,000","4,153,000","6,400,000","9,400,000","9,500,000","6,103,000","8,700,000","12,300,000","9,200,000","3,798,000","7,400,000","10,400,000","8,900,000","10,000,000","7,400,000","10,400,000","9,600,000","9,100,000","6,800,000","9,300,000","8,900,000","8,400,000","6,200,000","8,600,000","8,500,000","7,800,000","6,100,000","8,200,000","8,100,000"
		OperatingGainsLosses,"5,900,000","8,000,000","-8,300,000","2,500,000","3,700,000","44,500,000","-27,000,000","30,600,000",,"9,000,000","-1,100,000",,,"700,000","2,700,000",,,"1,300,000","-26,300,000","0","-800,000","-26,100,000","2,900,000","500,000","500,000","1,800,000","-24,100,000","1,300,000","1,300,000","1,700,000","2,300,000","1,500,000","500,000","-2,400,000","700,000","800,000","200,000","1,437,000","665,000","1,684,000","1,014,000","282,000","382,000","13,288,000","725,000","1,056,000","784,000","893,000","134,000",,,,,,,,,,,,,,,,,"0",,,,,,"-35,615,000","-49,038,000",,"27,043,000","-31,225,000","-17,168,000",,"33,300,000","906,000","-21,452,000",,,"-18,062,000","-5,763,000","992,000","0",,,,,,,,,,,,,"-7,600,000","-2,300,000",,,"-11,100,000","-7,600,000",,"57,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfBusiness,"-9,600,000","0","-9,600,000",,,"1,900,000",,,,"0","0","0",,"-100,000","-1,000,000",,,,,,,"0","0",,,"0","-25,300,000",,,,,,,,,,,"0","0","0",,"0","0","11,287,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"725,000","1,056,000","784,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,"10,800,000","3,300,000","1,300,000","2,500,000","3,700,000","-8,400,000","200,000","30,600,000",,"-4,000,000","-1,100,000",,,"-9,200,000","-20,100,000","0","0","-7,200,000","-31,600,000","0","-800,000","-22,200,000","-5,200,000","-500,000","-800,000","-6,200,000","-600,000","-900,000","-900,000","-11,400,000","-1,200,000","-1,800,000","-1,300,000",,,,,"-9,441,000","-22,966,000","-6,536,000",,"-4,431,000","-2,501,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"459,100,000","114,100,000","115,200,000","115,900,000","113,900,000","114,700,000","110,500,000","113,600,000","113,700,000","113,400,000","112,100,000","111,400,000","109,600,000","112,300,000","110,900,000","111,200,000","111,900,000","101,200,000","103,700,000","102,200,000","106,000,000","104,200,000","104,300,000","104,800,000","105,700,000","106,400,000","107,300,000","107,700,000","108,700,000","79,000,000","63,100,000","63,100,000","63,200,000","62,400,000","62,800,000","63,100,000","61,100,000","60,106,000","60,026,000","60,123,000","60,245,000","61,845,000","49,991,000","38,371,000","58,219,000","62,388,000","62,167,000","67,227,000","47,857,000","47,734,000","46,311,000","44,189,000","43,648,000","42,237,000","44,531,000","16,489,000","16,507,000","16,151,000","16,279,000","15,298,000","14,891,000","15,301,000","14,600,000","13,805,000","15,168,000","17,172,000","18,617,000","16,655,000","18,639,000","17,018,000","14,394,000","13,745,000","10,891,000","7,962,000","9,841,000","11,393,000","10,662,000","11,380,000","8,927,000","9,281,000","8,163,000","6,947,000","7,138,000","7,302,000","7,170,000","7,231,000","6,635,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DepreciationAndAmortization,"459,100,000","114,100,000","115,200,000","115,900,000","113,900,000","114,700,000","110,500,000","113,600,000","113,700,000","113,400,000","112,100,000","111,400,000","109,600,000","112,300,000","110,900,000","111,200,000","111,900,000","101,200,000","103,700,000","102,200,000","106,000,000","104,200,000","104,300,000","104,800,000","105,700,000","106,400,000","107,300,000","107,700,000","108,700,000","79,000,000","63,100,000","63,100,000","63,200,000","62,400,000","62,800,000","63,100,000","61,100,000","60,106,000","60,026,000","60,123,000","60,245,000","61,845,000","49,991,000","38,371,000","58,219,000","62,388,000","62,167,000","67,227,000","47,857,000","47,734,000","46,311,000","44,189,000","43,648,000","42,237,000","44,531,000","16,489,000","16,507,000","16,151,000","16,279,000","15,298,000","14,891,000","15,301,000","14,600,000","13,805,000","15,168,000","17,172,000","18,617,000","16,655,000","18,639,000","17,018,000","14,394,000","13,745,000","10,891,000","7,962,000","9,841,000","11,393,000","10,662,000","11,380,000","8,927,000","9,281,000","8,163,000","6,947,000","7,138,000","7,302,000","7,170,000","7,231,000","6,635,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
