name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
TotalAssets,"1,685,707,000","1,671,473,000","1,585,975,000","1,580,630,000","1,150,432,000","1,147,386,000","1,131,934,000","1,102,589,000","1,093,272,000","1,079,859,000","1,071,379,000","1,090,472,000","1,061,571,000","1,062,524,000","1,104,003,000","1,107,551,000","1,142,446,000","1,131,087,000","1,145,671,000","1,126,350,000","1,113,843,000","725,612,000","739,744,000","743,440,000","773,044,000","770,970,000","789,082,000","558,040,000","566,324,000","593,334,000","579,674,000","588,661,000","598,674,000","589,570,000","576,251,000","569,154,000","566,867,000","515,742,000","516,708,000","506,801,000","515,407,000","491,579,000","481,743,000","488,387,000","478,872,000","437,338,000","493,616,000","468,063,000","481,497,000","477,220,000","492,991,000","491,106,000","491,664,000","591,208,000","582,458,000","594,156,000","590,035,000","576,293,000","573,883,000","581,677,000","565,638,000","551,589,000","551,756,000","552,675,000","566,044,000","500,308,000","508,768,000","486,261,000","480,871,000","477,661,000","472,119,000","471,281,000","473,363,000","482,639,000","489,230,000","485,372,000","482,606,000","486,544,000","487,112,000","500,637,000","524,295,000","668,519,000","685,566,000","734,831,000","747,013,000","772,293,000","766,232,000","760,280,000","759,824,000","771,700,000","777,400,000","765,300,000","766,900,000","751,700,000","752,900,000","757,900,000","763,700,000","535,000,000","547,000,000","546,800,000","548,200,000","499,500,000","191,900,000","190,300,000","188,700,000"
	CurrentAssets,"466,589,000","441,126,000","407,613,000","382,176,000","441,842,000","414,099,000","409,315,000","392,934,000","382,746,000","361,739,000","361,095,000","358,057,000","362,588,000","347,783,000","365,112,000","359,413,000","360,295,000","350,534,000","351,961,000","339,261,000","340,950,000","251,815,000","256,487,000","257,344,000","272,729,000","276,709,000","293,639,000","266,242,000","274,029,000","304,266,000","316,613,000","321,141,000","326,552,000","324,220,000","314,145,000","308,889,000","313,978,000","301,289,000","303,573,000","292,999,000","296,619,000","277,261,000","267,514,000","269,823,000","262,208,000","227,078,000","248,301,000","221,632,000","230,022,000","218,482,000","230,126,000","233,526,000","238,140,000","247,634,000","290,227,000","300,251,000","288,767,000","275,547,000","269,793,000","277,874,000","256,182,000","241,684,000","239,562,000","232,568,000","243,906,000","224,215,000","231,377,000","207,072,000","199,125,000","197,276,000","193,320,000","189,338,000","188,030,000","183,475,000","188,156,000","182,701,000","181,371,000","192,331,000","192,992,000","195,219,000","219,320,000","243,497,000","253,685,000","297,472,000","304,205,000","323,189,000","312,658,000","304,259,000","299,174,000","299,700,000","300,600,000","284,200,000","286,000,000","283,500,000","284,600,000","279,200,000","284,000,000","198,800,000","209,100,000","206,800,000","206,400,000","196,500,000","99,200,000","99,600,000","99,000,000"
		CashCashEquivalentsAndShortTermInvestments,"115,390,000","106,699,000","105,311,000","88,654,000","202,127,000","187,626,000","186,556,000","152,236,000","114,450,000","84,014,000","71,979,000","55,716,000","71,093,000","58,079,000","57,681,000","57,131,000","63,021,000","64,598,000","69,455,000","64,613,000","77,591,000","51,538,000","45,705,000","43,163,000","51,603,000","51,881,000","48,726,000","58,064,000","63,056,000","102,488,000","114,481,000","114,085,000","112,309,000","123,868,000","111,819,000","110,399,000","121,660,000","111,937,000","94,927,000","82,166,000","89,473,000","82,033,000","78,746,000","77,764,000","80,139,000","46,090,000","57,821,000","53,114,000","63,968,000","51,034,000","54,337,000","44,198,000","39,236,000","21,973,000","82,034,000","84,834,000","75,994,000","61,073,000","53,628,000","61,898,000","48,655,000","32,125,000","24,177,000","19,927,000","45,598,000","41,788,000","42,535,000","13,627,000","9,479,000","8,624,000","9,883,000","12,064,000","11,101,000","3,062,000","13,170,000","5,226,000","1,943,000","5,869,000","4,511,000","2,259,000","13,068,000",,,"1,974,000","14,015,000","6,630,000","5,446,000","3,062,000","7,582,000","14,100,000","20,100,000","3,500,000","6,900,000","11,100,000","17,100,000","4,500,000","22,800,000","5,900,000","8,100,000","11,100,000","8,900,000","12,800,000","11,200,000","13,000,000","10,200,000"
			CashAndCashEquivalents,"115,390,000","106,699,000","105,311,000","88,654,000","202,127,000","187,626,000","186,556,000","152,236,000","114,450,000","84,014,000","71,979,000","55,716,000","71,093,000","58,079,000","57,681,000","57,131,000","63,021,000","64,598,000","69,455,000","64,613,000","77,591,000","51,538,000","45,705,000","43,163,000","51,603,000","51,881,000","48,726,000","58,064,000","63,056,000","102,488,000","114,481,000","114,085,000","112,309,000","123,868,000","111,819,000","110,399,000","121,660,000","111,937,000","94,927,000","82,166,000","89,473,000","82,033,000","78,746,000","77,764,000","80,139,000","46,090,000","57,821,000","53,114,000","63,968,000","51,034,000","54,337,000","44,198,000","39,236,000","21,973,000","82,034,000","84,834,000","75,994,000","61,073,000","53,628,000","61,898,000","48,655,000","32,125,000","24,177,000","19,927,000","45,598,000","41,788,000","42,535,000","13,627,000","9,479,000","8,624,000","9,883,000","12,064,000","11,101,000","3,062,000","13,170,000","5,226,000","1,943,000","5,869,000","4,511,000","2,259,000","13,068,000",,,"1,974,000","14,015,000","6,630,000","5,446,000","3,062,000","7,582,000","14,100,000","20,100,000","3,500,000","6,900,000","11,100,000","17,100,000","4,500,000","22,800,000","5,900,000","8,100,000","11,100,000","8,900,000","12,800,000","11,200,000","13,000,000","10,200,000"
		Receivables,"147,515,000","125,879,000","125,451,000","123,168,000","105,464,000","94,177,000","92,540,000","96,464,000","123,743,000","125,386,000","129,978,000","135,488,000","129,157,000","123,411,000","132,098,000","129,815,000","127,806,000","123,466,000","126,408,000","119,739,000","111,569,000","74,853,000","80,351,000","79,063,000","83,812,000","81,690,000","92,628,000","71,939,000","80,531,000","70,090,000","79,874,000","81,729,000","93,223,000","75,555,000","76,852,000","76,034,000","80,224,000","78,710,000","82,933,000","88,994,000","88,642,000","79,377,000","80,561,000","80,982,000","77,744,000","70,304,000","76,338,000","69,402,000","70,218,000","65,105,000","67,647,000","73,309,000","80,168,000","93,997,000","94,165,000","93,736,000","106,909,000","105,109,000","108,456,000","113,071,000","112,319,000","105,975,000","111,265,000","113,993,000","107,787,000","93,466,000","96,888,000","99,752,000","97,822,000","92,250,000","91,941,000","86,938,000","89,534,000","87,881,000","85,267,000","87,856,000","88,196,000","82,509,000","84,546,000","85,847,000","82,266,000","135,044,000","138,678,000","174,881,000","167,047,000","183,600,000","180,504,000","174,566,000","167,848,000","134,800,000","149,000,000","149,300,000","146,800,000","150,400,000","147,900,000","151,800,000","133,100,000","79,700,000","78,700,000","76,700,000","74,400,000","68,500,000","37,700,000","37,000,000","38,700,000"
			AccountsReceivable,"147,515,000","125,879,000","125,451,000","123,168,000","105,464,000","94,177,000","92,540,000","96,464,000","123,743,000","125,386,000","129,978,000","135,488,000","129,157,000","123,411,000","132,098,000","129,815,000","127,806,000","123,466,000","126,408,000","119,739,000","111,569,000","74,853,000","80,351,000","79,063,000","83,812,000","81,690,000","92,628,000","71,939,000","80,531,000","70,090,000","79,874,000","81,729,000","93,223,000","75,555,000","76,852,000","76,034,000","80,224,000","78,710,000","82,933,000","88,994,000","88,642,000","79,377,000","80,561,000","80,982,000","77,744,000","70,304,000","76,338,000","69,402,000","70,218,000","65,105,000","67,647,000","73,309,000","80,168,000","93,997,000","94,165,000","93,736,000","106,909,000","105,109,000","108,456,000","113,071,000","112,319,000","105,975,000","111,265,000","113,993,000","107,787,000","82,059,000","86,026,000","89,881,000","88,974,000","83,551,000","84,464,000","81,802,000","84,374,000","80,428,000","75,519,000","77,965,000","79,335,000","82,509,000","84,546,000","85,847,000","82,266,000","117,650,000","115,432,000","133,723,000","140,234,000",,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"153,232,000","131,318,000","130,661,000","128,920,000","111,150,000","100,624,000","98,835,000","102,894,000","128,799,000",,,,"132,421,000",,,,"131,326,000",,,,"114,245,000",,,,"85,989,000",,,,"82,686,000",,,,"95,546,000",,,,"82,480,000",,,,"91,387,000",,,,"80,910,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-5,717,000","-5,439,000","-5,210,000","-5,752,000","-5,686,000","-6,447,000","-6,295,000","-6,430,000","-5,056,000",,,,"-3,264,000",,,,"-3,520,000",,,,"-2,676,000",,,,"-2,177,000",,,,"-2,155,000",,,,"-2,323,000",,,,"-2,256,000",,,,"-2,745,000",,,,"-3,166,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,407,000","10,862,000","9,871,000","8,848,000","8,699,000","7,477,000","5,136,000","5,160,000","7,453,000","9,748,000","9,891,000","8,861,000",,,,,"17,394,000","23,246,000","41,158,000","26,813,000",,,,,,,,,,,,,,,,,,,,
		Inventory,"172,139,000","175,099,000","147,925,000","138,658,000","111,488,000","113,446,000","112,095,000","124,572,000","127,373,000","135,449,000","142,427,000","150,968,000","146,263,000","149,716,000","158,313,000","155,662,000","152,886,000","144,697,000","139,332,000","135,294,000","130,643,000","109,131,000","116,192,000","118,875,000","118,049,000","118,897,000","125,780,000","110,892,000","103,187,000","107,421,000","100,062,000","102,659,000","97,576,000","105,158,000","106,392,000","101,451,000","94,189,000","101,531,000","112,051,000","109,246,000","108,055,000","104,288,000","95,315,000","96,428,000","90,031,000","98,151,000","94,607,000","81,962,000","79,822,000","85,696,000","91,300,000","94,943,000","100,621,000","106,850,000","89,232,000","89,071,000","88,332,000","91,612,000","90,813,000","85,164,000","77,179,000","86,314,000","85,904,000","81,025,000","74,845,000","75,078,000","77,637,000","79,646,000","77,626,000","81,246,000","74,850,000","71,161,000","69,119,000","76,130,000","73,387,000","75,248,000","78,613,000","91,376,000","91,101,000","93,757,000","89,656,000","101,093,000","104,161,000","109,984,000","113,218,000","118,538,000","111,406,000","110,682,000","108,291,000","115,000,000","114,000,000","114,100,000","116,000,000","107,600,000","103,900,000","105,600,000","107,700,000","96,000,000","94,200,000","92,800,000","94,400,000","94,600,000","48,500,000","47,900,000","48,300,000"
			RawMaterials,"129,015,000","122,604,000","105,431,000","97,516,000","79,981,000","81,220,000","80,206,000","89,168,000","85,452,000","93,778,000","94,322,000","97,546,000","88,786,000","92,654,000","90,695,000","87,466,000","84,492,000","81,312,000","77,584,000","75,909,000","74,716,000","69,564,000","72,303,000","72,858,000","74,968,000","75,999,000","78,770,000","66,340,000","62,513,000","69,936,000","55,571,000","57,537,000","55,072,000","56,999,000","56,638,000","55,729,000","52,900,000","58,095,000","61,186,000","60,334,000","59,252,000","51,563,000","50,415,000","49,037,000","44,769,000","49,377,000","48,672,000","45,478,000","42,340,000","39,492,000","42,360,000","46,011,000","49,697,000","52,156,000","47,062,000","47,608,000","48,640,000","51,360,000","50,445,000","48,322,000","45,006,000","50,878,000","47,917,000","43,566,000","41,134,000","40,768,000","39,716,000","41,767,000","42,283,000","44,323,000","38,268,000","36,401,000","34,657,000","38,237,000","37,746,000","39,266,000","42,707,000","46,732,000","48,626,000","48,566,000","48,477,000","55,345,000","56,251,000","59,970,000",,,,,,,,,,,,,,,,,,,,,
			WorkInProcess,"28,093,000","38,655,000","30,984,000","29,404,000","23,067,000","22,615,000","22,761,000","22,223,000","25,876,000","24,819,000","29,681,000","30,978,000","32,547,000","38,352,000","42,812,000","40,543,000","43,140,000","40,220,000","41,742,000","41,427,000","39,117,000","20,090,000","21,089,000","19,515,000","18,877,000","18,588,000","19,256,000","18,974,000","16,893,000","15,736,000","15,012,000","13,410,000","12,338,000","16,011,000","17,102,000","15,832,000","10,813,000","11,579,000","18,216,000","19,314,000","18,952,000","16,209,000","14,334,000","15,996,000","15,175,000","15,717,000","15,579,000","13,209,000","10,774,000","11,332,000","12,229,000","10,616,000","12,497,000","14,858,000","12,483,000","11,177,000","10,454,000","12,350,000","12,162,000","11,622,000","9,050,000","11,827,000","13,258,000","13,576,000","12,199,000","11,872,000","12,482,000","11,941,000","10,238,000","11,445,000","12,090,000","11,953,000","10,169,000","12,254,000","11,646,000","10,399,000","10,361,000","17,461,000","17,535,000","17,464,000","13,735,000","15,870,000","16,946,000","18,291,000",,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,"36,661,000","35,919,000","31,660,000","31,536,000","27,201,000","27,790,000","28,107,000","33,350,000","33,216,000","35,204,000","36,686,000","39,961,000","40,523,000","34,155,000","39,534,000","41,792,000","40,321,000","38,420,000","35,233,000","33,039,000","33,666,000","35,272,000","38,528,000","41,489,000","41,517,000","42,327,000","45,441,000","43,236,000","41,807,000","40,137,000","47,623,000","49,934,000","49,649,000","52,310,000","52,454,000","49,537,000","50,722,000","52,793,000","54,115,000","50,037,000","49,315,000","56,238,000","48,844,000","49,535,000","47,329,000","51,214,000","48,041,000","41,117,000","44,585,000","54,698,000","56,963,000","59,117,000","59,896,000","59,167,000","47,472,000","46,451,000","44,102,000","43,821,000","43,517,000","39,014,000","36,606,000","37,116,000","36,866,000","35,916,000","33,424,000","34,181,000","36,392,000","36,568,000","35,800,000","35,682,000","32,884,000","30,237,000","31,205,000","33,391,000","31,701,000","33,229,000","33,072,000","34,620,000","31,979,000","34,386,000","34,417,000","37,632,000","38,581,000","38,692,000",,,,,,,,,,,,,,,,,,,,,
			InventoriesAdjustmentsAllowances,"-21,630,000","-22,079,000","-20,150,000","-19,798,000","-18,761,000","-18,179,000","-18,979,000","-20,169,000","-17,171,000","-18,352,000","-18,262,000","-17,517,000","-15,593,000","-15,445,000","-14,728,000","-14,139,000","-15,067,000","-15,255,000","-15,227,000","-15,081,000","-16,856,000","-15,795,000","-15,728,000","-14,987,000","-17,313,000","-18,017,000","-17,687,000","-17,658,000","-18,026,000","-18,388,000","-18,144,000","-18,222,000","-19,483,000","-20,162,000","-19,802,000","-19,647,000","-20,246,000","-20,936,000","-21,466,000","-20,439,000","-19,464,000","-19,722,000","-18,278,000","-18,140,000","-17,242,000","-18,157,000","-17,685,000","-17,842,000","-17,877,000","-19,826,000","-20,252,000","-20,801,000","-21,469,000","-19,331,000","-17,785,000","-16,165,000","-14,864,000","-15,919,000","-15,311,000","-13,794,000","-13,483,000","-13,507,000","-12,137,000","-12,033,000","-11,912,000","-11,743,000","-10,953,000","-10,630,000","-10,695,000","-10,204,000","-8,392,000","-7,430,000","-6,912,000","-7,752,000","-7,706,000","-7,646,000","-7,527,000","-7,437,000","-7,039,000","-6,659,000","-6,973,000","-7,754,000","-7,617,000","-6,969,000",,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"31,545,000","33,449,000","28,926,000","31,696,000","22,763,000","18,850,000","18,124,000","19,662,000","17,180,000","16,890,000","16,711,000","15,885,000","16,075,000","16,577,000","17,020,000","16,805,000","16,582,000","17,773,000","16,766,000","19,615,000","21,147,000","16,293,000","14,239,000","16,243,000","19,265,000","24,241,000","26,505,000","25,347,000","27,255,000","24,267,000","22,196,000","22,668,000","23,444,000","19,639,000","19,082,000","21,005,000","17,905,000","9,111,000","13,662,000","12,593,000","10,449,000","11,563,000","12,892,000","14,649,000","14,294,000","12,533,000","19,535,000","17,154,000","16,014,000","16,647,000","16,842,000","21,076,000","18,115,000","24,814,000","24,796,000","32,610,000","17,532,000","17,753,000","16,896,000","17,741,000","18,029,000","17,270,000","18,216,000","17,623,000","15,676,000","13,883,000","14,317,000","14,047,000","14,198,000","12,741,000","14,156,000","16,605,000","15,486,000","13,616,000","13,448,000","12,571,000","10,819,000","10,277,000","10,423,000","11,056,000","8,543,000","7,357,000","6,734,000","5,900,000","5,655,000",,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,415,000","2,490,000","2,570,000","2,790,000","2,786,000","2,884,000","1,800,000","1,800,000","2,300,000","2,411,000","2,300,000","25,787,000","3,000","4,112,000","4,733,000","4,270,000","14,421,000","15,302,000","15,949,000","15,453,000","35,800,000","17,500,000","17,300,000","16,300,000","14,400,000","15,700,000","17,300,000","20,400,000","17,200,000","28,100,000","26,200,000","28,700,000","20,600,000","1,800,000","1,700,000","1,800,000"
	TotalNonCurrentAssets,"1,219,118,000","1,230,347,000","1,178,362,000","1,198,454,000","708,590,000","733,287,000","722,619,000","709,655,000","710,526,000","718,120,000","710,284,000","732,415,000","698,983,000","714,741,000","738,891,000","748,138,000","782,151,000","780,553,000","793,710,000","787,089,000","772,893,000","473,797,000","483,257,000","486,096,000","500,315,000","494,261,000","495,443,000","291,798,000","292,295,000","289,068,000","263,061,000","267,520,000","272,122,000","265,350,000","262,106,000","260,265,000","252,889,000","214,453,000","213,135,000","213,802,000","218,788,000","214,318,000","214,229,000","218,564,000","216,664,000","210,260,000","245,315,000","246,431,000","251,475,000","258,738,000","262,865,000","257,580,000","253,524,000","343,574,000","292,231,000","293,905,000","301,268,000","300,746,000","304,090,000","303,803,000","309,456,000","309,905,000","312,194,000","320,107,000","322,138,000","276,093,000","277,391,000","279,189,000","281,746,000","280,385,000","278,799,000","281,943,000","285,333,000","299,164,000","301,074,000","302,671,000","301,235,000","294,213,000","294,120,000","305,418,000","304,975,000","425,022,000","431,881,000","437,359,000","442,808,000","449,104,000","453,574,000","456,021,000","460,650,000","472,000,000","476,800,000","481,100,000","480,900,000","468,200,000","468,300,000","478,700,000","479,700,000","336,200,000","337,900,000","340,000,000","341,800,000","303,000,000","92,700,000","90,700,000","89,700,000"
		NetPPE,"97,926,000","98,219,000","97,117,000","99,597,000","74,753,000","72,304,000","72,782,000","76,662,000","79,473,000","81,117,000","82,674,000","85,085,000","87,303,000","88,656,000","102,255,000","104,456,000","113,079,000","111,815,000","113,104,000","112,696,000","113,028,000","99,163,000","102,209,000","101,948,000","104,790,000","100,255,000","99,280,000","92,207,000","91,127,000","85,466,000","76,122,000","77,558,000","78,687,000","72,063,000","69,112,000","67,091,000","65,698,000","60,765,000","59,842,000","60,093,000","61,709,000","61,228,000","60,844,000","60,095,000","59,360,000","57,673,000","55,923,000","55,616,000","57,106,000","60,243,000","61,268,000","61,913,000","62,102,000","61,404,000","52,973,000","53,374,000","58,414,000","56,684,000","56,266,000","55,265,000","55,231,000","55,210,000","54,542,000","55,661,000","55,132,000","53,198,000","54,532,000","55,946,000","57,237,000","56,350,000","56,447,000","57,392,000","58,773,000","62,364,000","63,639,000","67,087,000","67,295,000","67,437,000","68,277,000","69,918,000","70,742,000","79,593,000","82,146,000","83,283,000","85,272,000","87,090,000","88,149,000","86,100,000","87,297,000","87,700,000","90,100,000","90,400,000","90,000,000","82,300,000","80,700,000","81,100,000","81,900,000","63,500,000","62,800,000","63,200,000","63,900,000","59,500,000","31,800,000","31,100,000","30,900,000"
			GrossPPE,"327,200,000",,,,"288,077,000",,,,"286,005,000",,,,"287,222,000",,,,"338,507,000",,,,"280,233,000",,,,"261,953,000",,,,"217,056,000",,,,"196,911,000",,,,"174,370,000",,,,"165,483,000",,,,"158,972,000",,,,"157,207,000",,,,"154,459,000","153,088,000","144,657,000","145,058,000","150,098,000","142,902,000","142,484,000","141,483,000","141,449,000","142,618,000","141,950,000","143,069,000","142,540,000","136,371,000","137,705,000","139,119,000","140,410,000","133,990,000","134,087,000","135,032,000","136,413,000","141,665,000","142,940,000","146,388,000","146,596,000","136,854,000","143,133,000","149,072,000","140,159,000","145,206,000","147,759,000","148,896,000","150,885,000","146,136,000","147,195,000","142,113,000","140,184,000","139,300,000","138,600,000","135,700,000","132,000,000","113,200,000","111,600,000","114,800,000","112,800,000","92,500,000","89,600,000","87,800,000","86,300,000","79,400,000","49,800,000","47,900,000","46,600,000"
				Properties,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,"5,610,000",,,,"4,787,000",,,,"4,985,000",,,,"5,105,000",,,,"7,031,000",,,,"6,585,000",,,,"4,583,000",,,,"3,238,000",,,,"3,428,000",,,,"3,574,000",,,,"4,009,000",,,,"4,670,000",,,,"4,804,000",,,,"4,172,000",,,,"4,503,000",,,,"5,036,000",,,,"4,564,000",,,,"5,183,000",,,,"5,554,000",,,,"5,745,000",,,,"5,812,000",,,,"6,643,000",,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,"57,549,000",,,,"39,941,000",,,,"39,930,000",,,,"39,121,000",,,,"42,330,000",,,,"41,536,000",,,,"42,864,000",,,,"35,633,000",,,,"25,143,000",,,,"25,377,000",,,,"25,449,000",,,,"27,451,000",,,,"28,621,000",,,,"25,169,000",,,,"32,656,000",,,,"29,657,000",,,,"33,755,000",,,,"33,991,000",,,,"32,541,000",,,,"34,036,000",,,,"31,472,000",,,,"36,842,000",,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,"249,793,000",,,,"229,161,000",,,,"228,140,000",,,,"230,754,000",,,,"275,685,000",,,,"221,569,000",,,,"204,043,000",,,,"164,843,000",,,,"150,449,000",,,,"129,117,000",,,,"127,656,000",,,,"119,653,000",,,,"121,447,000",,,,"120,293,000",,,,"110,192,000",,,,"104,479,000",,,,"102,485,000",,,,"99,147,000",,,,"96,809,000",,,,"103,782,000",,,,"99,198,000",,,,"104,588,000",,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,"14,248,000",,,,"14,188,000",,,,"12,950,000",,,,"12,242,000",,,,"13,461,000",,,,"10,543,000",,,,"10,463,000",,,,"13,342,000",,,,"17,891,000",,,,"16,302,000",,,,"8,369,000",,,,"7,198,000",,,,"2,335,000",,,,"4,825,000",,,,"2,747,000",,,,"2,277,000",,,,"1,736,000",,,,"2,089,000",,,,"1,509,000",,,,"3,033,000",,,,"3,677,000",,,,"2,812,000",,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-229,274,000",,,,"-213,324,000",,,,"-206,532,000",,,,"-199,919,000",,,,"-225,428,000",,,,"-167,205,000",,,,"-157,163,000",,,,"-125,929,000",,,,"-118,224,000",,,,"-108,672,000",,,,"-103,774,000",,,,"-99,612,000",,,,"-100,101,000",,,,"-92,357,000","-91,684,000","-91,684,000","-91,684,000","-91,684,000","-86,218,000","-86,218,000","-86,218,000","-86,218,000","-87,408,000","-87,408,000","-87,408,000","-87,408,000","-83,173,000","-83,173,000","-83,173,000","-83,173,000","-77,640,000","-77,640,000","-77,640,000","-77,640,000","-79,301,000","-79,301,000","-79,301,000","-79,301,000","-69,417,000","-74,856,000","-79,154,000","-69,417,000","-65,613,000","-65,613,000","-65,613,000","-65,613,000","-59,046,000","-59,046,000","-56,013,000","-52,887,000","-51,600,000","-48,500,000","-45,300,000","-42,000,000","-30,900,000","-30,900,000","-33,700,000","-30,900,000","-29,000,000","-26,800,000","-24,600,000","-22,400,000","-19,900,000","-18,000,000","-16,800,000","-15,700,000"
