name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997
OperatingCashFlow,"2,760,913,000","818,968,000","723,899,000","630,816,000","587,230,000","262,191,000","137,951,000","151,790,000","486,010,000","211,281,000","409,062,000","444,202,000","361,473,000","181,553,000","491,061,000","420,440,000","326,033,000","177,935,000","192,001,000","226,148,000","81,008,000","240,449,000","209,558,000","196,340,000","157,972,000","288,899,000","330,186,000","164,378,000","309,212,000","234,707,000","319,581,000","249,224,000","76,014,000","-27,247,000","66,484,000","183,266,000","32,715,000","29,710,000","206,308,000","117,366,000","100,602,000","21,421,000","93,958,000","222,463,000","165,997,000","3,937,000","-12,206,000","89,420,000","19,351,000","72,742,000","22,513,000","136,682,000","71,666,000","214,695,000","429,178,000","77,235,000","55,291,000","213,596,000","79,836,000","250,199,000","-50,267,000","148,435,000","108,104,000","138,712,000","22,104,000","136,032,000","91,997,000","144,658,000","19,126,000","54,975,000","40,815,000","153,022,000","43,417,000","10,665,000","29,809,000","39,453,000","33,677,000","24,667,000","5,879,000","43,514,000","33,140,000","32,489,000","14,132,000","29,770,000","5,507,000","17,964,000","52,902,000","29,383,000","-7,960,000","28,467,000","49,300,000","11,000,000","21,400,000","33,100,000","-22,700,000","-17,600,000","-15,900,000","5,100,000","22,500,000","14,700,000","10,500,000","38,000,000"
	CashFlowFromContinuingOperatingActivities,"2,760,913,000","818,968,000","723,899,000","630,816,000","587,230,000","262,191,000","137,951,000","151,790,000","486,010,000","211,281,000","409,062,000","444,202,000","361,473,000","181,553,000","491,061,000","420,440,000","326,033,000","177,935,000","192,001,000","226,148,000","81,008,000","240,449,000","209,558,000","196,340,000","157,972,000","288,899,000","330,186,000","164,378,000","309,212,000","234,707,000","319,581,000","249,224,000","76,014,000","-27,247,000","66,484,000","183,266,000","32,715,000","29,710,000","206,308,000","117,366,000","100,602,000","21,421,000","93,958,000","222,463,000","165,997,000","3,937,000","-12,206,000","89,420,000","19,351,000","72,742,000","22,513,000","136,682,000","71,666,000","214,695,000","429,178,000","77,235,000","55,291,000","213,596,000","79,836,000","250,199,000","-50,267,000","148,435,000","108,104,000","138,712,000","22,104,000","136,032,000","91,997,000","144,658,000","19,126,000","54,975,000","40,815,000","153,022,000","43,417,000","10,665,000","29,809,000","39,453,000","33,677,000","24,667,000","5,879,000","43,514,000","33,140,000","32,489,000","14,132,000","29,770,000","5,507,000","17,964,000","52,902,000","29,383,000","-7,960,000","28,467,000","49,300,000","11,000,000","21,400,000","33,100,000","-22,700,000","-17,600,000","-15,900,000","5,100,000","22,500,000","14,700,000","10,500,000","38,000,000"
		NetIncomeFromContinuingOperations,"3,915,413,000","1,107,354,000","1,095,697,000","1,000,159,000","712,203,000","438,755,000","196,950,000","104,277,000","78,765,000","190,836,000","123,719,000","152,608,000","196,746,000","204,827,000","269,852,000","397,906,000","362,572,000","225,475,000","303,171,000","151,012,000","152,947,000","198,666,000","3,832,000","154,413,000","140,443,000","61,318,000","-256,316,000","58,867,000","25,325,000","26,954,000","-96,046,000","87,657,000","66,341,000","33,698,000","47,901,000","51,090,000","23,273,000","41,252,000","55,094,000","6,105,000","39,305,000","41,777,000","25,779,000","39,857,000","95,826,000","104,230,000","4,058,000","15,355,000","46,797,000","64,969,000","26,651,000","69,018,000","-15,991,000","-87,862,000","-82,673,000","193,008,000","210,494,000","142,557,000","97,870,000","100,590,000","93,942,000","102,164,000","105,066,000","118,723,000","96,869,000","76,049,000","64,937,000","45,408,000","50,663,000","60,777,000","82,446,000","113,614,000","67,292,000","31,962,000","16,749,000","9,191,000","5,430,000","15,778,000","29,378,000","29,131,000","17,728,000","1,640,000","-5,314,000","2,122,000","1,953,000","4,383,000","7,104,000","12,383,000","19,059,000","15,249,000","13,800,000","10,500,000","12,100,000","3,000,000","8,100,000","8,500,000","7,500,000","7,600,000","8,400,000","13,000,000","15,600,000","14,600,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,,,,"161,000","1,035,000","-18,000","3,125,000","655,000","998,000","4,985,000","126,000","-662,000","3,456,000","2,641,000","138,000","1,739,000","588,000","-1,383,000","1,074,000","-152,000","326,000","-739,000","-7,722,000","3,701,000","139,000","-43,000","-115,000","-176,000","550,000","956,000","1,862,000","-276,000","-475,000","-272,000","2,864,000","27,000","-252,000","489,000","434,000","206,000","-88,000","-387,000","-367,000","68,000","332,000","285,000","180,000","-87,000","-1,031,000","119,000","253,000","1,032,000","592,000","794,000","-14,274,000","86,000","24,000","-651,000","2,230,000","-193,000","-26,000","3,500,000","6,055,000","-2,441,000","666,000","-3,558,000","577,000","-355,000","-562,000","2,789,000",,,,,,,,,"3,300,000","0","-200,000","-100,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,"161,000","1,035,000","-18,000","3,125,000","655,000","998,000","4,985,000","126,000","-662,000","3,456,000","2,641,000","138,000","1,739,000","588,000","-1,383,000","1,074,000","-152,000","326,000","-739,000","-7,722,000","3,701,000","139,000","-43,000","-115,000","-176,000","550,000","956,000","1,862,000","-276,000","-475,000","-272,000",,"27,000","-252,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,580,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"348,280,000","87,546,000","86,280,000","87,407,000","87,047,000","86,919,000","85,057,000","81,752,000","78,721,000","80,259,000","80,527,000","79,470,000","80,911,000","80,174,000","80,560,000","81,383,000","79,120,000","76,135,000","74,931,000","75,210,000","73,801,000","75,057,000","73,139,000","74,190,000","74,795,000","73,985,000","73,289,000","74,211,000","74,273,000","72,822,000","81,359,000","65,957,000","58,441,000","57,568,000","58,839,000","58,202,000","56,826,000","57,061,000","55,189,000","58,953,000","55,502,000","55,572,000","55,642,000","55,962,000","56,257,000","54,746,000","55,750,000","57,278,000","55,398,000","56,272,000","54,783,000","51,915,000","57,765,000","56,963,000","52,599,000","55,359,000","47,582,000","53,212,000","42,040,000","33,852,000","32,979,000","29,265,000","27,519,000","29,773,000","32,603,000","24,917,000","23,397,000","25,059,000","21,579,000","21,830,000","20,606,000","21,735,000","23,629,000","18,779,000","18,719,000","17,472,000","16,643,000","16,276,000","15,647,000","15,716,000","14,247,000","13,833,000","11,189,000","11,777,000","12,277,000","11,551,000","11,220,000","10,866,000","11,454,000","11,903,000","10,700,000","10,200,000","10,200,000","8,200,000","8,000,000","8,500,000","7,200,000","7,000,000","6,400,000","6,100,000","5,900,000","5,700,000"
			DepreciationAndAmortization,"348,280,000","87,546,000","86,280,000","87,407,000","87,047,000","86,919,000","85,057,000","81,752,000","78,721,000","80,259,000","80,527,000","79,470,000","80,911,000","80,174,000","80,560,000","81,383,000","79,120,000","76,135,000","74,931,000","75,210,000","73,801,000","75,057,000","73,139,000","74,190,000","74,795,000","73,985,000","73,289,000","74,211,000","74,273,000","72,822,000","81,359,000","65,957,000","58,441,000","57,568,000","58,839,000","58,202,000","56,826,000","57,061,000","55,189,000","58,953,000","55,502,000","55,572,000","55,642,000","55,962,000","56,257,000","54,746,000","55,750,000","57,278,000","55,398,000","56,272,000","54,783,000","51,915,000","57,765,000","56,963,000","52,599,000","55,359,000","47,582,000","53,212,000","42,040,000","33,852,000","32,979,000","29,265,000","27,519,000","29,773,000","32,603,000","24,917,000","23,397,000","25,059,000","21,579,000","21,830,000","20,606,000","21,735,000","23,629,000","18,779,000","18,719,000","17,472,000","16,643,000","16,276,000","15,647,000","15,716,000","14,247,000","13,833,000","11,189,000","11,777,000","12,277,000","11,551,000","11,220,000","10,866,000","11,454,000","11,903,000","10,700,000","10,200,000","10,200,000","8,200,000","8,000,000","8,500,000","7,200,000","7,000,000","6,400,000","6,100,000","5,900,000","5,700,000"
		DeferredTax,"257,895,000","2,632,000","133,533,000","71,008,000","50,722,000","66,744,000","16,859,000","10,388,000","14,634,000","5,927,000","16,769,000","11,311,000","11,550,000","12,091,000","16,390,000","23,899,000","11,993,000","9,545,000","-153,748,000","3,284,000","6,849,000","7,716,000","-33,000","18,478,000","18,314,000","17,087,000","-145,537,000","13,130,000","16,367,000","16,717,000","-17,254,000","-3,417,000","-280,000","-4,091,000","-871,000","9,861,000","10,812,000","10,935,000","64,000","34,633,000","10,634,000","9,197,000","5,355,000","7,118,000","9,028,000","12,935,000","24,477,000","2,735,000","10,417,000","8,468,000","70,763,000","8,341,000","5,797,000","7,695,000","34,938,000","-2,047,000","-6,872,000","-973,000","14,321,000","-561,000","-797,000","-321,000","8,253,000","-2,997,000","-5,862,000","128,000","8,364,000","-602,000","1,435,000","13,033,000","40,533,000","34,273,000","20,930,000","11,668,000","7,915,000","9,491,000","6,186,000","5,244,000","11,367,000","7,427,000","8,395,000","-1,704,000","1,089,000","-1,784,000","-1,207,000","894,000","3,772,000","7,235,000","4,690,000","4,689,000","4,900,000","2,800,000","10,000,000","-2,600,000","7,900,000","3,500,000","-5,500,000","4,100,000","-3,300,000","-4,500,000","-1,000,000","2,500,000"
			DeferredIncomeTax,"257,895,000","2,632,000","133,533,000","71,008,000","50,722,000","66,744,000","16,859,000","10,388,000","14,634,000","5,927,000","16,769,000","11,311,000","11,550,000","12,091,000","16,390,000","23,899,000","11,993,000","9,545,000","-153,748,000","3,284,000","6,849,000","7,716,000","-33,000","18,478,000","18,314,000","17,087,000","-145,537,000","13,130,000","16,367,000","16,717,000","-17,254,000","-3,417,000","-280,000","-4,091,000","-871,000","9,861,000","10,812,000","10,935,000","64,000","34,633,000","10,634,000","9,197,000","5,355,000","7,118,000","9,028,000","12,935,000","24,477,000","2,735,000","10,417,000","8,468,000","70,763,000","8,341,000","5,797,000","7,695,000","34,938,000","-2,047,000","-6,872,000","-973,000","14,321,000","-561,000","-797,000","-321,000","8,253,000","-2,997,000","-5,862,000","128,000","8,364,000","-602,000","1,435,000","13,033,000","40,533,000","34,273,000","20,930,000","11,668,000","7,915,000","9,491,000","6,186,000","5,244,000","11,367,000","7,427,000","8,395,000","-1,704,000","1,089,000","-1,784,000","-1,207,000","894,000","3,772,000","7,235,000","4,690,000","4,689,000","4,900,000","2,800,000","10,000,000","-2,600,000","7,900,000","3,500,000","-5,500,000","4,100,000","-3,300,000","-4,500,000","-1,000,000","2,500,000"
		AssetImpairmentCharge,,,"0",,,,"19,409,000",,,,,,,,,,,,"0",,,,"132,839,000",,,,"428,500,000",,,,"260,000,000","0","0",,"0","0","308,000",,"356,000","7,894,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"57,194,000","16,519,000","20,950,000","9,917,000","9,808,000","17,040,000","18,748,000","9,486,000","9,520,000","17,844,000","14,402,000","8,841,000","9,080,000","15,308,000","14,457,000","7,978,000","8,041,000","12,841,000","11,639,000","6,875,000","6,380,000","11,303,000","10,091,000","5,924,000","7,236,000","8,405,000","2,372,000","5,332,000","6,357,000","8,543,000","-1,556,000","5,104,000","4,700,000","5,768,000","5,892,000","2,515,000","2,344,000","4,753,000","3,018,000","738,000","2,602,000","6,123,000","5,928,000","3,833,000","3,812,000","3,710,000","4,964,000","3,626,000","3,329,000","2,769,000","2,810,000","2,887,000","3,313,000","8,579,000",,"3,293,000","2,754,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
