name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
TotalRevenue,"116,937,000","40,827,000","38,995,000","16,882,000","20,233,000","13,682,000","40,783,000","11,747,000","11,600,000","11,546,000","19,450,000","17,674,000","10,087,000","10,053,000"
	OperatingRevenue,"116,937,000","40,827,000","41,988,000","13,889,000","20,233,000","13,682,000","40,783,000","11,747,000","11,600,000","11,546,000","19,450,000","17,674,000","10,087,000","10,053,000"
OperatingExpense,"483,165,000","115,305,000","156,198,000","103,497,000","109,488,000","93,231,000","97,215,000","78,981,000","67,632,000","56,867,000","79,837,000","48,369,000","39,277,000","25,031,000"
	SellingGeneralAndAdministration,"161,281,000","33,959,000","69,953,000","31,338,000","26,031,000","22,159,000","33,353,000","15,325,000","14,065,000","9,975,000","15,422,000","6,452,000","6,637,000","3,861,000"
		GeneralAndAdministrativeExpense,"50,854,000","12,657,000","17,142,000","11,806,000","9,249,000","8,742,000","9,171,000","6,038,000","4,508,000","3,430,000","2,048,000","1,992,000","1,607,000","1,105,000"
			OtherGandA,"50,854,000","12,657,000","17,142,000","11,806,000","9,249,000","8,742,000","9,171,000","6,038,000","4,508,000","3,430,000","2,048,000","1,992,000","1,607,000","1,105,000"
		SellingAndMarketingExpense,"110,427,000","21,302,000","52,811,000","19,532,000","16,782,000","13,417,000","24,182,000","9,287,000","9,557,000","6,545,000","13,374,000","4,460,000","5,030,000","2,756,000"
	ResearchAndDevelopment,"323,620,000","81,346,000","86,503,000","72,314,000","83,457,000","71,072,000","66,934,000","63,656,000","53,567,000","48,003,000","66,097,000","41,917,000","32,640,000","21,289,000"
	OtherOperatingExpenses,,,"-258,000","-155,000",,,,,,"-1,111,000",,,,"-119,000"
OperatingIncome,"-366,228,000","-74,478,000","-117,203,000","-86,615,000","-89,255,000","-79,549,000","-56,432,000","-67,234,000","-56,032,000","-45,321,000","-60,387,000","-30,695,000","-29,190,000","-14,978,000"
NetNonOperatingInterestIncomeExpense,"-885,000","-994,000","-179,000","113,000","-52,000","-38,000","2,890,000","-90,000","-88,000","-3,142,000","4,497,000","-82,000","-19,000","1,715,000"
	InterestIncomeNonOperating,,,"423,000","321,000",,,,,,"849,000",,,,"1,753,000"
	InterestExpenseNonOperating,"1,856,000","994,000","602,000","208,000","52,000","38,000","-3,974,000","90,000","88,000","3,991,000","84,000","82,000","19,000","38,000"
OtherIncomeExpense,"20,717,000","34,385,000","29,048,000","-38,890,000","-2,276,000","-1,312,000","-4,213,000","270,000","-78,756,000","526,000","-5,792,000","2,985,000","743,000","833,000"
	GainOnSaleOfSecurity,,"34,900,000","31,160,000","-35,760,000","-1,600,000",,,,,"571,000",,,,"980,000"
	OtherNonOperatingIncomeExpenses,"-7,983,000","-515,000","-2,112,000","-3,130,000","-676,000","-1,312,000","-4,326,000","270,000","-78,756,000","-45,000","-6,516,000","2,985,000","743,000","-147,000"
PretaxIncome,"-346,396,000","-41,087,000","-88,334,000","-125,392,000","-91,583,000","-80,899,000","-57,755,000","-67,054,000","-134,876,000","-47,937,000","-61,682,000","-27,792,000","-28,466,000","-12,430,000"
TaxProvision,"1,000","0","0","0","1,000","0","72,000","-508,000","0","-3,709,000","2,261,000","5,000","336,000","0"
NetIncomeCommonStockholders,"-346,397,000","-41,087,000","-88,334,000","-125,392,000","-91,584,000","-80,899,000","-57,827,000","-66,546,000","-134,876,000","-44,228,000","-63,943,000","-27,797,000","-28,802,000","-12,430,000"
	NetIncome,"-346,397,000","-41,087,000","-88,334,000","-125,392,000","-91,584,000","-80,899,000","-57,827,000","-66,546,000","-134,876,000","-44,228,000","-63,943,000","-27,797,000","-28,802,000","-12,430,000"
		NetIncomeIncludingNoncontrollingInterests,"-346,397,000","-41,087,000","-88,334,000","-125,392,000","-91,584,000","-80,899,000","-57,827,000","-66,546,000","-134,876,000","-44,228,000","-63,943,000","-27,797,000","-28,802,000","-12,430,000"
			NetIncomeContinuousOperations,"-346,397,000","-41,087,000","-88,334,000","-125,392,000","-91,584,000","-80,899,000","-57,827,000","-66,546,000","-134,876,000","-44,228,000","-63,943,000","-27,797,000","-28,802,000","-12,430,000"
DilutedNIAvailtoComStockholders,"-346,397,000","-41,087,000","-88,334,000","-125,392,000","-91,584,000","-80,899,000","-57,827,000","-66,546,000","-134,876,000","-44,228,000","-63,943,000","-27,797,000","-28,802,000","-12,430,000"
BasicEPS,,"-0.26","-0.6",,"-0.66","-0.6","-0.44","-0.5","-1.26","-0.44",,"-0.277","-0.287","-0.124"
DilutedEPS,,"-0.26","-0.6",,"-0.66","-0.6","-0.44","-0.5","-1.26","-0.44",,"-0.277","-0.287","-0.124"
BasicAverageShares,,"154,349,517","146,599,516",,"138,508,400","133,146,956","132,360,294","132,164,315","107,775,944","100,212,178",,"100,212,178","100,212,178","100,212,178"
DilutedAverageShares,,"154,349,517","146,599,516",,"138,508,400","133,146,956","132,360,294","132,164,315","107,775,944","100,212,178",,"100,212,178","100,212,178","100,212,178"
TotalExpenses,"483,165,000","115,305,000","156,198,000","103,497,000","109,488,000","93,231,000","97,215,000","78,981,000","67,632,000","56,867,000","79,837,000","48,369,000","39,277,000","25,031,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-346,397,000","-41,087,000","-88,334,000","-125,392,000","-91,584,000","-80,899,000","-57,827,000","-66,546,000","-134,876,000","-44,228,000","-63,943,000","-27,797,000","-28,802,000","-12,430,000"
NormalizedIncome,"-363,617,000","-75,987,000","-119,494,000","-89,632,000","-90,416,000","-80,899,000","-57,827,000","-66,546,000","-134,876,000","-44,754,820.368","-63,943,000","-27,797,000","-28,802,000","-13,390,400"
InterestIncome,,,"423,000","321,000",,,,,,"849,000",,,,"1,753,000"
