name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
TotalRevenue,"595,765,000","136,227,000","183,278,000","155,252,000","121,008,000","87,591,000","95,494,000","87,524,000","74,206,000","98,336,000","108,706,000","103,776,000","83,550,000","93,464,000","112,186,000","92,263,000","86,157,000","76,916,000","74,918,000","51,161,000","45,370,000","38,249,000","43,885,000","38,887,000","31,874,000","20,942,000","34,954,000","49,995,000","34,591,000","34,419,000","55,702,000","44,699,000","52,364,000","63,990,000","81,785,000","59,433,000","45,760,000","40,486,000","49,247,000","54,431,000","62,931,000","59,844,000","97,143,000","94,312,000","99,330,000","101,429,000","130,649,000","118,020,000","105,337,000","94,681,000","96,230,000","92,949,000","93,701,000","96,650,000","101,572,000","107,557,000","104,572,000","91,669,000","65,690,000","45,630,000","36,847,000","37,220,000","35,716,000","32,642,000","32,303,000","32,572,000","33,385,000","31,172,000","30,950,000","21,399,000"
	OperatingRevenue,"595,765,000","136,227,000","183,278,000","155,252,000","121,008,000","87,591,000","95,494,000","87,524,000","74,206,000","98,336,000","108,706,000","103,776,000","83,550,000","93,464,000","112,186,000","92,263,000","86,157,000","76,916,000","74,918,000","51,161,000","45,370,000","38,249,000","43,885,000","38,887,000","31,874,000","20,942,000","34,954,000","49,995,000","34,591,000","34,419,000","55,702,000","44,699,000","52,364,000","63,990,000","81,785,000","59,433,000","45,760,000","40,486,000","49,247,000","54,431,000","62,931,000","59,844,000","97,143,000","94,312,000","99,330,000","101,429,000","130,649,000","118,020,000","105,337,000","94,681,000","96,230,000","92,949,000","93,701,000","96,650,000","101,572,000","107,557,000","104,572,000","91,669,000","65,690,000","45,630,000","36,847,000","37,220,000","35,716,000","32,642,000","32,303,000","32,572,000","33,385,000","31,172,000","30,950,000","21,399,000"
CostOfRevenue,"335,050,000","87,174,000","87,864,000","82,429,000","77,585,000","72,996,000","74,852,000","74,082,000","80,115,000","90,830,000","90,931,000","91,337,000","89,278,000","86,707,000","79,763,000","74,622,000","66,662,000","61,746,000","57,379,000","48,517,000","42,988,000","46,298,000","49,684,000","48,849,000","51,298,000","53,362,000","57,970,000","58,306,000","53,084,000","52,462,000","54,243,000","46,939,000","69,066,000","69,380,000","68,386,000","64,949,000","64,355,000","62,769,000","169,669,000","30,965,000","30,511,000","29,244,000","30,982,000","27,835,000","25,391,000","25,763,000","27,769,000","22,872,000","17,178,000","15,624,000","16,234,000","15,768,000","14,552,000","15,781,000","49,030,000","1,748,000","11,911,000","11,663,000","8,902,000","8,555,000","7,462,000","7,802,000","7,371,000","6,813,000","5,766,000","5,663,000","7,128,000","4,952,000","4,437,000","2,906,000"
GrossProfit,"260,715,000","49,053,000","95,414,000","72,823,000","43,423,000","14,595,000","20,642,000","13,442,000","-5,909,000","7,506,000","17,775,000","12,439,000","-5,728,000","6,757,000","32,423,000","17,641,000","19,495,000","15,170,000","17,539,000","2,644,000","2,382,000","-8,049,000","-5,799,000","-9,962,000","-19,424,000","-32,420,000","-23,016,000","-8,311,000","-18,493,000","-18,043,000","1,459,000","-2,240,000","-16,702,000","-5,390,000","13,399,000","-5,516,000","-18,595,000","-22,283,000","-120,422,000","23,466,000","32,420,000","30,600,000","66,161,000","66,477,000","73,939,000","75,666,000","102,880,000","95,148,000","88,159,000","79,057,000","79,996,000","77,181,000","79,149,000","80,869,000","52,542,000","105,809,000","92,661,000","80,006,000","56,788,000","37,075,000","29,385,000","29,418,000","28,345,000","25,829,000","26,537,000","26,909,000","26,257,000","26,220,000","26,513,000","18,493,000"
OperatingExpense,"29,460,000","6,960,000","8,050,000","7,290,000","7,159,000","7,566,000","6,558,000","6,854,000","7,195,000","7,621,000","8,120,000","8,029,000","7,684,000","8,250,000","8,454,000","7,061,000","8,460,000","7,166,000","7,564,000","7,772,000","7,623,000","6,890,000","16,467,000","10,153,000","13,671,000","12,855,000","10,104,000","26,983,000","26,491,000","20,324,000","21,189,000","15,196,000","9,850,000","15,376,000","9,367,000","7,871,000","8,480,000","8,191,000","-94,226,000","43,660,000","42,853,000","43,121,000","42,212,000","43,137,000","42,323,000","41,932,000","42,792,000","37,314,000","33,217,000","30,631,000","28,130,000","26,957,000","25,897,000","25,721,000","17,343,000","35,194,000","21,844,000","5,280,000","-8,407,000","11,968,000","10,878,000","7,157,000","9,806,000","9,089,000","9,191,000","9,213,000","9,421,000","7,664,000","7,081,000","7,478,000"
	SellingGeneralAndAdministration,"24,395,000","6,043,000","6,838,000","5,659,000","5,854,000","6,102,000","4,913,000","5,115,000","5,471,000","5,767,000","6,263,000","6,144,000","5,799,000","6,310,000","6,380,000","5,033,000","6,510,000","5,218,000","5,640,000","5,889,000","5,752,000","4,909,000","8,313,000","10,153,000","13,853,000","12,855,000","10,104,000","26,983,000","26,491,000","20,324,000","21,423,000","15,492,000","9,850,000","15,376,000","9,488,000","7,871,000","8,480,000","8,191,000","9,993,000","8,622,000","8,362,000","8,696,000","8,020,000","8,759,000","8,298,000","8,851,000","8,805,000","7,316,000","7,164,000","5,797,000","4,159,000","4,660,000","4,964,000","4,772,000","6,839,000","4,133,000","4,431,000","4,411,000","1,811,000","3,809,000","3,445,000","3,195,000","1,027,000","2,408,000","2,651,000","2,796,000","2,866,000","1,548,000","1,411,000","591,000"
		GeneralAndAdministrativeExpense,"24,395,000","6,043,000","6,838,000","5,659,000","5,854,000","6,102,000","4,913,000","5,115,000","5,471,000","5,767,000","6,263,000","6,144,000","5,799,000","6,310,000","6,380,000","5,033,000","6,510,000","5,218,000","5,640,000","5,889,000","5,752,000","4,909,000","8,313,000","10,153,000","13,853,000","12,855,000","10,104,000","26,983,000","26,491,000","20,324,000","21,423,000","15,492,000","9,850,000","15,376,000","9,488,000","7,871,000","8,480,000","8,191,000","9,993,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"24,395,000","6,043,000","6,838,000","5,659,000","5,854,000","6,102,000","4,913,000","5,115,000","5,471,000","5,767,000","6,263,000","6,144,000","5,799,000","6,310,000","6,380,000","5,033,000","6,510,000","5,218,000","5,640,000","5,889,000","5,752,000","4,909,000","8,313,000","10,153,000","13,853,000","12,855,000","10,104,000","26,983,000","26,491,000","20,324,000","21,423,000","15,492,000","9,850,000","15,376,000","9,488,000","7,871,000","8,480,000","8,191,000","9,993,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"72,824,000",,,,,,,,,"17,574,000","18,292,000","18,184,000","18,271,000","18,076,000","18,371,000","17,269,000","16,450,000","16,886,000","17,582,000","17,836,000","18,185,000","18,173,000","18,178,000","18,127,000","19,686,000","20,339,000","20,623,000","20,124,000","19,399,000","19,410,000","19,358,000","17,356,000","36,538,000","36,201,000","36,421,000","35,222,000","34,722,000","34,378,000","35,109,000","35,038,000","34,491,000","34,425,000","34,719,000","34,378,000","34,025,000","33,081,000","34,572,000","29,998,000","26,259,000","24,834,000","23,971,000","22,297,000","20,933,000","20,949,000","19,942,000","18,840,000","16,748,000","15,864,000","11,600,000","8,159,000","7,433,000","7,186,000","7,340,000","6,681,000","6,540,000","6,417,000","6,555,000","6,116,000","5,670,000","3,981,000"
		DepreciationAndAmortizationInIncomeStatement,"72,824,000",,,,,,,,,"17,574,000","18,292,000","18,184,000","18,271,000","18,076,000","18,371,000","17,269,000","16,450,000","16,886,000","17,582,000","17,836,000","18,185,000","18,173,000","18,178,000","18,127,000","19,686,000","20,339,000","20,623,000","20,124,000","19,399,000","19,410,000","19,358,000","17,356,000","36,538,000","36,201,000","36,421,000","35,222,000","34,722,000","34,378,000","35,109,000","35,038,000","34,491,000","34,425,000","34,719,000","34,378,000","34,025,000","33,081,000","34,572,000","29,998,000","26,259,000","24,834,000","23,971,000","22,297,000","20,933,000","20,949,000","19,942,000","18,840,000","16,748,000","15,864,000","11,600,000","8,159,000","7,433,000","7,186,000","7,340,000","6,681,000","6,540,000","6,417,000","6,555,000","6,116,000","5,670,000","3,981,000"
