name,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994
TotalAssets,"3,612,700,000","3,470,000,000","3,390,668,000","3,210,167,000","3,059,365,000","3,046,084,000","3,173,834,000","3,279,031,000","2,947,660,000","2,948,776,000","2,990,637,000","2,513,188,000","2,533,221,000","2,515,124,000","2,465,464,000","2,430,583,000","2,432,055,000","2,412,690,000","2,397,705,000","2,173,827,000","2,155,978,000","1,817,350,000","1,837,890,000","1,785,884,000","1,870,309,000","1,893,515,000","1,790,512,000","1,727,115,000","1,690,409,000","1,569,382,000","1,517,168,000","1,450,572,000","1,314,475,000","1,282,578,000","1,289,741,000","1,285,606,000","1,364,921,000","1,395,733,000","1,384,544,000","1,365,348,000","1,376,683,000","1,299,441,000","1,301,655,000","1,217,742,000","1,191,037,000","1,109,276,000","1,072,888,000","1,090,719,000","1,041,098,000","1,039,520,000","1,048,291,000","1,035,460,000","1,167,698,000","1,241,059,000","1,256,960,000","1,243,207,000","1,158,397,000","1,062,310,000","1,072,749,000","1,062,512,000","1,125,865,000","1,082,598,000","877,314,000","851,861,000","718,841,000","747,425,000","671,207,000","654,893,000","578,539,000","560,146,000","508,753,000","486,027,000","502,917,000","533,386,000","538,948,000","525,680,000","489,001,000","497,347,000","527,446,000","511,184,000","525,551,000","584,902,000","606,180,000","607,709,000","577,382,000","610,220,000","584,109,000","606,471,000","576,372,000","533,900,000","550,700,000","524,500,000","522,800,000","513,300,000","505,500,000","495,300,000","507,600,000","530,300,000","580,500,000","602,800,000","600,400,000","590,300,000","615,500,000","579,500,000","542,000,000","562,600,000","532,400,000","536,400,000","474,200,000","478,100,000","471,900,000","408,000,000"
	CurrentAssets,"1,867,800,000","1,598,500,000","1,695,613,000","1,571,715,000","1,450,723,000","1,487,688,000","1,636,889,000","1,704,329,000","1,236,241,000","1,328,530,000","1,395,962,000","1,331,171,000","1,301,786,000","1,294,827,000","1,342,779,000","1,336,769,000","1,343,423,000","1,345,662,000","1,300,449,000","1,174,144,000","1,248,976,000","896,129,000","864,279,000","914,466,000","963,050,000","910,105,000","840,871,000","785,303,000","791,557,000","701,050,000","722,127,000","738,081,000","618,372,000","602,375,000","589,575,000","558,898,000","586,677,000","575,633,000","522,915,000","569,212,000","586,270,000","526,610,000","564,290,000","469,750,000","466,860,000","372,138,000","408,071,000","396,891,000","342,138,000","322,308,000","365,176,000","304,308,000","383,158,000","428,145,000","441,093,000","423,670,000","393,027,000","394,131,000","375,422,000","363,052,000","403,925,000","371,631,000","423,666,000","432,328,000","274,011,000","313,623,000","317,952,000","372,380,000","303,958,000","294,242,000","246,324,000","219,048,000","243,725,000","216,063,000","226,679,000","201,130,000","170,105,000","167,045,000","160,780,000","184,391,000","188,020,000","214,858,000","222,435,000","238,436,000","322,801,000","196,831,000","206,542,000","248,357,000","206,059,000","194,200,000","217,800,000","194,100,000","204,200,000","197,000,000","179,000,000","168,900,000","181,500,000","209,200,000","170,000,000","116,800,000","106,200,000","125,200,000","146,600,000","122,700,000","109,000,000","153,100,000","126,200,000","154,000,000","122,400,000","105,000,000","99,200,000","63,400,000"
		CashCashEquivalentsAndShortTermInvestments,"586,800,000","410,800,000","646,769,000","628,200,000","593,499,000","724,547,000","833,745,000","735,258,000","169,899,000","253,602,000","329,684,000","359,625,000","341,500,000","462,797,000","530,655,000","589,969,000","586,008,000","591,406,000","611,466,000","465,413,000","545,752,000","233,790,000","222,679,000","214,440,000","283,541,000","197,633,000","172,930,000","122,783,000","145,512,000","118,958,000","184,916,000","198,492,000","143,929,000","81,226,000","97,435,000","31,606,000","55,637,000","41,284,000","53,571,000","44,915,000","40,666,000","20,855,000","50,222,000","34,302,000","99,089,000","49,247,000","98,864,000","116,595,000","67,907,000","65,393,000","76,187,000","17,024,000","41,066,000","18,765,000","5,957,000",,"6,434,000","6,685,000","20,808,000","28,319,000","6,169,000","14,359,000","142,894,000","186,660,000","51,665,000","100,695,000","73,204,000","67,288,000","12,063,000","16,305,000","12,110,000","13,793,000","4,247,000","51,212,000","75,700,000","73,100,000","59,240,000","57,488,000","58,777,000","66,455,000","49,544,000","68,518,000","77,299,000","39,257,000","11,283,000","5,610,000","12,819,000","9,953,000","35,833,000","16,900,000","77,200,000","46,800,000","26,400,000","35,700,000","41,900,000","36,400,000","35,300,000","55,000,000","14,400,000","4,700,000","5,200,000","14,400,000","6,100,000","5,800,000","9,400,000","3,900,000","10,400,000","8,600,000","8,500,000","39,900,000","50,200,000","3,600,000"
			CashAndCashEquivalents,"586,800,000","410,800,000","646,769,000","628,200,000","593,499,000","724,547,000","833,745,000","735,258,000","169,899,000","253,602,000","329,684,000","359,625,000","341,500,000","462,797,000","530,655,000","589,969,000","586,008,000","591,406,000","611,466,000","465,413,000","545,752,000","233,790,000","222,679,000","214,440,000","283,541,000","197,633,000","172,930,000","122,783,000","145,512,000","118,958,000","184,916,000","198,492,000","143,929,000","81,226,000","97,435,000","31,606,000","55,637,000","41,284,000","53,571,000","44,915,000","40,666,000","20,855,000","50,222,000","34,302,000","99,089,000","49,247,000","98,864,000","116,595,000","67,907,000","65,393,000","76,187,000","17,024,000","41,066,000","18,765,000","5,957,000",,"6,434,000","6,685,000","20,808,000","28,319,000","6,169,000","14,359,000","142,894,000","186,660,000","51,665,000","100,695,000","73,204,000","67,288,000","12,063,000","16,305,000","12,110,000","13,793,000","4,247,000","51,212,000","75,700,000","73,100,000","59,240,000","57,488,000","58,777,000","66,455,000","49,544,000","68,518,000","77,299,000","39,257,000","11,283,000","5,610,000","12,819,000","9,953,000","35,833,000","16,900,000","77,200,000","46,800,000","26,400,000","35,700,000","41,900,000","36,400,000","35,300,000","55,000,000","14,400,000","4,700,000","5,200,000","14,400,000","6,100,000","5,800,000","9,400,000","3,900,000","10,400,000","8,600,000","8,500,000","39,900,000","50,200,000","3,600,000"
		Receivables,"505,000,000","499,500,000","418,542,000","349,927,000","298,274,000","240,668,000","239,597,000","261,629,000","326,229,000","313,786,000","373,383,000","330,385,000","335,732,000","306,917,000","348,406,000","322,328,000","321,795,000","315,393,000","279,964,000","267,830,000","295,844,000","237,037,000","232,517,000","213,510,000","228,072,000","237,213,000","196,029,000","214,890,000","207,488,000","191,532,000","199,679,000","181,850,000","148,810,000","174,745,000","154,848,000","162,352,000","144,933,000","163,385,000","146,326,000","172,086,000","177,544,000","149,559,000","188,443,000","143,491,000","115,465,000","95,051,000","89,252,000","111,999,000","115,978,000","98,455,000","113,371,000","112,276,000","137,358,000","152,733,000","181,857,000","182,188,000","176,069,000","137,839,000","157,038,000","134,440,000","164,867,000","145,392,000","115,565,000","94,947,000","102,167,000","91,656,000","122,957,000","125,135,000","143,729,000","150,627,000","120,007,000","111,762,000","107,196,000","61,572,000","59,669,000","51,608,000","40,916,000","44,362,000","45,135,000","31,659,000","45,970,000","37,114,000","50,555,000","69,921,000","62,368,000","60,842,000","66,150,000","93,626,000","50,842,000","64,300,000","47,500,000","60,300,000","73,100,000","49,600,000","47,500,000","63,300,000","68,300,000","66,100,000","61,000,000","19,200,000","40,000,000","39,600,000","63,000,000","49,900,000","31,300,000","58,600,000","28,000,000","55,400,000","34,900,000","20,800,000","16,500,000","27,000,000"
			AccountsReceivable,"399,000,000","393,300,000","306,407,000","274,792,000","236,171,000","240,668,000","239,597,000","261,629,000","326,229,000","313,786,000","373,383,000","330,385,000","335,732,000","306,917,000","348,406,000","322,328,000","321,795,000","315,393,000","279,964,000","267,830,000","295,844,000","237,037,000","232,517,000","213,510,000","228,072,000","237,213,000","196,029,000","214,890,000","207,488,000","191,532,000","199,679,000","181,850,000","148,810,000","174,745,000","154,848,000","162,352,000","144,933,000","163,385,000","146,326,000","172,086,000","177,544,000","149,559,000","188,443,000","143,491,000","115,465,000","95,051,000","89,252,000","111,999,000","115,978,000","98,455,000","113,371,000","112,276,000","137,358,000","152,733,000","181,857,000","182,188,000","176,069,000","137,839,000","157,038,000","134,440,000","164,867,000","145,392,000","115,565,000","94,947,000","102,167,000","91,656,000","122,957,000","125,135,000","143,729,000","150,627,000","120,007,000","111,762,000","107,196,000","61,572,000","59,669,000","51,608,000","40,916,000","44,362,000","45,135,000","31,659,000","45,970,000","37,114,000","50,555,000","69,921,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,"308,807,000",,,,"242,297,000",,,,"375,583,000",,,,,,,,,,,,"234,732,000",,,,"198,478,000",,,,"201,712,000",,,,"158,742,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,"-2,400,000",,,,"-2,700,000",,,,"-2,200,000",,,,,,,,,,,,"-2,215,000",,,,"-2,449,000",,,,"-2,033,000",,,,"-3,894,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"106,000,000","106,200,000","112,135,000","75,135,000","62,103,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"728,500,000","631,400,000","573,594,000","553,137,000","522,984,000","490,282,000","529,529,000","675,442,000","709,115,000","733,806,000","664,693,000","592,099,000","574,146,000","492,573,000","432,314,000","396,518,000","408,419,000","411,371,000","400,127,000","414,012,000","381,439,000","402,064,000","365,805,000","458,068,000","421,243,000","444,023,000","445,535,000","426,655,000","418,590,000","372,039,000","305,656,000","337,197,000","306,394,000","328,235,000","316,783,000","344,168,000","359,281,000","363,642,000","316,741,000","346,122,000","365,811,000","354,045,000","323,512,000","289,740,000","250,379,000","225,203,000","185,604,000","166,582,000","157,104,000","155,060,000","142,824,000","174,561,000","204,218,000","256,123,000","252,048,000","239,760,000","207,844,000","201,952,000","194,883,000","197,642,000","230,287,000","209,277,000","163,151,000","148,662,000","118,644,000","121,183,000","121,698,000","179,458,000","147,636,000","126,115,000","113,122,000","91,667,000","129,815,000","103,279,000","91,310,000","76,422,000","69,949,000","65,195,000","56,868,000","86,277,000","92,506,000","109,226,000","94,581,000","129,258,000","133,979,000","130,379,000","127,484,000","144,690,000","119,384,000","113,000,000","92,500,000","86,400,000","104,100,000","95,300,000","73,600,000","53,800,000","62,800,000","68,300,000","87,200,000","90,600,000","58,700,000","69,400,000","76,000,000","65,100,000","67,300,000","89,300,000","86,300,000","75,600,000","70,900,000","43,300,000","31,500,000","25,000,000"
