name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010
TotalRevenue,"354,597,000","92,750,000","92,300,000","87,172,000","82,375,000","73,869,000","77,634,000","66,525,000","96,640,000","184,475,000","221,310,000","201,182,000","213,685,000","199,549,000","217,224,000","217,257,000","227,458,000","231,825,000","188,010,000","172,874,000","172,800,000","165,406,000","159,998,000","147,267,000","147,539,000","141,746,000","137,779,000","126,407,000","121,191,000","115,511,000","109,233,000","104,035,000","99,529,000","95,694,000","92,554,000","85,379,000","79,437,000","70,754,000","63,523,000","57,840,000","57,879,000","54,273,000","46,383,000","40,833,000","38,461,000","34,479,000","34,559,000"
	OperatingRevenue,"354,597,000","92,750,000","92,300,000","87,172,000","82,375,000","73,869,000","77,634,000","66,525,000","96,640,000","184,475,000","221,310,000","201,182,000","213,685,000","199,549,000","217,224,000","217,257,000","227,458,000","231,825,000","188,010,000","172,874,000","172,800,000","165,406,000","159,998,000","147,267,000","147,539,000","141,746,000","137,779,000","126,407,000","121,191,000","115,511,000","109,233,000","104,035,000","99,529,000","95,694,000","92,554,000","85,379,000","79,437,000","70,754,000","63,523,000","57,840,000","57,879,000","54,273,000","46,383,000","40,833,000","38,461,000","34,479,000","34,559,000"
CostOfRevenue,"108,733,000","28,915,000","28,356,000","25,353,000","26,109,000","22,377,000","27,527,000","20,178,000","57,599,000","96,795,000","124,938,000","102,721,000","107,065,000","97,852,000","125,210,000","123,436,000","138,000,000","127,240,000","83,471,000","83,180,000","83,776,000","76,461,000","73,361,000","66,892,000","65,873,000","68,602,000","63,580,000","55,221,000","54,555,000","55,005,000","54,999,000","54,653,000","50,194,000","49,614,000","50,311,000","44,805,000","39,183,000","33,699,000","31,984,000","29,333,000","26,521,000","25,302,000","23,095,000","18,941,000","18,680,000","17,129,000","18,549,000"
GrossProfit,"245,864,000","63,835,000","63,944,000","61,819,000","56,266,000","51,492,000","50,107,000","46,347,000","39,041,000","87,680,000","96,372,000","98,461,000","106,620,000","101,697,000","92,014,000","93,821,000","89,458,000","104,585,000","104,539,000","89,694,000","89,024,000","88,945,000","86,637,000","80,375,000","81,666,000","73,144,000","74,199,000","71,186,000","66,636,000","60,506,000","54,234,000","49,382,000","49,335,000","46,080,000","42,243,000","40,574,000","40,254,000","37,055,000","31,539,000","28,507,000","31,358,000","28,971,000","23,288,000","21,892,000","19,781,000","17,350,000","16,010,000"
OperatingExpense,"118,069,000","28,886,000","31,617,000","30,906,000","26,660,000","23,712,000","34,411,000","24,127,000","92,484,000","92,351,000","87,980,000","91,243,000","96,954,000","90,249,000","101,705,000","101,431,000","96,907,000","106,756,000","118,966,000","107,495,000","106,360,000","103,643,000","88,812,000","89,149,000","88,762,000","81,736,000","89,120,000","82,749,000","75,204,000","70,296,000","69,422,000","65,753,000","60,213,000","55,400,000","56,650,000","51,472,000","52,298,000","47,355,000","41,161,000","37,139,000","36,233,000","33,279,000","30,635,000","30,541,000","26,884,000","28,075,000","26,547,000"
	SellingGeneralAndAdministration,"78,126,000","19,689,000","21,077,000","20,788,000","16,572,000","14,102,000","22,500,000","16,297,000","28,385,000","36,818,000","31,078,000","33,074,000","40,075,000","34,772,000","36,649,000","38,823,000","36,560,000","41,060,000","40,273,000","40,358,000","40,113,000","36,944,000","34,700,000","36,535,000","39,138,000","35,731,000","32,193,000","39,158,000","37,111,000","34,434,000","33,517,000","32,544,000","29,542,000","25,614,000","28,612,000","26,486,000","26,256,000","21,225,000","20,034,000","18,744,000","19,333,000","17,440,000","17,449,000","15,822,000","13,388,000","14,558,000","13,491,000"
		GeneralAndAdministrativeExpense,"54,639,000","13,458,000","14,185,000","15,250,000","11,746,000","10,373,000","18,089,000","12,539,000","22,505,000","27,166,000","19,568,000","20,740,000","27,081,000","22,454,000","23,117,000","24,860,000","21,133,000","25,159,000","23,509,000","24,064,000","23,549,000","22,549,000","19,889,000","21,661,000","22,388,000","20,989,000","10,101,000","26,813,000","25,646,000","24,193,000","22,975,000","22,190,000","19,855,000","17,572,000","19,313,000","18,878,000","19,196,000","14,595,000","13,124,000","11,896,000","12,383,000","11,650,000","10,047,000","9,504,000","7,693,000","8,857,000","7,873,000"
			OtherGandA,"54,639,000","13,458,000","14,185,000","15,250,000","11,746,000","10,373,000","18,089,000","12,539,000","22,505,000","27,166,000","19,568,000","20,740,000","27,081,000","22,454,000","23,117,000","24,860,000","21,133,000","25,159,000","23,509,000","24,064,000","23,549,000","22,549,000","19,889,000","21,661,000","22,388,000","20,989,000","10,101,000","26,813,000","25,646,000","24,193,000","22,975,000","22,190,000","19,855,000","17,572,000","19,313,000","18,878,000","19,196,000","14,595,000","13,124,000","11,896,000","12,383,000","11,650,000","10,047,000","9,504,000","7,693,000","8,857,000","7,873,000"
		SellingAndMarketingExpense,"23,487,000","6,231,000","6,892,000","5,538,000","4,826,000","3,729,000","4,411,000","3,758,000","5,880,000","9,652,000","11,510,000","12,334,000","12,994,000","12,318,000","13,532,000","13,963,000","15,427,000","15,901,000","16,764,000","16,294,000","16,564,000","14,395,000","14,811,000","14,874,000","16,750,000","14,742,000","22,092,000","12,345,000","11,465,000","10,241,000","10,542,000","10,354,000","9,687,000","8,042,000","9,299,000","7,608,000","7,060,000","6,630,000","6,910,000","6,848,000","6,950,000","5,790,000","7,402,000","6,318,000","5,695,000","5,701,000","5,618,000"
	ResearchAndDevelopment,"24,787,000","5,406,000","6,882,000","5,958,000","6,541,000","5,493,000","7,862,000","4,510,000","15,409,000","22,863,000","28,093,000","28,877,000","26,912,000","24,728,000","31,886,000","30,018,000","28,409,000","29,777,000","30,024,000","31,313,000","35,685,000","36,264,000","24,512,000","25,835,000","24,718,000","21,648,000","31,705,000","21,367,000","17,280,000","17,085,000","19,039,000","16,193,000","15,789,000","14,099,000","13,747,000","11,322,000","12,333,000","12,285,000","10,913,000","9,129,000","7,738,000","7,574,000","4,943,000","6,668,000","5,233,000","5,401,000","4,739,000"
