name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002
OperatingCashFlow,"172,562,000","49,411,000","35,984,000","47,418,000","39,749,000","47,106,000","37,571,000","32,980,000","41,311,000","28,458,000","46,097,000","33,443,000","40,632,000","28,637,000","40,726,000","31,745,000","31,271,000","30,179,000","31,360,000","28,783,000","28,045,000","23,514,000","33,879,000","22,833,000","23,698,000","27,557,000","21,999,000","23,403,000","20,035,000","18,372,000","17,941,000","16,074,000","28,395,000","10,636,000","29,288,000","14,898,000","22,703,000","14,962,000","32,297,000","15,489,000","19,471,000","12,686,000","27,293,000","15,899,000","19,154,000","13,468,000","21,966,000","19,001,000","15,201,000","15,309,000","16,346,000","14,751,000","13,031,000","12,816,000","10,793,000","17,828,000","14,223,000","11,492,000","13,461,000","11,256,000","10,286,000","13,627,000","460,000","1,498,000","4,918,000","-1,591,000","-2,740,000","1,839,000","-1,539,000","-6,622,000","-4,560,000","-4,236,000","-6,047,000","-11,582,000","-3,878,000","-4,716,000","-3,792,000","-14,971,000","-14,759,000","-9,774,000","-7,337,000","-9,697,000"
	CashFlowFromContinuingOperatingActivities,"172,562,000","49,411,000","35,984,000","47,418,000","39,749,000","47,106,000","37,571,000","32,980,000","41,311,000","28,458,000","46,097,000","33,443,000","40,632,000","28,637,000","40,726,000","31,745,000","31,271,000","30,179,000","31,360,000","28,783,000","28,045,000","23,514,000","33,879,000","22,833,000","23,698,000","27,557,000","21,999,000","23,403,000","20,035,000","18,372,000","17,941,000","16,074,000","28,395,000","10,636,000","29,288,000","14,898,000","22,703,000","14,962,000","32,297,000","15,489,000","19,471,000","12,686,000","27,293,000","15,899,000","19,154,000","13,468,000","21,966,000","19,001,000","15,201,000","15,309,000","16,346,000","14,751,000","13,031,000","12,816,000","10,793,000","17,828,000","14,223,000","11,492,000","13,461,000","11,256,000","10,286,000","13,627,000","460,000","1,498,000","4,918,000","-1,591,000","-2,740,000","1,839,000","-1,539,000","-6,622,000","-4,560,000","-4,236,000","-6,047,000","-11,582,000","-3,878,000","-4,716,000","-3,792,000","-14,971,000","-14,759,000","-9,774,000","-7,337,000","-9,697,000"
		NetIncomeFromContinuingOperations,"30,471,000","1,137,000","18,507,000","13,320,000","-2,493,000","18,851,000","-6,620,000","-4,955,000","8,564,000","9,227,000","7,466,000","13,701,000","7,136,000","9,217,000","7,100,000","8,231,000","6,552,000","6,784,000","-6,227,000","3,650,000","4,317,000","4,136,000","3,892,000","3,459,000","4,224,000","3,354,000","2,480,000","3,160,000","841,000","-1,585,000","-352,000","-184,000","1,208,000","125,000","52,599,000","2,122,000","1,607,000","361,000","-276,000",,,,,,,,,,,,,,,,"39,799,000","2,073,000","-5,553,000","-9,540,000","-7,006,000","-5,423,000","-9,192,000","-9,404,000","-9,971,000","-11,854,000","-15,491,000","-16,441,000","-20,288,000","-16,106,000","-16,151,000","-14,973,000","-20,224,000","-23,041,000","-22,225,000","-24,170,000","-34,837,000","196,462,000","-22,796,000","1,914,000","-23,914,000","-25,409,000","-24,561,000","-17,959,000"
		OperatingGainsLosses,"-10,613,000","-7,489,000","6,351,000","-25,456,000","15,981,000","-14,631,000","19,104,000","17,784,000","1,026,000","-3,358,000","3,805,000","-5,952,000","-253,000","-231,000","-382,000","-288,000","45,000","-484,000","-439,000","-766,000","-1,456,000","-2,172,000","-550,000","-644,000","-3,707,000","-2,186,000","-1,898,000","-2,664,000","-815,000","-988,000","-2,602,000","-2,821,000","-2,701,000","-2,258,000","-977,000","-147,000","-12,000","135,000","-773,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-844,000","-505,000","-3,476,000","-5,388,000","1,000","13,000","-750,000","0","-215,432,000","0","-24,802,000","-9,636,000","0","0","-4,528,000"
			GainLossOnSaleOfPPE,"223,000","525,000","416,000","-589,000","-129,000","371,000","-626,000","982,000","-448,000","-454,000","-227,000","353,000","-253,000","-231,000","-382,000","-288,000","45,000","-484,000","-439,000","-766,000","-1,456,000","-2,172,000","-550,000","-644,000","-4,294,000","-2,186,000","-1,898,000","-2,664,000","-815,000","-11,132,000","-2,602,000",,,"-2,258,000",,,"-12,000","135,000","-773,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"-21,666,000","-8,014,000","-8,763,000","-10,169,000","5,280,000","-18,870,000","19,730,000","16,802,000","836,000","-2,904,000","4,032,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"89,958,000","22,688,000","22,565,000","22,610,000","22,095,000","21,970,000","22,455,000","21,620,000","19,894,000","19,508,000","20,001,000","20,006,000","19,977,000","20,263,000","20,953,000","20,276,000","20,216,000","19,788,000","19,343,000","19,148,000","18,897,000","18,538,000","20,074,000","18,804,000","18,604,000","17,753,000","18,010,000","17,634,000","17,370,000","17,513,000","17,544,000","17,432,000","17,301,000","17,204,000","16,560,000","16,024,000","15,900,000","15,874,000","16,125,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,900,000","16,007,000","16,333,000","17,213,000","18,516,000","16,609,000","17,041,000","17,799,000","29,959,000","13,107,000","13,308,000","13,874,000","12,964,000","11,878,000","11,633,000","9,432,000"
			DepreciationAndAmortization,"89,958,000","22,688,000","22,565,000","22,610,000","22,095,000","21,970,000","22,455,000","21,620,000","19,894,000","19,508,000","20,001,000","20,006,000","19,977,000","20,263,000","20,953,000","20,276,000","20,216,000","19,788,000","19,343,000","19,148,000","18,897,000","18,538,000","20,074,000","18,804,000","18,604,000","17,753,000","18,010,000","17,634,000","17,370,000","17,513,000","17,544,000","17,432,000","17,301,000","17,204,000","16,560,000","16,024,000","15,900,000","15,874,000","16,125,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,900,000","16,007,000","16,333,000","17,213,000","18,516,000","16,609,000","17,041,000","17,799,000","29,959,000","13,107,000","13,308,000","13,874,000","12,964,000","11,878,000","11,633,000","9,432,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,692,000","12,432,000","12,796,000","13,680,000","14,991,000","13,369,000","13,749,000","14,536,000","14,740,000","11,968,000","11,244,000","11,794,000","12,509,000","8,938,000","7,548,000","7,495,000"
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,208,000","3,575,000","3,537,000","3,533,000","3,525,000","3,240,000","3,292,000","3,263,000","15,219,000","1,139,000","2,064,000","2,080,000","455,000","2,940,000","4,085,000","1,937,000"
