name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016
TotalRevenue,"463,624,000","98,117,000","128,558,000","113,753,000","123,196,000","102,552,000","106,807,000","100,799,000","68,960,000","61,732,000","74,645,000","64,265,000","64,948,000","57,123,000","193,449,000","0","0","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"463,624,000","98,117,000","128,558,000","113,753,000","123,196,000","102,552,000","106,807,000","100,799,000","68,960,000","61,732,000","74,645,000","64,265,000","64,948,000","57,123,000","193,449,000","0","0","0","0","0","0","0","0","0","0","0"
CostOfRevenue,"113,784,000","25,080,000","32,597,000","26,167,000","29,940,000","25,495,000","25,520,000","22,964,000","20,042,000","18,793,000","20,391,000","19,131,000","19,446,000","16,980,000","64,457,663","2,248,987","942,527","1,158,822","1,298,247","2,853,131","221,808","218,648","178,156","14,492","500","15,550"
GrossProfit,"349,840,000","73,037,000","95,961,000","87,586,000","93,256,000","77,057,000","81,287,000","77,835,000","48,918,000","42,939,000","54,254,000","45,134,000","45,502,000","40,143,000","128,991,337","-2,248,987","-942,527","-1,158,822","-1,298,247","-2,853,131","-221,808","-218,648","-178,156","-14,492","-500","-15,550"
OperatingExpense,"288,666,000","72,165,000","75,510,000","71,322,000","69,669,000","64,441,000","59,516,000","54,855,000","51,170,000","58,023,000","56,008,000","53,399,000","52,821,000","52,264,000","50,569,000",,,,"1,298,247","2,853,131","221,808","218,648","178,156","14,492","500","15,550"
	SellingGeneralAndAdministration,"255,546,000","63,578,000","67,250,000","62,369,000","62,349,000","58,232,000","53,217,000","51,146,000","46,502,000","52,613,000","52,368,000","49,475,000","48,957,000","48,893,000","47,478,000",,,,,,,,,,,
	ResearchAndDevelopment,"33,120,000","8,587,000","8,260,000","8,953,000","7,320,000","6,209,000","6,299,000","3,709,000","4,668,000","5,410,000","3,640,000","3,924,000","3,864,000","3,371,000","3,091,000",,,,,,,,,,,
OperatingIncome,"61,174,000","872,000","20,451,000","16,264,000","23,587,000","12,616,000","21,771,000","22,980,000","-2,252,000","-15,084,000","-1,754,000","-8,265,000","-7,319,000","-12,121,000","-43,711,663","-2,248,987","-942,527","-1,158,822","-1,298,247","-2,853,131","-221,808","-218,648","-178,156","-14,492","-500","-15,550"
NetNonOperatingInterestIncomeExpense,"-5,503,000","-737,000","-853,000","-1,482,000","-2,431,000","-2,470,000","-2,888,000","-2,969,000","-2,912,000","-2,510,000","-2,604,000","-2,427,000","-2,187,000","-1,778,000","-14,575,285","1,463,601","1,299,515","1,023,169","800,140","736,128","602,142","359,511",,,"0","0"
	InterestIncomeNonOperating,,,,,,,,,,,,,,"19,000","-3,722,285","1,463,601","1,299,515","1,023,169","800,140","736,128","602,142","359,511",,,"0","0"
