name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,01/31/2014,07/31/2012,04/30/2012,07/31/2011,04/30/2011
TotalAssets,"2,443,100,000","2,345,790,000","2,350,716,000","2,384,505,000","2,317,975,000","2,352,824,000","2,385,061,000","2,619,967,000","2,563,351,000","2,370,139,000","2,298,187,000","2,234,077,000","2,164,891,000","1,273,187,000","1,278,264,000","1,254,857,000","1,227,306,000","1,197,030,000","1,137,197,000","1,110,259,000","1,076,716,000","1,052,733,000","1,043,986,000","1,018,289,000","1,003,573,000","1,004,535,000","971,899,000","951,232,000","988,411,000","950,689,000","923,511,000","908,124,000","861,758,000","796,499,000","797,780,000","777,629,000","779,692,000"
	CurrentAssets,"217,140,000","145,571,000","146,384,000","195,955,000","111,443,000","118,871,000","92,392,000","292,984,000","229,792,000","78,977,000","71,609,000","78,215,000","72,973,000","91,093,000","102,191,000","102,444,000","95,394,000","94,907,000","79,113,000","86,705,000","79,350,000","75,604,000","65,854,000","73,431,000","84,448,000","110,080,000","99,063,000","100,184,000","159,121,000","143,280,000","123,491,000","127,528,000","99,344,000","98,097,000","102,580,000","90,339,000","94,260,000"
		CashCashEquivalentsAndShortTermInvestments,"139,081,000","25,910,000","27,005,000","107,801,000","20,154,000","11,891,000","8,341,000","224,305,000","156,833,000","24,655,000","20,880,000","23,318,000","20,353,000","21,585,000","19,717,000","22,398,000","16,914,000","18,795,000","15,258,000","20,596,000","19,945,000","20,083,000","14,724,000","23,250,000","28,123,000","25,495,000","19,329,000","23,722,000","90,080,000","70,876,000","58,946,000","65,351,000","38,080,000","54,725,000","58,860,000","35,826,000","47,578,000"
			CashAndCashEquivalents,"139,081,000","25,910,000","27,005,000","107,801,000","20,154,000","11,891,000","8,341,000","224,305,000","156,833,000","24,655,000","20,880,000","23,318,000","20,353,000","21,585,000","19,717,000","22,398,000","16,914,000","18,795,000","15,258,000","20,596,000","19,945,000","20,083,000","14,724,000","23,250,000","28,123,000","25,495,000","19,329,000","23,722,000","90,080,000","70,876,000","58,946,000","65,351,000","38,080,000","54,725,000","58,860,000","34,256,000","47,578,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,570,000",
		Receivables,"16,697,000","64,921,000","67,646,000","51,639,000","55,224,000","70,064,000","44,574,000","23,805,000","23,241,000","2,331,000","2,876,000","1,569,000","1,094,000","1,880,000","2,927,000","1,369,000","995,000","4,867,000","1,611,000","1,870,000","1,223,000","5,901,000","7,430,000","1,845,000","871,000","4,146,000","4,170,000","3,824,000","180,000","2,421,000","2,102,000","1,391,000","2,445,000",,,"5,861,000","5,861,000"
			TaxesReceivable,"16,697,000","64,921,000","67,646,000","51,639,000","55,224,000","70,064,000","44,574,000","23,805,000","23,241,000","2,331,000","2,876,000","1,569,000","1,094,000","1,880,000","2,927,000","1,369,000","995,000","4,867,000","1,611,000","1,870,000","1,223,000","5,901,000","7,430,000","1,845,000","871,000","4,146,000","4,170,000","3,824,000","180,000","2,421,000","2,102,000","1,391,000","2,445,000",,,"5,861,000","5,861,000"
		Inventory,"41,601,000","40,319,000","37,256,000","23,811,000","22,812,000","23,807,000","26,732,000","31,189,000","34,726,000","34,477,000","32,620,000","27,409,000","29,609,000","27,315,000","27,730,000","24,993,000","28,332,000","27,560,000","26,107,000","23,704,000","23,019,000","21,860,000","20,557,000","18,674,000","18,497,000","19,529,000","19,623,000","19,556,000","18,964,000","18,457,000","15,883,000","15,254,000","15,354,000","14,441,000","14,369,000","14,378,000","14,071,000"
			RawMaterials,,"20,317,000",,,,"10,992,000",,,,"16,942,000",,,,"10,440,000",,,,"11,619,000",,,,"8,304,000",,,,"7,777,000",,,,"7,466,000",,,"5,179,000",,,,
			FinishedGoods,,"20,002,000",,,,"12,815,000",,,,"17,535,000",,,,"16,875,000",,,,"15,941,000",,,,"13,556,000",,,,"11,752,000",,,,"10,991,000",,,"10,175,000",,,,
