name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,12/31/2017
			Payables,"14,661,000","13,552,000","11,024,000","6,803,000","6,543,000","9,372,000","10,320,000","9,825,000","10,260,000","8,520,000","7,628,000","8,911,000","5,907,000","5,872,000","6,827,000","4,242,000","5,909,000"
				AccountsPayable,"14,661,000","13,552,000","11,024,000","6,803,000","6,543,000","9,372,000","10,320,000","9,825,000","10,260,000","8,520,000","7,628,000","8,911,000","5,907,000","5,872,000","6,827,000","4,242,000","5,909,000"
			CurrentAccruedExpenses,"10,811,000","10,663,000","8,438,000","8,025,000","5,486,000","5,594,000","3,717,000","2,755,000","2,461,000","3,075,000","4,083,000","2,582,000","2,817,000","2,107,000","1,308,000","1,138,000","1,206,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"2,119,000","1,877,000","4,048,000","4,144,000","3,000,000","2,603,000","3,853,000","2,558,000","1,574,000","1,475,000","1,765,000","1,633,000","1,060,000","1,144,000","1,181,000","347,000","810,000"
		CurrentDebtAndCapitalLeaseObligation,"1,451,000","1,783,000","1,849,000","2,014,000","1,971,000","1,966,000","1,887,000","569,000","548,000","516,000","516,000","502,000","517,000",,,,
			CurrentCapitalLeaseObligation,"1,451,000","1,783,000","1,849,000","2,014,000","1,971,000","1,966,000","1,887,000","569,000","548,000","516,000","516,000","502,000","517,000",,,,
		OtherCurrentLiabilities,,,,,,,,,,,,,"517,000",,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"4,533,000","4,802,000","3,775,000","4,177,000","5,699,000","6,676,000","6,906,000","5,614,000","3,901,000","3,877,000","3,753,000","4,030,000","4,183,000","2,274,000","2,050,000","2,050,000","2,050,000"
		LongTermDebtAndCapitalLeaseObligation,"1,598,000","1,851,000","654,000","988,000","1,515,000","2,013,000","2,517,000","1,399,000","1,543,000","1,714,000","1,821,000","1,980,000","2,133,000",,,,
			LongTermCapitalLeaseObligation,"1,598,000","1,851,000","654,000","988,000","1,515,000","2,013,000","2,517,000","1,399,000","1,543,000","1,714,000","1,821,000","1,980,000","2,133,000",,,,
		NonCurrentAccruedExpenses,"2,100,000","2,100,000","2,250,000","2,250,000","2,250,000","2,695,000","2,466,000","2,486,000","1,901,000","1,921,000","1,932,000","2,050,000","2,050,000","2,050,000","2,050,000","2,050,000","2,050,000"
		OtherNonCurrentLiabilities,"835,000","851,000","871,000","939,000","1,934,000","1,968,000","1,923,000","1,729,000","457,000","242,000",,,"2,133,000","224,000",,,
TotalEquityGrossMinorityInterest,"157,472,000","180,106,000","210,845,000","234,316,000","252,217,000","105,836,000","116,512,000","146,008,000","175,330,000","198,903,000","85,939,000","108,382,000","125,513,000","140,527,000","155,028,000","65,521,000","82,152,000"
	StockholdersEquity,"157,472,000","180,106,000","210,845,000","234,316,000","252,217,000","105,836,000","116,512,000","146,008,000","175,330,000","198,903,000","85,939,000","108,382,000","125,513,000","140,527,000","155,028,000","65,521,000","82,152,000"
		CapitalStock,"4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
			CommonStock,"4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000"
		AdditionalPaidInCapital,"524,329,000","519,206,000","514,198,000","509,049,000","504,091,000","391,558,000","381,803,000","378,455,000","367,293,000","364,712,000","228,532,000","227,187,000","226,216,000","225,352,000","225,848,000","124,955,000","123,879,000"
		RetainedEarnings,"-368,543,000","-340,475,000","-303,582,000","-274,724,000","-251,787,000","-285,200,000","-265,267,000","-232,435,000","-192,042,000","-165,863,000","-142,727,000","-118,805,000","-100,769,000","-84,835,000","-70,775,000","-59,349,000","-41,561,000"
		GainsLossesNotAffectingRetainedEarnings,"1,682,000","1,371,000","225,000","-13,000","-91,000","-526,000","-28,000","-16,000","75,000","50,000","131,000","-3,000","63,000","7,000","-48,000","-88,000","-169,000"
TotalCapitalization,"157,472,000","180,106,000","210,845,000","234,316,000","252,217,000","105,836,000","116,512,000","146,008,000","175,330,000","198,903,000","85,939,000","108,382,000","125,513,000","140,527,000","155,028,000","65,521,000","82,152,000"
CommonStockEquity,"157,472,000","180,106,000","210,845,000","234,316,000","252,217,000","105,836,000","116,512,000","146,008,000","175,330,000","198,903,000","85,939,000","108,382,000","125,513,000","140,527,000","155,028,000","65,521,000","82,152,000"
CapitalLeaseObligations,"3,049,000","3,634,000","2,503,000","3,002,000","3,486,000","3,979,000","4,404,000","1,968,000","2,091,000","2,230,000","2,337,000","2,482,000","2,650,000",,,,
NetTangibleAssets,"155,854,000","178,443,000","210,845,000","234,316,000","252,217,000","105,836,000","116,512,000","146,008,000","175,330,000","198,903,000","85,939,000","108,382,000","125,513,000","140,527,000","155,028,000","65,521,000","82,152,000"
WorkingCapital,"148,697,000","174,386,000","205,221,000","228,383,000","247,009,000","102,828,000","113,432,000","147,613,000","174,993,000","198,369,000","85,599,000","109,562,000","126,733,000","142,409,000","156,728,000","66,002,000","83,430,000"
InvestedCapital,"157,472,000","180,106,000","210,845,000","234,316,000","252,217,000","105,836,000","116,512,000","146,008,000","175,330,000","198,903,000","85,939,000","108,382,000","125,513,000","140,527,000","155,028,000","65,521,000","82,152,000"
TangibleBookValue,"155,854,000","178,443,000","210,845,000","234,316,000","252,217,000","105,836,000","116,512,000","146,008,000","175,330,000","198,903,000","85,939,000","108,382,000","125,513,000","140,527,000","155,028,000","65,521,000","82,152,000"
TotalDebt,"3,049,000","3,634,000","2,503,000","3,002,000","3,486,000","3,979,000","4,404,000","1,968,000","2,091,000","2,230,000","2,337,000","2,482,000","2,650,000",,,,
ShareIssued,"43,718,165","43,694,716","43,643,916","43,576,950","43,548,419","40,688,447","40,472,435","40,014,519","39,757,623","39,728,416","34,593,666","34,193,666","34,193,666","34,193,666","34,193,666","34,193,666","34,193,666"
OrdinarySharesNumber,"43,718,165","43,694,716","43,643,916","43,576,950","43,548,419","40,688,447","40,472,435","40,014,519","39,757,623","39,728,416","34,593,666","34,193,666","34,193,666","34,193,666","34,193,666","34,193,666","34,193,666"
