name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992
OperatingCashFlow,"-145,300,000","-660,500,000","-174,100,000","568,900,000","120,400,000","97,200,000","-252,100,000","832,700,000","984,000,000","-281,300,000","-113,800,000","811,400,000","542,400,000","-88,600,000","-373,100,000","238,700,000","405,300,000","-23,800,000","-75,000,000","625,900,000","-50,000,000","-107,500,000","-33,300,000","529,400,000","61,700,000","28,400,000","-1,500,000","511,800,000","357,400,000","-39,800,000","-129,000,000","-86,300,000","-308,200,000","-259,400,000","-7,500,000","-94,800,000","-296,000,000","-183,800,000","-656,500,000","-120,900,000","-94,600,000","-79,300,000","-3,300,000","90,200,000","-54,200,000","-70,600,000","49,500,000","122,300,000","159,300,000","207,800,000","220,000,000","39,200,000","123,400,000","161,000,000","817,600,000","479,500,000","390,400,000","452,300,000","557,700,000","808,300,000","73,400,000","178,300,000","295,500,000","873,300,000","-748,400,000","-303,100,000","-1,012,600,000","480,200,000","-386,800,000","-155,000,000","-559,100,000","140,508,000","-103,409,000","-307,439,000","-152,160,000","489,467,000","-46,453,000","20,790,000","-40,485,000","142,789,000","-172,516,000","104,893,000","-165,763,000","227,659,000","-56,454,000","-144,160,000","-82,329,000","72,545,000","35,023,000","-100,616,000","-114,500,000","62,700,000","-59,600,000","-107,500,000","-66,500,000","-5,400,000","-50,700,000","-31,300,000","-37,900,000","18,400,000","-13,100,000","-59,900,000","-28,500,000","5,700,000","-6,000,000","-17,900,000","-5,700,000","-14,000,000","1,400,000","-13,800,000","-5,900,000","100,000","-14,600,000","-8,600,000","-20,900,000","-9,400,000","-11,700,000","-8,000,000","-13,700,000","-3,600,000","-6,800,000"
	CashFlowFromContinuingOperatingActivities,"-145,300,000","-660,500,000","-174,100,000","568,900,000","120,400,000","97,200,000","-252,100,000","832,700,000","984,000,000","-281,300,000","-113,800,000","811,400,000","542,400,000","-88,600,000","-373,100,000","238,700,000","405,300,000","-23,800,000","-75,000,000","625,900,000","-50,000,000","-107,500,000","-33,300,000","529,400,000","61,700,000","28,400,000","-1,500,000","511,800,000","357,400,000","-39,800,000","-129,000,000","-86,300,000","-308,200,000","-259,400,000","-7,500,000","-94,800,000","-296,000,000","-183,800,000","-656,500,000","-120,900,000","-94,600,000","-79,300,000","-3,300,000","90,200,000","-54,200,000","-70,600,000","49,500,000","122,300,000","159,300,000","207,800,000","220,000,000","39,200,000","123,400,000","161,000,000","817,600,000","479,500,000","390,400,000","452,300,000","557,700,000","808,300,000","73,400,000","178,300,000","295,500,000","873,300,000","-748,400,000","-303,100,000","-1,012,600,000","480,200,000","-386,800,000","-155,000,000","-559,100,000","140,508,000","-103,409,000","-307,439,000","-152,160,000","489,467,000","-46,453,000","20,790,000","-40,485,000","142,789,000","-172,516,000","104,893,000","-165,763,000","227,659,000","-56,454,000","-144,160,000","-82,329,000","72,545,000","35,023,000","-100,616,000","-114,500,000","62,700,000","-59,600,000","-107,500,000","-66,500,000","-5,400,000","-50,700,000","-31,300,000","-37,900,000","18,400,000","-13,100,000","-59,900,000","-28,500,000","5,700,000","-6,000,000","-17,900,000","-5,700,000","-14,000,000","1,400,000","-13,800,000","-5,900,000","100,000","-14,600,000","-8,600,000","-20,900,000","-9,400,000","-11,700,000","-8,000,000","-13,700,000","-3,600,000","-6,800,000"
		NetIncomeFromContinuingOperations,"5,050,200,000","1,442,300,000","1,145,800,000","1,345,500,000","1,116,600,000","933,900,000","795,200,000","831,200,000","632,900,000","483,900,000","432,500,000","503,900,000","473,600,000","354,400,000","286,700,000","468,900,000","453,700,000","350,900,000","188,800,000","313,300,000","289,000,000","229,200,000","206,900,000","283,700,000","249,800,000","195,100,000","157,700,000","238,900,000","221,400,000","147,900,000","142,500,000","166,200,000","113,200,000","130,900,000","123,200,000","139,500,000","145,900,000","111,000,000","66,300,000","100,100,000","787,900,000","40,600,000","27,700,000","35,800,000","28,600,000","27,800,000","-20,400,000","-8,800,000","50,500,000","11,400,000","192,000,000","-231,900,000","-142,300,000","-108,500,000","-62,600,000","-799,800,000","-399,300,000","-1,305,700,000","-128,800,000","-50,200,000","-823,700,000","51,700,000","109,700,000","277,700,000","292,700,000","352,800,000","310,100,000","563,800,000","371,700,000","294,000,000","241,000,000","349,633,000","251,296,000","188,557,000","185,614,000","230,727,000","155,565,000","127,835,000","111,828,000","136,393,000","105,940,000","88,931,000","73,428,000","86,764,000","68,803,000","53,717,000","47,725,000","61,686,000","48,067,000","39,466,000","42,500,000","49,400,000","44,300,000","33,400,000","32,700,000","32,500,000","38,300,000","11,800,000","10,800,000","12,900,000","9,800,000","6,700,000","6,800,000","9,400,000","7,500,000","5,100,000","5,400,000","6,600,000","6,100,000","4,000,000","3,800,000","5,700,000","4,700,000","3,700,000","3,600,000","3,200,000","1,700,000","3,300,000","2,100,000","2,400,000","1,400,000"
		OperatingGainsLosses,"53,600,000","15,200,000","4,800,000","11,000,000","23,600,000","3,700,000","-6,600,000","5,900,000","5,300,000","-19,800,000","-27,800,000","13,000,000","-3,400,000","-15,400,000","5,400,000","3,600,000","8,600,000","28,600,000","-12,000,000","20,300,000","5,400,000","12,200,000","2,300,000","15,400,000","8,100,000","1,400,000","2,000,000","26,300,000","15,400,000","12,600,000","6,000,000","21,300,000","56,800,000","4,500,000","2,600,000","27,100,000","4,000,000","0","-200,000","0","0","-200,000","-100,000","100,000","6,500,000","2,700,000","1,400,000","-1,800,000","8,300,000",,,"500,000","4,000,000",,,,,,,,,,,,"200,000","10,700,000","-300,000",,,,,,,,,,,,,,,,,,,,"2,136,000",,,,,,,,,"700,000","0","200,000","100,000","100,000","100,000","0","100,000","0","100,000",,,"0","100,000",,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"36,500,000","15,200,000","4,800,000","11,000,000","5,500,000","3,800,000","8,300,000","6,000,000","64,500,000","-19,400,000","-27,300,000","13,000,000","-3,400,000","-15,500,000","6,000,000","3,300,000","9,000,000","29,000,000","-9,700,000","20,300,000","5,400,000","12,200,000","2,300,000","15,400,000","8,100,000","1,400,000","2,000,000","26,300,000","15,400,000","12,600,000","6,000,000","21,300,000","56,800,000","4,500,000","2,600,000","27,100,000","4,000,000","0","-200,000","0","0",,,"0","0","0","-100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,"0","0","-100,000","-900,000","-100,000","300,000","-400,000","-500,000","0","0","100,000","-600,000","300,000","-400,000","-400,000","-2,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"69,100,000","19,900,000","19,400,000","17,200,000","17,400,000","18,900,000","20,400,000","23,000,000","18,600,000","19,800,000","19,000,000","19,600,000","18,300,000","17,200,000","16,900,000","15,800,000","13,500,000","16,900,000","16,200,000","14,300,000","13,100,000","12,900,000","14,400,000","19,600,000","13,800,000","14,000,000","13,600,000","14,400,000","14,300,000","13,100,000","12,300,000","11,800,000","9,900,000","8,900,000","7,800,000","6,700,000","5,900,000","5,300,000","4,800,000","4,400,000","4,600,000","4,800,000","5,000,000","5,000,000","5,000,000","5,000,000","4,900,000","4,500,000","4,000,000","-3,100,000","11,800,000","5,000,000","2,400,000","10,100,000","8,200,000","13,000,000","14,800,000","16,100,000","16,500,000","17,800,000","17,800,000","18,100,000","17,300,000","17,400,000","15,600,000","14,900,000","13,800,000","14,800,000","13,400,000","13,900,000","15,000,000","16,150,000","13,415,000","14,201,000","11,734,000","9,972,000","13,546,000","11,595,000","10,748,000","16,033,000","9,112,000","7,911,000","7,589,000","14,954,000","7,971,000","6,547,000","6,590,000","6,763,000","7,221,000","5,408,000","5,100,000","6,300,000","5,500,000","5,200,000","3,800,000","2,800,000","3,800,000","1,600,000","1,600,000","1,600,000","1,100,000","1,000,000","700,000","400,000","800,000","700,000","700,000","600,000","500,000","400,000","500,000","500,000","300,000","200,000","200,000","100,000","100,000","100,000","100,000","0","100,000"
			DepreciationAndAmortization,"69,100,000","19,900,000","19,400,000","17,200,000","17,400,000","18,900,000","20,400,000","23,000,000","18,600,000","19,800,000","19,000,000","19,600,000","18,300,000","17,200,000","16,900,000","15,800,000","13,500,000","16,900,000","16,200,000","14,300,000","13,100,000","12,900,000","14,400,000","19,600,000","13,800,000","14,000,000","13,600,000","14,400,000","14,300,000","13,100,000","12,300,000","11,800,000","9,900,000","8,900,000","7,800,000","6,700,000","5,900,000","5,300,000","4,800,000","4,400,000","4,600,000","4,800,000","5,000,000","5,000,000","5,000,000","5,000,000","4,900,000","4,500,000","4,000,000","-3,100,000","11,800,000","5,000,000","2,400,000","10,100,000","8,200,000","13,000,000","14,800,000","16,100,000","16,500,000","17,800,000","17,800,000","18,100,000","17,300,000","17,400,000","15,600,000","14,900,000","13,800,000","14,800,000","13,400,000","13,900,000","15,000,000","16,150,000","13,415,000","14,201,000","11,734,000","9,972,000","13,546,000","11,595,000","10,748,000","16,033,000","9,112,000","7,911,000","7,589,000","14,954,000","7,971,000","6,547,000","6,590,000","6,763,000","7,221,000","5,408,000","5,100,000","6,300,000","5,500,000","5,200,000","3,800,000","2,800,000","3,800,000","1,600,000","1,600,000","1,600,000","1,100,000","1,000,000","700,000","400,000","800,000","700,000","700,000","600,000","500,000","400,000","500,000","500,000","300,000","200,000","200,000","100,000","100,000","100,000","100,000","0","100,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,400,000","4,600,000","4,800,000","5,000,000","5,000,000","5,000,000","5,000,000","4,900,000","4,500,000","4,000,000","3,800,000","4,900,000",,,,,"11,100,000","13,000,000","14,200,000","14,900,000","16,100,000","16,300,000","16,300,000","15,700,000","15,800,000","14,300,000","13,700,000","12,700,000","13,600,000","12,400,000","12,800,000","14,000,000","15,216,000","12,506,000","10,402,000","11,476,000","11,770,000","11,257,000","9,780,000","9,004,000","14,185,000","7,597,000",,,"12,721,000","6,491,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,900,000",,,,,"1,900,000","1,800,000","1,900,000","1,600,000","1,700,000","1,500,000","1,800,000","1,600,000","1,600,000","1,300,000","1,200,000","1,100,000","1,200,000","1,000,000","1,100,000","1,000,000","934,000","909,000","3,799,000","258,000","-1,798,000","2,289,000","1,815,000","1,744,000","1,848,000","1,515,000",,,"2,233,000","1,480,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
