name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003
TotalRevenue,"630,832,000","172,315,000","173,886,000","167,421,000","117,210,000","50,633,000","37,360,000","28,910,000","10,424,000","191,212,000","272,952,000","281,639,000","302,896,000","257,680,000","280,852,000","289,308,000","317,447,000","271,446,000","290,190,000","303,909,000","318,796,000","280,743,000","289,584,000","303,304,000","322,160,000","274,292,000","300,933,000","324,595,000","339,267,000","284,385,000","289,880,000","307,783,000","300,852,000","243,483,000","243,895,000","250,370,000","234,638,000","194,921,000","186,245,000","221,079,000","237,840,000","205,221,000","245,083,000","212,334,000","218,254,000","162,575,000","123,615,000","177,710,000","181,032,000","160,733,000","181,091,000","176,016,000","186,814,000","188,616,000","250,345,000","239,152,000","255,236,000","248,747,000","245,394,000","267,038,000","271,398,000","239,846,000","246,380,000","227,013,000","248,801,000","212,227,000","220,424,000","181,893,000","132,194,000","116,557,000","125,314,000","134,798,000","118,599,000","112,971,000","119,018,000","122,069,000"
	OperatingRevenue,"546,054,000","148,355,000","152,465,000","145,399,000","99,835,000","39,190,000","26,575,000","18,375,000","4,082,000","175,390,000","253,243,000","261,608,000","284,439,000","240,971,000","258,331,000","271,568,000","299,596,000","254,542,000","273,522,000","284,589,000","302,274,000","265,868,000","268,179,000","286,571,000","305,474,000","258,531,000","281,433,000","302,158,000","318,943,000","265,475,000","271,206,000","288,150,000","283,673,000","228,038,000","229,160,000","234,788,000","221,102,000","182,251,000","134,117,000","221,079,000","237,840,000","205,221,000","245,083,000","212,334,000","218,254,000","162,575,000","123,615,000","177,710,000","181,032,000","160,733,000","181,091,000","176,016,000","186,814,000","188,616,000","250,345,000","239,152,000","255,236,000","249,340,000","290,548,000","267,898,000","272,194,000","240,525,000","248,501,000","227,629,000","249,314,000","213,325,000","220,889,000","182,803,000","133,592,000","116,863,000","124,796,000","135,100,000","118,599,000","112,971,000","119,018,000","122,069,000"
CostOfRevenue,"345,257,000","93,921,000","94,753,000","91,718,000","64,865,000","39,630,000","44,358,000","49,633,000","37,825,000","119,869,000","131,605,000","134,116,000","135,419,000","129,663,000","130,532,000","135,277,000","142,501,000","138,074,000","139,640,000","142,232,000","141,146,000","137,914,000","138,196,000","139,946,000","140,744,000","141,133,000","145,388,000","151,826,000","150,249,000","144,363,000","140,904,000","143,219,000","135,652,000","126,755,000","120,720,000","118,373,000","107,054,000","103,634,000","112,769,000","99,615,000","101,083,000","97,951,000","108,652,000","96,844,000","92,745,000","81,028,000","30,608,000","91,576,000","79,055,000","75,756,000","29,826,000","70,622,000","75,211,000","74,494,000","95,672,000","88,495,000","91,634,000","89,117,000","69,356,000","100,919,000","101,425,000","93,311,000","93,499,000","84,330,000","89,942,000","81,470,000","88,554,000","67,632,000","46,091,000","43,254,000","48,454,000","48,434,000",,"42,070,000","47,985,000","45,075,000"
GrossProfit,"285,575,000","78,394,000","79,133,000","75,703,000","52,345,000","11,003,000","-6,998,000","-20,723,000","-27,401,000","71,343,000","141,347,000","147,523,000","167,477,000","128,017,000","150,320,000","154,031,000","174,946,000","133,372,000","150,550,000","161,677,000","177,650,000","142,829,000","151,388,000","163,358,000","181,416,000","133,159,000","155,545,000","172,769,000","189,018,000","140,022,000","148,976,000","164,564,000","165,200,000","116,728,000","123,175,000","131,997,000","127,584,000","91,287,000","73,476,000","121,464,000","136,757,000","107,270,000","136,431,000","115,490,000","125,509,000","81,547,000","93,007,000","86,134,000","101,977,000","84,977,000","151,265,000","105,394,000","111,603,000","114,122,000","154,673,000","150,657,000","163,602,000","159,630,000","176,038,000","166,119,000","169,973,000","146,535,000","152,881,000","142,683,000","158,859,000","130,757,000","131,870,000","114,261,000","86,103,000","73,303,000","76,860,000","86,364,000",,"70,901,000","71,033,000","76,994,000"
OperatingExpense,"330,347,000","85,167,000","84,028,000","88,868,000","72,284,000","58,441,000","49,331,000","57,843,000","59,367,000","96,625,000","105,359,000","105,230,000","107,878,000","103,811,000","104,814,000","105,943,000","111,697,000","106,931,000","109,976,000","114,178,000","114,947,000","112,547,000","114,320,000","114,512,000","117,994,000","112,080,000","114,404,000","120,495,000","119,665,000","122,354,000","113,246,000","113,732,000","109,314,000","102,433,000","98,535,000","97,629,000","90,962,000","87,719,000","53,123,000","102,201,000","103,986,000","99,049,000","107,805,000","100,957,000","97,530,000","83,103,000","85,479,000","81,332,000","84,621,000","80,719,000","140,979,000","95,151,000","98,583,000","106,388,000","118,387,000","116,480,000","117,453,000","133,220,000","133,292,000","124,652,000","126,081,000","117,303,000","119,505,000","109,277,000","114,384,000","103,959,000","102,451,000","91,090,000","65,171,000","60,336,000","82,007,000","66,534,000","-92,802,000","65,192,000","76,216,000","60,968,000"
	SellingGeneralAndAdministration,"165,409,000","45,098,000","41,797,000","45,938,000","32,576,000","22,529,000","11,774,000","20,005,000","21,264,000","48,701,000","53,199,000","51,593,000","56,242,000","53,920,000","53,313,000","52,533,000","57,428,000","54,915,000","54,504,000","56,697,000","58,250,000","56,463,000","55,918,000","56,410,000","60,068,000","56,423,000","54,705,000","59,199,000","59,597,000","64,062,000","54,525,000","54,199,000","53,292,000","48,452,000","46,588,000","45,914,000","43,887,000","41,042,000","-30,548,000","65,672,000","69,193,000","64,293,000","72,917,000","66,781,000","64,871,000","56,621,000","60,672,000","57,461,000","50,694,000","46,854,000","33,319,000","56,368,000","58,422,000","65,058,000","75,999,000","74,365,000","74,056,000","42,759,000","47,137,000","43,542,000","44,138,000","41,403,000","42,570,000","37,316,000","41,884,000","38,052,000","29,236,000","36,231,000","27,101,000","23,559,000","34,677,000","25,676,000","14,332,000","21,470,000","26,244,000","23,084,000"
		GeneralAndAdministrativeExpense,"128,654,000","34,624,000","31,441,000","37,055,000","25,534,000","17,654,000","8,480,000","16,110,000","17,174,000","36,239,000","39,828,000","38,308,000","42,093,000","40,356,000","39,605,000","38,940,000","43,112,000","41,009,000","40,742,000","41,744,000","43,339,000","41,517,000","41,117,000","41,395,000","44,791,000","41,430,000","39,065,000","43,874,000","44,030,000","48,702,000","40,273,000","40,085,000","39,637,000","35,481,000","34,048,000","33,653,000","32,647,000","29,777,000","-41,262,000","54,932,000","58,058,000","53,178,000","60,290,000","56,443,000","54,506,000","47,793,000","50,887,000","49,449,000","41,791,000","38,532,000","28,962,000","46,628,000","47,581,000","52,727,000","62,485,000","61,630,000","60,882,000","28,897,000","32,423,000","29,897,000","30,247,000","27,568,000","28,819,000","24,301,000","27,979,000","25,346,000","14,181,000","24,106,000","19,312,000","15,971,000","26,566,000","17,652,000","14,332,000","14,542,000","18,382,000","15,793,000"
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,897,000","32,423,000","29,897,000","30,247,000","27,568,000",,"24,301,000","37,917,000","31,223,000","14,181,000","24,106,000","19,312,000","15,971,000","-32,738,000","17,652,000","14,332,000",,,
			OtherGandA,"128,654,000","34,624,000","31,441,000","37,055,000","25,534,000","17,654,000","8,480,000","16,110,000","17,174,000","36,239,000","39,828,000","38,308,000","42,093,000","40,356,000","39,605,000","38,940,000","43,112,000","41,009,000","40,742,000","41,744,000","43,339,000","41,517,000","41,117,000","41,395,000","44,791,000","41,430,000","39,065,000","43,874,000","44,030,000","48,702,000","40,273,000","40,085,000","39,637,000","35,481,000","34,048,000","33,653,000","32,647,000","29,777,000","-41,262,000","54,932,000","58,058,000","53,178,000","60,290,000","56,443,000","54,506,000","47,793,000","50,887,000","49,449,000","41,791,000","38,532,000","28,962,000","46,628,000","47,581,000","52,727,000","62,485,000","61,630,000","60,882,000",,,,,,,,"-9,938,000","-5,877,000",,,,,,,,"14,542,000","18,382,000","15,793,000"
		SellingAndMarketingExpense,"36,755,000","10,474,000","10,356,000","8,883,000","7,042,000","4,875,000","3,294,000","3,895,000","4,090,000","12,462,000","13,371,000","13,285,000","14,149,000","13,564,000","13,708,000","13,593,000","14,316,000","13,906,000","13,762,000","14,953,000","14,911,000","14,946,000","14,801,000","15,015,000","15,277,000","14,993,000","15,640,000","15,325,000","15,567,000","15,360,000","14,252,000","14,114,000","13,655,000","12,971,000","12,540,000","12,261,000","11,240,000","11,265,000","10,714,000","10,740,000","11,135,000","11,115,000","12,627,000","10,338,000","10,365,000","8,828,000","9,785,000","8,012,000","8,903,000","8,322,000","4,357,000","9,740,000","10,841,000","12,331,000","13,514,000","12,735,000","13,174,000","13,862,000","14,714,000","13,645,000","13,891,000","13,835,000","13,751,000","13,015,000","13,905,000","12,706,000","15,055,000","12,125,000","7,789,000","7,588,000","8,111,000","8,024,000",,"6,928,000","7,862,000","7,291,000"
