name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
TotalAssets,"444,425,000","462,572,000","433,692,000","435,533,000","437,332,000","439,328,000","210,394,000","201,546,000","120,257,000","119,746,000","113,200,247","33,347,143","30,965,633","22,404,935"
	CurrentAssets,"336,441,000","353,743,000","389,584,000","391,699,000","426,670,000","429,594,000","201,065,000","195,671,000","116,552,000","116,681,000","109,862,971","28,524,564","27,010,790","18,126,026"
		CashCashEquivalentsAndShortTermInvestments,"309,017,000","329,633,000","363,177,000","368,339,000","406,981,000","409,852,000","183,050,000","179,759,000","98,653,000","98,845,000","94,474,818","17,468,466","16,230,647","4,478,512"
			CashAndCashEquivalents,"309,017,000","329,633,000","363,177,000","368,339,000","406,981,000","409,852,000","183,050,000","179,759,000","98,653,000","98,845,000","94,474,818","17,468,466","16,230,647","4,478,512"
		Receivables,"19,910,000","17,282,000","18,532,000","17,817,000","14,292,000","12,759,000","12,618,000","12,528,000","14,600,000","14,648,000","12,369,260","9,730,319","9,229,423","12,089,719"
			AccountsReceivable,"19,910,000","17,282,000","18,532,000","17,817,000","14,292,000","12,759,000","12,618,000","12,528,000","14,600,000","14,648,000","12,369,260","9,730,319","9,229,423","12,089,719"
		Inventory,"2,350,000","2,021,000","2,375,000","2,124,000","2,310,000","2,217,000","1,679,000","1,667,000","1,219,000","1,237,000","821,658","550,894","809,297","882,233"
		PrepaidAssets,"5,164,000","4,807,000","5,500,000","3,419,000","3,087,000","4,766,000","3,718,000","1,717,000","2,080,000","1,951,000","2,197,235","774,885","741,423","675,562"
	TotalNonCurrentAssets,"107,984,000","108,829,000","44,108,000","43,834,000","10,662,000","9,734,000","9,329,000","5,875,000","3,705,000","3,065,000","3,337,276","4,822,579","3,954,843","4,278,909"
		NetPPE,"16,604,000","16,884,000","8,866,000","8,092,000","7,780,000","7,102,000","6,646,000","5,024,000","2,733,000","2,060,000","1,798,236","1,743,170","1,719,557","1,528,996"
			GrossPPE,"19,893,000","19,926,000","11,471,000","10,340,000","9,667,000","8,756,000","8,144,000","6,420,000","4,026,000","3,263,000","2,901,234","2,755,141","2,706,362","2,438,381"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"3,922,000","3,745,000","3,124,000","2,935,000","2,755,000","1,741,000","1,622,000","1,259,000","1,155,000","1,065,000","964,368","873,514","871,962","731,250"
				OtherProperties,"10,993,000","11,110,000","3,139,000","2,583,000","2,136,000","2,037,000","1,977,000","1,674,000","1,571,000","1,563,000","1,301,606","1,297,463","1,280,479","1,153,210"
				ConstructionInProgress,"48,000","27,000","789,000","403,000","357,000","3,590,000","3,153,000","2,852,000","665,000",,,,,
				Leases,"4,930,000","5,044,000","4,419,000","4,419,000","4,419,000","1,388,000","1,392,000","635,000","635,000","635,000","635,260","584,164","553,921","553,921"
			AccumulatedDepreciation,"-3,289,000","-3,042,000","-2,605,000","-2,248,000","-1,887,000","-1,654,000","-1,498,000","-1,396,000","-1,293,000","-1,203,000","-1,102,998","-1,011,971","-986,805","-909,385"
		GoodwillAndOtherIntangibleAssets,"87,275,000","88,922,000","32,104,000","32,798,000",,,,,,"0","0","0","1,667","4,167"
			OtherIntangibleAssets,"87,275,000","88,922,000","32,104,000","32,798,000",,,,,,,,,"1,667","4,167"
		NonCurrentAccountsReceivable,"1,406,000","1,308,000","1,410,000","1,313,000","1,121,000","1,096,000","1,045,000","652,000","756,000","870,000","1,451,872","1,266,098","1,551,034","2,532,011"
		OtherNonCurrentAssets,"2,699,000","1,715,000","1,728,000","1,631,000","1,761,000","1,536,000","1,638,000","199,000","216,000","135,000","87,168","1,813,311","682,585","213,735"
TotalLiabilitiesNetMinorityInterest,"47,089,000","50,832,000","21,979,000","19,617,000","18,745,000","23,637,000","43,835,000","43,924,000","32,323,000","34,633,000","30,864,119","36,940,985","28,964,534","32,474,086"
	CurrentLiabilities,"39,521,000","24,886,000","20,993,000","18,654,000","17,578,000","20,876,000","30,240,000","28,242,000","15,256,000","15,289,000","9,237,741","11,745,674","5,274,846","6,737,021"
		PayablesAndAccruedExpenses,"8,706,000","7,464,000","5,046,000","2,924,000","3,758,000","4,341,000","5,408,000","4,803,000","3,686,000","3,459,000","2,228,244","3,701,776","2,513,081","2,166,010"
			Payables,"3,574,000","3,241,000","2,776,000","1,378,000","2,234,000","2,160,000","2,101,000","2,574,000","2,013,000","1,944,000","1,259,873","2,093,516","1,609,458","1,459,372"
				AccountsPayable,"3,314,000","2,546,000","2,766,000","1,368,000","2,172,000","2,098,000","2,101,000","2,495,000","1,934,000","1,865,000","1,251,267","2,084,910","1,609,458","1,450,766"
				TotalTaxPayable,"260,000","695,000","10,000","10,000","62,000","62,000","0","79,000","79,000","79,000","8,606","8,606",,"8,606"
					IncomeTaxPayable,,,"10,000","10,000","62,000","62,000","0","79,000","79,000","79,000","8,606","8,606",,"8,606"
			CurrentAccruedExpenses,"5,132,000","4,223,000","2,270,000","1,546,000","1,524,000","2,181,000","3,307,000","2,229,000","1,673,000","1,515,000","968,371","1,608,260","903,623","706,638"
				InterestPayable,,,,,,"0","154,000","172,000","184,000","184,000","177,283","514,633",,"185,580"
		PensionandOtherPostRetirementBenefitPlansCurrent,"8,767,000","16,243,000","12,331,000","9,276,000","5,366,000","9,644,000","6,482,000","5,089,000","3,237,000","5,997,000","3,676,164","2,784,746","2,761,765","4,571,011"
		CurrentDebtAndCapitalLeaseObligation,"1,199,000","1,179,000",,,,,"10,000,000","10,000,000","8,333,000","5,833,000","3,333,333","5,259,152",,
