name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013
TotalRevenue,"609,231,000","201,771,000","165,646,000","127,872,000","113,942,000","96,837,000","76,024,000","62,624,000","32,467,000","78,451,000","92,371,000","71,778,000","72,191,000","61,588,000","72,358,000","78,591,000","75,348,000","62,393,000","59,226,000","42,533,000","36,622,000","33,652,000","27,923,000","19,997,000","17,032,000","14,194,000","19,918,000","18,777,000","19,619,000","16,545,000","21,898,000","22,767,000","17,249,000","15,853,000","14,987,000"
	OperatingRevenue,"609,231,000","201,771,000","165,646,000","127,872,000","113,942,000","96,837,000","76,024,000","62,624,000","32,467,000","78,451,000","92,371,000","71,778,000","72,191,000","61,588,000","72,358,000","78,591,000","75,348,000","62,393,000","59,226,000","42,533,000","36,622,000","33,652,000","27,923,000","19,997,000","17,032,000","14,194,000","19,918,000","18,777,000","19,619,000","16,545,000","21,898,000","22,767,000","17,249,000","15,853,000","14,987,000"
CostOfRevenue,"145,291,000","41,281,000","37,889,000","33,991,000","32,130,000","31,535,000","33,835,000","29,829,000","25,892,000","30,789,000","33,034,000","23,428,000","20,901,000","19,891,000","22,428,000","21,559,000","18,127,000","15,764,000","14,872,000","13,893,000","12,445,000","9,917,000","9,745,000","8,180,000","7,987,000","9,452,000","9,949,000","10,423,000","10,366,000","10,229,000","9,585,000","9,449,000","7,456,000","6,488,000","6,171,000"
GrossProfit,"463,940,000","160,490,000","127,757,000","93,881,000","81,812,000","65,302,000","42,189,000","32,795,000","6,575,000","47,662,000","59,337,000","48,350,000","51,290,000","41,697,000","49,930,000","57,032,000","57,221,000","46,629,000","44,354,000","28,640,000","24,177,000","23,735,000","18,178,000","11,817,000","9,045,000","4,742,000","9,969,000","8,354,000","9,253,000","6,316,000","12,313,000","13,318,000","9,793,000","9,365,000","8,816,000"
OperatingExpense,"6,919,000","1,821,000","1,541,000","1,603,000","1,954,000","2,082,000","1,706,000","1,493,000","1,481,000","2,425,000","1,926,000","1,795,000","1,720,000","1,693,000","418,000","2,186,000","2,295,000","2,926,000","1,529,000","1,573,000","1,698,000","2,285,000","1,268,000","1,223,000","1,298,000","1,835,000","1,426,000","1,809,000","1,307,000","1,552,000","1,788,000","2,143,000","297,000","144,000","87,000"
	SellingGeneralAndAdministration,"7,532,000","1,953,000","1,682,000","1,735,000","2,162,000","2,221,000","2,005,000","1,811,000","1,683,000","2,666,000","2,266,000","1,805,000","1,723,000","1,695,000","428,000","2,198,000","2,353,000","2,976,000","1,529,000","1,573,000","1,698,000","2,285,000","1,268,000","1,223,000","1,298,000","1,835,000","1,426,000","1,809,000","1,307,000","1,552,000","1,788,000","2,143,000","297,000","144,000","87,000"
		GeneralAndAdministrativeExpense,"7,532,000","1,953,000","1,682,000","1,735,000","2,162,000","2,221,000","2,005,000","1,811,000","1,683,000","2,666,000","2,266,000","1,805,000","1,723,000","1,695,000","1,725,000","1,309,000","2,210,000","2,711,000","1,232,000","1,368,000","1,554,000","2,142,000","1,100,000","1,153,000","1,207,000","1,749,000","1,334,000","1,642,000","1,307,000","1,552,000","1,788,000","2,143,000","297,000","144,000","87,000"
			OtherGandA,"7,532,000","1,953,000","1,682,000","1,735,000","2,162,000","2,221,000","2,005,000","1,811,000","1,683,000","2,666,000","2,266,000","1,805,000","1,723,000","1,695,000","1,725,000","1,309,000","2,210,000","2,711,000","1,232,000","1,368,000","1,554,000","2,142,000","1,100,000","1,153,000","1,207,000","1,749,000","1,334,000","1,642,000","1,307,000","1,552,000","1,788,000","2,143,000","297,000","144,000","87,000"
		SellingAndMarketingExpense,,,,,,,,,,,,,,,"-1,297,000","889,000","143,000","265,000","297,000","205,000","144,000","143,000","168,000","70,000","91,000","86,000","92,000","167,000",,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,"24,642,000","26,770,000","18,697,000","16,512,000","16,199,000","17,513,000","16,532,000","13,260,000","11,525,000","11,932,000","11,068,000","9,672,000","7,847,000","8,335,000","6,751,000","6,584,000","8,150,000","8,849,000","8,737,000","8,949,000","8,901,000","7,999,000","7,971,000","6,064,000","5,567,000","5,199,000"
		DepletionIncomeStatement,,,,,,,,,,"24,642,000","26,770,000","18,697,000","16,512,000","16,199,000","17,513,000","16,532,000","13,260,000","11,525,000","11,932,000","11,068,000","9,672,000","7,847,000","8,335,000","6,751,000","6,584,000","8,150,000","8,849,000","8,737,000","8,949,000","8,901,000","7,999,000","7,971,000","6,064,000","5,567,000","5,199,000"
	OtherOperatingExpenses,"-613,000","-132,000","-141,000","-132,000","-208,000","-139,000","-299,000","-318,000","-202,000","-241,000","-340,000","-10,000","-3,000","-2,000","-10,000","-12,000","-58,000","-50,000",,,,,,,,,,,,,,,,,
OperatingIncome,"457,021,000","158,669,000","126,216,000","92,278,000","79,858,000","63,220,000","40,483,000","31,302,000","5,094,000","45,237,000","57,411,000","46,555,000","49,570,000","40,004,000","49,512,000","54,846,000","54,926,000","43,703,000","42,825,000","27,067,000","22,479,000","21,450,000","16,910,000","10,594,000","7,747,000","2,907,000","8,543,000","6,545,000","7,946,000","4,764,000","10,525,000","11,175,000","9,496,000","9,221,000","8,729,000"
NetNonOperatingInterestIncomeExpense,"-35,829,000","-9,645,000","-9,883,000","-8,328,000","-7,973,000","-7,860,000","-8,130,000","-8,238,000","-7,669,000","-8,963,000","-9,987,000","-3,827,000","-2,713,000","-4,549,000","-4,788,000","-3,711,000","-3,252,000","-2,098,000","-1,050,000","-859,000","-643,000","-612,000","-911,000","-658,000","-456,000","-430,000","-377,000","-358,000","-207,000","-168,000","-170,000","-317,000","-5,387,000","-5,368,000","-5,741,000"
	InterestExpenseNonOperating,"35,829,000","9,645,000","9,883,000","8,328,000","7,973,000","7,860,000","8,130,000","8,238,000","7,669,000","8,963,000","9,987,000","3,827,000","2,713,000","4,549,000","4,788,000","3,711,000","3,252,000","2,098,000","1,050,000","859,000","643,000","612,000","911,000","658,000","456,000","430,000","377,000","358,000","207,000","168,000","170,000","317,000","5,387,000","5,368,000","5,741,000"
	TotalOtherFinanceCost,,,,,,,,,,,"9,987,000","3,827,000","2,713,000","4,549,000","4,788,000","3,711,000","3,252,000","2,098,000","1,050,000","859,000","643,000","612,000","911,000","658,000","456,000","430,000","377,000",,,,,,,,
OtherIncomeExpense,"-56,217,000","-18,353,000","1,242,000","-9,599,000","-29,507,000","-31,466,000","-85,044,000","-6,880,000","-30,481,000","-17,658,000","1,430,000","889,000","597,000","4,248,000","-5,270,000","441,000","4,912,000","1,291,000","295,000","399,000","313,000","-186,000","255,000","266,000","-21,311,000","-25,812,000","-3,229,000","168,000","306,000","486,000","448,000","11,000",,,
	GainOnSaleOfSecurity,"-56,264,000","-18,359,000","1,240,000","-9,599,000","-29,546,000","-31,504,000","-16,017,000","-7,068,000","-31,000,000","-18,062,000","854,000","336,000","50,000","3,592,000","-5,715,000","-199,000","4,465,000","899,000",,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,"0",,,,"-69,202,000",,,,,,,,,,,,,"0","0","0","0",,"-21,458,000","-26,011,000","-3,423,000",,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,"69,202,000",,,,,,,,,,,,,"0","0","0","0",,"21,458,000","26,011,000","3,423,000",,,,,,,,
		WriteOff,,,"0",,,,"69,202,000",,,,,,,,,,,,,"0","0","0","0",,"21,458,000","26,011,000","3,423,000",,,,,,,,
	OtherNonOperatingIncomeExpenses,"47,000","6,000","2,000",,"39,000","38,000","175,000","188,000","519,000","404,000","576,000","553,000","547,000","656,000","445,000","640,000","447,000","392,000","295,000","399,000","313,000","-186,000","255,000","266,000","147,000","199,000","194,000","168,000","306,000","486,000","448,000","11,000",,,
PretaxIncome,"364,975,000","130,671,000","117,575,000","74,351,000","42,378,000","23,894,000","-52,691,000","16,184,000","-33,056,000","18,616,000","48,854,000","43,617,000","47,454,000","39,703,000","39,454,000","51,576,000","56,586,000","42,896,000","42,070,000","26,607,000","22,149,000","20,652,000","16,254,000","10,202,000","-14,020,000","-23,335,000","4,937,000","6,355,000","8,045,000","5,082,000","10,803,000","10,869,000","4,109,000","3,853,000","2,988,000"
TaxProvision,"4,116,000","2,630,000","580,000","906,000","0","35,000","0","0","0","142,466,000","326,000","-7,480,000","180,000","-34,608,000","-1,251,000","764,000","-71,878,000",,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"77,717,000","16,541,000","39,658,000","16,832,000","4,607,000","-3,044,000","-27,637,000","-766,000","-21,756,000","-142,169,000","2,291,000","7,946,000","2,265,000","33,779,000","-688,000","2,346,000","99,404,000","42,896,000","42,070,000","26,607,000","22,149,000","20,652,000","16,254,000","10,202,000","-14,020,000","-23,335,000","4,937,000","6,355,000","8,045,000","5,082,000","10,803,000","10,869,000","3,168,000","3,853,000","2,988,000"
	NetIncome,"77,564,000","16,605,000","39,465,000","16,832,000","4,662,000","-3,020,000","-27,619,000","-764,000","-21,752,000","-142,169,000","2,291,000","7,946,000","2,265,000","33,779,000","-688,000","2,346,000","99,404,000","42,896,000","42,070,000","26,607,000","22,149,000","20,652,000","16,254,000","10,202,000","-14,020,000","-23,335,000","4,937,000","6,355,000","8,045,000","5,082,000","10,803,000","10,869,000","3,168,000","3,853,000","2,988,000"
