name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988
TotalRevenue,"5,782,200,000","1,375,400,000","1,472,100,000","1,443,400,000","1,491,300,000","1,329,500,000","1,384,500,000","1,345,500,000","1,243,600,000","1,227,200,000","1,283,300,000","1,242,200,000","1,275,400,000","1,236,300,000","1,094,700,000","1,195,700,000","741,900,000","693,000,000","696,200,000","690,300,000","684,400,000","651,400,000","642,700,000","640,700,000","627,200,000","611,300,000","617,000,000","615,400,000","609,200,000","499,200,000","559,700,000","539,800,000","542,500,000","554,600,000","586,000,000","635,700,000","588,900,000","615,900,000","596,600,000","645,600,000","608,900,000","611,200,000","613,300,000","592,800,000","660,700,000","657,400,000","690,300,000","673,800,000","651,300,000","661,400,000","730,900,000","750,600,000","763,300,000","688,600,000","624,900,000","688,900,000","726,500,000","701,900,000","723,300,000","735,400,000","782,100,000","775,100,000","763,900,000","778,900,000","773,200,000","759,500,000","755,900,000","754,100,000","791,000,000","747,100,000","759,700,000","778,700,000","757,100,000","745,300,000","751,500,000","755,900,000","740,800,000","695,600,000","669,600,000","593,300,000","523,400,000","511,900,000","513,400,000","508,600,000","1,044,000,000","467,800,000","464,800,000","496,100,000","512,700,000","479,600,000","437,200,000","496,800,000","435,900,000","443,700,000","364,900,000","896,500,000","388,400,000","436,100,000","364,400,000","398,400,000","390,500,000","394,900,000","344,900,000","392,500,000","393,500,000","392,000,000","393,100,000","366,600,000","383,700,000","349,100,000","349,500,000","364,300,000","347,100,000","338,400,000","324,500,000","326,800,000","349,300,000","346,500,000","348,500,000","383,500,000","342,600,000","330,400,000","332,100,000","317,500,000","299,800,000","326,300,000","320,100,000","330,200,000","313,100,000","298,600,000","301,500,000","283,700,000","282,200,000","281,800,000","305,100,000","305,100,000","305,100,000","305,100,000"
	OperatingRevenue,"5,782,200,000","1,375,400,000","1,472,100,000","1,443,400,000","1,491,300,000","1,329,500,000","1,384,500,000","1,345,500,000","1,243,600,000","1,227,200,000","1,283,300,000","1,242,200,000","1,275,400,000","1,236,300,000","1,094,700,000","1,195,700,000","741,900,000","693,000,000","696,200,000","690,300,000","684,400,000","651,400,000","642,700,000","640,700,000","627,200,000","611,300,000","617,000,000","615,400,000","609,200,000","499,200,000","559,700,000","539,800,000","542,500,000","554,600,000","586,000,000","635,700,000","588,900,000","615,900,000","596,600,000","645,600,000","608,900,000","611,200,000","613,300,000","592,800,000","660,700,000","657,400,000","690,300,000","673,800,000","651,300,000","661,400,000","730,900,000","750,600,000","763,300,000","688,600,000","624,900,000","688,900,000","726,500,000","701,900,000","723,300,000","735,400,000","782,100,000","775,100,000","763,900,000","778,900,000","773,200,000","759,500,000","755,900,000","754,100,000","791,000,000","747,100,000","759,700,000","778,700,000","757,100,000","745,300,000","751,500,000","755,900,000","740,800,000","695,600,000","669,600,000","593,300,000","523,400,000","511,900,000","513,400,000","508,600,000","1,044,000,000","467,800,000","464,800,000","496,100,000","512,700,000","479,600,000","437,200,000","496,800,000","435,900,000","443,700,000","364,900,000","896,500,000","388,400,000","436,100,000","364,400,000","398,400,000","390,500,000","394,900,000","344,900,000","392,500,000","393,500,000","392,000,000","393,100,000","366,600,000","383,700,000","349,100,000","349,500,000","364,300,000","347,100,000","338,400,000","324,500,000","326,800,000","349,300,000","346,500,000","348,500,000","383,500,000","342,600,000","330,400,000","332,100,000","317,500,000","299,800,000","326,300,000","320,100,000","330,200,000","313,100,000","298,600,000","301,500,000","283,700,000","282,200,000","281,800,000","305,100,000","305,100,000","305,100,000","305,100,000"
NetNonOperatingInterestIncomeExpense,"-45,200,000","-12,700,000","-10,600,000","-10,700,000","-11,200,000","-11,100,000","-11,300,000","-8,300,000","-8,900,000","-7,500,000","-10,000,000","-9,200,000","-11,800,000","-11,500,000","-14,100,000","-13,400,000","-8,000,000","-29,000,000","24,200,000","-18,200,000","-21,400,000","-19,500,000","20,600,000","-22,000,000","-20,700,000","-22,300,000","35,500,000","-25,700,000","-26,600,000","-29,700,000","20,400,000","-22,100,000","-22,500,000","-22,700,000","36,200,000","-25,300,000","-25,200,000","-23,800,000","27,800,000","-22,700,000","-20,900,000","-21,800,000","-21,900,000","-21,400,000","-28,400,000","-26,800,000","-28,000,000","-33,900,000","-24,800,000","-24,300,000","-159,500,000","-25,600,000","-28,700,000","-210,700,000",,,,"-16,700,000","-14,700,000","-16,100,000","-20,000,000","-16,100,000","-15,300,000","-15,500,000","-15,800,000","-15,900,000","-17,300,000","-16,400,000","-15,700,000","-14,600,000","-13,900,000","-14,400,000","-14,300,000","-14,800,000","-14,300,000","-10,000,000","-11,300,000","-9,700,000","-8,900,000","-8,000,000","-5,200,000","-4,800,000","-6,800,000","-7,100,000","-3,400,000","-4,900,000","-122,100,000",,"-6,000,000","-32,300,000","-102,900,000","-3,900,000","-27,800,000","-28,000,000","-100,300,000","-3,400,000","-2,800,000","-26,200,000","-3,800,000","-2,900,000","-32,800,000","-29,800,000","-42,000,000","-24,900,000","-24,200,000","-24,000,000","-49,500,000","-21,600,000","-20,900,000","-18,700,000","-17,300,000","-16,400,000","-15,800,000","-14,700,000","-15,100,000","-14,800,000","-14,700,000","-14,500,000",,,,"-14,800,000","-15,800,000","-15,700,000","-15,600,000","-15,900,000",,,,,,,,,,,,
	InterestExpenseNonOperating,"45,200,000","12,700,000","10,600,000","10,700,000","11,200,000","11,100,000","11,300,000","8,300,000","8,900,000","7,500,000","10,000,000","9,200,000","11,800,000","11,500,000","14,100,000","13,400,000","8,000,000","29,000,000","-24,200,000","18,200,000","21,400,000","19,500,000","-20,600,000","22,000,000","20,700,000","22,300,000","-35,500,000","25,700,000","26,600,000","29,700,000","-20,400,000","22,100,000","22,500,000","22,700,000","-36,200,000","25,300,000","25,200,000","23,800,000","-27,800,000","22,700,000","20,900,000","21,800,000","21,900,000","21,400,000","28,400,000","26,800,000","28,000,000","33,900,000","24,800,000","24,300,000","159,500,000","25,600,000","28,700,000","210,700,000",,,,"16,700,000","14,700,000","16,100,000","20,000,000","16,100,000","15,300,000","15,500,000","15,800,000","15,900,000","17,300,000","16,400,000","15,700,000","14,600,000","13,900,000","14,400,000","14,300,000","14,800,000","14,300,000","10,000,000","11,300,000","9,700,000","8,900,000","8,000,000","5,200,000","4,800,000","6,800,000","7,100,000","3,400,000","4,900,000","122,100,000",,"6,000,000","32,300,000","102,900,000","3,900,000","27,800,000","28,000,000","100,300,000","3,400,000","2,800,000","26,200,000","3,800,000","2,900,000","32,800,000","29,800,000","42,000,000","24,900,000","24,200,000","24,000,000","49,500,000","21,600,000","20,900,000","18,700,000","17,300,000","16,400,000","15,800,000","14,700,000","15,100,000","14,800,000","14,700,000","14,500,000",,,,"14,800,000","15,800,000","15,700,000","15,600,000","15,900,000",,,,,,,,,,,,
OtherIncomeExpense,"5,700,000","2,400,000","-16,000,000","12,300,000","7,000,000","1,500,000","1,900,000","900,000","1,500,000","90,300,000","3,700,000","7,200,000","22,700,000","1,900,000","2,000,000","37,800,000","1,200,000","1,200,000","1,100,000","1,000,000","1,000,000","900,000","1,000,000","800,000","600,000","800,000","1,400,000","800,000","600,000","900,000","600,000","500,000","200,000","100,000","300,000","100,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","400,000","13,000,000","15,700,000","19,400,000","23,000,000","27,000,000","30,900,000","36,600,000","43,200,000","47,900,000","53,300,000","58,200,000","61,300,000","63,000,000","63,900,000","-503,700,000","68,400,000","67,100,000","65,000,000","66,200,000","76,000,000","63,800,000","59,200,000","60,000,000","57,900,000","58,700,000","54,200,000","53,600,000","57,400,000","52,500,000","52,400,000","54,300,000","54,500,000","55,100,000","56,900,000","60,600,000","65,300,000","42,000,000","39,900,000","40,100,000","40,700,000","39,700,000","38,600,000","37,800,000","36,300,000","34,100,000","33,500,000","-240,000,000","136,200,000","107,900,000","119,500,000","-710,700,000","583,000,000","95,300,000","146,200,000","-116,500,000","91,100,000","80,600,000","87,900,000","-140,600,000","88,400,000","86,000,000","86,400,000","87,600,000","103,300,000","118,000,000","84,500,000","87,500,000","105,000,000","82,500,000","75,500,000","58,700,000","62,000,000","85,700,000","84,500,000","82,400,000","122,600,000","88,200,000","86,200,000","94,300,000","87,400,000","66,600,000","96,200,000","83,800,000","95,500,000","79,300,000",,,,,,,,,
	SpecialIncomeCharges,"-36,000,000","-8,400,000","-9,200,000","-8,000,000","-10,400,000","-16,300,000","-20,000,000","-14,400,000","-17,100,000","-11,800,000","-6,200,000","-11,200,000","-1,200,000","-5,600,000","-6,700,000","-28,200,000","-3,600,000",,,,,,"0","0","0","0","0","0","-11,100,000","-9,100,000","0","-54,600,000",,,,,,,"0",,,,"-13,500,000","0",,"0","0","-14,800,000",,,"0","0","-1,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestructuringAndMergernAcquisition,"32,300,000","4,700,000","9,200,000","8,000,000","10,400,000","16,300,000","20,000,000","14,400,000","17,100,000","11,800,000","6,200,000","5,400,000","1,200,000","5,600,000","6,700,000","28,200,000","3,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,"0","0","11,100,000",,"0","54,600,000",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,,,"3,200,000","600,000","3,200,000","4,000,000","-500,000",,"7,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,500,000","0",,"0","0","14,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,"3,700,000",,,,,,,,,"0","5,800,000",,,,,,,,,,,,,,,"0",,,"9,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
