name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015
OperatingCashFlow,"-24,364,000","-10,194,000","-5,708,000","-4,552,000","-3,910,000","-3,790,000","-3,507,000","-3,964,000","-4,544,000","-14,238,000","-7,417,000","-8,049,000","-17,227,000","-8,007,000","-10,639,000","-3,585,000","-3,264,000","-5,797,000","-4,838,000","-7,700,022","-177,698","-114,280","-107,558","-78,764","-129,251","-167,569","-54,948","-99,147","-234,227","-45,561"
	CashFlowFromContinuingOperatingActivities,"-24,364,000","-10,194,000","-5,708,000","-4,552,000","-3,910,000","-3,790,000","-3,507,000","-3,964,000","-4,544,000","-14,238,000","-7,417,000","-8,049,000","-17,227,000","-8,007,000","-10,639,000","-3,585,000","-3,264,000","-5,797,000","-4,838,000","-7,700,022","-177,698","-114,280","-107,558","-78,764","-129,251","-167,569","-54,948","-99,147","-234,227","-45,561"
		NetIncomeFromContinuingOperations,"-29,818,000","-11,437,000","-8,023,000","1,222,000","-11,580,000","-3,658,000","-2,279,000","-7,178,000","-5,774,000","902,000","-13,881,000","-3,228,000","-6,719,000","-12,043,000","-11,598,000","-10,680,000","-3,482,000","-16,200,000","-16,328,000","-18,707,568","-108,220","-182,212","-158,889","-54,484","-65,120","-156,205","-72,870","-89,741","-92,383","-8,193"
		OperatingGainsLosses,"6,799,000","6,304,000","170,000","-4,443,000","4,768,000","2,038,000","-1,723,000","1,627,000","565,000","-7,916,000","1,769,000","-874,000","1,522,000","2,000","5,000","-80,000","3,000","22,000",,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"6,799,000","6,304,000","170,000","-4,443,000","4,768,000","2,038,000","-1,723,000","1,627,000","565,000","-7,916,000","1,769,000","-874,000","1,522,000","2,000","5,000","-80,000","3,000","22,000",,,,,,,,,,,,
		DepreciationAmortizationDepletion,"735,000","187,000","185,000","176,000","187,000","187,000","296,000","395,000","395,000","340,000","369,000","353,000","443,000","41,000","44,000","50,000","48,000","29,000","28,000",,,,,,,,,,,
			DepreciationAndAmortization,"735,000","187,000","185,000","176,000","187,000","187,000","296,000","395,000","395,000","340,000","369,000","353,000","443,000","41,000","44,000","50,000","48,000","29,000","28,000",,,,,,,,,,,
				Depreciation,"735,000","187,000","185,000","176,000","187,000","187,000","296,000","395,000","395,000","340,000","369,000","353,000","443,000","41,000","44,000","50,000","48,000","29,000","28,000",,,,,,,,,,,
		StockBasedCompensation,"-2,956,000","-2,372,000","1,258,000","-2,709,000","867,000","-3,729,000","418,000","837,000","264,000","-1,860,000","2,891,000","-4,720,000","-13,155,000","5,338,000","4,109,000","1,480,000","-983,000","12,234,000","12,217,000",,,,,,,,,,,
		OtherNonCashItems,"1,416,000","354,000","354,000","354,000","354,000","354,000","318,000","354,000","511,000","177,000",,,,,,,,,,"10,808,885","-197,791","-135,094","-81,325","-71,137","-56,221","-46,047","-35,542","-22,489",,
		ChangeInWorkingCapital,"-540,000","-3,230,000","348,000","848,000","1,494,000","1,018,000","-537,000","1,000","-505,000","-5,881,000","1,308,000","420,000","682,000","-1,345,000","-3,199,000","5,645,000","1,150,000","-1,882,000","-755,000","120,661","128,313","203,026","132,656","46,857","-7,910","34,683","53,464","13,083","-124,980","-37,368"
			ChangeInPrepaidAssets,"-211,000","-194,000","48,000","-120,000","55,000","-169,000","130,000","78,000","201,000","-218,000","250,000","665,000","129,000","-471,000","145,000","391,000","87,000","-183,000","-1,056,000","74,832","16,737","-38,569","35,676","34,696","23,524","-1,251","53,464","54,333","-101,512","-119,345"
			ChangeInPayablesAndAccruedExpense,"217,000","-2,880,000","452,000","1,057,000","1,588,000","1,345,000","-503,000","131,000","-475,000","-5,392,000","1,879,000","292,000","819,000","-874,000","-3,693,000","5,254,000","1,063,000","-1,699,000","-48,000","45,829","111,576","241,595","96,980","12,161","-31,434","35,934","0","-41,250","-23,468","81,977"
				ChangeInPayable,"133,000","114,000","-102,000","85,000","36,000","-45,000","108,000","-94,000","-356,000","-28,000","123,000","-462,000","272,000","274,000","166,000","16,000","98,000","-156,000","-327,000","-163,171","111,576","241,595","96,980","12,161","-31,434","35,934","0","-41,250","-23,468","81,977"
					ChangeInAccountPayable,"133,000","114,000","-102,000","85,000","36,000","-45,000","108,000","-94,000","-356,000","-28,000","123,000","-462,000","272,000","274,000","166,000","16,000","98,000","-156,000","-327,000","-163,171","111,576","241,595","96,980","12,161","-31,434","35,934","0","-41,250","-23,468","81,977"
				ChangeInAccruedExpense,"84,000","-2,994,000","554,000","972,000","1,552,000","1,390,000","-611,000","225,000","-119,000","-5,364,000","1,756,000","754,000","547,000","-1,148,000","-3,859,000","5,238,000","965,000","-1,543,000","279,000",,,,,,,,,,,
