name,ttm,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015
OperatingCashFlow,"753,919,000","86,135,000","238,412,000","250,834,000","178,538,000","69,480,000","228,721,000","199,501,000","-156,519,000","197,883,000","206,651,000","43,724,000","105,991,000","55,822,000","215,612,000","-22,799,000","161,388,000","66,170,000","231,490,000","77,365,000","168,037,000","49,049,000","203,731,000","-485,000","57,226,000","46,078,000","108,001,000","7,767,000","64,935,000","37,629,000"
	CashFlowFromContinuingOperatingActivities,"753,919,000","86,135,000","238,412,000","250,834,000","178,538,000","69,480,000","228,721,000","199,501,000","-156,519,000","197,883,000","206,651,000","43,724,000","105,991,000","55,822,000","215,612,000","-22,799,000","161,388,000","66,170,000","231,490,000","77,365,000","168,037,000","49,049,000","203,731,000","-485,000","57,226,000","46,078,000","108,001,000","7,767,000","64,935,000","37,629,000"
		NetIncomeFromContinuingOperations,"606,880,000","195,843,000","152,985,000","193,333,000","64,719,000","142,504,000","56,670,000","27,049,000","-363,549,000","152,689,000","95,805,000","124,217,000","28,507,000","146,451,000","97,260,000","129,581,000","77,032,000","-18,629,000","117,233,000","89,479,000","17,723,000","60,121,000","96,154,000","97,704,000","31,060,000","66,291,000","101,695,000","58,461,000","11,452,000","38,283,000"
		OperatingGainsLosses,,,"-81,908,000","0",,,"12,785,000","3,836,000","-4,871,000","2,950,000","-10,830,000","5,982,000","6,801,000","7,850,000","-22,978,000","2,497,000","-9,698,000","23,685,000","12,943,000","20,873,000","49,627,000","-21,000","-15,629,000","31,000","2,400,000","-897,000","-7,825,000","10,490,000","-13,072,000","15,747,000"
			NetForeignCurrencyExchangeGainLoss,"-32,000",,,,,,,"2,560,000","5,775,000","-2,629,000","-7,904,000","4,726,000","5,853,000","9,046,000","-16,977,000","-3,149,000","-20,700,000","10,022,000","-11,986,000","13,283,000","18,061,000","5,373,000","-23,555,000","775,000","8,579,000","8,348,000","-12,038,000","13,739,000","-9,561,000","7,489,000"
			GainLossOnInvestmentSecurities,"-20,303,000",,,,,,,"-2,365,000","-17,259,000","1,988,000","-2,857,000","-2,175,000","-2,516,000","-4,618,000","-472,000","2,298,000","7,845,000","10,303,000","5,957,000","3,894,000","4,998,000","-9,076,000","4,244,000","-4,532,000","-3,920,000","-12,967,000","-8,613,000","-7,475,000","-2,592,000","3,960,000"
			PensionAndEmployeeBenefitExpense,,,,,,,"855,000","3,641,000","6,613,000","3,591,000","-69,000","3,431,000","3,464,000","3,422,000","-5,529,000","3,348,000","3,157,000","3,360,000","18,972,000","3,696,000","3,775,000","3,682,000","3,716,000","3,788,000","3,753,000","3,734,000","4,219,000","4,216,000","4,276,000","4,272,000"
		DepreciationAmortizationDepletion,"146,631,000","38,933,000","37,592,000","35,649,000","34,457,000","35,469,000","36,798,000","33,992,000","35,031,000","35,974,000","33,637,000","31,560,000","30,186,000","28,559,000","28,075,000","27,435,000","31,874,000","32,821,000","31,769,000","29,789,000","28,443,000","27,386,000","27,912,000","25,470,000","25,385,000","25,111,000","26,596,000","24,977,000","23,996,000","26,475,000"
			DepreciationAndAmortization,"146,631,000","38,933,000","37,592,000","35,649,000","34,457,000","35,469,000","36,798,000","33,992,000","35,031,000","35,974,000","33,637,000","31,560,000","30,186,000","28,559,000","28,075,000","27,435,000","31,874,000","32,821,000","31,769,000","29,789,000","28,443,000","27,386,000","27,912,000","25,470,000","25,385,000","25,111,000","26,596,000","24,977,000","23,996,000","26,475,000"
		DeferredTax,,"19,032,000",,"-24,187,000","-28,071,000","-18,786,000","-7,373,000","13,106,000","-85,159,000","-15,818,000","5,389,000","-415,000","-19,142,000","-795,000","6,632,000","-7,542,000","5,626,000","129,542,000",,,,,,,,,,,,
