name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
TotalAssets,"211,045,000","239,439,000","261,332,000","281,107,000","200,389,000","219,936,000","238,749,000","70,462,000","85,812,000","36,392,000","43,697,000","34,278,000","40,328,000","43,549,000","47,866,000","51,210,000","56,321,000","1,355,000"
	CurrentAssets,"207,562,000","236,812,000","256,929,000","276,658,000","196,783,000","217,065,000","236,133,000","68,313,000","83,598,000","34,107,000","41,361,000","31,511,000","38,079,000","43,171,000","47,638,000","51,088,000","56,317,000","890,000"
		CashCashEquivalentsAndShortTermInvestments,"200,435,000","232,968,000","252,912,000","273,057,000","194,015,000","213,119,000","233,428,000","65,495,000","80,079,000","32,426,000","40,252,000","29,965,000","36,296,000","42,565,000","47,122,000","50,349,000","55,465,000","887,000"
			CashAndCashEquivalents,"200,435,000","232,968,000","252,912,000","273,057,000","194,015,000","213,119,000","233,428,000","65,495,000","80,079,000","32,426,000","40,252,000","29,965,000","36,296,000","42,565,000","47,122,000","50,349,000","55,465,000","887,000"
				CashFinancial,,"232,968,000",,,,,,,,,,,,,"47,122,000","50,349,000","55,465,000","887,000"
		Receivables,,,,,,,,,,"0","0","46,000","0","115,000","49,000","70,000","44,000",
			DuefromRelatedPartiesCurrent,,,,,,,,,,"0","0","46,000","0","115,000","49,000","70,000","44,000",
		Inventory,"682,000",,,,,,,,,,,,,,,,,
		PrepaidAssets,"4,967,000","2,888,000","4,017,000","3,601,000","2,768,000","3,946,000","2,705,000","2,818,000","3,519,000","1,681,000","1,109,000","1,500,000","1,783,000","491,000","467,000","669,000","808,000","3,000"
		OtherCurrentAssets,"1,478,000","956,000",,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"3,483,000","2,627,000","4,403,000","4,449,000","3,606,000","2,871,000","2,616,000","2,149,000","2,214,000","2,285,000","2,336,000","2,767,000","2,249,000","378,000","228,000","122,000","4,000","465,000"
		NetPPE,"2,518,000","2,541,000","2,648,000","2,819,000","2,973,000","2,784,000","2,530,000","2,098,000","2,163,000","2,234,000","2,285,000","2,338,000","2,198,000","327,000","177,000","122,000","4,000","4,000"
			GrossPPE,"3,197,000","3,143,000","3,174,000","3,325,000","3,400,000","3,146,000","2,847,000","2,367,000","2,384,000","2,408,000","2,412,000","2,416,000","2,238,000","345,000","187,000","125,000","5,000","5,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,
				MachineryFurnitureEquipment,"847,000","739,000","739,000","841,000","841,000","629,000","616,000","624,000","589,000","573,000","572,000","551,000","358,000","173,000","173,000","125,000","5,000","5,000"
				OtherProperties,"1,181,000","1,247,000","1,312,000","1,377,000","1,440,000","1,511,000","1,586,000","1,101,000","1,153,000","1,193,000","1,199,000","1,246,000","1,293,000",,,,,
				ConstructionInProgress,"13,000","24,000","0","0","0","356,000",,,,,,,,,,,,
				Leases,"1,156,000","1,133,000","1,123,000","1,107,000","1,119,000","650,000","645,000","642,000","642,000","642,000","641,000","619,000","587,000","172,000","14,000",,,
			AccumulatedDepreciation,"-679,000","-602,000","-526,000","-506,000","-427,000","-362,000","-317,000","-269,000","-221,000","-174,000","-127,000","-78,000","-40,000","-18,000","-10,000","-3,000","-1,000","-1,000"
