name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,12/31/2017
TotalAssets,"1,058,000,000","1,069,000,000","1,161,000,000","1,135,000,000","1,355,000,000","1,405,000,000","1,407,000,000","1,361,000,000","1,291,000,000","1,250,000,000","1,217,000,000","1,179,000,000","1,097,000,000","1,041,000,000","1,065,000,000","1,006,000,000","1,416,000,000"
	CurrentAssets,"282,000,000","295,000,000","385,000,000","356,000,000","573,000,000","626,000,000","624,000,000","577,000,000","510,000,000","461,000,000","489,000,000","448,000,000","369,000,000","330,000,000","361,000,000","301,000,000","741,000,000"
		CashCashEquivalentsAndShortTermInvestments,"255,000,000","262,000,000","309,000,000","323,000,000","538,000,000","597,000,000","551,000,000","547,000,000","484,000,000","435,000,000","432,000,000","425,000,000","348,000,000","305,000,000","314,000,000","275,000,000","307,000,000"
			CashAndCashEquivalents,"255,000,000","262,000,000","309,000,000","323,000,000","538,000,000","597,000,000","551,000,000","545,000,000","482,000,000","428,000,000","425,000,000","420,000,000","341,000,000","296,000,000","305,000,000","250,000,000","282,000,000"
			OtherShortTermInvestments,,,,,,"0","0","2,000,000","2,000,000","7,000,000","7,000,000","5,000,000","7,000,000","9,000,000","9,000,000","25,000,000","25,000,000"
		Receivables,"5,000,000","7,000,000","58,000,000","9,000,000","4,000,000","5,000,000","57,000,000","9,000,000","8,000,000","11,000,000","45,000,000","9,000,000","8,000,000","12,000,000","40,000,000","17,000,000","406,000,000"
			AccountsReceivable,"5,000,000","7,000,000","5,000,000","5,000,000","4,000,000","5,000,000","10,000,000","9,000,000","8,000,000","11,000,000","8,000,000","9,000,000","8,000,000","12,000,000","11,000,000","17,000,000","406,000,000"
				GrossAccountsReceivable,"8,000,000","11,000,000","7,000,000","7,000,000","6,000,000","7,000,000","12,000,000","11,000,000","10,000,000","13,000,000","10,000,000","11,000,000","10,000,000","14,000,000","13,000,000",,"407,000,000"
				AllowanceForDoubtfulAccountsReceivable,"-3,000,000","-4,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000",,"-1,000,000"
			OtherReceivables,,,"53,000,000","4,000,000",,,"47,000,000",,,,"37,000,000",,,,"29,000,000",,
		PrepaidAssets,"22,000,000","25,000,000","18,000,000","24,000,000","30,000,000","24,000,000","16,000,000","20,000,000","18,000,000","16,000,000","12,000,000","14,000,000","13,000,000","13,000,000","7,000,000","9,000,000","10,000,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,"0","0","0","18,000,000"
		OtherCurrentAssets,,"1,000,000",,,"1,000,000",,,"1,000,000",,"-1,000,000",,,,,,,
	TotalNonCurrentAssets,"777,000,000","775,000,000","777,000,000","781,000,000","784,000,000","779,000,000","784,000,000","786,000,000","782,000,000","790,000,000","727,000,000","731,000,000","730,000,000","712,000,000","706,000,000","705,000,000","674,000,000"
		NetPPE,"84,000,000","82,000,000","83,000,000","81,000,000","81,000,000","75,000,000","77,000,000","73,000,000","69,000,000","69,000,000","66,000,000","67,000,000","66,000,000","47,000,000","46,000,000","43,000,000","30,000,000"
			GrossPPE,"84,000,000","153,000,000","83,000,000","81,000,000","81,000,000","131,000,000","77,000,000","73,000,000","69,000,000","146,000,000","66,000,000","67,000,000","66,000,000","106,000,000","46,000,000","43,000,000","76,000,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,"0"
				BuildingsAndImprovements,,"25,000,000",,,,"23,000,000",,,,"25,000,000",,,,"20,000,000",,,"19,000,000"
				MachineryFurnitureEquipment,,"111,000,000",,,,"93,000,000",,,,"104,000,000",,,,"86,000,000",,,"57,000,000"
				OtherProperties,"84,000,000","17,000,000","83,000,000","81,000,000","81,000,000","15,000,000","77,000,000","73,000,000","69,000,000","17,000,000","66,000,000","67,000,000","66,000,000","47,000,000","46,000,000","43,000,000",
			AccumulatedDepreciation,,"-71,000,000",,,,"-56,000,000",,,,"-77,000,000",,,,"-59,000,000",,,"-46,000,000"
		GoodwillAndOtherIntangibleAssets,"670,000,000","672,000,000","674,000,000","677,000,000","680,000,000","682,000,000","686,000,000","691,000,000","689,000,000","692,000,000","632,000,000","633,000,000","632,000,000","634,000,000","636,000,000","637,000,000","641,000,000"
			Goodwill,"512,000,000","512,000,000","512,000,000","512,000,000","512,000,000","512,000,000","512,000,000","502,000,000","501,000,000","501,000,000","477,000,000","477,000,000","476,000,000","476,000,000","476,000,000","476,000,000","476,000,000"
