name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
OperatingCashFlow,"137,637,000","56,639,000","21,730,000","26,313,000","32,955,000","29,652,000","21,632,000","30,033,000","33,454,000","29,445,000","27,142,000","24,626,000","36,202,000","28,330,000","26,535,000","24,426,000","23,709,000","22,093,000","24,712,000","25,834,000","28,913,000","23,996,000","28,438,000"
	CashFlowFromContinuingOperatingActivities,"137,637,000","56,639,000","21,730,000","26,313,000","32,955,000","29,652,000","21,632,000","30,033,000","33,454,000","29,445,000","27,142,000","24,626,000","36,202,000","28,330,000","26,535,000","24,426,000","23,709,000","22,093,000","24,712,000","25,834,000","28,913,000","23,996,000","28,438,000"
		NetIncomeFromContinuingOperations,"90,558,000","-9,787,000","63,207,000","18,307,000","18,831,000","19,337,000","40,140,000","13,814,000","14,557,000","12,694,000","11,674,000","10,922,000","13,116,000","16,786,000","18,288,000","18,142,000","18,726,000","19,232,000","15,269,000","22,903,000","21,575,000","20,356,000","21,903,000"
		OperatingGainsLosses,"-52,522,000","-2,131,000","-46,577,000","-1,938,000","-1,876,000","-2,581,000","-24,525,000","0",,,"-49,000","-83,000","-130,000","-404,000",,,,,,,,,
			GainLossOnInvestmentSecurities,,"-1,232,000","-11,114,000",,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-40,064,000","-1,727,000","-35,463,000","-998,000","-1,876,000","-2,581,000","-529,000","0",,,"-49,000","-83,000","-130,000","-404,000",,,,,,,,,
		DepreciationAmortizationDepletion,"59,038,000","22,215,000","13,046,000","12,307,000","11,470,000","12,290,000","14,629,000","17,951,000","17,990,000","17,824,000","17,396,000","17,195,000","15,885,000","9,166,000","7,354,000","6,842,000","6,594,000","6,583,000","6,548,000","6,527,000","6,580,000","6,517,000","6,504,000"
			DepreciationAndAmortization,"59,038,000","22,215,000","13,046,000","12,307,000","11,470,000","12,290,000","14,629,000","17,951,000","17,990,000","17,824,000","17,396,000","17,195,000","15,885,000","9,166,000","7,354,000","6,842,000","6,594,000","6,583,000","6,548,000","6,527,000","6,580,000","6,517,000","6,504,000"
				Depreciation,"59,038,000","22,215,000","13,046,000","12,307,000","11,470,000","12,290,000","14,629,000","17,951,000","17,990,000","17,824,000","17,396,000","17,195,000","15,885,000","9,166,000","7,354,000","6,842,000","6,594,000","6,583,000","6,548,000","6,527,000","6,580,000","6,517,000","6,504,000"
				AmortizationCashFlow,,,,,,,,"6,433,000","6,495,000","6,530,000","6,380,000","6,231,000","5,544,000","3,310,000","2,288,000","2,094,000","2,105,000","2,105,000","2,106,000","2,108,000","2,110,000","2,110,000","2,110,000"
					AmortizationOfIntangibles,,,,,,,,"6,433,000","6,495,000","6,530,000","6,380,000","6,231,000","5,544,000","3,310,000","2,288,000","2,094,000","2,105,000","2,105,000","2,106,000","2,108,000","2,110,000","2,110,000","2,110,000"
		ProvisionandWriteOffofAssets,,,,,,,,,,,"0","0","0","0","216,000","475,000","107,000","400,000","248,000","292,000","141,000","23,000","0"
		UnrealizedGainLossOnInvestmentSecurities,,"-2,460,000",,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"19,335,000","20,221,000","-370,000","-42,000","-474,000","-1,089,000","-1,186,000","-442,000","-462,000","-782,000","835,000","266,000","-1,041,000","-166,000","-616,000","-333,000","-214,000","-585,000","-1,416,000","-1,363,000","-1,366,000","-1,340,000","-1,433,000"
		ChangeInWorkingCapital,"20,388,000","27,261,000","-8,236,000","-2,981,000","4,344,000","1,035,000","-7,426,000","-1,290,000","1,489,000","-291,000","-3,380,000","-3,674,000","8,372,000","2,948,000","1,293,000","-700,000","-1,504,000","-3,537,000","4,063,000","-2,525,000","1,983,000","-1,560,000","1,464,000"
			ChangeInReceivables,"-990,000","-1,309,000","-906,000","-39,000","1,264,000","2,400,000","-6,298,000","-514,000","328,000","-294,000","-2,473,000","170,000","1,358,000","-666,000","-128,000","638,000","827,000","-4,454,000","181,000","-2,399,000","1,956,000","698,000","-381,000"
				ChangesInAccountReceivables,"-2,399,000","-1,309,000","-906,000","-39,000","-145,000","1,144,000","-923,000","-1,537,000","328,000","-775,000","-1,501,000","-124,000","453,000","-325,000","-171,000","-884,000","-351,000","-321,000","181,000","-2,399,000","1,956,000","698,000","-381,000"
			ChangeInPrepaidAssets,"-2,743,000","729,000","-3,836,000","172,000","192,000","29,000","-59,000","154,000","-95,000","12,000","-138,000","304,000","322,000","62,000","235,000","93,000","72,000","56,000","-22,000","40,000","-9,000","24,000","102,000"
			ChangeInPayablesAndAccruedExpense,"28,417,000","26,439,000","-291,000","2,784,000","-515,000","453,000","-1,974,000","2,367,000","-1,308,000","3,395,000","-4,497,000","1,874,000","2,210,000","4,353,000","115,000","1,885,000","-3,482,000","-2,361,000","3,674,000","4,272,000","-794,000","207,000","-468,000"
				ChangeInPayable,"28,417,000","26,439,000","-291,000","2,784,000","-515,000","453,000","-1,974,000","2,367,000","-1,308,000","3,395,000","-4,497,000","1,874,000","2,210,000","4,353,000","115,000","1,885,000","-3,482,000","-2,361,000","3,674,000","4,272,000","-794,000","207,000","-468,000"
					ChangeInAccountPayable,"24,519,000","22,502,000","868,000","1,504,000","-355,000","508,000","-1,252,000","1,596,000","-927,000","3,196,000","-4,345,000","2,363,000","870,000","4,207,000","438,000","1,388,000","-996,000","788,000","133,000","699,000","-794,000","207,000","-468,000"
