name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
	ChangesInCash,"-96,369,000","1,276,000","-15,502,000","40,192,000","-122,335,000","145,390,000","26,195,000","-8,036,000","11,474,000","-402,890,000","-169,668,000","707,264,000","-2,267,000","901,000","-6,699,000","2,278,000"
	EffectOfExchangeRateChanges,"-1,840,000","-629,000","-573,000","-758,000","120,000","-782,000","386,000","506,000","28,000","-141,000","-70,000","72,000","64,000","-87,000","34,000","-11,000"
	BeginningCashPosition,"373,319,000","274,463,000","290,538,000","251,104,000","373,319,000","228,711,000","202,130,000","209,660,000","198,158,000","601,189,000","770,927,000","63,591,000","65,794,000","64,980,000","71,645,000","69,378,000"
IncomeTaxPaidSupplementalData,"1,498,000","339,000","547,000","396,000","216,000","327,000","224,000","44,000","108,000","34,000","46,000","45,000","49,000","3,000","32,000","0"
CapitalExpenditure,"-46,331,000","-17,487,000","-9,110,000","-10,296,000","-9,438,000","-7,181,000","-7,176,000","-7,629,000","-6,135,000","-4,943,000","-6,572,000","-7,484,000","-5,094,000","-4,293,000","-3,093,000","-3,610,000"
IssuanceOfCapitalStock,,,,"0",,,"0","0",,,"-2,342,000",,,,,
IssuanceOfDebt,,,"0","0","0",,"0","-474,000","730,681,000",,,,,,,
RepaymentOfDebt,,"-3,000",,,,,,"-474,000",,,,,,,,
RepurchaseOfCapitalStock,,,,,"0","0","0","0","-268,000",,,,,,,
FreeCashFlow,"335,952,000","129,901,000","106,683,000","57,083,000","42,285,000","44,469,000","16,652,000","28,641,000","18,603,000","19,312,000","10,858,000","-3,660,000","-5,532,000","-875,000","-7,648,000","1,139,000"
