name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016
TotalRevenue,"394,019,000","93,841,000","92,642,000","122,777,000","84,759,000","82,698,000","82,291,000","80,744,000","80,371,000","78,231,000","84,931,000","76,401,000","69,053,000","68,430,000","63,094,000","61,764,000","57,032,000","55,589,000","49,473,000","46,235,000","43,671,000","42,185,000","39,449,000","37,010,000"
	OperatingRevenue,"394,019,000","93,841,000","92,642,000","122,777,000","84,759,000","82,698,000","82,291,000","80,744,000","80,371,000","78,231,000","84,931,000","76,401,000","69,053,000","68,430,000","59,637,000","59,235,000","54,546,000","52,840,000","47,660,000","44,240,000","42,375,000","40,568,000","38,335,000","35,954,000"
CostOfRevenue,"18,898,000","5,044,000","4,440,000","4,842,000","4,572,000","4,605,000","4,986,000","4,187,000","4,190,000","4,115,000","4,493,000","3,855,000","3,252,000","4,390,000","3,231,000","2,777,000","2,530,000","2,619,000","1,795,000","2,009,000","1,124,000","1,577,000","895,000","1,184,000"
GrossProfit,"375,121,000","88,797,000","88,202,000","117,935,000","80,187,000","78,093,000","77,305,000","76,557,000","76,181,000","74,116,000","80,438,000","72,546,000","65,801,000","64,040,000","59,863,000","58,987,000","54,502,000","52,970,000","47,678,000","44,226,000","42,547,000","40,608,000","38,554,000","35,826,000"
OperatingExpense,"170,234,000","43,118,000","42,002,000","45,234,000","39,880,000","41,346,000","39,414,000","38,577,000","45,621,000","40,797,000","39,478,000","37,820,000","34,506,000","32,861,000","31,239,000","29,934,000","28,106,000","26,435,000","24,490,000","22,210,000","20,902,000","19,967,000","18,408,000","16,582,000"
	SellingGeneralAndAdministration,"34,561,000","8,828,000","8,526,000","8,552,000","8,655,000","10,633,000","9,232,000","7,214,000","5,700,000","9,578,000","9,802,000","9,023,000","8,914,000","8,108,000","8,502,000","8,007,000","7,364,000","6,990,000","7,083,000","6,266,000","6,009,000","5,324,000","5,095,000","4,397,000"
		GeneralAndAdministrativeExpense,"34,561,000","8,828,000","8,526,000","8,552,000","8,655,000","10,633,000","9,232,000","7,214,000","5,700,000","9,578,000","9,802,000","9,023,000","8,914,000","8,108,000","8,502,000","8,007,000","7,364,000","6,990,000","7,083,000","6,266,000","6,009,000","5,324,000","5,095,000","4,397,000"
			OtherGandA,"34,561,000","8,828,000","8,526,000","8,552,000","8,655,000","10,633,000","9,232,000","7,214,000","5,700,000","9,578,000","9,802,000","9,023,000","8,914,000","8,108,000","8,502,000","8,007,000","7,364,000","6,990,000","7,083,000","6,266,000","6,009,000","5,324,000","5,095,000","4,397,000"
	DepreciationAmortizationDepletionIncomeStatement,"135,673,000","34,290,000","33,476,000","36,682,000","31,225,000","30,713,000","30,182,000","31,363,000","39,921,000","31,219,000","30,829,000","28,392,000","25,287,000","24,310,000","22,691,000","21,869,000","20,232,000","19,202,000","17,294,000","15,643,000","14,733,000","14,593,000","13,048,000","12,114,000"
		DepreciationAndAmortizationInIncomeStatement,"135,673,000","34,290,000","33,476,000","36,682,000","31,225,000","30,713,000","30,182,000","31,363,000","39,921,000","31,219,000","30,829,000","28,392,000","25,287,000","24,310,000","22,691,000","21,869,000","20,232,000","19,202,000","17,294,000","15,643,000","14,733,000","14,593,000","13,048,000","12,114,000"
	OtherTaxes,,,,,,,,,,,,"405,000","305,000","443,000","46,000","58,000","510,000","243,000","113,000","301,000","160,000","50,000","265,000","71,000"
OperatingIncome,"204,887,000","45,679,000","46,200,000","72,701,000","40,307,000","36,747,000","37,891,000","37,980,000","30,560,000","33,319,000","40,960,000","34,726,000","31,295,000","31,179,000","28,624,000","29,053,000","26,396,000","26,535,000","23,188,000","22,016,000","21,645,000","20,641,000","20,146,000","19,244,000"
NetNonOperatingInterestIncomeExpense,"-64,922,000","-16,896,000","-16,991,000","-15,611,000","-15,424,000","-16,103,000","-17,119,000","-18,511,000","-19,502,000","-20,982,000","-21,506,000","-18,460,000","-16,732,000","-15,827,000","-14,739,000","-14,468,000","-12,402,000","-11,067,000","-9,456,000","-9,253,000","-7,745,000","-7,830,000","-5,718,000","-4,572,000"
	InterestIncomeNonOperating,"12,000","0","6,000","0","6,000","5,000","4,000","0","11,000","9,000","3,000","5,000","0","1,000","1,000","16,000","52,000","110,000","113,000","127,000","115,000","112,000","79,000","4,000"
	InterestExpenseNonOperating,"64,934,000","16,896,000","16,997,000","15,611,000","15,430,000","16,108,000","17,123,000","18,511,000","19,513,000","20,991,000","21,509,000","18,465,000","16,732,000","15,828,000","14,740,000","14,484,000","12,454,000","11,177,000","9,569,000","9,380,000","7,860,000","7,942,000","5,797,000","4,576,000"
OtherIncomeExpense,"-24,313,000","70,000","3,474,000","-26,095,000","-1,762,000","3,729,000","-3,294,000","-9,629,000","6,442,000","60,000","10,673,000","8,772,000","2,779,000","-330,000","776,000","8,479,000","4,392,000","3,527,000","3,094,000","227,000","2,092,000","936,000","-634,000","745,000"
	GainOnSaleOfSecurity,"9,986,000","1,196,000","3,732,000","1,220,000","3,838,000","4,733,000","5,260,000","1,060,000","1,046,000","7,619,000","13,142,000","12,585,000","2,787,000","1,400,000","876,000","10,590,000","4,443,000","3,527,000","2,847,000","4,239,000","5,659,000","984,000","2,018,000","3,164,000"
	SpecialIncomeCharges,"-33,101,000","0","-207,000","-27,290,000","-5,604,000","-1,014,000","-8,569,000","-10,691,000","5,398,000","-7,537,000","-2,463,000","-3,813,000","-8,000","-1,730,000","0","-2,111,000","-51,000","0","-132,000","-4,012,000","-3,567,000","-48,000","-2,652,000","-2,419,000"
		RestructuringAndMergernAcquisition,"6,663,000","0","0","1,059,000","5,604,000","-1,124,000","6,888,000","-4,433,000","-5,932,000","5,382,000","2,463,000","923,000",,,,,,,"0","0",,,"2,624,000","2,367,000"
		ImpairmentOfCapitalAssets,"26,196,000","0","207,000","25,989,000","0","2,012,000","1,678,000","14,732,000","534,000","2,133,000","0","2,435,000","0","1,017,000","0","2,061,000","0",,"0","2,608,000",,,"0","0"
		OtherSpecialCharges,,,"0","242,000",,"126,000","3,000","392,000",,"22,000","0","455,000","8,000","713,000","0","50,000","51,000",,"132,000","1,404,000","3,567,000","48,000","28,000","52,000"
		GainOnSaleOfPPE,,,,,,,,"1,060,000","1,046,000","7,619,000","13,142,000","12,585,000","2,787,000","1,400,000","876,000","2,025,000","4,256,000","3,339,000","2,660,000","4,052,000","5,477,000","803,000","1,836,000","2,983,000"
	OtherNonOperatingIncomeExpenses,"-1,198,000","-1,126,000","-51,000","-25,000","4,000","10,000","15,000","2,000","-2,000","-22,000","-2,469,000","-923,000",,,,,,,,,,,,
PretaxIncome,"115,652,000","28,853,000","32,683,000","30,995,000","23,121,000","24,373,000","17,478,000","9,840,000","17,500,000","12,397,000","30,127,000","25,038,000","17,342,000","15,022,000","14,661,000","23,064,000","18,386,000","18,995,000","16,826,000","12,990,000","15,992,000","13,747,000","13,794,000","15,417,000"
TaxProvision,"1,643,000","412,000","457,000","473,000","301,000","413,000","-141,000","129,000","402,000","549,000",,,,"443,000",,,,,,,,,,
NetIncomeCommonStockholders,"106,574,000","26,661,000","29,897,000","28,698,000","21,214,000","22,223,000","16,177,000","8,704,000","15,353,000","10,816,000","58,819,000","23,388,000","16,134,000","13,938,000","13,562,000","21,267,000","16,974,000","17,573,000","15,530,000","11,948,000","14,727,000","12,594,000","12,480,000","13,958,000"
	NetIncome,"106,961,000","26,758,000","30,291,000","28,698,000","21,214,000","22,223,000","16,262,000","8,750,000","15,353,000","10,816,000","25,934,000","23,388,000","16,134,000","13,938,000","13,562,000","21,267,000","16,974,000","17,573,000","15,530,000","11,948,000","14,727,000","12,594,000","12,480,000","13,958,000"
