name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011
			DepreciationAndAmortization,"538,700,000","121,900,000","129,800,000","137,800,000","149,200,000","146,400,000","143,500,000","146,200,000","168,800,000","190,400,000","152,000,000","205,300,000","185,700,000","182,600,000","182,100,000","185,600,000","193,500,000","193,000,000","181,800,000","168,700,000","140,200,000","184,600,000","170,400,000","59,900,000","61,000,000","58,100,000","55,400,000","57,500,000","58,300,000","55,900,000","57,900,000","58,800,000","62,500,000","61,600,000","61,800,000","64,800,000","68,700,000","65,900,000","63,600,000","61,400,000","67,300,000","58,600,000","60,100,000","60,000,000","59,600,000"
				Depreciation,,,,,,,,,,,,"205,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"69,300,000","-50,800,000","9,500,000","89,900,000","20,700,000","60,800,000","-83,600,000","-216,000,000","-192,000,000","-100,300,000","-17,800,000","-32,600,000","-118,200,000","-1,600,000","43,900,000","-99,800,000","56,000,000","-82,600,000","6,500,000","-81,600,000","-91,700,000","-187,100,000","-104,300,000","-6,900,000","-36,600,000","-10,600,000","5,400,000","-97,400,000","-79,800,000","2,900,000","2,600,000","-12,900,000","-18,400,000","-14,200,000","-36,700,000","30,900,000","36,300,000","-15,900,000","4,500,000","5,000,000","-70,600,000","-86,300,000","27,200,000","-23,900,000","-60,700,000"
			DeferredIncomeTax,"69,300,000","-50,800,000","9,500,000","89,900,000","20,700,000","60,800,000","-83,600,000","-216,000,000","-192,000,000","-100,300,000","-17,800,000","-32,600,000","-118,200,000","-1,600,000","43,900,000","-99,800,000","56,000,000","-82,600,000","6,500,000","-81,600,000","-91,700,000","-187,100,000","-104,300,000","-6,900,000","-36,600,000","-10,600,000","5,400,000","-97,400,000","-79,800,000","2,900,000","2,600,000","-12,900,000","-18,400,000","-14,200,000","-36,700,000","30,900,000","36,300,000","-15,900,000","4,500,000","5,000,000","-70,600,000","-86,300,000","27,200,000","-23,900,000","-60,700,000"
		AssetImpairmentCharge,,,,,"31,400,000",,,,"418,200,000",,,"0","2,874,200,000","0","965,100,000","12,600,000",,,,,"0","0","0","0","0","0","0","5,500,000","0",,,,"0",,,,"0","0",,,"473,900,000","102,000,000",,,"0"
		ProvisionandWriteOffofAssets,"-1,000,000","1,500,000","-800,000","1,900,000","-3,600,000","-3,200,000","-3,000,000","-3,400,000","27,200,000","2,200,000","16,200,000","9,800,000","3,800,000","-1,600,000","3,300,000","6,100,000","8,600,000","6,400,000","-200,000","9,200,000","100,000","17,500,000","3,300,000","2,500,000","20,000,000","300,000","800,000","800,000","2,900,000","-700,000","700,000","1,600,000","-400,000","-800,000","1,400,000","3,000,000","1,000,000","-1,000,000","2,000,000","1,200,000",,,"7,300,000","3,000,000",
		StockBasedCompensation,"165,300,000","28,500,000","27,600,000","108,200,000","1,000,000","6,600,000","15,300,000","7,000,000","11,700,000","1,600,000","10,300,000","6,200,000","7,000,000","-400,000","1,800,000","6,400,000","4,500,000","9,900,000","9,300,000","6,900,000","5,500,000","10,000,000","6,000,000","3,100,000","3,800,000","6,400,000","2,500,000","9,500,000","24,700,000","-2,200,000","8,000,000","100,000","11,100,000","12,200,000","9,300,000","14,200,000","37,700,000","61,600,000","10,100,000","35,000,000",,,"40,900,000","-25,300,000",
		OtherNonCashItems,"330,800,000","23,100,000","19,100,000","28,700,000","259,900,000","26,400,000","52,200,000","27,700,000","24,600,000","41,900,000","65,200,000","12,400,000","14,500,000","6,200,000","38,700,000","11,500,000","-17,500,000","21,300,000","-7,000,000","1,900,000","26,500,000","2,100,000","-8,900,000","6,200,000","-5,200,000","-7,600,000","18,200,000","7,400,000","15,500,000","-5,500,000","4,500,000","6,000,000","-500,000","5,500,000","7,500,000","2,500,000","-4,300,000","-1,500,000","-400,000","900,000","-143,900,000","155,600,000","-49,300,000","56,400,000","21,600,000"
		ChangeInWorkingCapital,"227,800,000","-82,800,000","220,300,000","79,500,000","10,800,000","-398,300,000","320,800,000","-165,200,000","105,100,000","-211,200,000","203,300,000","-142,000,000","18,500,000","23,400,000","31,600,000","-203,300,000","111,500,000","-217,900,000","-3,400,000","-109,000,000","265,400,000","159,400,000","537,800,000","-96,100,000","64,300,000","-96,400,000","214,400,000","-2,800,000","118,700,000","-126,000,000","115,600,000","-138,500,000","47,900,000","-143,300,000","204,900,000","-120,900,000","15,300,000","-76,300,000","120,100,000","-227,200,000","44,900,000","23,800,000","115,000,000","-150,500,000","19,800,000"
			ChangeInReceivables,"-93,600,000","27,300,000","-5,200,000","-183,500,000","67,800,000","121,300,000","-28,900,000","-149,700,000","218,500,000","193,700,000","-59,400,000","71,700,000","54,800,000","335,600,000","-81,100,000","35,600,000","-46,100,000","213,100,000","-122,600,000","-124,000,000","-63,600,000","77,500,000","-206,800,000","-86,900,000","-43,600,000","44,800,000","59,000,000","-104,700,000","-9,500,000","96,700,000","36,300,000","-167,000,000","2,300,000","109,100,000","13,500,000","-156,000,000","-4,500,000","134,600,000","78,300,000","-245,100,000","85,200,000","91,300,000","29,100,000","-248,500,000","57,700,000"
				ChangesInAccountReceivables,"-93,600,000","27,300,000","-5,200,000","-183,500,000","67,800,000","121,300,000","-28,900,000","-149,700,000","218,500,000","193,700,000","-59,400,000","71,700,000","54,800,000","335,600,000","-81,100,000","35,600,000","-46,100,000","213,100,000","-122,600,000","-124,000,000","-63,600,000","77,500,000","-206,800,000","-86,900,000","-43,600,000","44,800,000","59,000,000","-104,700,000","-9,500,000","96,700,000","36,300,000","-167,000,000","2,300,000","109,100,000","13,500,000","-156,000,000","-4,500,000","134,600,000","78,300,000","-245,100,000","85,200,000","91,300,000","29,100,000","-248,500,000","57,700,000"
			ChangeInInventory,"-43,100,000","-50,300,000","64,600,000","-24,400,000","-33,000,000","400,000","129,300,000","-15,500,000","27,200,000","11,900,000","158,200,000","-72,900,000","37,500,000","-24,200,000","74,300,000","-109,500,000","41,300,000","-79,100,000","75,300,000","-97,500,000","-10,300,000","69,300,000","152,000,000","-48,700,000","2,200,000","-10,100,000","69,200,000","-34,100,000","-7,300,000","-11,900,000","94,600,000","-46,000,000","-31,700,000","-25,800,000","104,900,000","-45,200,000","1,200,000","4,900,000","125,100,000","-82,400,000","-52,500,000","-8,400,000","105,400,000","-60,200,000","-75,000,000"
			ChangeInPrepaidAssets,"19,500,000","124,500,000","-98,900,000","-2,600,000","-3,500,000","-59,200,000","-83,000,000","9,200,000","34,300,000","-11,900,000","15,600,000","-12,100,000","19,000,000","-27,200,000","-20,500,000","40,200,000","-31,400,000","-28,600,000","-26,600,000","-21,000,000","-99,200,000","-29,100,000","28,700,000","-6,100,000","-4,200,000","-8,700,000","7,700,000","11,900,000","-14,100,000","23,400,000","-6,400,000","3,100,000","26,400,000","-37,300,000","-13,000,000","21,600,000","12,200,000","28,600,000","-11,500,000","10,100,000","-24,500,000","3,700,000","9,800,000","-14,600,000","-26,500,000"
			ChangeInPayablesAndAccruedExpense,"485,400,000","-132,200,000","245,800,000","330,000,000","41,800,000","-436,900,000","274,200,000","45,300,000","-152,400,000","-361,200,000","152,500,000","-94,800,000","-85,800,000","-250,000,000","73,700,000","-176,900,000","96,800,000","-266,800,000","116,500,000","107,300,000","417,300,000","54,400,000","587,300,000","46,100,000","127,900,000","-98,900,000","80,600,000","77,600,000","307,600,000","-213,700,000","-10,700,000","67,600,000","48,500,000","-183,600,000","137,200,000","58,700,000","6,400,000","-244,400,000","-71,800,000","90,200,000","36,700,000","-62,800,000","-29,300,000","172,800,000","63,600,000"
				ChangeInPayable,"349,600,000","-106,800,000","205,000,000","99,000,000","152,400,000","-218,400,000","143,500,000","-107,300,000","-147,800,000","-133,600,000","-39,400,000","-98,800,000","-51,800,000","6,700,000","59,800,000","-75,600,000","91,900,000","-53,800,000","-46,600,000","84,800,000","283,500,000","78,800,000","222,100,000","41,500,000","144,500,000","-16,100,000","2,400,000","33,100,000","259,500,000","-55,400,000","-80,700,000","11,300,000","42,500,000","-70,000,000","31,200,000","36,800,000","91,900,000","-83,200,000","-50,900,000","37,900,000","-1,700,000","34,400,000","-42,700,000","104,100,000","116,300,000"
					ChangeInTaxPayable,"124,200,000","13,000,000","30,800,000","16,100,000","64,300,000","-142,400,000","101,400,000","-3,400,000","-20,300,000","-6,500,000","-23,700,000","4,400,000","70,200,000","-16,600,000","5,200,000","7,600,000","-147,800,000","45,100,000","-46,000,000","65,500,000","81,900,000","62,100,000","-40,300,000","-18,700,000","46,700,000","-1,800,000","-19,000,000","-10,200,000","170,400,000","-2,300,000","-16,000,000","-24,400,000","-26,800,000","-42,900,000","41,300,000","-3,500,000","-44,800,000","-32,100,000","31,900,000","38,300,000","-115,300,000","80,800,000","2,300,000","62,700,000","50,500,000"
						ChangeInIncomeTaxPayable,"124,200,000","13,000,000","30,800,000","16,100,000","64,300,000","-142,400,000","101,400,000","-3,400,000","-20,300,000","-6,500,000","-23,700,000","4,400,000","70,200,000","-16,600,000","5,200,000","7,600,000","-147,800,000","45,100,000","-46,000,000","65,500,000","81,900,000","62,100,000","-40,300,000","-18,700,000","46,700,000","-1,800,000","-19,000,000","-10,200,000","170,400,000","-2,300,000","-16,000,000","-24,400,000","-26,800,000","-42,900,000","41,300,000","-3,500,000","-44,800,000","-32,100,000","31,900,000","38,300,000","-115,300,000","80,800,000","2,300,000","62,700,000","50,500,000"
					ChangeInAccountPayable,"225,400,000","-119,800,000","174,200,000","82,900,000","88,100,000","-76,000,000","42,100,000","-103,900,000","-127,500,000","-127,100,000","-15,700,000","-103,200,000","-122,000,000","23,300,000","54,600,000","-83,200,000","239,700,000","-98,900,000","-600,000","19,300,000","201,600,000","16,700,000","262,400,000","60,200,000","97,800,000","-14,300,000","21,400,000","43,300,000","89,100,000","-53,100,000","-64,700,000","35,700,000","69,300,000","-27,100,000","-10,100,000","40,300,000","136,700,000","-51,100,000","-82,800,000","-400,000","113,600,000","-46,400,000","-45,000,000","41,400,000","65,800,000"
				ChangeInAccruedExpense,"135,800,000","-25,400,000","40,800,000","231,000,000","-110,600,000","-218,500,000","130,700,000","152,600,000","-4,600,000","-227,600,000","191,900,000","4,000,000","-34,000,000","-256,700,000","13,900,000","-101,300,000","4,900,000","-213,000,000","163,100,000","22,500,000","133,800,000","-24,400,000","365,200,000","4,600,000","-16,600,000","-82,800,000","78,200,000","44,500,000","48,100,000","-158,300,000","70,000,000","56,300,000","6,000,000","-113,600,000","106,000,000","21,900,000","-85,500,000","-161,200,000","-20,900,000","52,300,000","38,400,000","-97,200,000","13,400,000","68,700,000","-52,700,000"
			ChangeInOtherCurrentAssets,"1,200,000","-4,100,000","-7,700,000","3,300,000","9,700,000","1,300,000","19,500,000","9,700,000","31,600,000","-1,600,000","-21,000,000","-8,200,000","5,100,000","-5,300,000","29,700,000","-5,000,000","-10,700,000","7,700,000","6,400,000","-21,300,000","13,500,000","-1,500,000","5,900,000","5,500,000","200,000","2,300,000","3,700,000","2,800,000","-142,000,000","1,600,000","1,200,000","2,500,000","-2,300,000","-4,200,000",,,,,,,,,,,
			ChangeInOtherCurrentLiabilities,"-141,600,000","-48,000,000","21,700,000","-43,300,000","-72,000,000","-25,200,000","9,700,000","-64,200,000","-54,100,000","-42,100,000","-42,600,000","-25,700,000","-12,100,000","-5,500,000","-44,500,000","12,300,000","61,600,000","-64,200,000","-52,400,000","47,500,000","7,700,000","-11,200,000","-29,300,000","-6,000,000","-18,200,000","-25,800,000","-5,800,000","43,700,000","-16,000,000","-22,100,000","600,000","1,300,000","4,700,000","-1,500,000",,,,,,,,,,,
			ChangeInOtherWorkingCapital,,,,,"22,900,000","-141,100,000","73,500,000","-19,600,000","3,200,000","-16,500,000","-36,600,000","-7,200,000","-7,000,000","-10,800,000","-14,800,000","7,300,000","50,900,000","-56,500,000","-46,000,000","26,200,000","21,200,000","-12,700,000","-23,400,000","-500,000","-18,000,000","-23,500,000","-2,100,000","46,500,000","-158,000,000","-20,500,000","1,800,000","3,800,000","2,400,000","-5,700,000",,,,,,,,,,,
InvestingCashFlow,"251,200,000","206,900,000","119,500,000","-45,000,000","-30,200,000","-242,000,000","2,795,600,000","-81,500,000","-60,600,000","-653,400,000","-58,600,000","-60,800,000","-83,000,000","-70,900,000","-125,700,000","-174,400,000","-106,900,000","-86,700,000","-378,000,000","-116,000,000","-107,500,000","-714,100,000","-230,200,000","-111,800,000","-17,200,000","-498,300,000","-501,200,000","-42,500,000","-20,000,000","-61,700,000","-29,100,000","-60,400,000","-33,300,000","-83,200,000","-50,500,000","-90,600,000","-45,200,000","-78,600,000","-38,100,000","-68,000,000","-40,400,000","-203,500,000","-35,100,000","-54,900,000","-13,200,000"
	CashFlowFromContinuingInvestingActivities,"251,200,000","206,900,000","119,500,000","-45,000,000","-30,200,000","-242,000,000","2,795,600,000","-81,500,000","-60,600,000","-653,400,000","-58,600,000","-60,800,000","-83,000,000","-70,900,000","-125,700,000","-174,400,000","-106,900,000","-86,700,000","-378,000,000","-116,000,000","-107,500,000","-714,100,000","-230,200,000","-111,800,000","-17,200,000","-498,300,000","-501,200,000","-42,500,000","-20,000,000","-61,700,000","-29,100,000","-60,400,000","-33,300,000","-83,200,000","-50,500,000","-90,600,000","-45,200,000","-78,600,000","-38,100,000","-68,000,000","-40,400,000","-203,500,000","-35,100,000","-54,900,000","-13,200,000"
		CapitalExpenditureReported,"-163,200,000","-47,000,000","-41,000,000","-45,000,000","-30,200,000","-32,100,000","-40,700,000","-70,900,000","-61,000,000","-61,400,000","-58,600,000","-86,400,000","-95,700,000","-71,600,000","-125,700,000","-133,600,000","-127,700,000","-86,500,000","-120,800,000","-111,400,000","-108,300,000","-125,800,000","-111,400,000","-86,800,000","-34,800,000","-36,900,000","-35,800,000","-42,600,000","-35,900,000","-31,900,000","-43,200,000","-59,900,000","-36,300,000","-48,600,000","-51,000,000","-65,600,000","-40,400,000","-48,600,000","-44,900,000","-60,000,000","-43,200,000","-44,200,000","-35,100,000","-54,900,000","-13,800,000"
		NetPPEPurchaseAndSale,,,,,,,,,,,,,,"700,000","0","0","33,300,000","700,000","-100,000","2,900,000","800,000",,,"0","29,000,000","100,000","0","100,000","400,000","200,000","14,100,000","100,000","3,000,000","-100,000",,,"0","0",,,,,,,
			SaleOfPPE,,,,,,,,,,,,,,"700,000","0","0","33,300,000","700,000","-100,000","2,900,000","800,000",,,"0","29,000,000","100,000","0","100,000","400,000","200,000","14,100,000","100,000","3,000,000","-100,000",,,"0","0",,,,,,,
		NetIntangiblesPurchaseAndSale,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,,"0",,,,,,,"-8,000,000","0",,,"0","0"
			PurchaseOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,,"0",,,,,,,"-8,000,000","0",,,"0","0"
		NetBusinessPurchaseAndSale,"444,700,000","210,700,000","34,000,000","0","200,000,000","-212,100,000","2,834,200,000","27,000,000","0","-592,200,000","0","25,600,000","0","0","0","-40,800,000","-12,500,000","-900,000","-257,100,000","-7,500,000","0","-598,800,000",,,"-11,400,000","-450,000,000","-447,300,000","0","12,300,000","0","0","-600,000","0","-4,500,000","0","-25,000,000","-34,800,000","0",,,"0","-129,100,000",,,"0"
			PurchaseOfBusiness,"200,000,000",,,,"200,000,000",,,,"0",,,,"0","0","0","-40,800,000","-12,500,000","-900,000","-257,100,000","-7,500,000","0","-598,800,000",,,"-11,400,000","-450,000,000","-447,300,000","0","0","0","0","-600,000","0","-4,500,000","0","-25,000,000","-34,800,000","0",,,"0","-129,100,000",,,"0"
			SaleOfBusiness,"244,700,000","210,700,000","34,000,000","0","0","-12,100,000","2,834,200,000","27,000,000","0","0","0","25,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,"-200,000,000","0","0","0","-200,000,000","0","0","-37,600,000",,,,,,,,,,,,,"0","0",,,"0","-11,500,000",,,,,,,,,,,,,,,,,,,
			PurchaseOfInvestment,"-200,000,000","0","0","0","-200,000,000","0","0","-37,600,000",,,,,,,,,,,,,"0","0",,,"0","-11,500,000",,,,,,,,,,,,,,,,,,,
		NetOtherInvestingChanges,"169,700,000","43,200,000",,,"0","2,200,000",,,,,,,,,,,,,,,,,,"-25,000,000",,,,,,,,,,,,,,,,,,,,,
FinancingCashFlow,"-695,400,000","-95,200,000","-424,800,000","-122,700,000","-52,700,000","190,400,000","-3,197,000,000","264,200,000","-652,500,000","1,910,500,000","-417,400,000","36,700,000","-143,600,000","-170,400,000","-198,100,000","351,800,000","-221,600,000","257,700,000","-459,200,000","492,400,000","-185,900,000","481,900,000","167,800,000","131,400,000","-29,100,000","427,800,000","187,300,000","6,600,000","-975,900,000","48,500,000","-62,800,000","-148,000,000","26,900,000","73,500,000","-96,400,000","-9,700,000","72,600,000","64,400,000","-103,100,000","35,100,000","-28,500,000","90,000,000","-151,700,000","-7,500,000","84,400,000"
	CashFlowFromContinuingFinancingActivities,"-695,400,000","-95,200,000","-424,800,000","-122,700,000","-52,700,000","190,400,000","-3,197,000,000","264,200,000","-652,500,000","1,910,500,000","-417,400,000","36,700,000","-143,600,000","-170,400,000","-198,100,000","351,800,000","-221,600,000","257,700,000","-459,200,000","492,400,000","-185,900,000","481,900,000","167,800,000","131,400,000","-29,100,000","427,800,000","187,300,000","6,600,000","-975,900,000","48,500,000","-62,800,000","-148,000,000","26,900,000","73,500,000","-96,400,000","-9,700,000","72,600,000","64,400,000","-103,100,000","35,100,000","-28,500,000","90,000,000","-151,700,000","-7,500,000","84,400,000"
		NetIssuancePaymentsOfDebt,"-423,600,000","-39,100,000","-296,400,000","-86,200,000","-1,900,000","185,100,000","-3,198,900,000","36,500,000","-1,365,300,000","2,000,800,000","-335,900,000","146,600,000","-77,900,000","-54,900,000","-90,300,000","466,200,000","-78,900,000","370,200,000","-340,700,000","587,300,000","-56,400,000","585,800,000","277,300,000","252,300,000","57,200,000","443,600,000","873,200,000","159,000,000","-952,300,000","182,600,000","171,000,000","-139,200,000","548,300,000","136,200,000","-18,200,000","-3,900,000","96,400,000","66,300,000","-38,800,000","44,500,000","-16,300,000","52,300,000","-215,500,000","17,700,000","113,600,000"
			NetLongTermDebtIssuance,"260,200,000","-43,900,000","293,800,000","-6,000,000","16,300,000","-48,300,000","-2,065,400,000","-48,300,000","-47,000,000","-46,400,000","-46,900,000","-46,100,000","-47,300,000","-46,900,000","-47,500,000","-48,100,000","1,125,200,000","-55,100,000","-54,900,000","-40,600,000","-40,400,000","-40,000,000","1,047,200,000","-27,900,000","501,900,000","300,000","504,600,000","0","0","600,000,000","0","-583,700,000","625,000,000","0","0","0","93,800,000","-31,300,000","-31,200,000","-31,300,000","271,000,000","-271,000,000","0","100,000,000","95,000,000"
				LongTermDebtIssuance,"2,248,800,000","0",,,,,"738,800,000","637,400,000","137,400,000","3,095,400,000","475,900,000","972,600,000","595,900,000","510,800,000","304,700,000","771,900,000","7,467,200,000","0","658,600,000","778,400,000","0","0","1,654,400,000","355,000,000","526,600,000","0","2,979,600,000","0","0","800,000,000","0","900,000","786,500,000","233,500,000","180,000,000","175,000,000","1,250,000,000","0","0","0","-1,367,500,000","1,367,500,000","0","1,250,000,000","-725,000,000"
				LongTermDebtPayments,"-1,988,600,000","-43,900,000","-206,200,000","-6,000,000","-1,732,500,000","-48,300,000","-2,065,400,000","-48,300,000","-47,000,000","-46,400,000","-46,900,000","-46,100,000","-47,300,000","-46,900,000","-47,500,000","-48,100,000","-6,342,000,000","-55,100,000","-54,900,000","-40,600,000","-40,400,000","-40,000,000","-27,800,000","-27,900,000","-24,700,000","300,000","-2,475,000,000","0","0","-200,000,000","0","-584,600,000","0","0","0","0","-1,156,200,000","-31,300,000","-31,200,000","-31,300,000","1,638,500,000","-1,638,500,000","0","-1,150,000,000","820,000,000"
			NetShortTermDebtIssuance,"-683,800,000","4,800,000","-590,200,000","-80,200,000","-18,200,000","233,400,000","-1,133,500,000","84,800,000","-1,318,300,000","2,047,200,000","-289,000,000","192,700,000","-30,600,000","-8,000,000","-42,800,000","514,300,000","-1,204,100,000","425,300,000","-285,800,000","627,900,000","-16,000,000","625,800,000","-769,900,000","280,200,000","-444,700,000","443,300,000","368,600,000","159,000,000","-952,300,000","-417,400,000","171,000,000","444,500,000","-76,700,000","136,200,000","-18,200,000","-3,900,000","2,600,000","97,600,000","-7,600,000","75,800,000","-287,300,000","323,300,000","-215,500,000","-82,300,000","18,600,000"
				ShortTermDebtIssuance,"1,060,500,000","4,800,000","159,000,000","285,300,000","611,400,000","771,000,000","738,400,000","639,000,000","137,400,000","3,095,400,000","475,900,000","972,600,000","595,900,000","471,100,000","344,400,000","771,900,000","903,300,000","794,700,000","730,100,000","778,400,000","435,000,000","878,900,000","581,800,000","358,200,000","371,400,000","565,200,000","833,000,000","214,900,000","96,800,000","284,800,000","343,700,000","791,500,000","190,400,000","227,200,000","187,400,000","184,400,000","280,100,000","177,300,000","500,700,000","233,500,000",,,"124,500,000","1,050,000,000",
				ShortTermDebtPayments,"-1,744,300,000","0","-749,200,000","-365,500,000","-629,600,000","-537,600,000","-1,871,900,000","-554,200,000","-1,455,700,000","-1,048,200,000","-764,900,000","-779,900,000","-626,500,000","-479,100,000","-387,200,000","-257,600,000","-2,107,400,000","-369,400,000","-1,015,900,000","-150,500,000","-451,000,000","-253,100,000","-1,351,700,000","-78,000,000","-816,100,000","-121,900,000","-464,400,000","-55,900,000","-1,049,100,000","-702,200,000","-172,700,000","-347,000,000","-267,100,000","-91,000,000","-205,600,000","-188,300,000","-277,500,000","-79,700,000","-508,300,000","-157,700,000",,,"-340,000,000","-1,132,300,000",
		NetCommonStockIssuance,,,,,"0","0","0","0","0","600,000","1,500,000","-3,900,000","3,900,000","1,100,000","200,000","700,000","2,600,000","6,300,000","2,500,000","11,200,000","3,300,000","5,900,000","7,500,000","-30,200,000","-59,100,000","16,700,000","-561,900,000","-145,900,000","4,000,000","-91,800,000","-164,100,000","7,800,000","-491,700,000","-59,200,000","2,100,000","1,400,000","-4,600,000","4,100,000","-1,400,000","600,000","0","38,900,000","88,100,000","0","5,000,000"
