name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009
MarketCap,"1,228,283,731","1,942,900,086","2,449,830,479","1,628,340,912","2,053,215,629","1,533,033,766","1,124,584,246","637,846,290","562,002,526","481,269,544","678,266,181","636,920,669","553,329,606","444,722,457","377,069,711","591,777,252","587,417,397","519,366,081","479,063,451","450,388,588","450,179,654","289,605,120","351,344,678","254,415,441","182,432,629","174,455,253","162,836,378","159,082,329","161,421,836","195,623,280","158,089,209","127,819,856","127,180,756","8,700,858","8,400,828","9,000,888","11,101,095","11,701,154","9,300,917","12,301,213","9,900,528","3,720,192","3,720,192","3,100,160","9,240,096","9,222,534","14,973,919","13,751,559","45,629,643","66,701,140","111,083,102","130,597,701"
EnterpriseValue,"3,160,429,731","3,766,341,086","3,839,914,479","2,879,715,912","3,010,670,629","2,490,488,766","1,932,709,246","1,515,012,290","1,425,775,526","1,243,935,544","1,374,232,181","1,311,401,669","1,011,093,606","805,752,457","600,605,711","891,561,252","725,924,397","592,407,081","494,592,451","452,020,588","406,392,654","205,200,120","385,692,678","224,675,441","152,692,629","144,715,253","116,984,378","117,081,329","161,944,836","199,155,280","139,542,209","93,783,856","166,694,756","53,215,858","53,302,828","49,823,888","42,406,095","57,132,154","54,731,917","54,446,213","56,124,528","56,156,192","63,724,192","63,104,160","59,794,096","52,980,534","60,869,919","58,407,559","86,540,643","105,814,140","140,510,102","152,291,701"
PeRatio,"7.518","4.636","4.559","3.011","3.738","7.458","25.709","21.603",,"6.244","12.343","25.956","29.38","28.776","22.54","49.239",,"40.625","12.657","8.611","9.92","12.821","41.932","334","16.807","14.384","16.78","12.833","19.8",,"31.935","25.806",,"7.25","3.327","6","3.083","3.25","2.583","2.278","4.125","6",,,,,,,,,"4.022","3"
PsRatio,"0.941","1.166","1.441","1.048","1.365","1.656","1.822","1.109","1.168","0.778","1.16","1.243","1.183","1.056","0.884","1.453","1.619","1.47","1.33","1.271","1.592","1.449","2.772","2.783","1.473","1.518","1.424","1.404","1.615","1.496","0.786","0.249","0.154","0.114","0.094","0.108","0.128","0.138","0.109","0.156","0.142","0.056","0.055","0.046","0.175","0.193","0.326","0.301","0.941","0.944","0.828",
PbRatio,"1.877","2.955","3.469","2.246","2.845","2.991","3.049","2.056","2.395","1.327","2.273","2.3","2.132","1.716","1.408","2.281","2.165","1.955","1.751","1.888","2.808","1.939","2.478","1.908","1.656","1.594","1.465","1.414","1.547","2.015","1.772","1.419",,,,,,,,,,,,,,,,,,,,"75.577"
EnterprisesValueRevenueRatio,"2.348","18.32","9.097","7.548","8.94","4.15","4.712","6.696","5.351","-6,038.522","8.317","7.283","6.14","5.669","5.887","8.944","5.784","6.185","4.489","4.891","6.095","3.879","4.139","3.944","7.536","7.255","5.92","5.504","3.562","7.651","7.033","4.536","11.152","2.458","2.931","2.291","2.783","2.727","1.781","3.825","2.856","2.907","5.606","2.213","6.082","3.835","5.531","4.215","16.595","8.769","12.264","10.128"
EnterprisesValueEBITDARatio,"8.365","148.322","30.833","27.202","24.673","6.543","7.573","17.049","10.471","-10.707","30.36","19.931","21.057","30.104","580.857","51.817","19.689","44.226","28.369","96.38","81.967","15.926","11.455","12.89","402.883","77.346","-105.868","33.5","10.87","35.193","-38.064","-88.226","-181.387","-47.303","17.644","50.327","-33.79","18.707","10.925","-207.02","23.621","21.599","70.104","6.892","-26.411","72.876","-74.413","24.459","-8.727","-31.69","-22.124","-150.784"
