name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
OperatingCashFlow,"-135,890,000","-27,702,000","-51,093,000","-28,415,000","-28,680,000","-13,205,000","-10,768,000","-13,055,000","-9,172,000","-13,633,000","-14,406,000","-9,458,000","-13,513,000","-9,768,000"
	CashFlowFromContinuingOperatingActivities,"-135,890,000","-27,702,000","-51,093,000","-28,415,000","-28,680,000","-13,205,000","-10,768,000","-13,055,000","-9,172,000","-13,633,000","-14,406,000","-9,458,000","-13,513,000","-9,768,000"
		NetIncomeFromContinuingOperations,"-117,843,000","-38,986,000","-28,563,000","-26,615,000","-23,679,000","-21,220,000","-20,737,000","-21,018,000","-20,320,000","-27,142,000","-14,621,000","-11,317,000","-10,665,000","-13,671,000"
		OperatingGainsLosses,,"44,000","65,000",,,,"2,000","16,000","16,000","179,000","12,000","-2,000","-6,000","-3,000"
			GainLossOnSaleOfPPE,,"44,000",,"32,000",,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,"0","0","0","179,000",,"-3,000","-6,000","-3,000"
		DepreciationAmortizationDepletion,"5,299,000","2,369,000","1,206,000","856,000","868,000","527,000","332,000","334,000","355,000","384,000","332,000","304,000","302,000","294,000"
			DepreciationAndAmortization,"5,299,000","2,369,000","1,206,000","856,000","868,000","527,000","332,000","334,000","355,000","384,000","332,000","304,000","302,000","294,000"
				Depreciation,"5,299,000","2,369,000","1,206,000","856,000","868,000","527,000",,,,"384,000",,,,"294,000"
		AmortizationOfSecurities,"1,576,000","321,000","496,000","429,000","330,000","151,000",,,,,,,,
		AssetImpairmentCharge,"57,000","57,000","0","0",,,"0","0",,,,"0",,
		StockBasedCompensation,"12,963,000","4,099,000","3,158,000","2,937,000","2,769,000","1,865,000","1,935,000","1,838,000","1,289,000","372,000","375,000","265,000","279,000","266,000"
		OtherNonCashItems,,,,,,,"0","0","0","179,000","-677,000","-844,000","-1,450,000","-226,000"
		ChangeInWorkingCapital,"-38,083,000","4,394,000","-27,455,000","-6,054,000","-8,968,000","5,472,000","7,700,000","5,775,000","9,221,000","12,574,000","173,000","2,136,000","-1,973,000","3,572,000"
			ChangeInReceivables,,,,,,,,,,"-723,000",,,,"2,603,000"
				ChangesInAccountReceivables,,,,,,,,,,"-723,000",,,,"2,603,000"
			ChangeInPrepaidAssets,"-4,021,000","2,791,000","8,937,000","-9,936,000","-5,813,000","-557,000","982,000","-776,000","687,000","-951,000","1,000","-290,000","-208,000","-573,000"
			ChangeInPayablesAndAccruedExpense,"-22,517,000","-254,000","-24,481,000","6,059,000","-3,841,000","5,852,000","8,035,000","5,809,000","8,019,000","13,681,000","556,000","1,976,000","-1,908,000","4,932,000"
				ChangeInPayable,"-16,588,000","-1,933,000","-18,071,000","1,498,000","1,918,000","2,185,000","18,772,000","8,129,000","-76,000","-723,000","2,058,000","-871,000","-2,922,000","2,603,000"
					ChangeInAccountPayable,"-16,588,000","-1,933,000","-18,071,000","1,498,000","1,918,000","2,185,000","18,772,000","8,129,000","-76,000","-723,000","2,058,000","-871,000","-2,922,000","2,603,000"
