name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
TotalRevenue,"1,760,000,000","333,000,000","467,000,000","403,000,000","557,000,000","476,000,000","451,000,000","497,000,000","333,000,000","-556,000,000","264,000,000","230,000,000","256,000,000","268,000,000","200,000,000","258,000,000","301,000,000","289,000,000","278,000,000","183,000,000","233,000,000","189,000,000","129,227,000","159,483,000","207,193,000","178,097,000","73,935,000","160,056,000","190,374,000","147,714,000","200,066,000","225,977,000","181,717,000","132,617,000","145,890,000","154,286,000","147,507,000","93,650,000","17,906,000","190,572,000","177,555,000","167,738,000","-63,001,000","167,365,000","144,307,000","135,691,000","421,027,000","138,126,000","121,590,000","66,510,000","24,005,000","60,881,000","59,111,000","56,016,000","-302,450,000","62,067,000","63,464,000","52,207,000","-34,230,104","47,931,434","47,398,918","39,715,023","-1,200,036","31,831,794","30,489,751","20,191,305","14,890,281","11,607,989","9,601,615","5,750,592"
	OperatingRevenue,"1,760,000,000","333,000,000","467,000,000","403,000,000","557,000,000","476,000,000","451,000,000","497,000,000","333,000,000","-556,000,000","264,000,000","230,000,000","256,000,000","268,000,000","200,000,000","258,000,000","301,000,000","289,000,000","278,000,000","183,000,000","233,000,000","189,000,000","129,227,000","159,483,000","207,193,000","178,097,000","73,935,000","160,056,000","190,374,000","147,714,000","200,066,000","225,977,000","181,717,000","132,617,000","145,890,000","154,286,000","147,507,000","93,650,000","443,561,000","43,682,000","34,717,000","31,811,000","-30,379,000","153,746,000","136,028,000","135,691,000","421,027,000","138,126,000","121,590,000","66,510,000","24,005,000","60,881,000","59,111,000","56,016,000","-302,450,000","62,067,000","63,464,000","52,207,000","-34,230,104","47,931,434","47,398,918","39,715,023","-1,200,036","31,831,794","30,489,751","20,191,305","14,890,281","11,607,989","9,601,615","5,750,592"
CostOfRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56,455,000","43,544,000","46,372,000","48,673,000","28,476,000","59,160,000","47,671,000","52,397,000","33,241,000","26,655,000","16,600,000","17,475,000","15,735,000","15,483,000","15,048,000","15,769,000","16,168,000","16,694,000",,,,,,,,,,,,,
GrossProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"134,117,000","134,011,000","121,366,000","138,450,000","138,889,000","85,147,000","88,020,000","104,773,000","104,885,000","94,935,000","49,910,000","51,789,000","45,146,000","43,628,000","40,968,000","46,954,000","45,899,000","46,770,000",,,,,,,,,,,,,
OperatingExpense,"318,000,000","109,000,000","77,000,000","64,000,000","68,000,000","98,000,000","66,000,000","52,000,000","51,000,000","53,000,000","57,000,000","50,000,000","52,000,000","50,000,000","45,000,000","43,000,000","41,000,000","42,000,000","41,000,000","39,000,000","48,000,000","69,000,000","46,181,000","45,672,000","45,787,000","41,360,000","48,495,000","42,313,000","41,236,000","43,613,000","44,167,000","40,724,000","35,963,000","10,245,000","9,615,000","9,498,000","10,090,000","9,504,000","10,457,000","6,918,000","8,239,000","8,807,000","29,699,000","8,877,000","10,884,000","7,975,000","7,576,000","11,074,000","21,598,000","9,779,000","-18,778,000","6,065,000","5,301,000","4,156,000","4,364,000","3,662,000","3,416,000","26,556,000","-56,503,562","24,101,384","22,450,892","20,760,531","-32,586,750","14,756,843","16,225,221","8,290,890","3,308,723","5,363,711","3,833,481","2,220,763"
	SellingGeneralAndAdministration,"270,000,000","61,000,000","77,000,000","64,000,000","68,000,000","55,000,000","66,000,000","52,000,000","51,000,000","53,000,000","57,000,000","60,000,000","62,000,000","60,000,000","55,000,000","53,000,000","51,000,000","52,000,000","51,000,000","49,000,000","54,000,000","69,000,000","46,181,000","45,672,000","45,787,000","41,360,000","41,923,000","42,313,000","41,236,000","39,774,000","44,167,000","40,724,000","35,963,000","10,173,000","9,615,000","9,498,000","10,090,000","9,504,000","7,779,000","6,918,000","8,239,000","8,807,000","10,381,000","8,877,000","10,884,000","7,975,000","15,165,000","9,627,000","20,386,000","8,017,000","10,614,000","5,289,000","3,875,000","2,837,000","6,796,000","2,659,000","2,433,000","1,753,000","9,662,560","291,000","235,000","210,357","5,859,854","201,763","188,488","177,537","203,334","195,360","256,115","233,272"
		GeneralAndAdministrativeExpense,"270,000,000","61,000,000","77,000,000","64,000,000","68,000,000","55,000,000","66,000,000","52,000,000","51,000,000","53,000,000","57,000,000","60,000,000","62,000,000","60,000,000","55,000,000","53,000,000","51,000,000","52,000,000","51,000,000","49,000,000","54,000,000","69,000,000","46,181,000","45,672,000","45,787,000","41,360,000","41,923,000","42,313,000","41,236,000","39,774,000","44,167,000","40,724,000","35,963,000","10,173,000","9,615,000","9,498,000","10,090,000","9,504,000","7,779,000","6,918,000","8,239,000","8,807,000",,,,,"15,165,000","9,627,000","20,386,000","8,017,000","10,614,000","5,289,000","3,875,000","2,837,000","6,796,000","2,659,000","2,433,000","1,753,000","9,662,560","291,000","235,000","210,357",,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,789,000",,"1,989,000",,,,,,"535,000","261,113","291,000","235,000","210,357",,,,,,,,
			RentAndLandingFees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,565,000","1,341,000",,,,,,,,,,,,,,,,,,,,,
			InsuranceAndClaims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"539,000","535,000","359,000","378,000","313,000","341,000","334,000","344,000","301,000","349,000",,,,,,,,,,,,,
