name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004
OperatingCashFlow,"4,734,000,000","409,000,000","1,551,000,000","843,000,000","1,931,000,000","-1,000,000,000","-1,016,000,000","936,000,000","-190,000,000","4,893,000,000","-233,000,000","1,422,000,000","980,000,000","172,000,000","1,488,000,000","548,000,000","769,000,000","-208,000,000","522,000,000","443,000,000","730,000,000","6,000,000","266,000,000","360,000,000","724,000,000","621,000,000","669,000,000","371,000,000","619,000,000","913,000,000","418,000,000","1,617,000,000","-70,000,000","434,000,000","258,000,000","1,199,000,000","373,000,000","-466,000,000","622,000,000","415,000,000","293,000,000","175,000,000","727,000,000","793,000,000","643,000,000","15,000,000","120,000,000","599,000,000","1,185,000,000","131,000,000","-320,000,000","623,000,000","-997,000,000","-564,000,000","1,741,000,000","61,000,000","13,000,000","187,000,000","110,000,000","747,000,000","58,000,000","-70,000,000","-97,000,000","180,000,000","429,000,000","107,000,000","576,000,000","-27,000,000","202,000,000","194,000,000","449,000,000"
	CashFlowFromContinuingOperatingActivities,"4,734,000,000","409,000,000","1,551,000,000","843,000,000","1,931,000,000","-1,000,000,000","-1,016,000,000","936,000,000","-190,000,000","4,893,000,000","-233,000,000","1,422,000,000","980,000,000","172,000,000","1,488,000,000","548,000,000","769,000,000","-208,000,000","522,000,000","443,000,000","730,000,000","6,000,000","266,000,000","360,000,000","724,000,000","621,000,000","669,000,000","371,000,000","619,000,000","913,000,000","418,000,000","1,617,000,000","-70,000,000","434,000,000","258,000,000","1,199,000,000","373,000,000","-466,000,000","622,000,000","415,000,000","293,000,000","175,000,000","727,000,000","793,000,000","643,000,000","15,000,000","120,000,000","599,000,000","1,185,000,000","131,000,000","-320,000,000","623,000,000","-997,000,000","-564,000,000","1,741,000,000","61,000,000","13,000,000","187,000,000","110,000,000","747,000,000","58,000,000","-70,000,000","-97,000,000","180,000,000","429,000,000","107,000,000","576,000,000","-27,000,000","202,000,000","194,000,000","449,000,000"
		NetIncomeFromContinuingOperations,"3,084,000,000","761,000,000","701,000,000","1,031,000,000","591,000,000","437,000,000","177,000,000","-140,000,000","-539,000,000","2,036,000,000","463,000,000","543,000,000","492,000,000","395,000,000","539,000,000","503,000,000","462,000,000","594,000,000","181,000,000","503,000,000","393,000,000","403,000,000","400,000,000","215,000,000","335,000,000","364,000,000","380,000,000","352,000,000","476,000,000","479,000,000","453,000,000","565,000,000","467,000,000","515,000,000","380,000,000","449,000,000","281,000,000","365,000,000","332,000,000","151,000,000","170,000,000","248,000,000","298,000,000","168,000,000","281,000,000","223,000,000","254,000,000","312,000,000","398,000,000","296,000,000","274,000,000","260,000,000","87,000,000","116,000,000","-369,000,000","-70,000,000","210,000,000","191,000,000","255,000,000","198,000,000","196,000,000","165,000,000","171,000,000","174,000,000","141,000,000","145,000,000","79,000,000","127,000,000","161,000,000","191,000,000","204,000,000"
		OperatingGainsLosses,"-500,000,000","-3,000,000","15,000,000","-520,000,000","8,000,000","-71,000,000","37,000,000","-8,000,000","-2,000,000","38,000,000","-272,000,000","36,000,000","16,000,000","7,000,000","5,000,000","14,000,000","-28,000,000","4,000,000","63,000,000","17,000,000","-11,000,000","-4,000,000","-46,000,000","17,000,000","4,000,000","23,000,000","-57,000,000","57,000,000","-113,000,000","-17,000,000","-69,000,000","-131,000,000","-107,000,000","-105,000,000","-85,000,000","-63,000,000","-6,000,000","-28,000,000","22,000,000","87,000,000","66,000,000","-3,000,000","-13,000,000","0","-20,000,000","-1,000,000","-17,000,000","-4,000,000","-7,000,000","-32,000,000","-31,000,000","-35,000,000","-46,000,000","-51,000,000","0","4,000,000",,,,,,,,"-15,000,000","-6,000,000","-4,000,000",,,,,
			GainLossOnInvestmentSecurities,"-577,000,000","-18,000,000","1,000,000","-548,000,000","-12,000,000","-64,000,000","15,000,000","-7,000,000","-29,000,000","13,000,000","-1,000,000","8,000,000","-2,000,000","-9,000,000","4,000,000","-7,000,000","-9,000,000","-9,000,000","-15,000,000","0","-23,000,000","-19,000,000","-12,000,000","-8,000,000","-8,000,000","10,000,000","-2,000,000","9,000,000","-6,000,000","-13,000,000","-29,000,000","-6,000,000","-3,000,000","-7,000,000","-9,000,000",,,"-1,000,000","-142,000,000","87,000,000","57,000,000","-3,000,000","-13,000,000","0","-20,000,000","-1,000,000","-17,000,000","-4,000,000","-7,000,000","-32,000,000","-31,000,000","-35,000,000","-46,000,000","-51,000,000","0","4,000,000",,,,,,,,"-15,000,000","-6,000,000","-4,000,000",,,,,
			EarningsLossesFromEquityInvestments,"77,000,000","15,000,000","14,000,000","28,000,000","20,000,000","-7,000,000","22,000,000","-1,000,000","27,000,000","25,000,000","42,000,000","28,000,000","18,000,000","16,000,000","1,000,000","21,000,000","-19,000,000","13,000,000","78,000,000","17,000,000","12,000,000","15,000,000","-34,000,000","25,000,000","12,000,000","13,000,000","-55,000,000","48,000,000","-107,000,000","-4,000,000","-40,000,000","-125,000,000","-104,000,000","-98,000,000","-76,000,000","-57,000,000","-7,000,000","-27,000,000","164,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"7,000,000","154,000,000","-150,000,000","-98,000,000","101,000,000","60,000,000","-519,000,000","-323,000,000","-752,000,000","1,273,000,000","-69,000,000","-175,000,000","-62,000,000","-2,000,000","17,000,000","-45,000,000","-51,000,000","104,000,000","214,000,000","-64,000,000","-32,000,000","38,000,000","13,000,000","7,000,000","-90,000,000","36,000,000","-108,000,000","-111,000,000","22,000,000","66,000,000","303,000,000","-30,000,000","-8,000,000","-37,000,000","-45,000,000","-91,000,000","-23,000,000","41,000,000","50,000,000","-5,000,000","61,000,000","-56,000,000","-59,000,000","75,000,000","64,000,000","-19,000,000","-60,000,000","147,000,000","-11,000,000","437,000,000","-128,000,000","13,000,000","8,000,000","82,000,000","-222,000,000","-152,000,000","1,000,000","-36,000,000","-23,000,000","67,000,000","23,000,000","-42,000,000","8,000,000","52,000,000","-31,000,000","-5,000,000","-31,000,000","32,000,000","-6,000,000","39,000,000","-57,000,000"
			DeferredIncomeTax,"7,000,000","154,000,000","-150,000,000","-98,000,000","101,000,000","60,000,000","-519,000,000","-323,000,000","-752,000,000","1,273,000,000","-69,000,000","-175,000,000","-62,000,000","-2,000,000","17,000,000","-45,000,000","-51,000,000","104,000,000","214,000,000","-64,000,000","-32,000,000","38,000,000","13,000,000","7,000,000","-90,000,000","36,000,000","-108,000,000","-111,000,000","22,000,000","66,000,000","303,000,000","-30,000,000","-8,000,000","-37,000,000","-45,000,000","-91,000,000","-23,000,000","41,000,000","50,000,000","-5,000,000","61,000,000","-56,000,000","-59,000,000","75,000,000","64,000,000","-19,000,000","-60,000,000","147,000,000","-11,000,000","437,000,000","-128,000,000","13,000,000","8,000,000","82,000,000","-222,000,000","-152,000,000","1,000,000","-36,000,000","-23,000,000","67,000,000","23,000,000","-42,000,000","8,000,000","52,000,000","-31,000,000","-5,000,000","-31,000,000","32,000,000","-6,000,000","39,000,000","-57,000,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"155,000,000","129,000,000","90,000,000","-290,000,000","194,000,000","130,000,000","132,000,000","-72,000,000","-171,000,000","338,000,000","1,047,000,000",,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,000,000","10,000,000","7,000,000","14,000,000","5,000,000","21,000,000","3,000,000","5,000,000","7,000,000","1,000,000","34,000,000",,,,,"413,000,000","320,000,000",,,,,,,,,,,,,,,
