name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013
OperatingCashFlow,"178,489,000","68,218,000","3,444,000","42,857,000","63,970,000","83,220,000","13,764,000","26,285,000","27,871,000","39,730,000","28,458,000","35,470,000","22,156,000","17,876,000","11,547,000","12,046,000","13,526,000","13,269,000","10,322,000","7,171,000","-5,795,000","14,964,000","2,169,000","4,380,000","1,635,000","2,501,000","1,570,000","7,830,000","-1,782,000","8,430,000","-2,760,000","4,505,000","-2,471,000","2,959,000","446,000","1,719,000"
	CashFlowFromContinuingOperatingActivities,"178,489,000","68,218,000","3,444,000","42,857,000","63,970,000","83,220,000","13,764,000","26,285,000","27,871,000","39,730,000","28,458,000","35,470,000","22,156,000","17,876,000","11,547,000","12,046,000","13,526,000","13,269,000","10,322,000","7,171,000","-5,795,000","14,964,000","2,169,000","4,380,000","1,635,000","2,501,000","1,571,000","7,829,000","-1,782,000","8,430,000","-2,760,000","4,505,000","-2,471,000","2,959,000","446,000","1,719,000"
		NetIncomeFromContinuingOperations,"141,267,000","33,470,000","41,506,000","36,835,000","29,456,000","31,787,000","22,801,000","22,920,000","24,028,000","4,134,000","29,051,000","27,405,000","26,876,000","7,407,000","9,825,000","8,935,000","10,193,000","10,388,000","3,257,000","5,182,000","3,615,000","3,098,000","3,189,000","3,376,000","3,173,000","2,813,000","2,573,000","2,537,000","1,856,000","1,824,000","1,689,000","1,360,000","1,198,000","958,000","996,000","953,000"
		OperatingGainsLosses,"-17,686,000","-4,835,000","-4,919,000","-5,594,000","-2,338,000","43,393,000","-197,000","-3,104,000","-4,871,000","581,000","-186,000","-1,493,000","418,000","-1,579,000","-1,703,000","-274,000","-420,000","-944,000","-632,000","-910,000","-815,000","-747,000","-970,000","-1,036,000","-620,000","-677,000","-430,000","-393,000","-129,000","-309,000","-155,000","-241,000","-168,000","-111,000","-102,000","-106,000"
			GainLossOnSaleOfBusiness,,,,,,,"0","0",,,"0","0","474,000","0","0","6,000","0","-355,000",,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,"-6,000","6,000",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,"0","188,000",,,"256,000","8,000","-2,879,000","0","438,000","0","642,000","772,000","86,000","-10,000","-4,000","-8,000","-17,000","-205,000","0","0","0","0","0","-15,000","0","0","0","-7,000","0","0","0","-34,000","0","0"
			EarningsLossesFromEquityInvestments,"-6,127,000","-367,000","-1,238,000",,,,,,,,,,,"19,000",,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"16,344,000","4,378,000","3,755,000","4,556,000","3,655,000","3,765,000","3,922,000","4,054,000","3,769,000","4,087,000","3,561,000","4,428,000","3,938,000","4,006,000","1,729,000","1,629,000","1,733,000","1,986,000","1,248,000","711,000","431,000","446,000","492,000","404,000","414,000","394,000","385,000","384,000","323,000","326,000","339,000","340,000","338,000","336,000","336,000","330,000"
			DepreciationAndAmortization,"16,344,000","4,378,000","3,755,000","4,556,000","3,655,000","3,765,000","3,922,000","4,054,000","3,769,000","4,087,000","3,561,000","4,428,000","3,938,000","4,006,000","1,729,000","1,629,000","1,733,000","1,986,000","1,248,000","711,000","431,000","446,000","492,000","404,000","414,000","394,000","385,000","384,000","323,000","326,000","339,000","340,000","338,000","336,000","336,000","330,000"
