name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006
TotalRevenue,"2,004,672,000","501,534,000","498,644,000","504,660,000","499,834,000","482,582,000","489,273,000","473,502,000","459,466,000","465,666,000","499,006,000","472,262,000","537,124,000","531,082,000","530,661,000","532,953,000","525,957,000","501,792,000","506,048,000","481,233,000","465,076,000","433,151,000","740,393,000","742,349,000","757,629,000","816,359,000","790,587,000","760,879,000","793,595,000","798,653,000","843,887,000","895,840,000","879,828,000","826,023,000","808,087,000","848,908,000","830,003,000","795,454,000","786,199,000","764,721,000","806,004,000","764,780,000","834,209,000","863,163,000","584,233,000","479,826,000","513,200,000","607,040,000","603,049,000","627,080,000","557,932,000","482,932,000","383,148,000","479,547,000","496,436,000","616,173,000","483,340,000","554,571,000","1,522,832,000","404,416,000","330,589,000","447,763,000","15,775,000"
	OperatingRevenue,"2,004,672,000","501,534,000","498,644,000","504,660,000","499,834,000","482,582,000","489,273,000","473,502,000","459,466,000","465,666,000","499,006,000","472,262,000","537,124,000","531,082,000","530,661,000","532,953,000","525,957,000","501,792,000","506,048,000","481,233,000","465,076,000","433,151,000","740,393,000","742,349,000","757,629,000","816,359,000","790,587,000","760,879,000","793,595,000","798,653,000","843,887,000","895,840,000","879,828,000","826,023,000","808,087,000","848,908,000","830,003,000","795,454,000","786,199,000","764,721,000","806,004,000","764,780,000","834,209,000","863,163,000","584,233,000","479,826,000","513,200,000","607,040,000","603,049,000","627,080,000","557,932,000","482,932,000","383,148,000","479,547,000","496,436,000","616,173,000","483,340,000","554,571,000","1,522,832,000","404,416,000","330,589,000","447,763,000","15,775,000"
CostOfRevenue,"815,957,000","210,243,000","211,157,000","200,507,000","194,050,000","177,940,000","196,001,000","183,656,000","173,561,000","191,160,000","214,742,000","195,030,000","199,747,000","198,578,000","201,738,000","198,329,000","193,022,000","187,816,000","200,195,000","190,692,000","191,889,000","175,721,000","406,611,000","414,607,000","430,363,000","484,025,000","452,194,000","427,675,000","456,388,000","468,463,000","503,051,000","552,457,000","541,645,000","530,763,000","537,449,000","581,933,000","554,367,000","533,149,000","529,803,000","517,576,000","537,059,000","504,996,000","552,803,000","589,757,000","410,089,000","354,844,000","381,131,000","464,293,000","464,420,000","479,641,000","435,114,000","375,476,000","279,904,000","379,801,000","405,695,000","499,640,000","375,182,000","434,941,000","1,436,296,000","378,753,000","310,310,000","431,033,000","9,761,000"
GrossProfit,"1,188,715,000","291,291,000","287,487,000","304,153,000","305,784,000","304,642,000","293,272,000","289,846,000","285,905,000","274,506,000","284,264,000","277,232,000","337,377,000","332,504,000","328,923,000","334,624,000","332,935,000","313,976,000","305,853,000","290,541,000","273,187,000","257,430,000","333,782,000","327,742,000","327,266,000","332,334,000","338,393,000","333,204,000","337,207,000","330,190,000","340,836,000","343,383,000","338,183,000","295,260,000","270,638,000","266,975,000","275,636,000","262,305,000","256,396,000","247,145,000","268,945,000","259,784,000","281,406,000","273,406,000","174,144,000","124,982,000","132,069,000","142,747,000","138,629,000","147,439,000","122,818,000","107,456,000","103,244,000","99,746,000","90,741,000","116,533,000","108,158,000","119,630,000","86,536,000","25,663,000","20,279,000","16,730,000","6,014,000"
OperatingExpense,"980,084,000","246,223,000","251,844,000","241,556,000","240,461,000","250,950,000","261,479,000","252,856,000","251,133,000","263,903,000","260,467,000","251,186,000","314,427,000","273,243,000","283,270,000","264,589,000","258,170,000","255,966,000","252,739,000","234,127,000","227,297,000","205,779,000","227,716,000","245,761,000","237,380,000","245,869,000","244,120,000","244,597,000","242,859,000","248,985,000","257,313,000","251,106,000","245,713,000","235,440,000","234,228,000","226,071,000","234,884,000","238,369,000","222,968,000","223,265,000","223,012,000","230,374,000","246,539,000","251,140,000","128,323,000","114,134,000","100,426,000","104,144,000","107,316,000","106,673,000","108,692,000","111,292,000","106,294,000","102,094,000","131,943,000","114,452,000","110,547,000","105,969,000","142,035,000","34,371,000","33,767,000","34,702,000","12,154,000"
	SellingGeneralAndAdministration,"465,756,000","118,170,000","120,562,000","112,986,000","114,038,000","114,119,000","120,475,000","115,358,000","113,798,000","125,281,000","124,993,000","122,676,000","152,629,000","112,134,000","122,408,000","107,490,000","103,074,000","103,275,000","102,187,000","91,003,000","89,826,000","82,991,000","89,257,000","101,541,000","96,143,000","98,693,000","93,654,000","91,830,000","90,704,000","97,928,000","100,759,000","93,127,000","90,492,000","87,632,000","89,638,000","84,299,000","90,386,000","94,176,000","85,881,000","95,039,000","92,790,000","98,934,000","100,374,000","108,459,000","46,182,000","48,261,000","34,558,000","34,308,000","37,899,000","36,790,000","32,414,000","41,670,000","35,597,000","29,175,000","59,030,000","34,444,000","33,633,000","31,333,000","66,618,000","17,236,000","5,931,000","19,086,000","9,651,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89,638,000","84,299,000","90,386,000","94,176,000",,,,,,,,,,,,,,,,,,,,,"79,582,000",,,,"2,301,000"
			OtherGandA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89,638,000","84,299,000","90,386,000","94,176,000",,,,,,,,,,,,,,,,,,,,,"79,582,000",,,,"2,301,000"
		SellingAndMarketingExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-12,964,000",,,,"7,350,000"
	ResearchAndDevelopment,"31,849,000","7,617,000","8,817,000","7,974,000","7,441,000","7,545,000","8,070,000","7,676,000","7,448,000","6,254,000","6,328,000","6,136,000","6,388,000","6,888,000","7,242,000","6,544,000","6,647,000","7,137,000","8,301,000","8,302,000","7,437,000","7,705,000","14,263,000","20,587,000","20,732,000","20,442,000","20,855,000","19,875,000","19,685,000","17,872,000","16,045,000","15,685,000","14,574,000","14,582,000","17,064,000","17,030,000","16,354,000","17,494,000","19,233,000","17,448,000","15,618,000","17,350,000","16,464,000","14,561,000","11,082,000","8,859,000","9,823,000","11,645,000","12,391,000","12,234,000","12,562,000","10,633,000","11,222,000","10,970,000","2,483,000","10,227,000","13,899,000","13,666,000","65,712,000","15,653,000","14,923,000","14,121,000","2,503,000"
	DepreciationAmortizationDepletionIncomeStatement,"482,479,000","120,436,000","122,465,000","120,596,000","118,982,000","129,286,000","132,934,000","129,822,000","129,887,000","132,368,000","129,146,000","122,374,000","155,410,000","154,221,000","153,620,000","150,555,000","148,449,000","145,554,000","142,251,000","134,822,000","130,034,000","115,083,000","124,196,000","123,633,000","120,505,000","126,734,000","129,611,000","132,892,000","132,470,000","133,185,000","140,509,000","142,294,000","140,647,000","133,226,000","127,526,000","124,742,000","128,144,000","126,699,000","117,854,000","110,778,000","114,604,000","114,090,000","129,701,000","128,120,000","71,059,000","57,014,000","56,045,000","58,191,000","57,026,000","57,649,000","63,716,000","58,989,000","59,475,000","61,949,000","70,430,000","69,781,000","63,015,000","60,970,000",,"1,482,000","1,414,000","1,495,000",
