name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001
			OtherEquityAdjustments,,,,,"10,000","30,000","350,000",,,"-184,000","-167,000","-173,000",,,,,,"-333,000","-115,000","-71,000","111,000","213,000",,,,"-61,000","-61,000","-61,000","-804,000","-739,000","-1,474,000","-1,696,000","-550,000","-442,000","-435,000","-2,155,000","-2,775,000","-5,005,000",,,,,,"-27,253,000",,,,,,"-27,275,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,024,000","-3,411,000","-3,414,000","-3,591,000","-3,750,000","-4,998,000","-6,049,000","-7,103,000","-7,103,000","-8,503,000","-8,503,000","-8,504,000","-9,019,000","-9,170,000","-9,171,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalCapitalization,"522,803,000","521,091,000","505,050,000","478,848,000","457,225,000","438,903,000","327,628,000","320,507,000","311,458,000","344,151,000","305,080,000","301,829,000","290,460,000","282,859,000",,,"359,525,000","356,550,000",,"299,254,000",,"241,372,000",,"258,814,000","242,504,000","253,970,000",,"305,243,000","315,961,000","279,659,000",,"217,551,000","266,090,000","259,996,000","253,094,000","240,209,000","244,098,000","250,301,000",,,"267,802,000",,,,,,,,,,,,,"400,260,000","422,778,000","427,764,000","424,307,599","427,863,187","365,398,735",,,,,"206,631,756","216,761,511","211,140,734","204,644,747","208,395,834","213,241,310","193,550,107","192,970,202","164,189,241","148,915,109","222,060,699",,"195,059,022","195,613,235","169,964,601","169,861,992",,,
CommonStockEquity,"325,467,000","323,853,000","318,439,000","292,385,000","270,888,000","247,117,000","233,743,000","226,797,000","217,923,000","250,789,000","249,330,000","246,186,000","234,923,000","227,426,000","237,092,000","244,951,000","231,725,000","225,717,000","219,650,000","216,983,000","212,670,000","213,385,000","201,207,000","185,514,000","185,204,000","196,470,000","191,444,000","200,643,000","201,168,000","195,581,000","199,660,000","180,991,000","205,576,000","212,088,000","205,992,000","180,678,000","187,147,000","192,520,000","188,564,000","187,013,000","202,002,000","208,016,000","213,721,000","217,536,000","235,215,000","246,960,000","249,246,000","248,429,000","254,549,000","251,449,000","249,076,000","249,996,000","255,213,000","253,790,000","271,748,000","294,674,000","300,848,599","266,032,187","220,958,735","215,252,920","169,323,895","170,083,122","172,570,487","158,785,756","156,461,511","155,417,011","151,610,683","153,805,834","154,141,310","153,150,107","152,226,655","130,668,575","128,415,109","128,959,699","130,802,382","131,353,022","131,902,958","130,758,904","130,663,273","129,991,136","129,881,097","130,585,252"
NetTangibleAssets,"325,467,000","323,853,000","318,439,000","292,385,000","270,888,000","247,117,000","233,743,000","226,797,000","217,923,000","250,789,000","249,330,000","246,186,000","234,923,000","227,426,000","237,092,000","244,951,000","231,725,000","225,717,000","219,650,000","216,983,000","212,670,000","213,385,000","201,207,000","185,514,000","185,204,000","196,470,000","191,444,000","200,643,000","201,168,000","195,581,000","199,660,000","180,991,000","205,576,000","212,088,000","205,992,000","180,678,000","187,147,000","192,520,000","188,564,000","187,013,000","202,002,000","208,016,000","213,721,000","217,536,000","235,215,000","246,960,000","249,246,000","248,429,000","254,549,000","251,449,000","249,076,000","249,996,000","255,213,000","253,790,000","271,748,000","294,674,000","300,848,599","266,032,187","220,958,735","215,252,920","169,323,895","170,083,122","172,570,487","158,785,756","156,461,511","155,417,011","151,610,683","153,805,834","154,141,310","153,150,107","152,226,655","130,668,575","128,415,109","128,959,699","130,802,382","131,353,022","131,902,958","130,758,904","130,663,273","129,991,136","129,881,097","130,585,252"
InvestedCapital,"540,203,000","574,991,000","555,550,000","501,848,000","498,415,000","455,173,000","455,278,000","454,007,000","403,558,000","435,135,000","372,147,000","361,302,000","342,760,000","385,059,000","347,092,000","361,951,000","359,525,000","356,550,000","312,765,000","299,254,000","266,659,000","241,372,000","272,507,000","258,814,000","242,504,000","253,970,000","318,744,000","305,243,000","315,961,000","279,659,000","237,673,000","217,551,000","266,090,000","259,996,000","253,094,000","240,209,000","244,098,000","250,301,000","251,015,000","278,790,000","267,802,000","265,229,000","313,733,000","310,236,000","268,861,000","272,261,000","267,186,000","279,085,000","307,549,000","324,980,000","332,426,000","341,696,000","408,583,000","400,260,000","422,778,000","427,764,000","424,307,599","427,863,187","365,398,735","376,440,920","289,623,895","255,269,122","222,563,487","206,631,756","216,761,511","211,140,734","204,644,747","208,395,834","213,241,310","193,550,107","192,970,202","218,097,837","242,020,109","222,060,699","209,251,382","195,059,022","195,613,235","169,964,601","169,861,992",,,
TangibleBookValue,"325,467,000","323,853,000","318,439,000","292,385,000","270,888,000","247,117,000","233,743,000","226,797,000","217,923,000","250,789,000","249,330,000","246,186,000","234,923,000","227,426,000","237,092,000","244,951,000","231,725,000","225,717,000","219,650,000","216,983,000","212,670,000","213,385,000","201,207,000","185,514,000","185,204,000","196,470,000","191,444,000","200,643,000","201,168,000","195,581,000","199,660,000","180,991,000","205,576,000","212,088,000","205,992,000","180,678,000","187,147,000","192,520,000","188,564,000","187,013,000","202,002,000","208,016,000","213,721,000","217,536,000","235,215,000","246,960,000","249,246,000","248,429,000","254,549,000","251,449,000","249,076,000","249,996,000","255,213,000","253,790,000","271,748,000","294,674,000","300,848,599","266,032,187","220,958,735","215,252,920","169,323,895","170,083,122","172,570,487","158,785,756","156,461,511","155,417,011","151,610,683","153,805,834","154,141,310","153,150,107","152,226,655","130,668,575","128,415,109","128,959,699","130,802,382","131,353,022","131,902,958","130,758,904","130,663,273","129,991,136","129,881,097","130,585,252"
TotalDebt,"214,736,000","251,138,000","237,111,000","209,463,000","227,527,000","208,056,000","221,535,000","227,210,000","185,635,000","184,346,000","122,817,000","115,116,000","107,837,000","157,633,000","110,000,000","117,000,000","127,800,000","130,833,000","93,115,000","82,271,000","53,989,000","27,987,000","71,300,000","73,300,000","57,300,000","57,500,000","127,300,000","104,600,000","114,793,000","84,078,000","38,013,000","36,560,000","60,514,000","47,908,000","47,102,000","59,531,000","56,951,000","57,781,000","62,451,000","91,777,000","65,800,000","57,213,000","100,012,000","92,700,000","33,646,000","25,301,000","17,940,000","30,656,000","53,000,000","73,531,000","83,350,000","91,700,000","153,370,000","146,470,000","151,030,000","133,090,000","123,459,000","161,831,000","144,440,000","161,188,000","120,300,000","85,186,000","49,993,000","47,846,000","60,300,000","55,723,723","53,034,064","54,590,000","59,100,000","40,400,000","40,743,547","87,429,262","113,605,000","93,101,000","78,449,000","63,706,000","63,710,277","39,205,697","39,198,719",,,
NetDebt,"213,304,000","249,866,000","236,440,000","208,161,000","222,574,000","206,592,000","219,115,000","224,835,000","184,037,000","182,580,000","107,110,000","114,889,000","106,215,000","157,362,000","108,029,000","114,579,000","125,981,000","126,330,000","88,103,000","75,269,000","48,975,000","22,207,000","65,148,000","68,278,000","51,498,000","43,694,000","123,492,000","96,777,000","109,270,000","77,698,000","31,699,000","28,785,000","54,124,000","38,818,000","33,202,000","42,544,000","48,128,000","46,226,000","52,296,000","82,450,000","58,107,000","51,441,000","93,280,000","84,924,000","24,775,000","18,867,000","10,206,000","24,188,000","48,739,000","67,157,000","78,074,000","87,134,000","142,841,000","140,714,000","144,537,000","127,664,000","116,542,644","156,300,051","135,601,342","157,696,505","117,326,865","79,189,320","49,261,256","47,389,686","59,988,910","40,330,471","52,530,288","53,823,078","39,925,817","17,016,456",,"27,526,886","11,790,738",,,,,,,,,
ShareIssued,"34,304,371","34,304,371","34,304,371","34,304,371","33,396,426","32,490,392","31,566,850","31,192,639","31,192,639","31,050,954","30,345,923","29,904,418","28,965,403","28,504,745","28,501,980","27,660,432","26,897,761","26,632,182","26,395,688","25,880,466","25,517,866","25,517,866","23,344,422","23,344,422","23,385,836","23,431,622","21,131,622","21,131,622","21,067,311","21,000,160","21,000,160","21,000,160","21,000,160","21,000,160","21,000,160","21,000,160","21,000,160","21,000,160","21,000,160","21,000,160","21,000,160","21,019,242","21,039,242","21,039,242","21,039,242","21,039,242","21,039,242","21,039,242","21,039,242","21,087,574","21,087,574","21,087,574","21,087,574","21,087,574","21,087,574","21,087,574","21,087,574","17,637,574","14,762,574","14,612,574","12,249,683","12,249,683","12,305,008","11,384,363","11,308,510","11,308,510","11,303,510","11,303,510","11,298,510","11,278,510","11,278,510","10,113,444","10,105,178","10,081,844","10,081,844","10,071,844","10,071,844","10,071,844","10,071,844","10,071,844","10,060,178","10,060,178"
OrdinarySharesNumber,"34,304,371","34,304,371","34,304,371","34,304,371","33,396,426","32,490,392","31,566,850","31,192,639","31,192,639","31,050,954","30,345,923","29,904,418","28,965,403","28,504,745","28,501,980","27,660,432","26,897,761","26,632,182","26,395,688","25,880,466","25,517,866","25,517,866","23,344,422","23,344,422","23,385,836","23,431,622","21,131,622","21,131,622","21,067,311","21,000,160","21,000,160","21,000,160","21,000,160","21,000,160","21,000,160","21,000,160","21,000,160","21,000,160","21,000,160","21,000,160","21,000,160","21,019,242","21,039,242","21,039,242","21,039,242","21,039,242","21,039,242","21,039,242","21,039,242","21,087,574","21,087,574","21,087,574","21,087,574","21,087,574","21,087,574","21,087,574","21,087,574","17,637,574","14,762,574","14,612,574","12,249,683","12,249,683","12,305,008","11,384,363","11,308,510","11,308,510","11,303,510","11,303,510","11,298,510","11,278,510","11,278,510","10,113,444","10,105,178","10,081,844","10,081,844","10,071,844","10,071,844","10,071,844","10,071,844","10,071,844","10,060,178","10,060,178"
