name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989
OperatingCashFlow,"604,242,000","69,162,000","144,871,000","224,793,000","165,416,000","68,056,000","31,887,000","138,699,000","301,016,000","124,926,000","80,623,000","191,179,000","120,748,000","127,079,000","123,045,000","185,313,000","147,746,000","116,218,000","64,528,000","130,403,000","134,560,000","123,500,000","81,661,000","153,226,000","128,708,000","78,486,000","117,995,000","93,846,000","141,915,000","84,480,000","82,878,000","93,681,000","104,914,000","59,225,000","98,160,000","81,122,000","102,050,000","27,885,000","97,923,000","75,968,000","92,072,000","23,214,000","96,648,000","71,786,000","68,930,000","18,952,000","74,410,000","50,489,000","36,465,000","14,519,000","47,805,000","66,843,000","77,437,000","48,068,000","113,758,000","95,585,000","119,282,000","118,500,000","100,718,000","76,392,000","120,425,000","113,689,000","79,424,000","89,359,000","106,184,000","101,251,000","89,944,000","54,324,000","110,568,000","72,692,000","47,481,000","38,834,000","50,401,000","25,117,000","35,963,000","35,599,000","27,221,000","25,096,000","32,580,000","26,341,000","70,417,000","36,249,000","51,591,000","80,417,000","77,422,000","66,400,000","64,373,000","87,251,000","43,179,000","72,265,000","24,400,000","44,500,000","43,200,000","35,400,000","40,600,000","33,100,000","44,900,000","36,700,000","11,800,000","28,500,000","22,100,000","19,600,000","16,500,000","14,800,000","10,800,000","12,300,000","7,900,000","8,800,000","11,900,000","13,600,000","3,300,000","5,000,000","10,500,000","6,600,000","4,700,000","1,500,000","5,800,000","2,900,000","1,100,000","2,700,000","3,400,000","4,300,000","3,900,000","3,800,000","6,800,000","3,200,000","2,300,000","3,700,000","5,300,000","2,300,000","700,000"
	CashFlowFromContinuingOperatingActivities,"604,242,000","69,162,000","144,871,000","224,793,000","165,416,000","68,056,000","31,887,000","138,699,000","301,016,000","124,926,000","80,623,000","191,179,000","120,748,000","127,079,000","123,045,000","185,313,000","147,746,000","116,218,000","64,528,000","130,403,000","134,560,000","123,500,000","81,661,000","153,226,000","128,708,000","78,486,000","117,995,000","93,846,000","141,915,000","84,480,000","82,878,000","93,681,000","104,914,000","59,225,000","98,160,000","81,122,000","102,050,000","27,885,000","97,923,000","75,968,000","92,072,000","23,214,000","96,648,000","71,786,000","68,930,000","18,952,000","74,410,000","50,489,000","36,465,000","14,519,000","47,805,000","66,843,000","77,437,000","48,068,000","113,758,000","95,585,000","119,282,000","118,500,000","100,718,000","76,392,000","120,425,000","113,689,000","79,424,000","89,359,000","106,184,000","101,251,000","89,944,000","54,324,000","110,568,000","72,692,000","47,481,000","38,834,000","50,401,000","25,117,000","35,963,000","35,599,000","27,221,000","25,096,000","32,580,000","26,341,000","70,417,000","36,249,000","51,591,000","80,417,000","77,422,000","66,400,000","64,373,000","87,251,000","43,179,000","72,265,000","24,400,000","44,500,000","43,200,000","35,400,000","40,600,000","33,100,000","44,900,000","36,700,000","11,800,000","28,500,000","22,100,000","19,600,000","16,500,000","14,800,000","10,800,000","12,300,000","7,900,000","8,800,000","11,900,000","13,600,000","3,300,000","5,000,000","10,500,000","6,600,000","4,700,000","1,500,000","5,800,000","2,900,000","1,100,000","2,700,000","3,400,000","4,300,000","3,900,000","3,800,000","6,800,000","3,200,000","2,300,000","3,700,000","5,300,000","2,300,000","700,000"
		NetIncomeFromContinuingOperations,"656,267,000","168,239,000","167,944,000","170,871,000","149,213,000","110,598,000","94,416,000","75,749,000","46,196,000","89,915,000","112,842,000","117,181,000","114,612,000","109,798,000","113,564,000","115,242,000","109,315,000","96,167,000","47,047,000","84,700,000","80,316,000","78,521,000","77,788,000","90,569,000","91,616,000","83,416,000","93,443,000","96,725,000","89,706,000","77,922,000","84,053,000","85,184,000","75,140,000","61,551,000","66,885,000","66,358,000","63,089,000","55,863,000",,,,,,,,,"24,790,000","20,623,000","12,181,000","8,475,000","13,528,000","9,531,000","5,416,000","8,788,000","39,008,000","65,821,000","74,568,000","70,784,000","78,816,000","73,963,000","72,726,000","70,707,000","75,373,000","73,647,000","68,655,000","65,503,000","64,609,000","64,439,000","57,229,000","51,593,000","49,667,000","43,080,000","32,441,000","15,416,000","4,848,000","4,847,000","134,000","-3,439,000","-7,067,000","-3,072,000","3,195,000","9,112,000","12,687,000","23,147,000","37,716,000","47,557,000","47,843,000","48,037,000","46,843,000","43,380,000","37,600,000","34,600,000","33,900,000","35,300,000","35,300,000","35,000,000","32,200,000","29,100,000","26,900,000","24,700,000","22,200,000","19,900,000","17,700,000","15,900,000","14,300,000","13,200,000","11,500,000","10,400,000","9,400,000","9,000,000","7,500,000","6,700,000","6,300,000","5,600,000","3,300,000","3,100,000","2,900,000","2,400,000","1,300,000","1,100,000","1,200,000","800,000","1,000,000","900,000","900,000","1,300,000","500,000","2,200,000","2,800,000","3,400,000","3,400,000"
		OperatingGainsLosses,"4,631,000","30,296,000","-6,734,000","6,324,000","-25,255,000","-11,694,000","-34,123,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,004,000","27,289,000","20,276,000","2,546,000","5,786,000","16,250,000","6,071,000","7,451,000","3,172,000","1,912,000","921,000","949,000","-2,453,000","626,000","331,000","2,468,000","7,692,000","2,815,000","3,559,000","7,526,000","7,654,000","4,565,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"4,631,000","30,296,000","-6,734,000","6,324,000","-25,255,000","-11,694,000","-34,123,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"51,410,000","11,497,000","12,191,000","13,393,000","14,329,000","14,538,000","15,401,000","15,922,000","15,926,000","16,251,000","16,118,000","17,084,000","16,429,000","15,994,000","16,271,000","16,370,000","16,592,000","16,716,000","16,430,000","16,552,000","16,311,000","16,200,000","16,616,000","16,387,000","15,901,000","15,411,000","13,978,000","12,919,000","13,562,000","13,006,000","12,954,000","12,107,000","12,087,000","12,533,000","12,477,000","12,102,000","12,013,000","12,180,000","12,214,000","12,143,000","12,086,000","12,281,000","12,788,000","12,845,000","12,987,000","12,795,000","13,226,000","13,507,000","14,033,000","15,192,000","15,841,000","15,739,000","16,805,000","16,881,000","17,448,000","18,599,000","18,912,000","18,251,000","18,516,000","18,583,000","18,149,000","16,193,000","15,510,000","15,400,000","15,068,000","15,107,000","22,662,000","21,951,000","17,558,000","17,643,000","18,391,000","17,948,000","17,577,000","18,392,000","15,876,000","16,991,000","16,500,000","16,537,000","17,830,000","18,836,000","18,420,000","17,222,000","19,030,000","19,196,000","18,334,000","16,556,000","15,312,000","14,239,000","13,658,000","13,430,000","11,100,000","10,600,000","9,500,000","7,900,000","7,200,000","6,400,000","5,800,000","5,200,000","5,000,000","4,600,000","4,300,000","3,800,000","3,500,000","3,200,000","2,700,000","2,500,000","2,400,000","2,200,000","1,900,000","1,900,000","1,800,000","1,800,000","1,900,000","1,700,000","1,800,000","1,600,000","1,700,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,400,000","1,600,000","1,400,000","1,500,000"
			DepreciationAndAmortization,"51,410,000","11,497,000","12,191,000","13,393,000","14,329,000","14,538,000","15,401,000","15,922,000","15,926,000","16,251,000","16,118,000","17,084,000","16,429,000","15,994,000","16,271,000","16,370,000","16,592,000","16,716,000","16,430,000","16,552,000","16,311,000","16,200,000","16,616,000","16,387,000","15,901,000","15,411,000","13,978,000","12,919,000","13,562,000","13,006,000","12,954,000","12,107,000","12,087,000","12,533,000","12,477,000","12,102,000","12,013,000","12,180,000","12,214,000","12,143,000","12,086,000","12,281,000","12,788,000","12,845,000","12,987,000","12,795,000","13,226,000","13,507,000","14,033,000","15,192,000","15,841,000","15,739,000","16,805,000","16,881,000","17,448,000","18,599,000","18,912,000","18,251,000","18,516,000","18,583,000","18,149,000","16,193,000","15,510,000","15,400,000","15,068,000","15,107,000","22,662,000","21,951,000","17,558,000","17,643,000","18,391,000","17,948,000","17,577,000","18,392,000","15,876,000","16,991,000","16,500,000","16,537,000","17,830,000","18,836,000","18,420,000","17,222,000","19,030,000","19,196,000","18,334,000","16,556,000","15,312,000","14,239,000","13,658,000","13,430,000","11,100,000","10,600,000","9,500,000","7,900,000","7,200,000","6,400,000","5,800,000","5,200,000","5,000,000","4,600,000","4,300,000","3,800,000","3,500,000","3,200,000","2,700,000","2,500,000","2,400,000","2,200,000","1,900,000","1,900,000","1,800,000","1,800,000","1,900,000","1,700,000","1,800,000","1,600,000","1,700,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,400,000","1,600,000","1,400,000","1,500,000"
				Depreciation,"49,328,000","11,080,000","11,674,000","12,821,000","13,753,000","13,962,000","15,184,000","15,588,000","15,596,000","15,913,000","15,779,000","16,745,000","16,088,000","15,652,000","15,900,000","15,941,000","16,150,000","16,253,000","16,014,000","16,071,000","15,946,000","15,899,000","16,307,000","16,061,000","15,587,000","15,123,000","13,786,000","12,919,000","13,562,000","13,006,000","12,954,000","12,107,000","11,863,000","12,200,000","12,077,000","11,669,000","11,579,000","11,747,000","12,003,000","12,043,000","12,034,000","12,246,000","12,753,000","12,806,000","12,947,000","12,756,000","13,177,000","13,460,000","13,987,000","14,923,000","15,560,000","15,458,000","16,525,000","16,263,000","16,708,000","17,981,000","18,294,000","17,610,000","17,762,000","17,835,000","17,331,000","15,919,000","15,264,000","15,169,000","14,840,000","14,961,000","13,555,000","13,901,000","11,832,000","11,706,000","11,563,000","11,883,000","11,529,000","13,113,000","13,924,000","14,200,000","13,741,000","13,762,000","15,093,000","16,151,000",,,"17,697,000","17,863,000","17,001,000","15,220,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,"2,082,000","417,000","517,000","572,000","576,000","576,000","217,000","334,000","330,000","338,000","339,000","339,000","341,000","342,000","371,000","429,000","442,000","463,000","416,000","481,000","365,000","301,000","309,000","326,000","314,000","288,000","192,000","0","0","0","0","0","224,000","333,000","400,000","433,000","434,000","433,000","211,000","100,000","52,000","35,000","35,000","39,000","40,000","39,000","49,000","47,000","46,000","269,000","281,000","281,000","280,000","618,000","740,000","618,000","618,000","641,000","754,000","748,000","818,000","274,000","246,000","231,000","228,000","146,000","9,107,000","8,050,000","5,726,000","5,937,000","6,828,000","6,065,000","6,048,000","5,279,000","1,952,000","2,791,000","2,759,000","2,775,000","2,737,000","2,685,000",,,"1,333,000","1,333,000","1,333,000","1,336,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,"2,082,000","417,000","517,000","572,000","576,000","576,000","217,000","334,000","330,000","338,000","339,000","339,000","341,000","342,000","371,000","429,000","442,000","463,000","416,000","481,000","365,000","301,000","309,000","326,000","314,000","288,000","192,000","0","0","0","0","0","224,000","333,000","400,000","433,000","434,000","433,000","211,000","100,000","52,000","35,000","35,000","39,000","40,000","39,000","49,000","47,000","46,000","269,000","281,000","281,000","280,000","618,000","740,000","618,000","618,000","641,000","754,000","748,000","818,000","274,000","246,000","231,000","228,000","146,000","9,107,000","8,050,000","5,726,000","5,937,000","6,828,000","6,065,000","6,048,000","5,279,000","1,952,000","2,791,000","2,759,000","2,775,000","2,737,000","2,685,000",,,"1,333,000","1,333,000","1,333,000","1,336,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
