name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
TotalAssets,"654,310,000","721,923,000","772,398,000","835,363,000","877,095,000","938,550,000","963,710,000","894,659,000","584,276,000","637,516,000","640,222,000","673,481,000","542,729,000","590,395,000","606,604,000","627,727,000","281,168,000","286,741,000","269,791,000","282,993,000","146,810,000","157,891,000","164,978,000","180,906,000","197,048,000","217,235,000","232,516,000","229,948,000","238,505,000","243,212,000","247,347,000","250,837,000","255,500,000","140,838,000","140,366,000","74,196,000","75,844,000","82,533,000","81,813,000","86,312,000","90,424,000","87,336,000","88,310,000","95,621,000","52,537,000","62,999,000","65,889,000","72,105,000","79,355,000","87,439,000","51,383,000","54,938,000","60,878,000","67,850,000","70,749,000","75,934,000","76,742,000","83,900,000","86,344,000","46,936,000","50,547,000","55,780,000","58,299,000","60,797,000","44,050,000","48,983,000","24,652,000","27,347,000","30,818,000","34,725,000","36,358,000","40,361,000","43,266,000","46,232,000","48,101,000","50,045,000","52,720,000","56,227,000","56,028,000","77,203,000","80,717,000","85,017,000","86,896,000","65,500,000","67,942,000","68,925,000","69,057,000","69,793,000","22,950,000"
	CurrentAssets,"340,065,000","398,769,000","447,396,000","554,064,000","606,944,000","659,668,000","700,294,000","679,400,000","370,948,000","405,473,000","384,176,000","461,808,000","362,628,000","410,521,000","468,202,000","550,049,000","236,276,000","248,397,000","242,340,000","255,677,000","133,774,000","149,580,000","148,845,000","176,150,000","191,138,000","212,582,000","227,683,000","221,005,000","203,946,000","190,879,000","173,169,000","202,980,000","220,212,000","97,274,000","126,143,000","53,721,000","61,546,000","68,365,000","62,391,000","63,662,000","81,824,000","85,692,000","86,704,000","94,030,000","47,894,000","61,314,000","64,090,000","70,235,000","77,464,000","85,773,000","49,685,000","53,135,000","58,969,000","65,852,000","68,633,000","73,860,000","74,709,000","82,118,000","84,991,000","45,754,000","49,747,000","55,056,000","57,767,000","60,231,000","43,364,000","48,462,000","24,274,000","26,932,000","30,521,000","34,376,000","35,939,000","39,795,000","42,495,000","45,285,000","46,961,000","48,697,000","50,807,000","54,096,000","53,667,000","56,335,000","59,804,000","63,770,000","65,390,000","62,505,000","65,207,000","66,512,000","49,939,000","56,283,000","21,929,000"
		CashCashEquivalentsAndShortTermInvestments,"317,796,000","376,548,000","423,413,000","529,653,000","587,084,000","641,423,000","648,827,000","664,853,000","358,130,000","362,474,000","354,852,000","441,099,000","350,996,000","400,133,000","458,570,000","539,446,000","229,526,000","243,308,000","236,704,000","249,911,000","129,266,000","142,535,000","145,581,000","172,276,000","187,581,000","209,000,000","219,329,000","214,230,000","195,903,000","178,962,000","162,424,000","193,656,000","213,430,000","92,813,000","120,222,000","47,276,000","57,265,000","63,547,000","57,902,000","59,643,000","79,696,000","84,132,000","84,448,000","91,487,000","45,754,000","60,285,000","62,742,000","68,990,000","76,538,000","84,940,000","47,690,000","52,261,000","57,696,000","64,831,000","59,239,000","64,047,000","73,410,000","81,088,000","83,939,000","44,567,000","49,002,000","53,920,000","56,880,000","59,168,000","42,538,000","46,956,000","23,616,000","25,807,000","29,799,000","33,260,000","35,039,000","38,407,000","41,649,000","43,855,000","45,828,000","47,341,000","49,061,000","52,143,000","51,935,000","54,978,000","58,782,000","61,594,000","63,222,000","59,824,000","62,796,000","63,510,000","49,106,000","55,489,000","21,523,000"
			CashAndCashEquivalents,"120,257,000","178,872,000","176,954,000","169,878,000","122,975,000","131,329,000","259,393,000","467,443,000","85,749,000","80,428,000","114,291,000","169,222,000","80,968,000","140,418,000","39,298,000","59,406,000","30,708,000","49,826,000","29,894,000","69,837,000","18,486,000","22,061,000","27,986,000","12,955,000","33,009,000","69,482,000","34,287,000","10,768,000","25,256,000","6,030,000","11,205,000","99,270,000","126,823,000","10,186,000","80,309,000","12,052,000","12,177,000","21,679,000","13,724,000","18,476,000","24,490,000","16,766,000","21,667,000","8,421,000","6,879,000","10,784,000","9,055,000","12,789,000","12,204,000","21,159,000","14,099,000","14,774,000","14,643,000","19,409,000","8,743,000","8,658,000","9,942,000","12,275,000","16,894,000","9,672,000","11,030,000","12,702,000","16,117,000","28,838,000","13,398,000","18,507,000","10,527,000","7,708,000","7,620,000","8,626,000","6,621,000","7,784,000","9,511,000","9,803,000","12,104,000","9,803,000","12,587,000","17,639,000","15,348,000","33,058,000","32,010,000","7,644,000","21,205,000","15,162,000","16,051,000","10,151,000","9,145,000","39,586,000","10,592,000"
			OtherShortTermInvestments,"197,539,000","197,676,000","246,459,000","359,775,000","464,109,000","510,094,000","389,434,000","197,410,000","272,381,000","282,046,000","240,561,000","271,877,000","270,028,000","259,715,000","419,272,000","480,040,000","198,818,000","193,482,000","206,810,000","180,074,000","110,780,000","120,474,000","117,595,000","159,321,000","154,572,000","139,518,000","185,042,000","203,462,000","170,647,000","172,932,000","151,219,000","94,386,000","86,607,000","82,627,000","39,913,000","35,224,000","45,088,000","41,868,000","44,178,000","41,167,000","55,206,000","67,366,000","62,781,000","83,066,000","38,875,000","49,501,000","53,687,000","56,201,000","64,334,000","63,781,000","33,591,000","37,487,000","43,053,000","45,422,000","50,496,000","55,389,000","63,468,000","68,813,000","67,045,000","34,895,000","37,972,000","41,218,000","40,763,000","30,330,000","29,140,000","28,449,000","13,089,000","18,099,000","22,179,000","24,634,000","28,418,000","30,623,000","32,138,000","34,052,000","33,724,000","37,538,000","36,474,000","34,504,000","36,587,000","21,920,000","26,772,000","53,950,000","42,017,000","44,662,000","46,745,000","53,359,000","39,961,000","15,903,000","10,931,000"
		Receivables,"7,294,000","6,362,000","8,587,000","7,689,000","7,720,000","6,259,000","40,309,000","6,152,000","7,896,000","37,591,000","22,633,000","12,861,000","7,905,000","5,048,000","6,250,000","5,539,000","3,948,000","3,583,000","3,916,000","3,751,000","2,799,000","5,196,000","1,792,000","2,604,000","2,969,000","2,828,000","7,403,000","5,572,000","7,036,000","10,791,000","8,787,000","7,280,000","5,743,000","3,493,000","5,088,000","5,191,000","3,925,000","4,319,000","3,815,000","3,440,000","1,878,000","1,250,000","1,695,000","1,890,000","1,862,000","703,000","865,000","548,000","584,000","410,000","1,563,000","338,000","1,033,000","694,000","9,012,000","9,226,000","782,000","533,000","237,000","178,000","226,000","542,000","383,000","398,000","492,000","1,189,000","190,000","454,000","433,000","829,000","433,000","744,000","641,000","1,146,000","620,000","594,000","1,364,000","1,530,000","1,281,000","722,000","650,000","1,729,000","1,835,000","2,156,000","2,189,000","2,677,000","595,000","362,000","293,000"
			AccountsReceivable,"6,938,000","6,013,000","7,967,000","6,882,000","6,746,000","5,224,000","39,487,000","5,618,000","6,970,000","36,909,000","21,953,000","12,095,000","7,311,000","4,673,000","5,567,000","4,977,000","3,575,000","3,343,000","3,433,000","3,495,000","2,401,000","4,972,000","1,482,000","2,305,000","2,567,000","2,521,000","7,004,000","5,179,000","6,638,000","10,368,000","8,474,000","6,969,000","5,360,000","3,155,000","4,880,000","4,918,000","3,667,000","4,129,000","3,504,000","3,241,000","1,508,000","919,000","1,153,000","1,381,000","1,470,000","366,000","481,000","262,000","143,000","69,000","1,390,000","13,000","863,000","500,000","8,793,000","8,978,000","613,000","209,000","20,000","160,000","220,000","487,000","273,000","228,000","292,000","971,000","91,000","227,000","226,000","569,000","167,000","334,000","236,000","658,000","151,000","151,000","904,000","1,098,000","724,000","277,000","374,000","763,000","1,168,000","1,385,000","2,189,000",,,,
			AccruedInterestReceivable,"356,000","349,000","620,000","807,000","974,000","1,035,000","822,000","534,000","926,000","682,000","680,000","766,000","594,000","375,000","683,000","562,000","373,000","240,000","483,000","256,000","398,000","224,000","310,000","299,000","402,000","307,000","399,000","393,000","398,000","423,000","313,000","311,000","383,000","338,000","208,000","273,000","258,000","190,000","311,000","199,000","370,000",,"542,000","509,000","392,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","338,000","0","0","0","0","0","0","0","331,000","0","0","0","337,000","384,000","286,000","441,000","341,000","173,000","325,000","170,000","194,000","219,000","248,000","169,000","324,000","217,000","18,000","6,000","55,000","110,000","170,000","200,000","218,000","99,000","227,000","207,000","260,000","266,000","410,000","405,000","488,000","469,000","443,000","460,000","432,000","557,000","445,000","276,000","966,000","667,000","771,000","0",,,,
		PrepaidAssets,"14,975,000","15,859,000","15,396,000","16,722,000","12,140,000","11,986,000","11,158,000","8,395,000","4,922,000","5,408,000","4,691,000","5,848,000","3,727,000","5,340,000","3,382,000","5,064,000","2,802,000","1,506,000","1,720,000","2,015,000","1,709,000","1,849,000","1,472,000","1,270,000","588,000","754,000","951,000","1,089,000","587,000","623,000","751,000","1,053,000","370,000","457,000","684,000","969,000","236,000","296,000","674,000","579,000","250,000","310,000","561,000","653,000","278,000","326,000","483,000","697,000","342,000","423,000","432,000","536,000","240,000","327,000","382,000","587,000","517,000","497,000","815,000","1,009,000","519,000","594,000","504,000","665,000","334,000","317,000","468,000","671,000","289,000","287,000","467,000","644,000","205,000","284,000","513,000","762,000","382,000","423,000","451,000","635,000","372,000","447,000","333,000","525,000",,,,,
		RestrictedCash,,,,,,,,,,,"2,000,000","2,000,000",,,,,,,,,,,,,,,"0","0","320,000","320,000","320,000","320,000","320,000","320,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,"114,000","100,000","183,000","887,000","671,000","349,000","191,000","149,000","285,000","120,000","203,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"222,000","325,000","238,000","432,000","113,000"
	TotalNonCurrentAssets,"314,245,000","323,154,000","325,002,000","281,299,000","270,151,000","278,882,000","263,416,000","215,259,000","213,328,000","232,043,000","256,046,000","211,673,000","180,101,000","179,874,000","138,402,000","77,678,000","44,892,000","38,344,000","27,451,000","27,316,000","13,036,000","8,311,000","16,133,000","4,756,000","5,910,000","4,653,000","4,833,000","8,943,000","34,559,000","52,333,000","74,178,000","47,857,000","35,288,000","43,564,000","14,223,000","20,475,000","14,298,000","14,168,000","19,422,000","22,650,000","8,600,000","1,644,000","1,606,000","1,591,000","4,643,000","1,685,000","1,799,000","1,870,000","1,891,000","1,666,000","1,698,000","1,803,000","1,909,000","1,998,000","2,116,000","2,074,000","2,033,000","1,782,000","1,353,000","1,182,000","800,000","724,000","532,000","566,000","686,000","521,000","378,000","415,000","297,000","349,000","419,000","566,000","771,000","947,000","1,140,000","1,348,000","1,913,000","2,131,000","2,361,000","20,868,000","20,913,000","21,247,000","21,506,000","2,995,000","2,735,000","2,413,000","19,118,000","13,510,000","1,021,000"
		NetPPE,"122,499,000","124,704,000","117,043,000","117,892,000","115,546,000","112,369,000","106,919,000","107,408,000","106,671,000","107,215,000","104,021,000","100,454,000","46,471,000","78,723,000","50,497,000","37,223,000","33,601,000","31,066,000","8,500,000","8,347,000","7,267,000","6,557,000","4,882,000","3,025,000","3,176,000","2,916,000","3,063,000","3,217,000","2,995,000","1,479,000","1,566,000","1,622,000","1,410,000","1,406,000","1,494,000","1,587,000","1,464,000","1,543,000","1,467,000","1,532,000","1,653,000","1,603,000","1,565,000","1,550,000","1,620,000","1,673,000","1,787,000","1,858,000","1,879,000","1,654,000","1,686,000","1,791,000","1,897,000","1,986,000","2,104,000","2,062,000","2,021,000","1,770,000","1,304,000","1,133,000","751,000","675,000","483,000","517,000","637,000","472,000","310,000","349,000","268,000","318,000","387,000","534,000","720,000","906,000","1,089,000","1,294,000","1,591,000","1,793,000","2,027,000","2,403,000","2,586,000","2,799,000","2,937,000","2,697,000","2,291,000","1,982,000","1,503,000","1,377,000","727,000"
			GrossPPE,"122,499,000","149,729,000","117,043,000","117,892,000","115,546,000","129,785,000","106,919,000","107,408,000","106,671,000","118,896,000","104,021,000","100,454,000","46,471,000","88,033,000",,,,"38,017,000",,,,"12,196,000",,,,"7,762,000",,,,"5,378,000",,,,"4,927,000",,,,"4,495,000",,,,"4,329,000",,,,"3,753,000",,,,"3,058,000",,,,"7,020,000","6,616,000","6,574,000","6,533,000","6,282,000","5,542,000","5,371,000","4,989,000","4,913,000","4,550,000","4,584,000","4,704,000","4,539,000","4,103,000","4,142,000","4,061,000","4,111,000","3,569,000","3,716,000","3,902,000","4,088,000","3,446,000","3,651,000","3,948,000","4,150,000","3,651,000","4,027,000","4,210,000","4,423,000","3,569,000","3,329,000","2,923,000","2,614,000","2,013,000","1,775,000","310,727,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,658,000",,,,,,,
				BuildingsAndImprovements,,,,,,,,,,"0",,,,"3,876,000",,,,"3,876,000",,,,"3,876,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,547,000",,,,"2,318,000",,,,"1,658,000",,,,"1,658,000",,,,"1,658,000",,,,"1,658,000",,,,"1,658,000",,,,,,,,,,,
				MachineryFurnitureEquipment,,"17,861,000",,,,"5,959,000",,,,"4,639,000",,,,"3,840,000",,,,"1,494,000",,,,"636,000",,,,"652,000",,,,"550,000",,,,"563,000",,,,"499,000",,,,"3,293,000",,,,"2,809,000",,,,"2,133,000",,,,"4,473,000",,,,"3,964,000",,,,"3,255,000",,,,"2,881,000",,,,"2,453,000",,,,"2,430,000",,,,"2,492,000",,,,"2,765,000",,,,,,,
				OtherProperties,"122,499,000","105,169,000","117,043,000","117,892,000","115,546,000","95,782,000","106,919,000","107,408,000","106,671,000","94,468,000","104,021,000","100,454,000","46,471,000","11,466,000",,,,"7,572,000",,,,"6,206,000",,,,"5,801,000",,,,"3,665,000",,,,"3,208,000",,,,"2,950,000",,,,,,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,
				ConstructionInProgress,,"4,729,000",,,,"12,091,000",,,,"5,901,000",,,,"65,211,000",,,,"21,650,000",,,,"148,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				Leases,,"21,970,000",,,,"15,953,000",,,,"13,888,000",,,,"3,640,000",,,,"3,425,000",,,,"1,330,000",,,,"1,309,000",,,,"1,163,000",,,,"1,156,000",,,,"1,046,000",,,,"1,036,000",,,,"944,000",,,,"925,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,"-25,025,000",,,,"-17,416,000",,,,"-11,681,000",,,,"-9,310,000",,,,"-6,951,000",,,,"-5,639,000",,,,"-4,846,000",,,,"-3,899,000",,,,"-3,521,000",,,,"-2,952,000",,,,"-2,726,000",,,,"-2,080,000",,,,"-1,404,000",,,,"-5,034,000","-4,512,000","-4,512,000","-4,512,000","-4,512,000","-4,238,000","-4,238,000","-4,238,000","-4,238,000","-4,067,000","-4,067,000","-4,067,000","-4,067,000","-3,793,000","-3,793,000","-3,793,000","-3,793,000","-3,182,000","-3,182,000","-3,182,000","-3,182,000","-2,357,000","-2,357,000","-2,357,000","-2,357,000","-1,624,000","-1,624,000","-1,624,000","-1,624,000","-632,000","-632,000","-632,000","-632,000","-510,000","-398,000","-310,000,000"
		GoodwillAndOtherIntangibleAssets,"91,614,000","93,462,000","95,458,000","97,799,000","96,577,000","100,926,000","96,553,000","92,537,000","90,687,000","92,429,000","90,011,000","93,687,000","92,453,000","94,910,000","1,585,000","1,585,000","1,585,000","1,585,000","1,585,000","1,585,000","1,585,000","1,585,000","1,585,000","1,585,000","1,585,000","1,585,000","1,585,000","1,585,000","1,585,000","3,455,000","3,455,000","3,455,000","3,455,000","3,455,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,130,000","18,250,000","18,370,000","18,490,000",,,,,,
			Goodwill,"38,935,000","39,702,000","40,530,000","41,501,000","40,994,000","42,798,000","40,984,000","39,318,000","38,550,000","39,273,000","38,270,000","39,795,000","39,283,000","40,044,000","1,585,000","1,585,000","1,585,000","1,585,000","1,585,000","1,585,000","1,585,000","1,585,000","1,585,000","1,585,000","1,585,000",,"1,585,000","1,585,000","1,585,000","1,585,000","1,585,000","1,585,000","1,585,000","1,585,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"52,679,000","53,760,000","54,928,000","56,298,000","55,583,000","58,128,000","55,569,000","53,219,000","52,137,000","53,156,000","51,741,000","53,892,000","53,170,000","54,866,000",,,,,,,,,,,,"1,585,000",,,,"1,870,000","1,870,000","1,870,000","1,870,000","1,870,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,130,000","18,250,000","18,370,000","18,490,000",,,,,,
		InvestmentsAndAdvances,"82,515,000","88,169,000","95,631,000","49,205,000","42,431,000","50,530,000","45,761,000","0","5,000,000","21,832,000","52,789,000","8,450,000",,"0","0","34,182,000","4,986,000","1,012,000","16,325,000","16,343,000","2,995,000",,"9,507,000",,"1,003,000",,"0","3,948,000","29,822,000","47,260,000","69,049,000","42,741,000","30,384,000","38,663,000","12,690,000","18,849,000","12,795,000","12,584,000","17,914,000","21,077,000","6,906,000",,,,"3,011,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,"82,515,000","88,169,000","95,631,000","49,205,000","42,431,000","50,530,000","45,761,000","0","5,000,000","21,832,000","52,789,000","8,450,000",,"0","0","34,182,000","4,986,000","1,012,000","16,325,000","16,343,000","2,995,000",,"9,507,000",,"1,003,000",,"0","3,948,000","29,822,000","47,260,000","69,049,000","42,741,000","30,384,000","38,663,000","12,690,000","18,849,000","12,795,000","12,584,000","17,914,000","21,077,000","6,906,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
