name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,09/30/2015
TotalAssets,"1,142,600,000","1,139,000,000","1,147,500,000","1,160,900,000","1,132,600,000","1,137,100,000","1,139,500,000","1,121,700,000","1,082,000,000","1,068,400,000","1,038,900,000","1,043,700,000","965,600,000","1,000,900,000","987,900,000","976,800,000","985,900,000","1,020,100,000","1,040,100,000","1,046,500,000","692,800,000","645,100,000","622,400,000","606,600,000","583,600,000"
	CurrentAssets,"569,200,000","557,900,000","554,200,000","559,800,000","529,800,000","522,600,000","522,000,000","498,900,000","454,000,000","440,200,000","438,400,000","441,400,000","437,300,000","465,700,000","458,100,000","444,000,000","445,700,000","483,900,000","495,300,000","506,300,000","424,500,000","375,600,000","359,900,000","341,800,000","316,100,000"
		CashCashEquivalentsAndShortTermInvestments,"115,100,000","157,800,000","144,600,000","128,300,000","111,100,000","105,500,000","100,600,000","87,400,000","24,200,000","30,000,000","29,900,000","28,500,000","31,000,000","55,100,000","51,900,000","52,800,000","55,400,000","94,100,000","83,300,000","89,300,000","79,600,000","53,900,000","36,500,000","34,200,000","20,600,000"
			CashAndCashEquivalents,"115,100,000","157,800,000","144,600,000","128,300,000","111,100,000","105,500,000","100,600,000","87,400,000","24,200,000","30,000,000","29,900,000","28,500,000","31,000,000","55,100,000","51,900,000","52,800,000","55,400,000","94,100,000","83,300,000","89,300,000","79,600,000","53,900,000","36,500,000","34,200,000","20,600,000"
		Receivables,"155,000,000","127,100,000","155,300,000","148,500,000","129,100,000","121,000,000","123,800,000","109,700,000","126,700,000","122,900,000","141,000,000","131,100,000","124,500,000","133,400,000","154,000,000","131,700,000","129,200,000","130,000,000","163,600,000","133,100,000","120,700,000","111,500,000","122,200,000","108,900,000","117,800,000"
			AccountsReceivable,"155,000,000","127,100,000","155,300,000","148,500,000","129,100,000","121,000,000","123,800,000","109,700,000","126,700,000","122,900,000","141,000,000","131,100,000","124,500,000","133,400,000","154,000,000","131,700,000","129,200,000","130,000,000","163,600,000","133,100,000","120,700,000","111,500,000","122,200,000","108,900,000","117,800,000"
				GrossAccountsReceivable,"155,000,000","127,900,000","156,300,000","149,300,000","129,900,000","121,700,000","124,100,000",,,,"142,000,000",,,,"154,600,000",,,,"164,000,000",,,,"122,400,000","109,000,000","117,900,000"
				AllowanceForDoubtfulAccountsReceivable,,"-800,000","-1,000,000","-800,000","-800,000","-700,000","-300,000",,,,"-1,000,000",,,,"-600,000",,,,"-400,000",,,,"-200,000","-100,000","-100,000"
		Inventory,"269,200,000","247,600,000","224,800,000","243,200,000","248,200,000","269,800,000","271,900,000","283,200,000","282,200,000","269,100,000","248,200,000","263,400,000","261,200,000","256,700,000","235,100,000","244,000,000","245,300,000","245,300,000","234,500,000","256,300,000","212,100,000","204,000,000","197,400,000","196,500,000","174,900,000"
			RawMaterials,"213,200,000","191,700,000","168,000,000","171,600,000","167,900,000","186,800,000","184,600,000","179,900,000","191,200,000","184,200,000","160,100,000","165,500,000","163,200,000","162,800,000","149,900,000","150,700,000","148,700,000","169,600,000","164,500,000","189,900,000","165,300,000","161,600,000","150,000,000","135,800,000","121,100,000"
			WorkInProcess,"21,500,000","21,800,000","20,400,000","23,800,000","24,700,000","26,100,000","23,900,000","33,100,000","29,300,000","27,600,000","27,900,000","32,300,000","32,600,000","33,300,000","25,400,000","31,500,000","33,100,000","27,100,000","20,300,000","15,600,000","4,600,000","6,500,000","7,200,000","13,700,000","20,500,000"
			FinishedGoods,"34,500,000","34,100,000","36,400,000","47,800,000","55,600,000","56,900,000","63,400,000","70,200,000","61,700,000","57,300,000","60,200,000","65,600,000","65,400,000","60,600,000","59,800,000","61,800,000","63,500,000","48,600,000","49,700,000","50,800,000","42,200,000","35,900,000","40,200,000","47,000,000","33,300,000"
		PrepaidAssets,"30,600,000","25,400,000","29,500,000","39,800,000","41,400,000","26,300,000","25,700,000","18,600,000","20,900,000","18,200,000","19,300,000","18,400,000","20,600,000","20,500,000","17,100,000","15,500,000","15,800,000","14,500,000","13,900,000","27,600,000","12,100,000","6,200,000","3,800,000","2,200,000","2,800,000"
		OtherCurrentAssets,"-700,000",,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"573,400,000","581,100,000","593,300,000","601,100,000","602,800,000","614,500,000","617,500,000","622,800,000","628,000,000","628,200,000","600,500,000","602,300,000","528,300,000","535,200,000","529,800,000","532,800,000","540,200,000","536,200,000","544,800,000","540,200,000","268,300,000","269,500,000","262,500,000","264,800,000","267,500,000"
		NetPPE,"159,400,000","158,800,000","164,500,000","169,700,000","169,100,000","171,100,000","172,900,000","175,100,000","175,100,000","171,300,000","142,300,000","138,600,000","137,100,000","138,300,000","144,900,000","146,100,000","146,300,000","144,100,000","148,300,000","138,700,000","119,100,000","122,100,000","108,900,000","104,600,000","96,200,000"
			GrossPPE,"159,400,000","158,800,000","379,100,000","169,700,000","169,100,000","171,100,000","384,100,000","175,100,000","175,100,000","171,300,000","341,900,000",,,,"335,600,000",,,,"315,500,000",,,,"245,500,000",,"216,000,000"
				Properties,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"0"
				LandAndImprovements,,,"8,300,000",,,,"8,300,000",,,,"8,300,000",,,,"24,600,000",,,,"5,100,000",,,,"2,900,000",,"2,900,000"
				BuildingsAndImprovements,,,"148,700,000",,,,"137,200,000",,,,"134,400,000",,,,"121,800,000",,,,"132,200,000",,,,"103,300,000",,"53,900,000"
				MachineryFurnitureEquipment,,,"179,700,000",,,,"175,500,000",,,,"170,700,000",,,,"166,100,000",,,,"153,900,000",,,,"121,000,000",,"104,200,000"
				OtherProperties,"159,400,000","158,800,000","24,300,000","169,700,000","169,100,000","171,100,000","27,700,000","175,100,000","175,100,000","171,300,000",,,,,,,,,,,,,,,
				ConstructionInProgress,,,"18,100,000",,,,"35,400,000",,,,"28,500,000",,,,"23,100,000",,,,"24,300,000",,,,"18,300,000",,"55,000,000"
			AccumulatedDepreciation,,,"-214,600,000",,,,"-211,200,000",,,,"-199,600,000",,,,"-190,700,000",,,,"-167,200,000",,,,"-136,600,000",,"-119,800,000"
		GoodwillAndOtherIntangibleAssets,"332,000,000","337,600,000","342,900,000","348,700,000","352,500,000","359,800,000","360,600,000","361,400,000","368,300,000","372,600,000","377,100,000","380,800,000","309,400,000","313,700,000","317,400,000","318,100,000","325,100,000","329,000,000","333,200,000","338,800,000","92,700,000","74,700,000","95,400,000","74,700,000","98,700,000"
			Goodwill,"289,900,000","291,200,000","292,200,000","293,500,000","293,300,000","295,300,000","293,100,000","290,800,000","290,800,000","290,800,000","290,800,000","290,100,000","243,600,000","243,600,000","243,600,000","242,200,000","242,200,000","241,900,000","241,900,000","243,300,000","74,700,000","74,700,000","74,700,000","74,700,000","74,700,000"
			OtherIntangibleAssets,"42,100,000","46,400,000","50,700,000","55,200,000","59,200,000","64,500,000","67,500,000","70,600,000","77,500,000","81,800,000","86,300,000","90,700,000","65,800,000","70,100,000","73,800,000","75,900,000","82,900,000","87,100,000","91,300,000","95,500,000","18,000,000",,"20,700,000",,"24,000,000"
		InvestmentsAndAdvances,"47,900,000","49,200,000","49,300,000","50,100,000","49,000,000","49,700,000","51,300,000","50,900,000","54,300,000","54,900,000","53,600,000","54,100,000","52,000,000","52,600,000","51,000,000","52,600,000","51,700,000","50,300,000","52,300,000","52,000,000","50,100,000","49,600,000","49,300,000","49,900,000","58,700,000"
			LongTermEquityInvestment,"47,900,000","49,200,000","49,300,000","50,100,000","49,000,000","49,700,000","51,300,000","50,900,000","54,300,000","54,900,000","53,600,000","54,100,000","52,000,000","52,600,000","51,000,000","52,600,000","51,700,000","50,300,000","52,300,000","52,000,000","50,100,000","49,600,000","49,300,000","49,900,000","49,600,000"
			InvestmentinFinancialAssets,,,,,,,,,,,,,,,,,,,,,,,"0",,"9,100,000"
				AvailableForSaleSecurities,,,,,,,,,,,,,,,,,,,,,,,,,"9,100,000"
		NonCurrentDeferredAssets,"1,200,000","1,600,000","4,000,000","0","0","0","500,000","6,300,000",,,,,,,,,,,"0","0","0","400,000","5,500,000","9,500,000","10,500,000"
			NonCurrentDeferredTaxesAssets,"1,200,000","1,600,000","4,000,000","0","0","0","500,000","6,300,000",,,,,,,,,,,"0","0","0","400,000","5,500,000","9,500,000","10,500,000"
		OtherNonCurrentAssets,"32,900,000","33,900,000","32,600,000","32,600,000","32,200,000","33,900,000","32,200,000","29,100,000","30,300,000","29,400,000","27,500,000","28,800,000","29,800,000","30,600,000","16,500,000","16,000,000","17,100,000","12,800,000","11,000,000","10,700,000","6,400,000","22,700,000","3,400,000","26,100,000","3,400,000"
TotalLiabilitiesNetMinorityInterest,"628,200,000","632,900,000","651,000,000","676,200,000","663,700,000","672,700,000","673,700,000","651,400,000","627,700,000","617,200,000","590,700,000","606,000,000","530,400,000","571,700,000","559,600,000","553,600,000","573,300,000","622,600,000","661,100,000","687,400,000","349,300,000","91,400,000","96,400,000","92,800,000","88,000,000"
	CurrentLiabilities,"167,100,000","149,900,000","166,600,000","186,200,000","146,300,000","152,500,000","160,600,000","191,900,000","198,100,000","190,900,000","175,100,000","171,200,000","156,300,000","165,500,000","152,000,000","140,700,000","137,000,000","148,800,000","151,800,000","153,300,000","145,800,000","76,100,000","77,800,000","73,800,000","78,600,000"
		PayablesAndAccruedExpenses,"151,600,000","132,600,000","104,300,000","138,000,000","128,400,000","135,500,000","110,400,000","149,300,000","150,700,000","144,100,000","92,900,000","127,200,000","114,000,000","124,000,000","86,800,000","107,600,000","107,000,000","118,800,000","95,300,000","123,300,000","120,700,000","64,600,000","52,200,000","61,700,000","58,700,000"
			Payables,"78,800,000","71,600,000","66,800,000","66,200,000","51,800,000","68,100,000","78,500,000","79,800,000","78,900,000","73,200,000","68,900,000","61,300,000","62,300,000","65,700,000","70,000,000","54,900,000","53,500,000","58,300,000","80,000,000","62,200,000","46,400,000","39,700,000","42,100,000","40,900,000","50,900,000"
				AccountsPayable,"78,800,000","71,600,000","58,800,000","66,200,000","51,800,000","68,100,000","72,900,000","79,800,000","78,900,000","73,200,000","58,200,000","61,300,000","62,300,000","65,700,000","66,300,000","54,900,000","53,500,000","58,300,000","58,900,000","62,200,000","46,400,000","39,700,000","41,900,000","40,900,000","49,700,000"
				TotalTaxPayable,,,"8,000,000",,,,"5,600,000",,,,"10,700,000",,,,"1,400,000",,,,"13,200,000",,,,"200,000",,"1,200,000"
					IncomeTaxPayable,,,"8,000,000",,,,"5,600,000",,,,"10,700,000",,,,"1,400,000",,,,"13,200,000",,,,"200,000",,"1,200,000"
				OtherPayable,,,,,,,,,,,,,,,"2,300,000",,,,"7,900,000",,,,,,
			CurrentAccruedExpenses,"72,800,000","61,000,000","37,500,000","71,800,000","76,600,000","67,400,000","31,900,000","69,500,000","71,800,000","70,900,000","24,000,000","65,900,000","51,700,000","58,300,000","16,800,000","52,700,000","53,500,000","60,500,000","15,300,000","61,100,000","74,300,000","24,900,000","10,100,000","20,800,000","7,800,000"
				InterestPayable,,,"12,500,000",,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,"44,200,000",,,,"33,000,000",,,,"32,100,000",,,,"27,000,000",,,,"26,000,000",,,,"13,600,000",,"10,600,000"
		CurrentDebtAndCapitalLeaseObligation,"7,900,000","8,700,000","9,000,000","39,500,000","9,100,000","8,700,000","8,600,000","33,200,000","35,700,000","37,100,000","30,700,000","30,200,000","29,400,000","27,500,000","25,000,000","22,500,000","20,000,000","20,000,000","20,000,000","20,000,000","15,000,000",,,,
			CurrentDebt,"2,600,000","2,800,000","2,800,000","32,900,000","2,900,000","2,600,000","2,500,000","27,600,000","30,200,000","30,400,000","30,700,000","30,200,000","29,400,000","27,500,000","25,000,000","22,500,000","20,000,000","20,000,000","20,000,000","20,000,000","15,000,000",,,,
				OtherCurrentBorrowings,"2,600,000","2,800,000","2,800,000","32,900,000","2,900,000","2,600,000","2,500,000","27,600,000","30,200,000","30,400,000","30,700,000","30,200,000","29,400,000",,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"5,300,000","5,900,000","6,200,000","6,600,000","6,200,000","6,100,000","6,100,000","5,600,000","5,500,000","6,700,000",,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"7,600,000","8,600,000","9,100,000","8,700,000","8,800,000","8,300,000","8,600,000","9,400,000","11,700,000","9,700,000","19,400,000","13,800,000","12,900,000","14,000,000","13,200,000","10,600,000","10,000,000","10,000,000","10,500,000","10,000,000","10,100,000","11,500,000","12,000,000","12,100,000","9,300,000"
			CurrentDeferredRevenue,"7,600,000","8,600,000","9,100,000","8,700,000","8,800,000","8,300,000","8,600,000","9,400,000","11,700,000","9,700,000","10,500,000","13,800,000","12,900,000","14,000,000","13,200,000","10,600,000","10,000,000","10,000,000","10,500,000","10,000,000","10,100,000","11,500,000","12,000,000","12,100,000","9,300,000"
