name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,12/31/2004
TotalAssets,"8,426,027,000","8,748,814,000","10,943,641,000","10,157,001,000","9,946,796,000","7,828,199,000","5,790,718,000","5,519,993,000","4,732,051,000","5,162,025,000","4,816,754,000","4,862,182,000","4,160,218,000","3,346,303,000","3,462,162,000","3,397,872,000","3,288,596,000","3,296,252,000","2,907,411,000","2,588,618,000","2,041,547,000","2,018,523,000","1,802,178,000","1,709,331,000","1,874,936,000","1,792,454,000","1,900,966,000","1,874,973,000","1,532,953,000","2,405,676,000","3,691,464,000","3,572,174,000","2,485,097,000","1,842,000,000","1,874,268,000","1,578,995,000","1,480,962,000","1,638,476,000","1,231,519,000","1,567,631,000","1,491,492,000","1,535,838,000","1,722,917,000","1,793,457,000","1,150,566,000","1,247,170,000","1,383,733,000","935,330,000","895,110,000","959,441,000","186,107,000","193,905,000","207,498,000","228,342,000","310,669,000","272,715,000","349,038,000","425,530,000","483,465,000","450,280,000","684,438,000","585,596,000","789,890,000","727,599,000","785,339,000","820,350,000"
	CurrentAssets,"3,052,273,000","3,560,718,000","4,061,245,000","3,829,469,000","3,955,565,000","3,147,042,000","2,574,509,000","2,156,589,000","1,850,588,000","1,635,378,000","1,457,862,000","1,346,200,000","1,413,839,000","1,639,513,000","1,347,796,000","1,356,365,000","1,184,915,000","1,232,252,000","853,279,000","789,424,000","388,622,000","376,414,000","290,225,000","302,311,000","333,510,000","476,057,000","355,790,000","404,709,000","360,731,000","370,724,000","279,793,000","327,442,000","268,111,000","219,039,000","185,402,000","140,846,000","161,612,000","235,561,000","926,272,000","1,239,635,000","1,403,668,000","1,446,125,000","1,344,609,000","1,669,056,000","1,046,991,000","1,151,190,000","1,291,981,000","596,928,000","253,949,000","307,087,000","138,313,000","140,676,000","152,657,000","183,977,000","216,885,000",,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"513,001,000","914,639,000","1,057,549,000","807,185,000","1,148,466,000","645,586,000","540,679,000","340,193,000","309,800,000","331,997,000","264,358,000","185,757,000","238,016,000","297,266,000","211,813,000","220,735,000","121,346,000","152,040,000","128,980,000","199,881,000","89,252,000","129,775,000","87,295,000","65,725,000","79,394,000","172,419,000","109,479,000","146,684,000","95,309,000","130,010,000","66,534,000","75,349,000","63,390,000","56,768,000","40,705,000","37,624,000","40,771,000","87,097,000","783,968,000","1,189,501,000","1,300,586,000","1,178,968,000","1,183,735,000","1,501,652,000","950,198,000","908,708,000","1,024,966,000","520,291,000","164,975,000","237,256,000","99,256,000","94,856,000","108,595,000","129,763,000","138,027,000","116,397,000","165,492,000","213,283,000","274,955,000","270,490,000","444,963,000","376,852,000","268,294,000","212,229,000","223,343,000","190,923,000"
			CashAndCashEquivalents,"513,001,000","914,639,000","1,057,549,000","807,185,000","1,148,466,000","645,586,000","540,679,000","340,193,000","309,800,000","331,997,000","264,358,000","185,757,000","238,016,000","297,266,000","211,813,000","220,735,000","121,346,000","152,040,000","128,980,000","199,881,000","89,252,000","129,775,000","87,295,000","65,725,000","79,394,000","172,419,000","109,479,000","146,684,000","95,309,000","130,010,000","66,534,000","75,349,000","63,390,000","56,768,000","40,705,000","37,624,000","40,771,000","87,097,000","65,045,000","89,326,000","78,511,000","136,971,000","93,284,000","120,765,000","36,951,000","52,197,000","33,888,000","27,309,000","14,387,000","154,613,000","82,035,000","79,971,000","108,595,000","111,907,000","108,155,000","91,903,000","139,879,000","121,239,000","98,801,000","109,041,000","185,042,000","146,523,000","6,590,000","0","2,150,000","0"
			OtherShortTermInvestments,,,,,,,,,,"1,633,552,000","922,164,000","900,346,000","563,121,000","520,888,000","644,169,000","519,688,000","543,740,000","673,221,000","659,772,000","696,543,000","656,381,000","700,876,000","544,644,000","471,754,000","627,767,000","610,234,000","864,685,000","818,274,000","579,458,000","792,206,000","660,602,000","580,963,000","469,378,000","320,737,000","380,599,000","438,514,000","472,798,000","624,127,000","718,923,000","1,100,175,000","1,222,075,000","1,041,997,000","1,090,451,000","1,380,887,000","913,247,000","856,511,000","991,078,000","492,982,000","150,588,000","82,643,000","17,221,000","14,885,000",,"17,856,000","29,872,000","24,494,000","25,613,000","92,044,000","176,154,000","161,449,000","259,921,000","230,329,000","261,704,000","212,229,000","221,193,000","190,923,000"
		Receivables,"2,159,671,000","2,270,678,000","2,700,209,000","2,683,090,000","2,445,776,000","2,086,152,000","1,693,937,000","1,527,521,000","1,270,036,000","1,087,778,000","954,663,000","916,553,000","923,129,000","1,056,981,000","867,054,000","930,152,000","815,940,000","837,916,000","482,487,000","407,716,000","284,674,000","217,306,000","189,147,000","222,814,000","243,959,000","285,096,000","237,182,000","248,775,000","256,499,000","215,379,000","204,397,000","243,364,000","193,452,000","145,584,000","133,798,000","92,331,000","109,936,000","133,435,000","142,304,000","50,134,000","103,082,000","100,897,000","160,874,000","167,404,000","96,793,000","143,995,000","85,416,000","75,944,000","88,974,000","69,831,000","33,835,000","39,617,000","22,396,000","38,202,000","55,522,000","40,189,000","61,732,000","103,072,000","89,549,000","50,571,000","111,953,000","80,568,000","42,712,000",,"47,853,000",
			AccountsReceivable,"287,761,000","305,227,000","382,061,000","344,101,000","408,566,000","264,312,000","221,442,000","285,999,000","350,090,000","232,005,000","147,634,000","213,980,000","166,818,000","149,804,000","144,996,000","193,674,000","182,507,000","161,675,000","156,463,000","180,525,000","49,925,000","45,883,000","45,787,000","45,352,000","41,172,000","34,413,000","54,107,000","70,587,000","66,086,000","46,498,000","43,566,000","46,630,000","57,618,000","45,067,000","39,174,000","42,408,000","36,581,000","34,707,000","125,938,000","34,027,000","85,804,000","84,343,000","143,188,000","147,429,000","86,264,000","127,625,000",,"44,222,000","62,377,000",,"18,149,000","32,906,000","17,918,000","37,933,000","46,748,000",,,,,,,,,,,
				GrossAccountsReceivable,"289,176,000","306,800,000","385,985,000","348,138,000","412,306,000","268,190,000","225,772,000","289,957,000","353,129,000","235,275,000","149,656,000","215,458,000","171,025,000","151,889,000","147,587,000","196,522,000","184,993,000","164,961,000","159,667,000","181,645,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-1,415,000","-1,573,000","-3,924,000","-4,037,000","-3,740,000","-3,878,000","-4,330,000","-3,958,000","-3,039,000","-3,270,000","-2,022,000","-1,478,000","-4,207,000","-2,085,000","-2,591,000","-2,848,000","-2,486,000","-3,286,000","-3,204,000","-1,120,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,"19,621,000","0","0","0","0","191,000",,,,"27,459,000",,,,"21,504,000",,,,"19,851,000",,,,"3,700,000",,,,"46,000,000",,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
