name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002
MarketCap,"1,286,732,393","1,879,893,600","2,538,787,230","3,351,650,880","3,965,706,400","2,849,180,000","2,051,580,960","3,106,368,700","1,146,638,760","201,226,740","278,221,200","373,212,780","479,750,676","536,028,721","436,542,680","803,571,847","972,406,460","1,044,099,107","1,756,899,572","742,509,711","407,500,000","429,363,600","444,218,985","388,867,554","408,356,276","363,727,707","309,873,517","433,015,436","548,285,488","587,964,718","583,377,967","405,095,216","378,890,007","472,228,698","732,340,120","705,374,556","666,934,106","291,369,793","335,583,809","242,914,966","161,836,623","122,724,154","182,484,175","215,777,786","354,169,388","365,034,115","379,287,189","361,449,954","415,447,359","371,553,379","308,842,552","333,962,544","272,113,913","208,235,693","245,169,538","450,578,432","591,218,845","270,476,092","369,893,534","685,610,965","433,276,648","393,146,602","369,956,992","361,766,607","428,665,370","577,811,518","547,095,222","722,398,928","648,916,766","836,585,381","1,337,909,997","670,763,231","695,806,001","441,349,434","283,990,066","212,842,479","208,097,401","139,350,938","185,801,251","85,039,803","200,808,275"
EnterpriseValue,"842,621,393","1,427,898,600","2,079,688,230","2,869,857,880","3,487,844,400","2,399,187,000","1,590,262,960","2,854,197,700","1,071,656,760","106,809,740","242,910,200","304,862,780","405,050,676","397,585,721","257,569,680","654,412,847","752,814,460","880,793,107","1,720,690,572","695,685,711","329,276,000","305,647,600","369,564,985","309,141,554","308,510,276","208,741,707","204,902,517","328,044,436","367,117,488","406,796,718","435,279,967","256,997,216","230,792,007","324,130,698","637,391,120","610,425,556","571,985,106","196,420,793","240,634,809","199,916,966","106,766,623","42,851,154","120,534,175","153,827,786","310,254,388","301,811,115","256,108,189","320,396,954","390,755,359","326,158,379","229,877,552","315,632,544","263,021,913","191,358,693","202,161,538","446,596,432","580,314,845","256,344,092","301,918,534","671,841,965","444,371,648","350,517,602","415,005,992","400,573,607","467,472,370","630,581,518","572,804,222","748,107,928","626,892,766","776,580,381","1,168,018,997","610,678,231","631,594,001","421,166,434","243,805,066","192,314,479","176,619,401","97,038,938","153,321,251","60,590,803","196,133,275"
PeRatio,"9.354","12.326","23.794","28.967","43.084","53.435","177.667",,,,,,,,,,,,,,,"35.102","47.41","37.366","30.981","143.8","81.867","57.2","72.71","67.278","7.266","4.944","4.532","5.412","31.418","31.232","34.39","19.871","23.081",,,,,,"117.077","38.341","27.932","31.44","30.627","24.591","41.091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ForwardPeRatio,,,"19.646","28.329","67.114","87.719","1,111.111",,,,,,,,,,,,,,,,,,,,,,,"42.017","42.017","29.24","27.322","34.13","24.213","23.81","25.575","13.423","44.643","31.746",,"18.727",,"43.103","54.348","62.893","34.13",,,,"9.699",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.099","2.103","1.461","1.367","1.707","1.21","1.192","1.277","0.671","2.236","1.589",,"0.936",,"2.156","2.718","3.144","1.364",,,,"0.844",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.496","0.692","0.891","1.158","1.362","1.081","0.856","1.498","0.725","0.119","0.154","0.211","0.241","0.273","0.21","0.412","0.495","0.52","0.886","0.41","0.228","0.243","0.254","0.226","0.24","0.214","0.182","0.26","0.353","0.393","0.414","0.299","0.288","0.367","0.598","0.593","0.585","0.265","0.308","0.229","0.153","0.116","0.17","0.2","0.324","0.337","0.353","0.343","0.417","0.394","0.357","0.411","0.338","0.254","0.296","0.529","0.721","0.351","0.484","0.901","0.563","0.493","0.399","0.427","0.518","0.717","0.769","1.047","1.064","1.446","2.705","1.692","1.983","1.745","1.347","1.512","1.869","1.405","1.857","1.636","3.863"
PbRatio,"1.756","2.525","3.58","4.957","10.898","7.624","5.738","22.282","11.434","1.749","2.689","2.932","3.554","4.35","2.556","7.349","5.427","5.958","10.767","4.561","2.401","2.449","2.754","2.378","2.497","2.418","2.077","3.251","4.221","4.549","4.546","3.146","3.015","3.843","15.151","16.207","17.614","9.411","10.839","13.798","9.937","9.271","11.401","13.479","15.409","12.301","12.372","25.328","25.405","24.727","28.597",,,,,,"71.811","21.885","13.787","21.546","9.984","6.345","5.542","4.163","4.933","7.466","5.985","7.903","6.37","7.138","7.939","7.493","7.573","9.155","5.798","4.134","3.814","2.54","4.579","2.233","47.309"
EnterprisesValueRevenueRatio,"0.32","2.664","3.395","4.163","4.39","3.636","2.325","3.901","1.369","0.304","0.655","0.878","1.084","1.081","0.569","1.485","1.558","1.978","3.771","1.641","0.762","0.707","0.702","0.7","0.737","0.505","0.427","0.839","0.946","1.021","0.925","0.728","0.694","0.95","1.603","2.025","1.951","0.63","0.704","0.783","0.446","0.163","0.384","0.642","1.32","1.137","0.734","1.306","1.69","1.234","0.722","1.618","1.493","1.021","0.79","2.39","3.073","1.277","1.036","4.149","2.983","2.219","1.435","2.524","2.922","3.499","1.801","4.418","4.162","4.682","5.277","5.903","7.194","5.131","1.98","3.328","6.126","3.327","3.692","2.545","13.639"
EnterprisesValueEBITDARatio,"6.621","85.775","57.996","86.564","83.818","76.136","85.886","95.086","24.903","-9.192","-11.192","-10.183","-20.926","-12.361","-6.264","-15.846","-12.977","-18.999","-107.772","326.613","-389.676","111.918","28.68","66.311","53.394","7.113","38.516","81.139","40.25","41.224","57.729","38.119","34.633","31.281","137.132","87.654","74.187","16.85","18.068","29.155","22.119","6.148","115.233","-48.741","-107.429","70.964","12.818","293.673","131.878","42.058","13.093","113.049","90.231","175.077","19.961","316.735","-1,682.072","112.828","237.731","293.125","604.587","-92.877","-17.824","-26.265","-52.941","-78.981","186.399","-121.525","-211.431","-539.292","303.224","-310.62","-454.384","-300.19","-104.862","-62.91","-300.373","-29.895","69.978","90.299","-729.12"
