name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
OperatingCashFlow,"-145,090,000","11,166,000","-113,783,000","-41,759,000","-714,000","-1,398,000","-34,547,000","-14,491,000","38,562,000","-51,323,000","-24,318,848","-102,234,817","-59,574,177","-16,857,695","-65,625,473","-29,929,904","-63,786,664","-5,212,075"
FinancingCashFlow,"150,666,000","-16,547,000","117,784,000","35,488,000","13,941,000","-892,000","37,802,000","14,490,000","-38,473,000","49,402,000","19,628,032","111,289,696","56,601,023","18,477,681","63,677,733","33,059,080","63,618,946","5,344,341"
EndCashPosition,"18,130,000","18,189,000","23,526,000","19,494,000","25,781,000","12,554,000","14,849,000","11,569,000","11,557,000","11,528,000","13,427,027","18,083,099","9,040,419","11,993,555","10,368,823","12,328,653","9,211,691","9,418,477"
	ChangesInCash,"5,576,000","-5,381,000","4,001,000","-6,271,000","13,227,000","-2,290,000","3,255,000","-1,000","89,000","-1,921,000","-4,690,816","9,054,879","-2,973,154","1,619,986","-1,947,740","3,129,176","-167,718","132,266"
	EffectOfExchangeRateChanges,"59,000","44,000","31,000","-16,000","0","-5,000","25,000","13,000","-60,000","22,000","34,744","-12,199","20,018","4,746","-12,090","-12,214","-39,068","15,299"
	BeginningCashPosition,"12,554,000","23,526,000","19,494,000","25,781,000","12,554,000","14,849,000","11,569,000","11,557,000","11,528,000","13,427,000","18,083,099","9,040,419","11,993,555","10,368,823","12,328,653","9,211,691","9,418,477","9,270,912"
IssuanceOfCapitalStock,,,"52,632,000","0","0","0","0","0","0","44,297,000","25,000,000","65,000,000","30,000,000","26,000,000","35,000,000","25,000,000","20,000,000","15,000,000"
IssuanceOfDebt,"678,861,000","48,837,000","322,237,000","112,287,000","195,500,000","159,950,000","122,750,000","109,749,000","37,000,000","132,843,000","60,000,000","139,754,205","73,911,419","34,583,890","75,300,000","46,300,000","79,200,000","22,500,000"
RepaymentOfDebt,"-530,956,000","-50,955,000","-246,201,000","-65,250,000","-168,550,000","-148,568,000","-73,100,000","-83,200,000","-63,577,000","-116,203,000","-57,800,000","-85,021,690","-40,924,554","-37,000,000","-42,300,000","-33,000,000","-32,500,000","-29,500,000"
RepurchaseOfCapitalStock,,,"0","0","0","0","0","0","-326,000","-1,882,000",,,,,,,,
FreeCashFlow,"-145,090,000","11,166,000","-113,783,000","-41,759,000","-714,000","-1,398,000","-34,547,000","-14,491,000","38,562,000","-51,323,000","-24,318,848","-102,234,817","-59,574,177","-16,857,695","-65,625,473","-29,929,904","-63,786,664","-5,212,075"
