name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
TotalAssets,"914,851,000","794,483,000","733,745,000","718,687,000","675,149,000","646,676,000"
	CurrentAssets,"313,384,000","229,066,000","263,693,000","242,789,000","194,828,000","167,326,000"
		CashCashEquivalentsAndShortTermInvestments,"18,658,000","43,952,000","90,869,000","76,517,000","19,945,000","59,310,000"
			CashAndCashEquivalents,"18,658,000","43,952,000","90,869,000","76,517,000","19,945,000","59,310,000"
				CashFinancial,"18,658,000","43,952,000","90,869,000","76,517,000","19,945,000","59,310,000"
		Receivables,"143,081,000","64,792,000","81,443,000","81,694,000","95,067,000","37,135,000"
			AccountsReceivable,"139,016,000","60,753,000","75,314,000","77,242,000","92,960,000","32,758,000"
				GrossAccountsReceivable,,"63,153,000",,,,
				AllowanceForDoubtfulAccountsReceivable,,"-2,400,000",,,,
			TaxesReceivable,"4,065,000","4,039,000","6,129,000","4,452,000","2,107,000","4,377,000"
		Inventory,"140,067,000","109,556,000","80,705,000","74,475,000","74,131,000","64,818,000"
			RawMaterials,"92,333,000","77,510,000","57,165,000","48,676,000","44,472,000","37,010,000"
			FinishedGoods,"47,734,000","32,046,000","23,540,000","25,799,000","29,659,000","27,808,000"
		PrepaidAssets,"11,578,000","10,766,000","10,676,000","10,103,000","5,685,000","6,063,000"
	TotalNonCurrentAssets,"601,467,000","565,417,000","470,052,000","475,899,000","480,321,000","479,350,000"
		NetPPE,"101,151,000","63,506,000","58,767,000","56,180,000","50,605,000","47,357,000"
			GrossPPE,"101,151,000","86,469,000",,,,"61,238,000"
				Properties,,"0",,,,"0"
				LandAndImprovements,,"1,744,000",,,,"1,613,000"
				BuildingsAndImprovements,,"7,369,000",,,,"5,898,000"
				MachineryFurnitureEquipment,,"40,754,000",,,,"32,578,000"
				OtherProperties,"101,151,000","13,365,000",,,,"9,051,000"
				ConstructionInProgress,,"18,677,000",,,,"8,525,000"
				Leases,,"4,560,000",,,,"3,573,000"
			AccumulatedDepreciation,,"-22,963,000",,,,"-13,881,000"
		GoodwillAndOtherIntangibleAssets,"461,181,000","467,181,000","386,989,000","393,439,000","399,227,000","405,223,000"
			Goodwill,"129,592,000","128,871,000","115,158,000","115,532,000","115,610,000","115,750,000"
			OtherIntangibleAssets,"331,589,000","338,310,000","271,831,000","277,907,000","283,617,000","289,473,000"
		InvestmentsAndAdvances,"23,904,000","23,362,000","21,997,000","25,276,000","25,460,000","25,384,000"
			LongTermEquityInvestment,"23,904,000","23,362,000","21,997,000","25,276,000","25,460,000","25,384,000"
		NonCurrentDeferredAssets,"10,619,000","10,603,000","793,000","793,000","5,029,000","1,386,000"
			NonCurrentDeferredTaxesAssets,"10,619,000","10,603,000","793,000","793,000","345,000","345,000"
		OtherNonCurrentAssets,"4,612,000","765,000","1,506,000","211,000",,
TotalLiabilitiesNetMinorityInterest,"534,755,000","440,838,000","398,250,000","398,612,000","559,715,000","430,005,000"
