name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003
TotalAssets,"3,433,545,000","3,643,304,000","3,472,313,000","3,509,429,000","3,255,269,000","3,407,061,000","3,307,283,000","3,374,367,000","2,279,624,000","2,395,134,000","2,541,622,000","2,716,411,000","2,013,999,000","1,574,802,000","1,675,654,000","1,789,389,000","1,923,139,000","1,994,730,000","1,358,281,000","1,434,283,000","1,133,926,000","1,262,810,000","1,312,910,000","1,382,162,000","1,316,949,000","1,386,510,000","1,436,144,000","1,530,771,000","1,628,790,000","1,079,595,000","986,357,000","1,032,659,000","1,080,297,000","420,530,000","447,503,000","462,558,000","471,578,000","287,520,000","322,352,000","318,477,000","340,295,000","281,917,000","310,223,000","340,828,000","369,052,000","393,265,000","412,606,000","440,180,000","463,406,000","481,385,000","495,668,000","518,653,000","554,529,000","554,676,000","580,181,000","580,046,000","486,256,000","493,791,000","505,091,000","219,658,000","227,340,000","240,006,000","144,527,000","147,114,000","153,687,000","98,348,000","43,248,000","50,862,000","59,067,000","66,107,000","62,545,000","68,473,000","39,339,000","35,183,000"
	CurrentAssets,"2,589,677,000","2,808,576,000","2,675,362,000","2,725,163,000","1,970,083,000","2,114,777,000","2,054,702,000","2,160,446,000","1,584,773,000","1,715,864,000","1,897,265,000","2,063,773,000","1,392,013,000","1,200,696,000","1,342,120,000","1,502,559,000","1,685,297,000","1,764,740,000","993,368,000","960,709,000","597,188,000","671,877,000","747,564,000","888,068,000","1,050,074,000","1,105,388,000","1,041,793,000","1,029,150,000","1,090,186,000","746,367,000","643,017,000","665,121,000","674,063,000","254,028,000","199,164,000","214,359,000","240,111,000","125,456,000","235,933,000","240,342,000","208,539,000","152,028,000","179,957,000","224,334,000","250,709,000","254,139,000","244,623,000","273,510,000","273,309,000","293,534,000","228,165,000","278,422,000","419,339,000","442,249,000","451,779,000","550,631,000","455,475,000","463,559,000","477,632,000","201,958,000","209,916,000","222,784,000","126,827,000","129,057,000","137,120,000","82,414,000","26,697,000","33,840,000","41,442,000","48,181,000","47,198,000","50,511,000","22,586,000","24,189,000"
		CashCashEquivalentsAndShortTermInvestments,"2,239,563,000","2,435,564,000","2,327,865,000","1,900,082,000","1,709,537,000","1,874,395,000","1,833,876,000","1,925,564,000","1,342,203,000","1,536,162,000","1,721,058,000","1,926,831,000","1,244,537,000","1,084,155,000","1,236,834,000","1,447,666,000","1,567,864,000","1,690,618,000","948,294,000","923,271,000","559,604,000","626,799,000","713,136,000","856,402,000","1,013,634,000","1,080,531,000","1,016,210,000","1,004,630,000","1,066,873,000","696,691,000","631,934,000","654,762,000","665,490,000","245,870,000","193,779,000","209,694,000","236,011,000","122,812,000","228,336,000","229,024,000","199,095,000","146,402,000","173,021,000","217,949,000","244,640,000","233,131,000","231,367,000","259,194,000","261,758,000","281,402,000","217,970,000","267,238,000","408,054,000","430,388,000","420,116,000","538,323,000","443,873,000","455,602,000","468,378,000","194,768,000","204,466,000","217,260,000","120,274,000","123,267,000","132,275,000","80,002,000","24,809,000","31,642,000","38,290,000","46,046,000","44,937,000","46,098,000","21,612,000","23,193,000"
			CashAndCashEquivalents,"534,081,000","819,975,000","1,093,991,000","745,767,000","379,543,000","496,580,000","496,704,000","580,829,000","467,779,000","547,178,000","923,304,000","1,136,289,000","724,959,000","420,146,000","316,608,000","361,457,000","396,149,000","645,361,000","202,045,000","408,671,000","171,079,000","193,617,000","168,481,000","271,076,000","231,278,000","180,895,000","149,218,000","151,262,000","306,580,000","75,179,000","82,721,000","80,727,000","350,589,000","53,169,000","11,840,000","24,975,000","97,804,000","51,405,000","75,838,000","48,274,000","61,739,000","70,228,000","74,336,000","67,110,000","90,590,000","74,599,000","46,881,000","66,182,000","114,947,000","137,468,000","98,087,000","147,870,000","227,268,000","191,792,000","196,737,000","247,536,000","196,281,000","105,157,000","200,547,000","84,464,000","66,662,000","127,955,000","35,516,000","35,645,000","56,804,000","15,757,000","7,178,000","9,165,000","12,215,000","20,272,000","14,544,000","31,891,000","21,612,000","23,193,000"
			OtherShortTermInvestments,"1,705,482,000","1,615,589,000","1,233,874,000","1,154,315,000","1,329,994,000","1,377,815,000","1,337,172,000","1,344,735,000","874,424,000","988,984,000","797,754,000","790,542,000","519,578,000","664,009,000","920,226,000","1,086,209,000","1,171,715,000","1,045,257,000","746,249,000","514,600,000","388,525,000","433,182,000","544,655,000","585,326,000","782,356,000","899,636,000","866,992,000","853,368,000","760,293,000","621,512,000","549,213,000","574,035,000","314,901,000","192,701,000","181,939,000","184,719,000","138,207,000","71,407,000","152,498,000","180,750,000","137,356,000","76,174,000","98,685,000","150,839,000","154,050,000","158,532,000","184,486,000","193,012,000","146,811,000","143,934,000","119,883,000","119,368,000","180,786,000","238,596,000","223,379,000","290,787,000","247,592,000","350,445,000","267,831,000","110,304,000","137,804,000","89,305,000","84,758,000","87,622,000","75,471,000","64,245,000","17,631,000","22,477,000","26,075,000","25,774,000","30,393,000","14,207,000",,
		Receivables,"156,533,000","198,571,000","141,064,000","646,587,000","110,626,000","102,413,000","79,118,000","69,115,000","75,572,000","43,011,000","48,109,000","30,739,000","33,801,000","18,760,000","3,362,000","2,961,000","50,768,000","34,002,000","14,644,000","15,405,000","19,457,000","23,334,000","15,146,000","9,514,000","8,814,000","8,298,000","8,130,000","9,403,000","10,107,000","39,937,000","384,000","89,000","164,000","4,248,000","609,000","460,000","558,000","104,000","1,918,000","4,385,000","2,192,000","1,468,000","2,027,000","1,308,000","1,150,000","14,119,000","4,881,000","6,358,000","4,505,000","6,044,000","5,022,000","5,857,000","5,831,000","4,188,000","24,140,000","5,126,000","9,680,000","5,031,000","5,129,000","5,615,000","4,393,000","3,829,000","4,847,000","3,591,000","3,116,000","755,000","587,000","960,000","2,164,000","1,169,000","916,000","3,000,000",,
			AccountsReceivable,"156,533,000","198,571,000","141,064,000","146,587,000","110,626,000","102,413,000","79,118,000","69,115,000","75,572,000","43,011,000","48,109,000","30,739,000","33,801,000","18,760,000","3,362,000","2,961,000","50,768,000","34,002,000","14,644,000","15,405,000","19,457,000","23,334,000","15,146,000","9,514,000","8,814,000","8,298,000","8,130,000","9,403,000","10,107,000","39,937,000","384,000","89,000","164,000","4,248,000","609,000","460,000","558,000","104,000",,,,"1,468,000","2,027,000","1,308,000","1,150,000","3,450,000",,,,,,,,,,,,,"5,129,000","5,615,000","4,393,000","3,829,000","4,847,000","3,591,000","3,116,000","609,000","304,000","679,000",,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146,000","283,000","281,000",,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","10,669,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,"500,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
