name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,12/31/2015
TotalAssets,"6,315,880,000","6,386,206,000","6,008,978,000","6,008,211,000","6,019,317,000","6,079,547,000","6,277,324,000","6,495,777,000","6,139,813,000","5,986,251,000","6,022,264,000","6,007,275,000","6,024,694,000","5,997,285,000","6,011,194,000","5,914,949,000","6,061,746,000","6,071,807,000","6,015,027,000","3,909,945,000","3,686,203,000","3,660,640,000","3,703,329,000","3,625,314,000"
	CurrentAssets,"434,348,000","557,898,000","521,468,000","500,944,000","510,891,000","532,346,000","800,338,000","977,779,000","558,728,000","380,944,000","502,217,000","531,500,000","632,258,000","599,688,000","576,033,000","454,366,000","463,396,000","555,254,000","603,516,000","536,824,000","300,105,000","277,287,000","282,737,000","311,154,000"
		CashCashEquivalentsAndShortTermInvestments,"189,140,000","264,356,000","194,277,000","201,150,000","208,708,000","225,600,000","455,111,000","710,677,000","295,442,000","126,413,000","230,147,000","280,349,000","395,584,000","260,553,000","253,148,000","239,440,000","221,578,000","316,676,000","367,896,000","280,613,000","50,712,000","29,000,000","35,283,000","74,966,000"
			CashAndCashEquivalents,"189,140,000","264,356,000","194,277,000","201,150,000","208,708,000","225,600,000","455,111,000","710,677,000","295,442,000","126,413,000","230,147,000","280,349,000","395,584,000","260,553,000","253,148,000","239,440,000","221,578,000","316,676,000","367,896,000","280,613,000","50,712,000","29,000,000","35,283,000","74,966,000"
		Receivables,"196,726,000","236,761,000","260,094,000","248,849,000","246,646,000","226,450,000","258,843,000","234,053,000","230,764,000","222,662,000","226,351,000","214,428,000","202,302,000","190,041,000","177,609,000","182,697,000","200,527,000","193,049,000","196,157,000","248,365,000","244,665,000","245,024,000","245,208,000","230,708,000"
			AccountsReceivable,"196,726,000","236,332,000","239,010,000","226,289,000","222,610,000","225,282,000","231,854,000","234,053,000","230,764,000","222,085,000","226,351,000","214,428,000","202,302,000","187,278,000","177,609,000","182,697,000","200,527,000","185,941,000","177,789,000","171,627,000","32,550,000","37,592,000","36,169,000","34,636,000"
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,"0","76,738,000","75,894,000","75,062,000","81,403,000","79,000,000"
			OtherReceivables,,"429,000","21,084,000","22,560,000","24,036,000","1,168,000","26,989,000",,,"577,000",,,,"9,463,000",,,,"12,992,000","23,835,000",,"140,329,000","136,582,000","131,809,000","121,271,000"
			ReceivablesAdjustmentsAllowances,,,,,,,,,,"0",,,,"-6,700,000",,,,"-5,884,000","-5,467,000",,"-4,108,000","-4,212,000","-4,173,000","-4,199,000"
		PrepaidAssets,"18,409,000","19,042,000","32,197,000","13,402,000","15,698,000","42,560,000","48,782,000","12,693,000","13,945,000","15,766,000","32,146,000","20,294,000","16,495,000","10,115,000","18,215,000","9,981,000","14,461,000","15,355,000","21,942,000","4,111,000",,,,
		RestrictedCash,"30,073,000","37,739,000","34,900,000","37,543,000","39,839,000","37,736,000","37,602,000","20,356,000","18,577,000","16,103,000","13,573,000","16,429,000","17,877,000","138,979,000","127,061,000","22,248,000","26,830,000","21,881,000","17,521,000","3,735,000","4,728,000","3,263,000","2,246,000","5,480,000"
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,,,"8,293,000",,,,,,
	TotalNonCurrentAssets,"5,881,532,000","5,828,308,000","5,487,510,000","5,507,267,000","5,508,426,000","5,547,201,000","5,476,986,000","5,517,998,000","5,581,085,000","5,605,307,000","5,520,047,000","5,475,775,000","5,392,436,000","5,397,597,000","5,435,161,000","5,460,583,000","5,598,350,000","5,516,553,000","5,411,511,000","3,373,121,000","3,386,098,000","3,383,353,000","3,420,592,000","3,314,160,000"
		NetPPE,"1,591,000","182,616,000","45,001,000","45,180,000","45,359,000","45,538,000","48,389,000","48,636,000","48,880,000","19,865,000","31,795,000","32,949,000","34,151,000",,,,,,,,,,,
			GrossPPE,"1,591,000","182,616,000","45,001,000","45,180,000","45,359,000","45,538,000","48,389,000","48,636,000","48,880,000","19,865,000","31,795,000","32,949,000","34,151,000",,,,,,,,,,,
				OtherProperties,"1,591,000","182,616,000","45,001,000","45,180,000","45,359,000","45,538,000","48,389,000","48,636,000","48,880,000","19,865,000","31,795,000","32,949,000","34,151,000",,,,,,,,,,,
		GoodwillAndOtherIntangibleAssets,"162,139,000","77,214,000","54,145,000","54,602,000","55,812,000","58,577,000","34,425,000","64,440,000","68,700,000","72,264,000","74,479,000","80,911,000","84,969,000","89,859,000","94,221,000","104,073,000","109,962,000","126,467,000","143,000,000","2,739,000","2,904,000","3,063,000","3,270,000","3,803,000"
