name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
TotalRevenue,"0","0","0","0","0","0"
	OperatingRevenue,"0","0","0","0","0","0"
OperatingExpense,"1,325,216","317,058","-399,050","1,362,681","44,527","1,866,994"
	SellingGeneralAndAdministration,"1,325,216","317,058","-399,050","1,362,681","44,527","1,866,994"
		GeneralAndAdministrativeExpense,"1,325,216","317,058","-399,050","1,362,681","44,527","1,866,994"
			OtherGandA,"1,325,216","317,058","-399,050","1,362,681","44,527","1,866,994"
OperatingIncome,"-1,325,216","-317,058","399,050","-1,362,681","-44,527","-1,866,994"
NetNonOperatingInterestIncomeExpense,"321,521","170,752","36,806","43,936","70,027","16,912"
	InterestIncomeNonOperating,"321,521","170,752","36,806","43,936","70,027","16,912"
OtherIncomeExpense,"9,087,466","8,261,333","2,271,866","7,848,267","-9,294,000","15,696,533"
	GainOnSaleOfSecurity,"9,087,466","8,261,333","2,271,866","7,848,267","-9,294,000","15,696,533"
PretaxIncome,"8,083,771","8,115,027","2,707,722","6,529,522","-9,268,500","13,846,451"
NetIncomeCommonStockholders,"8,083,771","8,115,027","2,707,722","6,529,522","-9,268,500","13,846,451"
	NetIncome,"8,083,771","8,115,027","2,707,722","6,529,522","-9,268,500","13,846,451"
		NetIncomeIncludingNoncontrollingInterests,"8,083,771","8,115,027","2,707,722","6,529,522","-9,268,500","13,846,451"
			NetIncomeContinuousOperations,"8,083,771","8,115,027","2,707,722","6,529,522","-9,268,500","13,846,451"
DilutedNIAvailtoComStockholders,"8,083,771","8,115,027","2,707,722","6,529,522","-9,268,500","13,846,451"
BasicEPS,,"0.16",,"0.13","-0.179","0.269"
DilutedEPS,,"0.16",,"0.13","-0.179","0.269"
BasicAverageShares,,"51,750,000",,"51,750,000","51,750,000","51,525,000"
DilutedAverageShares,,"51,750,000",,"51,750,000","51,750,000","51,525,000"
TotalOperatingIncomeAsReported,"-1,325,216","-317,058","399,050","-1,362,681","-44,527","-1,866,994"
TotalExpenses,"1,325,216","317,058","-399,050","1,362,681","44,527","1,866,994"
NetIncomeFromContinuingAndDiscontinuedOperation,"8,083,771","8,115,027","2,707,722","6,529,522","-9,268,500","13,846,451"
NormalizedIncome,"2,631,291.4","3,158,227.2","1,049,259.82","800,287.09","25,500","2,387,981.91"
InterestIncome,"321,521","170,752","36,806","43,936","70,027","16,912"
NetInterestIncome,"321,521","170,752","36,806","43,936","70,027","16,912"
EBIT,"-1,325,216","-317,058","399,050","-1,362,681","-44,527","-1,866,994"
EBITDA,"-1,325,216"
NetIncomeFromContinuingOperationNetMinorityInterest,"8,083,771","8,115,027","2,707,722","6,529,522","-9,268,500","13,846,451"
TotalUnusualItemsExcludingGoodwill,"9,087,466","8,261,333","2,271,866","7,848,267","-9,294,000","15,696,533"
TotalUnusualItems,"9,087,466","8,261,333","2,271,866","7,848,267","-9,294,000","15,696,533"
NormalizedEBITDA,"-10,412,682","-8,578,391","-1,872,816","-9,210,948","9,249,473","-17,563,527"
TaxRateForCalcs,"0.4","0.4","0.27","0.27","0","0.27"
TaxEffectOfUnusualItems,"3,634,986.4","3,304,533.2","613,403.82","2,119,032.09","0","4,238,063.91"
