name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,09/30/2020,06/30/2020,03/31/2020
			NetIncomeContinuousOperations,"-360,843,000","-62,328,000","-108,030,000","-120,452,000","-70,033,000","-8,682,000","-3,294,000","-4,342,000","2,653,000"
	PreferredStockDividends,,,,,,,,,"445,000"
	OtherunderPreferredStockDividend,"0","0","0","0","0","36,750,000","0","0","0"
DilutedNIAvailtoComStockholders,"-360,843,000","-62,328,000","-108,030,000","-120,452,000","-70,033,000","-45,432,000","-3,294,000","-4,342,000","2,208,000"
BasicEPS,,"-0.18",,"-0.35","-0.22","-0.122","-0.009","-0.012","0.006"
DilutedEPS,,"-0.18",,"-0.35","-0.22","-0.122","-0.009","-0.012","0.006"
BasicAverageShares,,"350,849,000",,"343,394,000","313,536,000","373,648,648","373,648,648","373,648,648","373,648,648"
DilutedAverageShares,,"350,849,000",,"343,394,000","313,536,000","373,648,648","373,648,648","373,648,648","373,648,648"
TotalOperatingIncomeAsReported,"-350,323,000","-64,851,000","-113,759,000","-124,668,000","-47,045,000","-881,000","2,691,000","104,000","5,635,000"
TotalExpenses,"1,077,797,000","267,946,000","303,754,000","298,503,000","207,594,000","144,013,000","99,291,000","45,349,000","67,471,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-360,843,000","-62,328,000","-108,030,000","-120,452,000","-70,033,000","-8,682,000","-3,294,000","-4,342,000","2,653,000"
NormalizedIncome,"-356,000,244.682","-61,685,064","-106,889,036.818","-119,490,176","-67,901,546","-7,284,681","-2,846,124","-4,165,680","3,126,210"
InterestExpense,"33,720,000","3,441,000","3,602,000","3,503,000","23,174,000","8,632,000","6,421,000","5,562,000","1,680,000"
NetInterestIncome,"-33,720,000","-3,441,000","-3,602,000","-3,503,000","-23,174,000","-8,632,000","-6,421,000","-5,562,000","-1,680,000"
EBIT,"-356,946,000","-65,563,000","-115,036,000","-125,700,000","-50,647,000","-2,811,000","2,053,000","-150,000","5,036,000"
EBITDA,"-299,354,000"
ReconciledCostOfRevenue,"515,762,000","148,893,000","135,745,000","121,783,000","109,341,000","99,134,000","68,847,000","31,275,000","51,634,000"
ReconciledDepreciation,"57,592,000","15,684,000","15,357,000","13,777,000","12,774,000","12,228,000","10,910,000","5,432,000","2,175,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-360,843,000","-62,328,000","-108,030,000","-120,452,000","-70,033,000","-8,682,000","-3,294,000","-4,342,000","2,653,000"
TotalUnusualItemsExcludingGoodwill,"-5,243,000","-712,000","-1,253,000","-1,032,000","-2,246,000","-1,841,000","-594,000","-232,000","-599,000"
TotalUnusualItems,"-5,243,000","-712,000","-1,253,000","-1,032,000","-2,246,000","-1,841,000","-594,000","-232,000","-599,000"
NormalizedEBITDA,"-294,111,000","-49,167,000","-98,426,000","-110,891,000","-35,627,000","11,258,000","13,557,000","5,514,000","7,810,000"
TaxRateForCalcs,"0.076","0.097","0.089","0.068","0.051","0.241","0.246","0.24","0.21"
TaxEffectOfUnusualItems,"-400,244.682","-69,064","-112,036.818","-70,176","-114,546","-443,681","-146,124","-55,680","-125,790"
