name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
TotalRevenue,"1,418,366,000","228,072,000","184,824,000","408,926,000","596,543,000","192,441,000","145,006,000","381,313,000","479,929,000","126,377,000","122,978,000","298,219,000"
	OperatingRevenue,"1,418,366,000","228,072,000","184,824,000","408,926,000","596,543,000","192,441,000","145,006,000","381,313,000","479,929,000","126,377,000","122,978,000","298,219,000"
CostOfRevenue,"793,659,000","142,443,000","117,508,000","220,862,000","312,845,000","120,758,000","93,291,000","214,679,000","269,160,000","86,464,000","81,900,000","166,906,000"
GrossProfit,"624,707,000","85,629,000","67,316,000","188,064,000","283,698,000","71,683,000","51,715,000","166,634,000","210,769,000","39,913,000","41,078,000","131,313,000"
OperatingExpense,"407,615,000","89,618,000","79,785,000","120,948,000","117,264,000","70,374,000","77,489,000","98,586,000","99,165,000","56,048,000","59,721,000","72,376,000"
	SellingGeneralAndAdministration,"407,615,000","89,618,000","79,785,000","120,948,000","117,264,000","70,374,000","77,489,000","98,586,000","99,165,000","56,048,000","59,721,000","72,376,000"
		SellingAndMarketingExpense,,,,,,,,,,,,"72,376,000"
OperatingIncome,"217,092,000","-3,989,000","-12,469,000","67,116,000","166,434,000","1,309,000","-25,774,000","68,048,000","111,604,000","-16,135,000","-18,643,000","58,937,000"
NetNonOperatingInterestIncomeExpense,"-28,580,000","-6,949,000","-6,863,000","-7,369,000","-7,399,000","-8,126,000","-11,516,000","-18,585,000","-19,472,000","-22,709,000","-22,417,000","-23,937,000"
	InterestExpenseNonOperating,"28,580,000","6,949,000","6,863,000","7,369,000","7,399,000","8,126,000","11,516,000","18,585,000","19,472,000","22,709,000","22,417,000","23,937,000"
OtherIncomeExpense,"-1,870,000","-161,000","-389,000","-460,000","-861,000","-2,945,000","-7,281,000","-179,000","-585,000","-187,000","-137,000","-3,044,000"
	SpecialIncomeCharges,"0","0","0","0","0","-1,888,000","-7,281,000",,"0","0","0",
		OtherSpecialCharges,,,,"0",,"1,888,000","7,281,000",,,,,
	OtherNonOperatingIncomeExpenses,"-1,870,000","-161,000","-389,000","-460,000","-861,000","-1,057,000",,"-179,000","-585,000","-187,000","-137,000","-3,044,000"
PretaxIncome,"186,642,000","-11,099,000","-19,721,000","59,287,000","158,174,000","-9,762,000","-44,571,000","49,284,000","91,547,000","-39,031,000","-41,197,000","31,956,000"
TaxProvision,"45,190,000","-3,659,000","-5,270,000","14,746,000","39,372,000","-3,310,000","-14,314,000","7,230,000","19,613,000","-9,205,000","-15,010,000","31,176,000"
NetIncomeCommonStockholders,"141,452,000","-7,440,000","-14,451,000","44,541,000","118,802,000","-6,452,000","-30,257,000","42,054,000","71,934,000","-29,826,000","-26,187,000","780,000"
	NetIncome,"141,452,000","-7,440,000","-14,451,000","44,541,000","118,802,000","-6,452,000","-30,257,000","42,054,000","71,934,000","-29,826,000","-26,187,000","780,000"
		NetIncomeIncludingNoncontrollingInterests,"141,452,000","-7,440,000","-14,451,000","44,541,000","118,802,000","-6,452,000","-30,257,000","42,054,000","71,934,000","-29,826,000","-26,187,000","780,000"
			NetIncomeContinuousOperations,"141,452,000","-7,440,000","-14,451,000","44,541,000","118,802,000","-6,452,000","-30,257,000","42,054,000","71,934,000","-29,826,000","-26,187,000","780,000"
DilutedNIAvailtoComStockholders,"141,452,000","-7,440,000","-14,451,000","44,541,000","118,802,000","-6,452,000","-30,257,000","42,054,000","71,934,000","-29,826,000","-26,187,000","780,000"
BasicEPS,,"-0.04","-0.08","0.23","0.63","-0.03","-0.17","0.225","0.385","-0.16","-0.14",
