name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013
TotalRevenue,"24,102,000","7,314,000","7,548,000","5,370,000","3,870,000","3,552,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"24,102,000","7,314,000","7,548,000","5,370,000","3,870,000","3,552,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
OperatingExpense,"374,539,000","95,534,000","100,951,000","90,182,000","87,872,000","81,797,000","81,697,000","74,706,000","77,952,000","74,697,000","79,699,000","72,556,000","75,535,000","67,891,000","81,816,000","60,220,000","52,623,000","42,452,000","35,802,000","31,660,000","27,909,000","26,161,000","18,754,000","25,942,000","19,485,000","17,061,000","26,270,000","12,259,000","10,608,000","9,311,000","10,596,000","5,949,000","4,534,000","7,077,000","3,417,000","2,552,000","1,361,000","1,286,000"
	SellingGeneralAndAdministration,"81,634,000","20,571,000","21,817,000","19,849,000","19,397,000","17,738,000","16,143,000","14,829,000","16,392,000","17,038,000","18,059,000","19,018,000","23,284,000","19,223,000","19,561,000","16,865,000","19,236,000","13,992,000","11,031,000","11,062,000","9,613,000","8,620,000","5,280,000","7,140,000","6,494,000","5,814,000","5,539,000","4,146,000","3,601,000","3,544,000","5,548,000","1,708,000","1,358,000","4,096,000","1,165,000","868,000","792,000","932,000"
		GeneralAndAdministrativeExpense,"81,634,000","20,571,000","21,817,000","19,849,000","19,397,000","17,738,000","16,143,000","14,829,000","16,392,000","17,038,000","18,059,000","19,018,000","23,284,000","19,223,000","19,561,000","16,865,000","19,236,000","13,992,000","11,031,000","11,062,000","9,613,000","8,620,000","5,280,000","7,140,000","6,494,000","5,814,000","5,539,000","4,146,000","3,601,000","3,544,000","5,548,000","1,708,000","1,358,000","4,096,000","1,165,000","868,000","792,000","932,000"
			OtherGandA,"81,634,000","20,571,000","21,817,000","19,849,000","19,397,000","17,738,000","16,143,000","14,829,000","16,392,000","17,038,000","18,059,000","19,018,000","23,284,000","19,223,000","19,561,000","16,865,000","19,236,000","13,992,000","11,031,000","11,062,000","9,613,000","8,620,000","5,280,000","7,140,000","6,494,000","5,814,000","5,539,000","4,146,000","3,601,000","3,544,000","5,548,000","1,708,000","1,358,000","4,096,000","1,165,000","868,000","792,000","932,000"
	ResearchAndDevelopment,"292,905,000","74,963,000","79,134,000","70,333,000","68,475,000","64,059,000","65,554,000","59,877,000","61,560,000","57,659,000","61,640,000","53,538,000","52,251,000","48,668,000","62,255,000","43,355,000","33,387,000","28,460,000","24,771,000","20,598,000","18,296,000","17,541,000","13,474,000","18,802,000","12,991,000","11,247,000","20,731,000","8,113,000","7,007,000","5,767,000","5,048,000","4,241,000","3,176,000","2,981,000","2,252,000","1,684,000","569,000","354,000"
OperatingIncome,"-350,437,000","-88,220,000","-93,403,000","-84,812,000","-84,002,000","-78,245,000","-81,697,000","-74,706,000","-77,952,000","-74,697,000","-79,699,000","-72,556,000","-75,535,000","-67,891,000","-81,816,000","-60,220,000","-52,623,000","-42,452,000","-35,802,000","-31,660,000","-27,909,000","-26,161,000","-18,754,000","-25,942,000","-19,485,000","-17,061,000","-26,270,000","-12,259,000","-10,608,000","-9,311,000","-10,596,000","-5,949,000","-4,534,000","-7,077,000","-3,417,000","-2,552,000","-1,361,000","-1,286,000"
NetNonOperatingInterestIncomeExpense,"572,000","115,000","84,000","148,000","225,000","-90,000","398,000","364,000","497,000","1,188,000","1,215,000","661,000","1,207,000","1,634,000","1,757,000","1,859,000","1,743,000","1,009,000","473,000","564,000","481,000","509,000","519,000","576,000","605,000","503,000","522,000","380,000","163,000","153,000","66,000","30,000","23,000","6,000","4,000","3,000","4,000","2,000"
	InterestIncomeNonOperating,,,,,,,"398,000","364,000","497,000","1,188,000","1,215,000","661,000","1,207,000","1,634,000","1,757,000","1,859,000","1,743,000","1,009,000","473,000","564,000","481,000","509,000","519,000","576,000","605,000","503,000","522,000","380,000","163,000","153,000","66,000","30,000","23,000","6,000","4,000","3,000","4,000","2,000"
	TotalOtherFinanceCost,"-572,000","-115,000","-84,000","-148,000","-225,000","90,000","-398,000","-364,000","-497,000","-1,188,000","-1,215,000","-661,000","-1,207,000","-1,634,000","-1,757,000","-1,859,000","-1,743,000","-1,009,000","-473,000","-564,000","-481,000","-509,000","-519,000","-576,000","-605,000","-503,000","-522,000","-380,000","-163,000","-153,000",,,"-23,000",,,,,
OtherIncomeExpense,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,"-4,500,000",,,,,,,,,
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-4,500,000",,,,"0","0",,,"0","0"
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,500,000",,,,,,,,,
PretaxIncome,"-349,865,000","-88,105,000","-93,319,000","-84,664,000","-83,777,000","-78,335,000","-81,299,000","-74,342,000","-77,455,000","-73,509,000","-78,484,000","-71,895,000","-74,328,000","-66,257,000","-80,059,000","-58,361,000","-50,880,000","-41,443,000","-35,329,000","-31,096,000","-27,428,000","-25,652,000","-18,235,000","-25,366,000","-18,880,000","-16,558,000","-21,248,000","-11,879,000","-14,945,000","-9,158,000","-10,530,000","-5,919,000","-4,511,000","-7,071,000","-3,413,000","-2,549,000","-1,357,000","-1,284,000"
TaxProvision,"46,000","0","30,000","0","16,000",,"8,000","6,000","1,000",,"12,000","0","0",,"-47,000","0","3,000",,"-16,000","0","0","2,000","0","7,000","0","3,000","0","-11,000","0","2,000","-3,000","0","0","-22,000","143,000","-13,000","26,000","14,000"
