name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996
TotalAssets,"1,972,028,000","1,931,824,000","1,865,934,000","1,728,794,000","1,584,138,000","1,587,333,000","1,570,146,000","1,686,041,000","1,703,952,000","1,386,672,000","1,374,262,000","1,214,277,000","1,173,816,000","1,138,370,000","1,161,037,000","1,123,016,000","1,052,017,000","927,607,000","961,192,000","947,973,000","904,132,000","852,468,000","846,276,000","843,390,000","787,263,000","717,010,000","712,762,000","702,593,000","661,122,000","647,270,000","664,187,000","628,442,000","554,900,000","539,899,000","555,709,000","562,712,000","545,973,000","510,772,000","483,071,000","857,738,000","443,232,000","447,689,000","467,921,000","441,305,000","412,373,000","411,722,000","403,307,000","390,208,000","360,640,000","340,037,000","353,028,000","357,921,000","333,714,000","328,219,000","349,930,000","348,755,000","338,410,000","328,384,000","337,821,000","332,044,000","305,270,000","303,309,000","286,268,000","280,276,000","273,930,000","265,100,000","288,563,000","282,552,000","276,249,000","262,388,000","270,617,000","267,319,000","265,943,000","267,272,000","314,034,000","327,648,000","321,898,000","314,382,000","328,267,000","335,676,000","324,634,000","321,178,000","344,138,000","363,217,000","366,268,000","484,120,000","494,426,000","495,712,000","477,617,000","464,700,000","461,300,000","445,400,000","414,900,000","398,200,000","412,900,000","408,300,000","384,700,000","375,700,000","229,300,000","573,100,000","536,500,000","526,300,000"
	CurrentAssets,"788,018,000","761,661,000","710,969,000","607,540,000","445,144,000","432,914,000","415,570,000","524,479,000","531,279,000","236,589,000","260,264,000","276,864,000","250,671,000","243,784,000","280,615,000","283,152,000","231,845,000","402,933,000","455,323,000","380,227,000","342,862,000","344,873,000","371,929,000","378,043,000","338,116,000","310,953,000","359,533,000","397,577,000","357,272,000","351,414,000","405,426,000","385,003,000","277,714,000","258,646,000","258,267,000","255,704,000","239,773,000","233,470,000","214,677,000","583,873,000","178,478,000","194,796,000","209,757,000","171,464,000","147,868,000","163,582,000","165,190,000","150,230,000","132,296,000","127,862,000","135,813,000","126,989,000","116,701,000","120,216,000","145,488,000","129,111,000","111,653,000","105,951,000","119,956,000","111,474,000","82,776,000","87,082,000","80,980,000","71,730,000","62,356,000","63,000,000","86,694,000","76,308,000","73,000,000","68,629,000","78,681,000","65,877,000","59,021,000","58,577,000","57,343,000","56,461,000","50,337,000","48,027,000","50,233,000","48,922,000","42,151,000","42,983,000","45,094,000","39,860,000","37,619,000","52,086,000","49,689,000","48,531,000","36,398,000","41,900,000","45,100,000","40,500,000","32,300,000","35,700,000","69,000,000","65,600,000","58,700,000","70,000,000","41,400,000","53,400,000","36,700,000","45,800,000"
		CashCashEquivalentsAndShortTermInvestments,"527,209,000","511,605,000","415,116,000","307,975,000","222,961,000","234,779,000","191,967,000","314,139,000","321,954,000","33,766,000","31,569,000","34,407,000","31,810,000","26,642,000","30,916,000","37,148,000","36,834,000","235,336,000","238,848,000","197,957,000","187,472,000","202,463,000","205,953,000","207,888,000","194,072,000","193,441,000","199,435,000","230,824,000","200,721,000","215,093,000","244,603,000","211,718,000","175,052,000","168,195,000","161,524,000","144,167,000","140,603,000","137,663,000","118,732,000","490,574,000","96,553,000","119,151,000","124,734,000","90,961,000","76,405,000","91,259,000","79,548,000","70,926,000","65,593,000","67,870,000","63,645,000","61,810,000","57,395,000","52,680,000","62,527,000","56,545,000","51,551,000","46,377,000","50,738,000","50,673,000","35,380,000","35,841,000","27,078,000","21,658,000","19,936,000","16,921,000","37,251,000","32,969,000","28,623,000","27,554,000","30,548,000","25,154,000","19,656,000","20,031,000","15,697,000","18,115,000","14,825,000","12,227,000","15,211,000","15,199,000","15,475,000","16,871,000","8,746,000","6,998,000","7,080,000","19,701,000","14,181,000","17,573,000","9,226,000","11,900,000","8,700,000","6,000,000","4,500,000","1,700,000","2,500,000","6,400,000","6,500,000","4,800,000","4,300,000","10,800,000","3,300,000","6,100,000"
			CashAndCashEquivalents,"527,209,000","511,605,000","415,116,000","307,975,000","222,961,000","234,779,000","191,967,000","314,139,000","321,954,000","33,766,000","31,569,000","34,407,000","31,810,000","26,642,000","30,916,000","37,148,000","36,834,000","235,336,000","238,848,000","197,957,000","187,472,000","202,463,000","205,953,000","207,888,000","194,072,000","193,441,000","199,261,000","230,650,000","200,544,000","214,879,000","244,392,000","211,542,000","174,878,000","167,795,000","161,138,000","143,790,000","140,225,000","134,177,000","115,064,000","485,390,000","91,312,000","107,057,000","124,734,000","90,961,000","76,405,000","91,259,000","79,548,000","70,926,000","65,593,000","67,870,000","63,645,000","61,810,000","57,395,000","52,680,000","62,527,000","56,545,000","51,318,000","46,377,000","47,354,000","47,330,000","35,380,000","35,841,000","27,078,000","21,658,000","19,936,000","16,921,000","37,251,000","32,969,000","28,623,000","27,554,000","30,548,000","25,154,000","19,656,000","20,031,000","15,697,000","18,115,000","14,825,000","12,227,000","15,211,000","15,199,000","15,475,000","16,871,000","8,746,000","6,998,000","7,080,000","19,701,000","14,181,000","17,573,000","9,226,000","11,900,000","8,700,000","6,000,000","4,500,000","1,700,000","2,500,000","6,400,000","6,500,000","4,800,000","4,300,000","10,800,000","3,300,000","6,100,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,"174,000","174,000","177,000","214,000","211,000","176,000","174,000","400,000","386,000","377,000","378,000","3,486,000","3,668,000","5,184,000","5,241,000","12,094,000",,,,,,,,,,,,"0",,,"233,000",,"3,384,000","3,343,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"234,008,000","220,111,000","269,333,000","272,271,000","197,831,000","178,155,000","205,453,000","187,885,000","182,995,000","178,096,000","205,465,000","219,140,000","190,926,000","184,899,000","218,536,000","215,321,000","160,946,000","139,356,000","182,137,000","157,074,000","125,974,000","115,525,000","137,408,000","135,424,000","118,106,000","99,945,000","117,371,000","121,078,000","105,979,000","97,100,000","117,035,000","125,945,000","72,553,000","66,337,000","76,731,000","86,390,000","69,125,000","69,417,000","72,723,000","69,056,000","59,674,000","56,116,000","65,772,000","61,784,000","52,229,000","47,638,000","53,682,000","50,342,000","41,642,000","41,898,000","52,846,000","45,422,000","38,475,000","46,322,000","48,919,000","45,776,000","43,243,000","45,997,000","54,110,000","45,995,000","37,406,000","41,694,000","45,280,000","40,724,000","34,313,000","37,155,000","42,926,000","37,324,000","36,616,000","34,611,000","42,500,000","35,159,000","33,399,000","33,623,000","38,508,000","35,209,000","32,961,000","32,451,000","34,695,000","33,723,000","26,676,000","26,112,000","36,348,000","32,862,000","30,539,000","32,385,000","35,495,000","28,969,000","25,465,000","30,000,000","32,800,000","30,600,000","27,700,000","33,500,000","56,200,000","46,800,000","45,400,000","30,200,000","30,400,000","32,000,000","27,500,000","32,400,000"
			AccountsReceivable,"175,051,000","153,147,000","197,999,000","201,038,000","156,754,000","149,921,000","175,375,000","149,062,000","148,281,000","141,566,000","171,802,000","181,452,000","153,969,000","138,018,000","185,586,000","186,034,000","143,028,000","125,452,000","151,672,000","146,653,000","117,878,000","107,336,000","129,422,000","126,689,000","102,786,000","89,352,000","114,623,000","118,989,000","102,013,000","91,681,000","109,748,000","119,763,000","59,241,000","53,521,000","62,605,000","70,951,000","54,202,000","52,270,000","66,196,000","62,643,000","53,290,000","53,012,000","62,009,000","67,302,000","48,279,000",,"53,682,000","50,342,000","41,642,000","41,898,000","51,396,000","44,430,000","38,087,000","43,141,000","48,919,000","45,776,000","43,243,000","40,855,000","54,110,000","45,995,000","37,406,000","41,694,000","45,280,000","40,724,000","34,313,000","37,155,000","42,926,000","37,324,000","36,616,000","34,611,000","42,500,000","35,159,000","33,399,000","33,623,000","38,508,000","35,209,000","32,961,000","32,451,000","34,695,000","33,394,000","25,815,000","25,223,000","36,348,000","32,862,000","30,539,000","32,385,000","35,495,000",,,,,,,,,,,,,,,
				GrossAccountsReceivable,"202,764,000","187,296,000","246,274,000","258,764,000","222,482,000","209,345,000","219,603,000","185,403,000","172,531,000","160,048,000","188,674,000","197,777,000","171,237,000","153,923,000","201,095,000","200,121,000","157,636,000","137,673,000","163,004,000","156,598,000","126,924,000","115,893,000","137,446,000","134,639,000","110,465,000","98,071,000","123,807,000","128,499,000","111,855,000","101,765,000","121,191,000","132,951,000","71,824,000","64,837,000","72,929,000","81,491,000","65,500,000","63,090,000","77,081,000","73,586,000","64,253,000","62,991,000","70,555,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-27,713,000","-34,149,000","-48,275,000","-57,726,000","-65,728,000","-59,424,000","-44,228,000","-36,341,000","-24,250,000","-18,482,000","-16,872,000","-16,325,000","-17,268,000","-15,905,000","-15,509,000","-14,087,000","-14,608,000","-12,221,000","-11,332,000","-9,945,000","-9,046,000","-8,557,000","-8,024,000","-7,950,000","-7,679,000","-8,719,000","-9,184,000","-9,510,000","-9,842,000","-10,084,000","-11,443,000","-13,188,000","-12,583,000","-11,316,000","-10,324,000","-10,540,000","-11,298,000","-10,820,000","-10,885,000","-10,943,000","-10,963,000","-9,979,000","-8,546,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,444,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
