name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
MarketCap,"500,845,207","989,964,632","940,662,969","419,877,051","261,434,452","286,556,013","241,997,858","223,934,821","237,382,813","166,449,374","77,024,388","62,784,595","147,410,735","339,160,788","451,100,335","409,107,011","316,962,330"
EnterpriseValue,"272,050,207","795,653,632","824,597,969","295,862,051","124,345,452","151,573,013","97,742,858","72,392,821","120,185,813","94,607,374","-1,651,612","-23,874,405","53,233,735","231,728,788","338,345,335","290,722,011","269,877,330"
PeRatio,,,,,,,,,,,,"0.627",,,,,
PbRatio,"2.156","5.028","7.873","3.233","1.859","2.033","1.61","1.414","1.935","2.133","0.89","0.664","1.444","3.117","3.953","3.428","6.968"
EnterprisesValueEBITDARatio,"-4.885","-51.824","-60.955","-20.952","-9.841","-11.957","-9.135","-6.518","-12.672","-9.352","0.171","2.554","-5.895","-28.944","-54.379","-47.982","-39.946"
