name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007
TotalRevenue,"361,351,000","-57,738,000","145,682,000","125,753,000","147,654,000","-48,929,000","230,628,000","191,422,000","217,399,000","-1,265,782,000","185,809,000","566,841,000","191,930,000","180,638,000","-345,780,000","158,790,000","149,824,000","291,928,000","159,156,000","150,365,000","92,395,000","81,506,000","280,053,000","158,089,000","84,263,000","45,766,000","236,088,000","48,345,000","244,515,000","169,783,000","36,551,000","228,995,000","52,106,000","-4,102,000","260,351,000","-157,345,000","456,700,000","160,653,000","26,066,000","105,566,000","105,904,000","74,034,000","64,068,000","60,521,000","-1,182,000","17,371,000","12,559,956","11,708,927","5,194,516","5,640,579","2,734,543","0","0","0",,,,,,
	OperatingRevenue,"361,351,000","-57,738,000","145,682,000","125,753,000","147,654,000","-48,929,000","230,628,000","191,422,000","217,399,000","-1,265,782,000","185,809,000","566,841,000","191,930,000","180,638,000","-345,780,000","158,790,000","149,824,000","291,928,000","159,156,000","150,365,000","92,395,000","81,506,000","280,053,000","158,089,000","84,263,000","45,766,000","236,088,000","48,345,000","244,515,000","169,783,000","36,551,000","228,995,000","52,106,000","-4,102,000","260,351,000","-157,345,000","456,700,000","160,653,000","26,066,000","105,566,000","105,904,000","74,034,000","64,068,000","60,521,000","-1,182,000","17,371,000","12,559,956","11,708,927","5,194,516","5,640,579","2,734,543","0","0","0",,,,,,
CostOfRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"559,000","4,476,000","4,275,000","1,437,000","3,371,000",,"1,550,000","-2,067,776","862,467","748,330","0","0","0","0","0",,,,,,
GrossProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"105,007,000","101,428,000","69,759,000","62,631,000","57,150,000",,"15,821,000","14,627,732","10,846,460","4,446,186","5,640,579","2,734,543","0","0","0",,,,,,
OperatingExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,279,000","11,791,000","10,344,000","8,424,000","7,635,000",,"1,512,000","4,235,135","1,212,532","1,132,260","1,444,052","9,750,588","1,040,300","1,385,707","320,402","283,273","225,564","266,757","284,012","139,987","12"
	SellingGeneralAndAdministration,"39,046,000","12,193,000","6,396,000","9,198,000","11,259,000","8,188,000","30,236,000","2,857,000","2,315,000","2,315,000","17,546,000","16,839,000","13,635,000","12,082,000","12,152,000","-5,041,000","11,453,000","11,708,000","3,954,000","13,276,000","11,772,000","11,470,000","11,166,000","11,387,000","11,837,000","12,044,000","12,270,000","12,617,000","12,686,000","12,721,000","-25,535,000","11,573,000","14,069,000","12,765,000","10,591,000","7,955,000","7,804,000","4,913,000","-22,926,000","16,279,000","7,610,000","6,743,000","8,424,000","7,635,000","1,668,000","1,512,000","4,235,135","1,212,532","1,132,260","1,444,052","-1,233,877","1,040,300","1,385,707","320,402","283,273","225,564","266,757","284,012","139,987","12"
		GeneralAndAdministrativeExpense,"39,046,000","12,193,000","6,396,000","9,198,000","11,259,000","8,188,000","30,236,000","2,857,000","2,315,000","2,315,000","17,546,000","16,839,000","13,635,000","12,082,000","12,152,000","-5,041,000","11,453,000","11,708,000","3,954,000","13,276,000","11,772,000","11,470,000","11,166,000","11,387,000","11,837,000","12,044,000","12,270,000","12,617,000","12,686,000","12,721,000","-25,535,000","11,573,000","14,069,000","12,765,000","10,591,000","7,955,000","7,804,000","4,913,000","-22,926,000","16,279,000",,,"8,424,000","7,635,000","1,668,000","1,512,000","4,235,135","1,212,532","1,132,260","1,444,052",,,,,,,,,,
			SalariesAndWages,"39,046,000","12,193,000","6,396,000","9,198,000","11,259,000","8,188,000","30,236,000","2,857,000","2,315,000","2,315,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"204,000",,,,,,"141,000",,"91,167","123,000","116,008",,,,,,,,,,
			InsuranceAndClaims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"243,000","242,000","243,000","227,000","201,000","201,000","201,000",,,,,"141,000","141,000","141,000",,,,,,,,,,,,,,,
			OtherGandA,"60,102,000",,,,,,"0","5,759,000","11,429,000","14,550,000","17,546,000","16,839,000","13,635,000","12,082,000","12,152,000","-5,041,000","11,453,000","11,708,000","3,954,000","13,276,000","11,772,000","11,470,000","11,166,000","11,387,000","11,837,000","12,044,000","12,270,000","12,617,000","12,686,000","12,721,000","-24,807,000","11,330,000","13,827,000","12,522,000","10,364,000","7,754,000","7,603,000","4,712,000","-23,126,000","16,075,000",,,"8,283,000","7,494,000","1,527,000","1,371,000","4,141,310","1,121,365","1,009,260","1,328,044",,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,546,000","4,181,000","3,601,000",,,,,,,,,,,,,,,,,,
OperatingIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"88,728,000","89,637,000","59,415,000","54,207,000","49,515,000",,"14,309,000","10,392,597","9,633,928","3,313,926","4,196,527","-7,016,045","-1,040,300","-1,385,707","-320,402","-283,273","-225,564","-266,757","-284,012","-139,987","-12"
NetNonOperatingInterestIncomeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-15,527,000",,,,,"17,371,000",,"10,469,529","8,262,184",,"-187,832","890","7,185","48,247",,,,,,
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,870,000",,"11,864,965","9,125,426",,,"890",,,,,,,,
	InterestExpenseNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,527,000",,,,,"2,499,000",,"1,395,436","863,242",,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-7,185","-48,247",,,,,,
OtherIncomeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-69,760,000","-66,711,000","-15,192,000","-10,358,000","53,793,000",,"8,825,000",,,,"596,022",,,,,,,,,,
	GainOnSaleOfSecurity,"-120,978,000","-192,145,000","27,050,000","9,676,000","34,441,000","-158,742,000","103,963,000","57,890,000","83,176,000","-1,465,671,000","7,158,000","399,354,000","9,482,000","1,521,000","-524,484,000","1,303,000","4,752,000","137,833,000","33,836,000","-13,513,000","-65,430,000","-70,289,000","147,953,000","20,831,000","-52,518,000","-80,712,000","140,316,000","-108,226,000","109,230,000","5,854,000","-129,286,000","94,046,000","-102,533,000","-138,594,000","148,981,000","-265,087,000","371,546,000","29,042,000","-90,361,000","5,981,000","1,789,000","9,931,000","-10,358,000","53,793,000","-38,147,000","5,347,000",,,,"596,022",,,,,,,,,,
	SpecialIncomeCharges,"-35,693,000","409,935,000","-132,493,000","-43,687,000","-269,448,000","325,467,000","1,275,000","23,361,000","-383,860,000","-586,665,000","-21,739,000","-234,514,000","-252,432,000","-188,974,000","-171,284,000","-74,350,000","9,853,000","71,807,000","-593,000","-29,245,000","-46,630,000","-14,565,000","126,094,000","-34,640,000","-76,535,000","-101,440,000","-3,267,000","-61,549,000","17,635,000","-52,403,000","-55,346,000","-10,711,000","-29,571,000","-32,760,000","13,065,000",,,,,"-75,741,000","-68,500,000","-25,123,000",,,,"3,478,000",,,,,,,,,,,,,,
		RestructuringAndMergernAcquisition,,,"0","0","0","0","-294,000","-139,788,000","145,069,000",,"0","0",,,"0","94,941,000",,,"0","0",,,"1,801,000","1,189,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,"35,693,000","-409,935,000","132,493,000","43,687,000","269,448,000","-325,467,000","-981,000","116,427,000","238,791,000","586,665,000","21,739,000","234,514,000","252,432,000","188,974,000","171,284,000","-20,591,000","-9,853,000","-71,807,000","593,000","29,245,000","46,630,000","14,565,000","-127,895,000","33,451,000","76,535,000","101,440,000","3,267,000","61,549,000","-17,635,000","52,403,000","55,346,000","10,711,000","29,571,000","32,760,000","-13,065,000",,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,,,,,,"474,000","84,000","66,000","798,000","60,000","495,000","-341,000","123,000","342,000","907,000","730,000","1,058,000","8,854,000","8,076,000","2,793,000","8,035,000","-4,978,000","5,757,000","-9,561,000","2,827,000","-5,525,000","2,201,000","-16,609,000","-1,857,000","-1,409,000","-1,515,000","21,003,000","460,000","-4,268,000","10,788,000","1,810,000",,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"262,653,000","334,068,000","810,000","66,649,000","-138,874,000","262,834,000","214,987,000","193,712,000","-191,728,000","-1,882,794,000","132,382,000","302,144,000","-88,150,000","-35,974,000","-547,854,000","73,355,000","133,439,000","338,593,000","133,479,000","99,394,000","17,415,000","47,469,000","379,844,000","100,959,000","-31,743,000","-83,479,000","219,486,000","-42,446,000","214,544,000","84,136,000","-48,681,000","188,732,000","16,397,000","-63,047,000","245,281,000","-169,873,000","436,740,000","147,303,000","174,607,000","18,968,000","7,399,000","44,223,000","45,260,000","63,997,000","-6,065,000","23,134,000","17,331,597","9,633,928","3,313,926","4,792,549","-6,372,735","-1,039,410","-1,378,522","-272,155","98,336","731,187","602,296","1,950,797",,
TaxProvision,"30,313,000","48,798,000","2,104,000","325,000","-20,914,000","22,677,000","3,816,000","-8,202,000","-18,164,000","-13,138,000","-2,372,000","-3,556,000","2,407,000","-10,039,000","6,681,000","37,409,000","-6,051,000","3,784,000","10,621,000","-5,344,000","8,757,000","-24,516,000","38,441,000","-16,827,000","-14,762,000","5,451,000","8,780,000","-7,656,000","-6,957,000","-10,657,000","-11,718,000","-4,858,000","-23,260,000","-33,902,000","6,602,000","23,726,000","49,119,000","4,964,000","-10,203,000","-7,834,000","-16,605,000","-7,577,000","-6,170,000","9,388,000","-5,081,000","757,000","871,642","-245,879","-774,356","-534,407","47,977","-119,483","-154,798","-91,987","35,229","182,556","207,027","663,271",,
NetIncomeCommonStockholders,"176,315,000","270,230,000","-14,509,000","52,376,000","-131,934,000","222,684,000","192,220,000","182,964,000","-192,515,000","-1,888,606,000","115,804,000","286,749,000","-109,507,000","-44,885,000","-573,485,000","16,995,000","125,743,000","321,062,000","153,955,000","93,176,000","4,333,000","71,985,000","341,403,000","117,786,000","-16,981,000","-88,930,000","210,706,000","-34,790,000","221,501,000","94,793,000","-36,963,000","193,590,000","39,657,000","-29,145,000","239,414,000","-192,728,000","388,637,000","143,716,000","189,300,000","26,802,000","24,004,000","51,800,000","51,430,000","54,609,000","-984,000","22,377,000","16,459,955","9,879,807","4,088,282","5,326,956","-6,420,712","-944,650","-1,261,036","-211,005","63,107","548,631","395,269","1,287,526","715,585","-12"
	NetIncome,"232,340,000","285,270,000","-1,294,000","66,324,000","-117,960,000","240,157,000","211,171,000","201,914,000","-173,564,000","-1,869,656,000","134,754,000","305,700,000","-90,557,000","-25,935,000","-554,535,000","35,946,000","139,490,000","334,809,000","165,904,000","102,064,000","8,618,000","71,985,000","341,403,000","117,786,000","-16,981,000","-88,930,000","210,706,000","-34,790,000","221,501,000","94,793,000","-36,963,000","193,590,000","39,657,000","-29,145,000","239,414,000","-192,728,000","388,637,000","143,716,000","189,300,000","26,802,000","24,004,000","51,800,000","51,430,000","54,609,000","-984,000","22,377,000","16,459,955","9,879,807","4,088,282","5,326,956","-6,420,712","-919,927","-1,223,724","-180,168","63,107","548,631","395,269","1,287,526","715,585","-12"
		NetIncomeIncludingNoncontrollingInterests,"232,340,000","285,270,000","-1,294,000","66,324,000","-117,960,000","240,157,000","211,171,000","201,914,000","-173,564,000","-1,869,656,000","134,754,000","305,700,000","-90,557,000","-25,935,000","-554,535,000","35,946,000","139,490,000","334,809,000","167,004,000","104,738,000","8,658,000","71,985,000","341,403,000","117,786,000","-16,981,000","-88,930,000","210,706,000","-34,790,000","221,501,000","94,793,000","-36,963,000","193,590,000","39,657,000","-29,145,000","239,414,000","-192,728,000","388,637,000","143,716,000","189,300,000","26,802,000","24,004,000","51,800,000","51,430,000","54,609,000","-984,000","22,377,000","16,459,955","9,879,807","4,088,282","5,326,956","-6,420,712","-919,927","-1,223,724","-180,168","63,107","548,631","395,269","1,287,526","715,585","-12"
			NetIncomeContinuousOperations,"232,340,000","285,270,000","-1,294,000","66,324,000","-117,960,000","240,157,000","211,171,000","201,914,000","-173,564,000","-1,869,656,000","134,754,000","305,700,000","-90,557,000","-25,935,000","-554,535,000","35,946,000","139,490,000","334,809,000","122,858,000","104,738,000","8,658,000","71,985,000","341,403,000","117,786,000","-16,981,000","-88,930,000","210,706,000","-34,790,000","221,501,000","94,793,000","-36,963,000","193,590,000","39,657,000","-29,145,000","238,679,000","-193,599,000","387,621,000","142,339,000","184,810,000","26,802,000","24,004,000","51,800,000","51,430,000","54,609,000","-984,000","22,377,000","16,459,955","9,879,807","4,088,282","5,326,956","-6,420,712","-919,927","-1,223,724","-180,168","63,107","548,631","395,269","1,287,526","715,585","-12"
			NetIncomeDiscontinuousOperations,"0",,,,,,,,,,,,,,"0","0","0","0","4,977,000",,,,,,,,,,,,"0","0","0","0","735,000","871,000","1,016,000","1,377,000","7,391,000",,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"0",,,,,,,,,,,,,,"0","0","0",,"-1,100,000","-2,674,000","-40,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	PreferredStockDividends,"54,989,000","13,747,000","13,747,000","13,748,000","13,747,000","17,216,000","18,951,000","18,950,000","18,951,000","18,950,000","18,950,000","18,951,000","18,950,000","18,950,000","18,950,000","18,951,000","13,747,000","13,747,000","11,949,000","8,888,000","4,285,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","24,723","37,312","30,837",,,,,,
	OtherunderPreferredStockDividend,,"1,293,000",,"200,000","227,000","257,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AverageDilutionEarnings,"0","5,125,000",,"4,835,000","0","6,364,000",,"4,812,000",,,"0","4,779,000","0",,"-14,151,000","0","4,689,000","4,701,000","17,867,000","4,727,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"175,076,000","275,355,000","-27,240,000","57,211,000","-131,934,000","229,048,000","192,220,000","187,776,000","-192,515,000","-1,888,606,000","115,804,000","291,528,000","-109,507,000","-44,885,000","-587,636,000","16,995,000","130,432,000","325,763,000","171,822,000","97,903,000","4,333,000","71,985,000","341,403,000","117,786,000","-16,981,000","-88,930,000","210,706,000","-34,790,000","221,501,000","94,793,000","-36,963,000","193,590,000","39,657,000","-29,145,000","239,414,000","-192,728,000","388,637,000","143,716,000","189,300,000","26,802,000","24,004,000","51,800,000","51,430,000","54,609,000","-984,000","22,377,000","16,459,955","9,879,807","4,088,282","5,326,956","-6,420,712","-944,650","-1,261,036","-211,005","63,107","548,631","395,269","1,287,526","715,585","-12"
BasicEPS,,"0.79","-0.04","0.17","-0.48","0.81","0.7","0.67","-0.7","-6.91","0.42","1.05","-0.4","-0.18","-2.31","0.08","0.72","1.83","0.88","0.53","0.02","0.42","1.96","0.68","-0.1","-0.5","1.18","-0.18","1.2","0.52","-0.2","1.06","0.22","-0.16","1.32","-1.06","2.12","0.94","1.28","0.2","0.22","0.56",,"0.84","-0.02","0.98",,"0.76","0.36","0.8",,"-0.08","-0.1","-0.02",,"0.04","0.04","0.1",,"0"
DilutedEPS,,"0.72","-0.04","0.17","-0.48","0.74","0.68","0.64","-0.7","-6.91","0.41","1","-0.4","-0.18","-2.31","0.08","0.68","1.69","0.84","0.52","0.02","0.42","1.96","0.68","-0.1","-0.5","1.18","-0.18","1.2","0.52","-0.2","1.06","0.22","-0.16","1.32","-1.06","2.12","0.94","1.28","0.2","0.22","0.56",,"0.84","-0.02","0.98",,"0.76","0.36","0.8",,"-0.08","-0.1","-0.02",,"0.04","0.04","0.1",,"0"
