name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013
MarketCap,"323,565,041","440,447,357","333,363,897","310,274,467","355,902,750","263,837,891","176,446,689","91,499,607","95,890,080","56,968,550","293,664,987","308,934,962","325,542,373","401,245,581","290,329,123","382,547,127","371,209,817","312,208,441","312,538,779","303,549,092","328,791,595","337,036,326","354,480,112","361,616,044","371,512,733","332,148,820","412,840,737","399,448,186","364,346,989","403,400,891","419,805,037","386,732,206","435,742,867","382,976,173","293,549,838"
EnterpriseValue,"1,577,804,041","1,563,560,357","1,443,422,897","1,423,649,467","1,546,524,750","1,483,707,891","1,389,530,689","1,280,622,607","1,257,017,080","1,211,513,550","1,435,855,987","1,443,173,962","1,465,245,373","1,310,679,581","1,218,343,123","1,304,640,127","1,203,162,817","1,101,768,441","1,198,710,779","1,187,005,092","1,127,959,595","1,040,822,326","1,057,845,112","1,073,624,044","1,165,967,733","1,124,949,820","1,149,815,737","1,044,162,186","957,572,989","997,191,891","1,002,193,037","975,637,206","1,028,398,867","861,082,173","844,045,838"
PeRatio,,,,,,,,,,,,,,,"8.842","11.317","17.569","19.059",,"24.596","19.788","19.291","48.75",,,,,"45.258","79.053","239.571",,,,,
ForwardPeRatio,"34.965",,,,,,,,,,,,,,,,"22.371","15.924",,"21.598","188.679","28.653","105.263","36.101","29.499","21.834","28.986","9.814","9.099","10.753","11.834","35.461","39.841",,
PsRatio,"0.586","0.762","0.671","0.691","1.149","0.909","0.511","0.219","0.194","0.113","0.619","0.663","0.694","0.904","0.758","0.997","0.975","0.815","0.699","0.742","0.789","0.816","1.057","1.007","1.026","0.864","1.165","1.403","1.569","1.819","1.525","1.477","1.802","1.039","1.327"
PbRatio,"0.745","1.104","0.843","0.847","1.214","0.955","0.596","0.292","0.267","0.154","0.808","0.815","0.851","1.008","0.774","0.993","0.975","0.829","0.866","0.822","0.873","1.091","1.149","1.192","1.078","0.98","1.176","1.351","1.336","1.446","1.327","1.304","1.4","2.623","1.224"
EnterprisesValueRevenueRatio,"3.121","9.659","11.069","12.254","15.925","17.695","26.822","28.615","97.481","10.309","11.798","12.139","12.363","10.199","12.313","11.986","9.934","10.75","12.951","10.979","9.716","10.697","11.256","10.774","10.37","11.272","13.042","11.505","10.315","12.819","13.058","11.507","12.248","13.932","15.316"
EnterprisesValueEBITDARatio,"15.095","34.518","55.908","74.509","108.111","103.337","-290.15","431.041","-51.557","73.76","29.676","66.179","53.408","42.828","81.988","47.06","28.926","39.251","23.73","47.667","46.403","53.496","46.391","25.665","45.959","49.396","76.67","77.714","33.435","49.474","50.18","38.459","40.369","63.61","-1,944.806"
